"phase","arm","pmax","started_at","ended_at","duration_s","exit_code","log"
"TRAIN","B1011","375,200,150,187.5","2026-08-24T22:14:26.1048377+08:00","2026-08-24T22:23:12.8162624+08:00","526.7114247","0","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight\train-b1011_native_stdout.log"
