"phase","arm","pmax","started_at","ended_at","duration_s","exit_code","log"
"CONFIG","B1011","375,200,150,187.5","2026-08-24T22:14:09.1219080+08:00","2026-08-24T22:14:25.0677445+08:00","15.9458365","0","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight\config-b1011_native_stdout.log"
