branch,HEAD,upstream,ahead,behind,tracked_dirty_count,untracked_top_entry_count,tracked_dirty_preservation,untracked_preservation
task/002-stage2b-b3-smoke,b9a3c3b492fb6529e709f3f5d2248ea9c178d4bb,origin/task/002-stage2b-b3-smoke,0,0,7,613,PRESERVE_UNCHANGED,PRESERVE_UNCHANGED
