"phase","arm","pmax","started_at","ended_at","duration_s","exit_code","log"
"RELOAD","B0001","300,200,120,187.5","2026-08-24T22:13:12.3393506+08:00","2026-08-24T22:14:08.0814916+08:00","55.742141","0","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight\reload-b0001_native_stdout.log"
