site,production_mean_kg,end_inventory_mean_kg,htt_in_mean_kg,htt_out_mean_kg,ordinary_shortage_site_mean_kg,total_htt_mean_kg_path,ordinary_shortage_mean_kg_path
1,143.258580886171,191.45924249605,38.9726903353571,4.20443287453692,4.68909118001873,83.108175581955,8.77604583229151
2,87.8588272622474,81.0019875045573,15.0632595201797,40.465458149061,1.73178614995777,83.108175581955,8.77604583229151
3,49.4961444553087,34.7772384967721,9.16970870353536,30.6352327204289,1.36214987503232,83.108175581955,8.77604583229151
4,69.329934690065,88.5638509042552,19.9025170228829,7.80305183792823,0.993018627282694,83.108175581955,8.77604583229151
