scope,initial_state_id,T_id,T_label,distance_metric,pair_count,zero_distance_pair_count,positive_distance_pair_count,spearman_distance_abs_loss,low_positive_distance_q25,low_positive_pair_count,low_positive_large_mismatch_count,low_positive_large_mismatch_share,loss_slope_median,loss_slope_q90,loss_slope_maximum,nearest_neighbor_pair_count,nearest_neighbor_absolute_loss_median,nearest_neighbor_absolute_loss_q90,nearest_neighbor_absolute_loss_maximum,nearest_neighbor_relative_loss_median,nearest_neighbor_relative_loss_q90,nearest_neighbor_relative_loss_maximum
POOLED,0,1,ZERO,PERIOD_OLD,5078,151,4927,0.791896572761124,0.0453120989251899,1232,1093,0.887175324675325,3264282.62471475,6079577.65595026,6079698.87898884,316,0,93827.5645746393,294574.912036661,0,1,1
POOLED,0,1,ZERO,PERIOD_CORRECTED,5078,151,4927,0.910101678525542,0.118204153318153,1232,1037,0.841720779220779,1533983.62623202,2026566.29299626,2026566.29299628,315,0,93827.5645746393,281482.693723918,0,1,1
POOLED,0,2,HALF_CAPACITY,PERIOD_OLD,5078,151,4927,0.892513649840424,0.0453120989251899,1232,1136,0.922077922077922,503862.958495763,1857971.50609842,6000952.99606756,316,0,45967.2810561082,292811.589704798,0,1,1
POOLED,0,2,HALF_CAPACITY,PERIOD_CORRECTED,5078,151,4927,0.912031034329962,0.118204153318153,1232,1122,0.910714285714286,251730.572059605,825122.403402552,5058107.07276802,315,0,45973.3863497362,263549.342832951,0,1,1
POOLED,0,3,FULL_CAPACITY,PERIOD_OLD,5078,151,4927,0.864246048165175,0.0453120989251899,1232,1136,0.922077922077922,89501.5744355987,981742.467310646,6110846.52911604,316,0,45936.7545879684,364243.485054137,0,1,1
POOLED,0,3,FULL_CAPACITY,PERIOD_CORRECTED,5078,151,4927,0.757921155709625,0.118204153318153,1232,1143,0.92775974025974,40651.1687068657,593175.971446128,6110846.52911605,315,0,45936.7545879684,364243.485054137,0,1,1
POOLED,0,4,STEP03YF_PERIOD_R2000,PERIOD_OLD,5078,151,4927,0.867367992274358,0.0453120989251899,1232,1138,0.923701298701299,112703.727894322,1008371.62745271,6096667.08379612,316,0,45936.7545879684,363398.304185194,0,1,1
POOLED,0,4,STEP03YF_PERIOD_R2000,PERIOD_CORRECTED,5078,151,4927,0.764895031044243,0.118204153318153,1232,1144,0.928571428571429,51757.5667963682,603704.676600093,6096667.08379613,315,0,45936.7545879684,363398.304185194,0,1,1
