scope,initial_state_id,pair_count,old_state_Dscale_kg,corrected_global_Dscale_kg,old_d_D_minimum,old_d_D_maximum,corrected_d_D_minimum,corrected_d_D_maximum,old_weighted_D_maximum,corrected_weighted_D_maximum,d_Ctilde_minimum,d_Ctilde_maximum,old_total_distance_minimum,old_total_distance_maximum,corrected_total_distance_minimum,corrected_total_distance_maximum,spearman_old_vs_corrected_total_distance,median_absolute_rank_shift_fraction,q90_absolute_rank_shift_fraction,maximum_absolute_rank_shift_fraction,median_positive_d_D_multiplier,maximum_positive_d_D_multiplier
STATE,7,231,423.587813326787,607.969887897881,0,0.318952564927343,0,0.666666666665572,0.191371538956406,0.399999999999343,0,0.171787579093577,0,0.224266796600104,0,0.432895257643041,0.991790476416997,0.0130434782608696,0.0608695652173913,0.165217391304348,2.09017496635412,2.09017496635413
STATE,9,1540,607.969887897881,607.969887897881,0,0.333333333332785,0,0.999999999998358,0.199999999999671,0.599999999999015,0,0.632856581771599,0,0.452465615846342,0,0.852465615845685,0.95522182515729,0.0233918128654971,0.156010396361274,0.293047433398311,3,3.00000000000002
STATE,11,1596,607.969887897881,607.969887897881,0,0.333333333332785,0,0.999999999998358,0.199999999999671,0.599999999999015,0,0.519116464424347,0,0.345504240427839,0,0.745504240427182,0.957398099574902,0.0304075235109718,0.160971786833856,0.321630094043887,3,3.00000000000002
STATE,19,1711,607.969887897881,607.969887897881,0,0.333333333332785,0,0.999999999998358,0.199999999999671,0.599999999999015,0,0.884828248812529,0,0.553931299524683,0,0.953931299524026,0.939218982075114,0.0608187134502924,0.178362573099415,0.403508771929825,3,3.00000000000002
POOLED,0,5078,NaN,607.969887897881,0,0.333333333332785,0,0.999999999998358,0.199999999999671,0.599999999999015,0,0.884828248812529,0,0.553931299524683,0,0.953931299524026,0.955172390638881,0.0412152846168997,0.155997636399448,0.385069923182982,3,3.00000000000002
