scope,initial_state_id,sample_id_r,path_id_r,sample_id_s,path_id_s,T_id,T_label,distance_metric,distance,low_positive_distance_q25,Q_r,Q_s,absolute_loss_difference,relative_loss_difference,loss_slope
STATE,7,1,1,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,2,2,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,3,3,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,4,4,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,5,5,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,6,6,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,7,7,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,8,8,1297,1297,1,ZERO,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,67643.1279491585,67643.1279491585,1,4235878.13327786
STATE,7,1,1,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,2,2,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,3,3,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,4,4,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,5,5,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,6,6,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,7,7,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,8,8,224,224,1,ZERO,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,55641.9278291465,55641.9278291465,1,3233720.14172494
STATE,7,1,1,1136,1136,1,ZERO,PERIOD_OLD,0.0200901481004033,0.0368466297213286,0,85099.4190328124,85099.4190328124,1,4235878.13327788
STATE,7,2,2,1136,1136,1,ZERO,PERIOD_OLD,0.0200901481004033,0.0368466297213286,0,85099.4190328124,85099.4190328124,1,4235878.13327788
STATE,7,3,3,1136,1136,1,ZERO,PERIOD_OLD,0.0200901481004033,0.0368466297213286,0,85099.4190328124,85099.4190328124,1,4235878.13327788
STATE,7,4,4,1136,1136,1,ZERO,PERIOD_OLD,0.0200901481004033,0.0368466297213286,0,85099.4190328124,85099.4190328124,1,4235878.13327788
STATE,7,1,1,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,2,2,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,3,3,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,4,4,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,5,5,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,6,6,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,7,7,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,8,8,224,224,1,ZERO,PERIOD_CORRECTED,0.0315271775317929,0.0701085001268668,0,55641.9278291465,55641.9278291465,1,1764887.6996057
STATE,7,1,1,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,2,2,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,3,3,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,4,4,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,5,5,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,6,6,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,7,7,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,8,8,1297,1297,1,ZERO,PERIOD_CORRECTED,0.0333781965006181,0.0701085001268668,0,67643.1279491585,67643.1279491585,1,2026566.29299627
STATE,7,1,1,1136,1136,1,ZERO,PERIOD_CORRECTED,0.0419919246298098,0.0701085001268668,0,85099.4190328124,85099.4190328124,1,2026566.29299627
STATE,7,2,2,1136,1136,1,ZERO,PERIOD_CORRECTED,0.0419919246298098,0.0701085001268668,0,85099.4190328124,85099.4190328124,1,2026566.29299627
STATE,7,3,3,1136,1136,1,ZERO,PERIOD_CORRECTED,0.0419919246298098,0.0701085001268668,0,85099.4190328124,85099.4190328124,1,2026566.29299627
STATE,7,4,4,1136,1136,1,ZERO,PERIOD_CORRECTED,0.0419919246298098,0.0701085001268668,0,85099.4190328124,85099.4190328124,1,2026566.29299627
STATE,7,1,1,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,2,2,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,3,3,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,4,4,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,5,5,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,6,6,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,7,7,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,8,8,1297,1297,2,HALF_CAPACITY,PERIOD_OLD,0.0159690920798078,0.0368466297213286,0,84.6063627341755,84.6063627341755,1,5298.13231155179
STATE,7,1,1,224,224,2,HALF_CAPACITY,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,45936.7545879684,45936.7545879684,1,2669688.38701482
STATE,7,2,2,224,224,2,HALF_CAPACITY,PERIOD_OLD,0.0172067851856425,0.0368466297213286,0,45936.7545879684,45936.7545879684,1,2669688.38701482
