fixed_seed,total_rows,initial_state_count,samples_per_initial_state,empirical_weight,p95_max_abs_error,worst_max_abs_error,mean_joint_state_tv,nonconfigured_stage_record_count,nonconfigured_component_transition_count,source_size_bytes,source_sha256,criterion_p95_pass,criterion_worst_pass,criterion_mean_joint_tv_pass,criterion_nonconfigured_pass
20260706,525000,35,15000,6.66666666666667e-05,0.00806666666666667,0.0131333333333333,0.0295459650799673,0,0,64519633,972a8c58620c09ac19cfcfb29e8d6a3ed2819ef1a22dbd522043436418eb805d,1,1,1,1
