a0,loc0,lfw0,N,stage,stage_index,distribution_type,max_abs_error,total_variation_distance,support_size,empirical_weight,weighting_mode
4,5,0,15000,W3,3,lfw,0.00278166666666668,0.00383133333333338,4,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W3,3,joint,0.00203869343642119,0.0445214418200741,312,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W1,1,intensity,0.00626666666666634,0.00739999999999965,6,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W1,1,loc,0.00593333333333329,0.0103333333333333,13,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W1,1,lfw,0.00186666666666666,0.00186666666666668,4,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W1,1,joint,0.00254553333333331,0.0207751999999998,312,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W2,2,intensity,0.00334388888888848,0.00628355555555509,6,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W2,2,loc,0.00415378690629015,0.00769439452289257,13,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W2,2,lfw,0.00286666666666667,0.00286666666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W2,2,joint,0.00414169053055345,0.0323904581518173,312,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W3,3,intensity,0.0112412666666665,0.0129661199999998,6,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W3,3,loc,0.00326594777471463,0.00869471372530498,13,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W3,3,lfw,0.0040303333333333,0.00574533333333333,4,6.66666666666667e-05,uniform_count_not_path_probability
4,6,0,15000,W3,3,joint,0.00234136848305379,0.0436722617779027,312,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W1,1,intensity,0.00373333333333303,0.00413333333333301,6,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W1,1,loc,0.00540000000000002,0.00860000000000001,13,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W1,1,lfw,0.001,0.000999999999999987,4,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W1,1,joint,0.00729499999999995,0.0209875666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W2,2,intensity,0.00452444444444429,0.00460877777777768,6,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W2,2,loc,0.00361006038130568,0.00900543907193459,13,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W2,2,lfw,0.00303333333333333,0.00349999999999999,4,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W2,2,joint,0.00182955470311743,0.0293785003747224,312,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W3,3,intensity,0.00394446148148117,0.00466756470370335,6,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W3,3,loc,0.00271871866552159,0.00541475109999435,13,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W3,3,lfw,0.00398166666666666,0.00398166666666668,4,6.66666666666667e-05,uniform_count_not_path_probability
4,7,0,15000,W3,3,joint,0.00225888819734349,0.0374121202067385,312,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W1,1,intensity,0.00146666666666673,0.00160000000000004,6,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W1,1,loc,0.0052,0.00900000000000002,13,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W1,1,lfw,0.00173333333333334,0.00173333333333334,4,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W1,1,joint,0.00366,0.0159550666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W2,2,intensity,0.00389733333333339,0.00480400000000004,6,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W2,2,loc,0.00486104651162783,0.0102581395348836,13,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W2,2,lfw,0.00170000000000003,0.00170000000000001,4,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W2,2,joint,0.00405843085970928,0.0298470122995882,312,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W3,3,intensity,0.00336099066666676,0.00362296400000014,6,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W3,3,loc,0.00337853100775195,0.00859708584595273,13,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W3,3,lfw,0.002697,0.00301333333333335,4,6.66666666666667e-05,uniform_count_not_path_probability
5,1,0,15000,W3,3,joint,0.00210449942773795,0.0374023941938064,312,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W1,1,intensity,0.00293333333333334,0.00306666666666666,6,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W1,1,loc,0.00706666666666667,0.0114666666666667,13,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W1,1,lfw,0.00873333333333337,0.00873333333333335,4,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W1,1,joint,0.00828666666666664,0.02332,312,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W2,2,intensity,0.00150666666666655,0.00197866666666663,6,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W2,2,loc,0.00673333333333331,0.0101841085271318,13,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W2,2,lfw,0.0038999999999999,0.00389999999999995,4,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W2,2,joint,0.00224429946783332,0.0333244674136152,312,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W3,3,intensity,0.0032372075555554,0.00388836088888877,6,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W3,3,loc,0.00261171929824561,0.00841414792194457,13,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W3,3,lfw,0.00400499999999998,0.00498666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
5,2,0,15000,W3,3,joint,0.00308991812259989,0.0382284095345805,312,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W1,1,intensity,0.00666666666666665,0.00666666666666667,6,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W1,1,loc,0.00406666666666666,0.00620000000000003,13,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W1,1,lfw,0.00359999999999999,0.00360000000000002,4,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W1,1,joint,0.00367833333333333,0.0197286666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W2,2,intensity,0.00722666666666671,0.00874133333333333,6,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W2,2,loc,0.00453333333333336,0.0116833333333333,13,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W2,2,lfw,0.00663333333333338,0.00663333333333337,4,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W2,2,joint,0.00427621761660002,0.0344062400588578,312,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W3,3,intensity,0.00789432400000009,0.00801214400000016,6,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W3,3,loc,0.0039781971899225,0.00844438401200102,13,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W3,3,lfw,0.0054616666666667,0.00641333333333334,4,6.66666666666667e-05,uniform_count_not_path_probability
5,3,0,15000,W3,3,joint,0.00442661575003384,0.0397838242544831,312,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W1,1,intensity,0.000800000000000023,0.00126666666666668,6,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W1,1,loc,0.00493333333333332,0.00766666666666664,13,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W1,1,lfw,0.00686666666666669,0.00686666666666668,4,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W1,1,joint,0.00661166666666665,0.0180297333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W2,2,intensity,0.00370266666666661,0.00432933333333331,6,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W2,2,loc,0.00493333333333332,0.0099,13,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W2,2,lfw,0.00243333333333329,0.00316666666666663,4,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W2,2,joint,0.00308018452746668,0.0320943183552133,312,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W3,3,intensity,0.0042372075555554,0.00461661199999993,6,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W3,3,loc,0.00690280701754387,0.014829850567602,13,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W3,3,lfw,0.00436366666666665,0.00436366666666667,4,6.66666666666667e-05,uniform_count_not_path_probability
5,4,0,15000,W3,3,joint,0.00350749995041461,0.043784598861844,312,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W1,1,intensity,0.00439999999999999,0.00460000000000002,6,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W1,1,loc,0.0076,0.0113333333333334,13,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W1,1,lfw,0.00346666666666662,0.00346666666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W1,1,joint,0.00542999999999999,0.0216345333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W2,2,intensity,0.00356400000000005,0.00580800000000001,6,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W2,2,loc,0.00534035087719298,0.00885789473684211,13,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W2,2,lfw,0.0071,0.00763333333333329,4,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W2,2,joint,0.00291495117649123,0.0323174414373579,312,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W3,3,intensity,0.00755739600000011,0.00899819822222222,6,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W3,3,loc,0.00445670175438595,0.00808594482040547,13,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W3,3,lfw,0.00836966666666666,0.00836966666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
5,5,0,15000,W3,3,joint,0.00318631304902996,0.0396344685446821,312,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W1,1,intensity,0.000933333333333342,0.00133333333333334,6,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W1,1,loc,0.0038,0.00726666666666668,13,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W1,1,lfw,0.00560000000000005,0.00560000000000003,4,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W1,1,joint,0.00398333333333332,0.0161962666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W2,2,intensity,0.00137733333333323,0.00137733333333326,6,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W2,2,loc,0.00533050919982883,0.0105234916559692,13,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W2,2,lfw,0.00356666666666661,0.00356666666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W2,2,joint,0.00399650807607495,0.0274785488870139,312,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W3,3,intensity,0.00210387422222208,0.0029499453333333,6,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W3,3,loc,0.00231563115104837,0.00582154935147766,13,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W3,3,lfw,0.00395166666666666,0.00410199999999997,4,6.66666666666667e-05,uniform_count_not_path_probability
5,6,0,15000,W3,3,joint,0.00278796167464637,0.0343970150604716,312,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W1,1,intensity,0.001,0.00119999999999998,6,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W1,1,loc,0.00273333333333332,0.00599999999999996,13,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W1,1,lfw,0.00460000000000005,0.00460000000000002,4,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W1,1,joint,0.00696333333333334,0.0205374666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W2,2,intensity,0.0021560000000001,0.00260933333333339,6,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W2,2,loc,0.00303936670945654,0.00875445252698145,13,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W2,2,lfw,0.00299999999999999,0.0032666666666667,4,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W2,2,joint,0.00258961195626666,0.0296974338715166,312,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W3,3,intensity,0.00457234266666658,0.00594178488888868,6,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W3,3,loc,0.00517028484281104,0.0109131148822292,13,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W3,3,lfw,0.00610300000000003,0.00738799999999997,4,6.66666666666667e-05,uniform_count_not_path_probability
5,7,0,15000,W3,3,joint,0.00388175419517837,0.0334408202160708,312,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W1,1,intensity,0.0131333333333333,0.0131333333333333,6,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W1,1,loc,0.00426666666666665,0.00726666666666667,13,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W1,1,lfw,0.00313333333333332,0.00313333333333332,4,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W1,1,joint,0.00486666666666666,0.0249746666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W2,2,intensity,0.00476666666666664,0.00509999999999999,6,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W2,2,loc,0.00519205426356584,0.00995310077519378,13,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W2,2,lfw,0.00283333333333335,0.00283333333333335,4,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W2,2,joint,0.00390637547135658,0.0307270822246738,312,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W3,3,intensity,0.00135248666666667,0.00221227333333331,6,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W3,3,loc,0.00399796485713003,0.00845548886785647,13,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W3,3,lfw,0.00306166666666668,0.00306166666666668,4,6.66666666666667e-05,uniform_count_not_path_probability
6,1,0,15000,W3,3,joint,0.00227021521505248,0.0333345684372977,312,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W1,1,intensity,0.003,0.003,6,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W1,1,loc,0.0064,0.0112,13,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W1,1,lfw,0.00106666666666666,0.00106666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W1,1,joint,0.0043,0.0171506666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W2,2,intensity,0.00231999999999999,0.00232,6,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W2,2,loc,0.0038,0.00958449612403102,13,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W2,2,lfw,0.00423333333333331,0.00423333333333333,4,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W2,2,joint,0.00337838538213334,0.0297282960784877,312,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W3,3,intensity,0.00155618888888895,0.00194337111111114,6,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W3,3,loc,0.00355775877192982,0.011053544832496,13,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W3,3,lfw,0.0030303333333333,0.00334533333333334,4,6.66666666666667e-05,uniform_count_not_path_probability
6,2,0,15000,W3,3,joint,0.00264351896027855,0.0364679225266099,312,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W1,1,intensity,0.00373333333333337,0.00373333333333334,6,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W1,1,loc,0.00546666666666668,0.00659999999999998,13,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W1,1,lfw,0.0122,0.0122,4,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W1,1,joint,0.00539999999999999,0.0214786666666666,312,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W2,2,intensity,0.00372666666666668,0.00391333333333338,6,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W2,2,loc,0.00371666666666665,0.00709999999999997,13,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W2,2,lfw,0.0117666666666666,0.0135666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W2,2,joint,0.00429676145066664,0.0327522372374,312,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W3,3,intensity,0.00371418,0.00435799111111101,6,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W3,3,loc,0.00306237354651163,0.0100252647482113,13,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W3,3,lfw,0.00787166666666661,0.00787166666666665,4,6.66666666666667e-05,uniform_count_not_path_probability
6,3,0,15000,W3,3,joint,0.00203540044689167,0.0348466688000943,312,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W1,1,intensity,0.00453333333333339,0.00453333333333337,6,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W1,1,loc,0.00753333333333334,0.0103333333333333,13,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W1,1,lfw,0.00106666666666669,0.00106666666666669,4,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W1,1,joint,0.00336666666666666,0.0207826666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W2,2,intensity,0.00320666666666664,0.00475333333333329,6,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W2,2,loc,0.00739999999999999,0.0112666666666667,13,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W2,2,lfw,0.00256666666666666,0.00339999999999996,4,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W2,2,joint,0.00270323854933334,0.0286669387155333,312,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W3,3,intensity,0.00285978666666664,0.00393278888888881,6,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W3,3,loc,0.0050906162790698,0.00895978527927875,13,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W3,3,lfw,0.00221833333333332,0.00325466666666665,4,6.66666666666667e-05,uniform_count_not_path_probability
6,4,0,15000,W3,3,joint,0.00200777496697296,0.0333114704913951,312,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W1,1,intensity,0.00213333333333332,0.00213333333333332,6,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W1,1,loc,0.004,0.00613333333333337,13,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W1,1,lfw,0.00353333333333339,0.00353333333333337,4,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W1,1,joint,0.00466666666666667,0.0169726666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W2,2,intensity,0.00438666666666665,0.00450666666666665,6,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W2,2,loc,0.00333333333333335,0.00763157894736842,13,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W2,2,lfw,0.00290000000000001,0.00383333333333332,4,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W2,2,joint,0.00226019061207018,0.0266209050754596,312,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W3,3,intensity,0.00580688000000007,0.00614852666666672,6,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W3,3,loc,0.00311298774106851,0.00740116317966504,13,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W3,3,lfw,0.00278166666666668,0.0027816666666667,4,6.66666666666667e-05,uniform_count_not_path_probability
6,5,0,15000,W3,3,joint,0.00307924632994096,0.0391015028478695,312,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W1,1,intensity,0.00193333333333334,0.00193333333333334,6,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W1,1,loc,0.0048,0.00760000000000001,13,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W1,1,lfw,0.00139999999999996,0.00139999999999998,4,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W1,1,joint,0.004,0.0163986666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W2,2,intensity,0.00307333333333332,0.00307333333333332,6,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W2,2,loc,0.00373050919982884,0.0090772785622593,13,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W2,2,lfw,0.00396666666666667,0.00396666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W2,2,joint,0.00381126605359282,0.032638324173099,312,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W3,3,intensity,0.000752486666666663,0.0010017244444445,6,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W3,3,loc,0.00384735301668807,0.00786482276759672,13,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W3,3,lfw,0.00838166666666668,0.0083816666666667,4,6.66666666666667e-05,uniform_count_not_path_probability
6,6,0,15000,W3,3,joint,0.0031330761815057,0.0336901968442025,312,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W1,1,intensity,0.00113333333333333,0.00113333333333333,6,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W1,1,loc,0.00499999999999999,0.00560000000000003,13,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W1,1,lfw,0.00580000000000003,0.00580000000000001,4,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W1,1,joint,0.00433333333333334,0.020324,312,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W2,2,intensity,0.00907999999999998,0.00907999999999998,6,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W2,2,loc,0.00829993819236433,0.0147292445205152,13,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W2,2,lfw,0.00756666666666672,0.00843333333333337,4,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W2,2,joint,0.0042461609790261,0.0304444501210806,312,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W3,3,intensity,0.00664381111111104,0.00791735777777772,6,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W3,3,loc,0.00577028484281103,0.0138323352386261,13,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W3,3,lfw,0.00789699999999999,0.00961333333333334,4,6.66666666666667e-05,uniform_count_not_path_probability
6,7,0,15000,W3,3,joint,0.00431742942269562,0.04293170393166,312,6.66666666666667e-05,uniform_count_not_path_probability
