a0,loc0,lfw0,N,stage,stage_index,distribution_type,max_abs_error,total_variation_distance,support_size,empirical_weight,weighting_mode
3,3,0,15000,W1,1,intensity,0.0027333333333337,0.00420000000000035,6,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W1,1,loc,0.00313333333333335,0.00466666666666668,13,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W1,1,lfw,0.00306666666666666,0.00306666666666667,4,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W1,1,joint,0.00317499999999996,0.0184948333333335,312,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W2,2,intensity,0.00931111111111149,0.0106661111111116,6,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W2,2,loc,0.00246666666666667,0.00570000000000003,13,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W2,2,lfw,0.00219999999999999,0.00296666666666661,4,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W2,2,joint,0.00196969640711116,0.0329366897789243,312,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W3,3,intensity,0.00627104018518565,0.00979081574074122,6,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W3,3,loc,0.00287173934108523,0.00823901220756088,13,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W3,3,lfw,0.00563033333333329,0.00563033333333332,4,6.66666666666667e-05,uniform_count_not_path_probability
3,3,0,15000,W3,3,joint,0.0025984207206275,0.0403404154987698,312,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W1,1,intensity,0.00286666666666666,0.00293333333333334,6,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W1,1,loc,0.00606666666666666,0.00926666666666666,13,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W1,1,lfw,0.00286666666666668,0.00286666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W1,1,joint,0.00374333333333331,0.0200276666666666,312,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W2,2,intensity,0.00250277777777824,0.00376944444444481,6,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W2,2,loc,0.00713333333333332,0.00973333333333334,13,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W2,2,lfw,0.00249999999999995,0.00249999999999998,4,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W2,2,joint,0.00284980308088883,0.0350946224170778,312,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W3,3,intensity,0.00288867777777768,0.00458002185185217,6,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W3,3,loc,0.00351953786906289,0.00828013875814201,13,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W3,3,lfw,0.00595166666666666,0.00595166666666663,4,6.66666666666667e-05,uniform_count_not_path_probability
3,4,0,15000,W3,3,joint,0.00242990079154786,0.0425776926849881,312,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W1,1,intensity,0.00319999999999965,0.00426666666666629,6,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W1,1,loc,0.00473333333333334,0.00706666666666668,13,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W1,1,lfw,0.00246666666666662,0.00246666666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W1,1,joint,0.00394999999999995,0.0242448333333332,312,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W2,2,intensity,0.0043033333333333,0.00625388888888841,6,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W2,2,loc,0.00766315789473687,0.0130052631578947,13,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W2,2,lfw,0.00236666666666663,0.00236666666666666,4,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W2,2,joint,0.00351632327733335,0.0390689673515335,312,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W3,3,intensity,0.00592895981481439,0.00840918425925878,6,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W3,3,loc,0.00883783933518004,0.0138935924397175,13,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W3,3,lfw,0.00170300000000001,0.001703,4,6.66666666666667e-05,uniform_count_not_path_probability
3,5,0,15000,W3,3,joint,0.00397589825358695,0.0397817914459311,312,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W1,1,intensity,0.00293333333333301,0.00293333333333296,6,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W1,1,loc,0.00246666666666667,0.00399999999999998,13,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W1,1,lfw,0.00360000000000005,0.00360000000000003,4,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W1,1,joint,0.00266499999999998,0.0194143333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W2,2,intensity,0.00702222222222182,0.00720055555555513,6,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W2,2,loc,0.00426666666666665,0.00785537013264875,13,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W2,2,lfw,0.00503333333333333,0.00503333333333333,4,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W2,2,joint,0.00308367672266665,0.0391342969534989,312,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W3,3,intensity,0.00808747592592557,0.00878717314814777,6,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W3,3,loc,0.00388436884895163,0.00592931965887453,13,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W3,3,lfw,0.00401833333333332,0.00461333333333335,4,6.66666666666667e-05,uniform_count_not_path_probability
3,6,0,15000,W3,3,joint,0.00214036411965556,0.0415128500708965,312,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W1,1,intensity,0.00153333333333333,0.00240000000000005,6,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W1,1,loc,0.0038,0.00686666666666666,13,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W1,1,lfw,0.00359999999999999,0.00359999999999998,4,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W1,1,joint,0.00385833333333328,0.0205381666666667,312,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W2,2,intensity,0.00302222222222187,0.00376388888888852,6,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W2,2,loc,0.00265660628536099,0.0033378880806352,13,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W2,2,lfw,0.00439999999999999,0.00443333333333333,4,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W2,2,joint,0.00197478888732108,0.0268809590851207,312,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W3,3,intensity,0.0016622931481477,0.00318634203703671,6,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W3,3,loc,0.00341422437382194,0.00732563061693232,13,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W3,3,lfw,0.00699500000000003,0.006995,4,6.66666666666667e-05,uniform_count_not_path_probability
3,7,0,15000,W3,3,joint,0.00246998591781864,0.035749168597691,312,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W1,1,intensity,0.0022,0.00220000000000001,6,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W1,1,loc,0.0036,0.00686666666666668,13,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W1,1,lfw,0.00619999999999998,0.0062,4,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W1,1,joint,0.00302833333333329,0.0219552333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W2,2,intensity,0.00344266666666669,0.00400177777777746,6,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W2,2,loc,0.00459166666666666,0.00939961240310072,13,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W2,2,lfw,0.0105,0.0105,4,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W2,2,joint,0.00566081781971085,0.0316246127587658,312,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W3,3,intensity,0.00636326577777784,0.00636326577777784,6,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W3,3,loc,0.00283746124031012,0.00698408546849641,13,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W3,3,lfw,0.00953833333333332,0.00953833333333334,4,6.66666666666667e-05,uniform_count_not_path_probability
4,1,0,15000,W3,3,joint,0.0022858775082522,0.0402287098700619,312,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W1,1,intensity,0.00306666666666667,0.00326666666666701,6,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W1,1,loc,0.00386666666666666,0.00680000000000001,13,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W1,1,lfw,0.00826666666666664,0.00826666666666664,4,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W1,1,joint,0.00389666666666674,0.0239989000000002,312,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W2,2,intensity,0.00666577777777744,0.00666577777777746,6,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W2,2,loc,0.00472015503875967,0.00753081395348834,13,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W2,2,lfw,0.00403333333333333,0.00403333333333332,4,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W2,2,joint,0.00210966003424495,0.0350578768222076,312,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W3,3,intensity,0.00704126666666643,0.00902560607407432,6,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W3,3,loc,0.00475309664570936,0.0109882150729887,13,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W3,3,lfw,0.00398166666666666,0.00476466666666671,4,6.66666666666667e-05,uniform_count_not_path_probability
4,2,0,15000,W3,3,joint,0.00277622563543165,0.0398411758866375,312,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W1,1,intensity,0.00166666666666626,0.00226666666666664,6,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W1,1,loc,0.00446666666666667,0.00766666666666666,13,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W1,1,lfw,0.00539999999999999,0.00540000000000001,4,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W1,1,joint,0.00296999999999992,0.0187021333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W2,2,intensity,0.00559911111111078,0.00559911111111082,6,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W2,2,loc,0.00713333333333332,0.0156,13,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W2,2,lfw,0.00496666666666667,0.00663333333333338,4,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W2,2,joint,0.00421852176226754,0.042742926927344,312,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W3,3,intensity,0.00630793333333313,0.00898572814814763,6,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W3,3,loc,0.00300507267441855,0.00861927102675859,13,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W3,3,lfw,0.00643033333333332,0.007612,4,6.66666666666667e-05,uniform_count_not_path_probability
4,3,0,15000,W3,3,joint,0.00293787532298124,0.0430463719473696,312,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W1,1,intensity,0.00526666666666697,0.00646666666666699,6,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W1,1,loc,0.00473333333333334,0.00913333333333333,13,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W1,1,lfw,0.00166666666666671,0.00166666666666669,4,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W1,1,joint,0.00316250000000002,0.0176256000000002,312,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W2,2,intensity,0.00345611111111155,0.00418055555555584,6,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W2,2,loc,0.00250000000000001,0.00660000000000001,13,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W2,2,lfw,0.0018,0.00206666666666669,4,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W2,2,joint,0.0015752865097778,0.0321809380317501,312,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W3,3,intensity,0.00626123618518565,0.00873055100000013,6,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W3,3,loc,0.00535703100775191,0.0130708401553926,13,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W3,3,lfw,0.00433833333333328,0.00651999999999998,4,6.66666666666667e-05,uniform_count_not_path_probability
4,4,0,15000,W3,3,joint,0.0023247962717429,0.0456875260673785,312,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W1,1,intensity,0.00226666666666633,0.00273333333333336,6,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W1,1,loc,0.00346666666666667,0.0082666666666667,13,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W1,1,lfw,0.00339999999999996,0.00339999999999997,4,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W1,1,joint,0.00353833333333328,0.0195621333333333,312,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W2,2,intensity,0.00185777777777762,0.00287455555555513,6,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W2,2,loc,0.00537894736842107,0.0118245614035088,13,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W2,2,lfw,0.00490000000000002,0.0049,4,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W2,2,joint,0.00394492855294614,0.0365925220299271,312,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W3,3,intensity,0.00374446148148119,0.00520394755555576,6,6.66666666666667e-05,uniform_count_not_path_probability
4,5,0,15000,W3,3,loc,0.00667966454218556,0.010361813954885,13,6.66666666666667e-05,uniform_count_not_path_probability
