seed_id,distribution_id,distribution_label,decision_id,decision_label,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,sample_count,sample_weight,weight_sum,mean_total_cost,mean_operating_loss,mean_service_cost,mean_shortage_kg,mean_service_rate,zero_shortage_service_share,operating_loss_q95,operating_loss_q99,operating_loss_q995,operating_loss_CVaR95,operating_loss_CVaR99,operating_loss_CVaR995,maximum_operating_loss,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,maximum_shortage_kg,fixed_T_solve_runtime_sec,maximum_mechanical_residual,solver_status,mean_total_cost_absolute_change_vs_SAA,mean_total_cost_percent_change_vs_SAA,mean_operating_loss_absolute_change_vs_SAA,mean_operating_loss_percent_change_vs_SAA,mean_service_cost_absolute_change_vs_SAA,mean_service_cost_percent_change_vs_SAA,mean_shortage_kg_absolute_change_vs_SAA,mean_shortage_kg_percent_change_vs_SAA,mean_service_rate_absolute_change_vs_SAA,mean_service_rate_percent_change_vs_SAA,zero_shortage_service_share_absolute_change_vs_SAA,zero_shortage_service_share_percent_change_vs_SAA,operating_loss_q95_absolute_change_vs_SAA,operating_loss_q95_percent_change_vs_SAA,operating_loss_q99_absolute_change_vs_SAA,operating_loss_q99_percent_change_vs_SAA,operating_loss_q995_absolute_change_vs_SAA,operating_loss_q995_percent_change_vs_SAA,operating_loss_CVaR95_absolute_change_vs_SAA,operating_loss_CVaR95_percent_change_vs_SAA,operating_loss_CVaR99_absolute_change_vs_SAA,operating_loss_CVaR99_percent_change_vs_SAA,operating_loss_CVaR995_absolute_change_vs_SAA,operating_loss_CVaR995_percent_change_vs_SAA,maximum_operating_loss_absolute_change_vs_SAA,maximum_operating_loss_percent_change_vs_SAA,shortage_q95_kg_absolute_change_vs_SAA,shortage_q95_kg_percent_change_vs_SAA,shortage_q99_kg_absolute_change_vs_SAA,shortage_q99_kg_percent_change_vs_SAA,shortage_q995_kg_absolute_change_vs_SAA,shortage_q995_kg_percent_change_vs_SAA,maximum_shortage_kg_absolute_change_vs_SAA,maximum_shortage_kg_percent_change_vs_SAA
3,3,location-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,11927.592927917,10540.6566274234,945.680421193547,4.79748810311496,0.986821814086398,0.860866666666667,68168.3976312615,186972.113146621,261309.403285949,145379.531117352,293108.461984034,368242.936650185,659242.870666993,32.7305457818509,91.6455281891825,129.285655838311,328.941985107602,4.3186875,2.8421709430404e-14,OPTIMAL,5.850160262800273,0.049071351201040794,-28.223581247601032,-0.26704419664484064,-0.30222499396904823,-0.031948259853081924,-0.013960678126810677,-0.29015539313727484,2.7979793991050883e-05,0.002835424484701422,0.00013333333333398478,0.015490666873284584,-23.283467243702034,-0.034144146131356225,-1432.3834755269927,-0.7602703232713651,0.0,0.0,-440.8983834280225,-0.30235707365384223,-1196.2551509980112,-0.4064682219990205,-630.0925815370283,-0.17081557381665088,0.0,0.0,0.0,0.0,-0.5455090963641993,-0.5917159763313801,0.0,0.0,0.0,0.0
1,4,lfw-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,12322.2723737761,10969.4098147928,950.300812983579,5.00955450090464,0.986282109992434,0.857333333333333,69253.185546423,188251.21006676,267425.61378742,149931.237275282,308723.087518736,392830.579701289,807686.661889305,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,5.1736155,3.97903932025656e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,lfw-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,12311.8094574593,10949.703227062,950.459510165721,4.99962185844816,0.986299341452182,0.857466666666667,69253.185546423,188251.21006676,267425.61378742,149705.761086596,308304.113557529,392357.508768991,807686.661889305,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,4.9470323,5.6843418860808e-14,OPTIMAL,-10.462916316801056,-0.0849106073898182,-19.706587730799583,-0.179650391985759,0.15869718214196382,0.016699678667401716,-0.009932642456480067,-0.1982739673694817,1.723145974796836e-05,0.00174711267429362,0.0001333333333340958,0.015552099533525956,0.0,0.0,0.0,0.0,0.0,0.0,-225.47618868600694,-0.15038639898103437,-418.97396120702615,-0.1357118978610886,-473.0709322980256,-0.12042619814825817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,lfw-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,12306.0661086018,10919.1298081082,950.352933029594,4.98438843753933,0.986327161105965,0.8578,69253.185546423,188251.21006676,266344.297127754,149350.745210218,307600.89154969,391354.565274503,807686.661889305,32.7305457818509,92.7365463819109,131.74044677195,403.403976761313,4.6757147,5.6843418860808e-14,OPTIMAL,-16.206265174299915,-0.13152010183437932,-50.28000668459936,-0.45836565078272706,0.05212004601503395,0.005484583965723133,-0.02516606336530991,-0.502361304997587,4.505111353092506e-05,0.004567771540667067,0.00046666666666705936,0.05443234836707538,0.0,0.0,0.0,0.0,-1081.3166596659576,-0.40434296638672385,-580.4920650639979,-0.3871721968105835,-1122.1959690460353,-0.3634959659367655,-1476.0144267859869,-0.37573816883307765,0.0,0.0,0.0,0.0,0.0,0.0,-0.2727545481820073,-0.20661157024787052,0.0,0.0
2,4,lfw-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,12053.7286167271,10700.8660577439,947.931491560011,4.87646728309195,0.986709907085062,0.863866666666667,66863.8360674633,199182.007951819,277817.233409395,150707.263853953,310134.252904067,383671.552138312,665433.903373389,31.6545290892725,98.1916373455527,137.468292283774,331.669530589423,4.6168471,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,lfw-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,12050.3860731202,10688.2798427229,947.965101558651,4.87015737058216,0.986720327293115,0.863866666666667,66863.8360674633,199182.007951819,277817.233409395,150525.316048204,309807.456812405,383553.540706386,668091.349964541,31.6545290892725,98.1916373455527,137.468292283774,333.018315495412,4.5499603,5.6843418860808e-14,OPTIMAL,-3.3425436068991985,-0.027730370520045653,-12.586215020999589,-0.11761865771501098,0.033609998640031336,0.0035456147347441066,-0.006309912509789406,-0.1293951572620533,1.0420208052974722e-05,0.0010560558861477428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181.9478057489905,-0.1207292874252644,-326.79609166196315,-0.10537246002396586,-118.0114319260465,-0.030758452449324118,2657.4465911519947,0.3993554547912545,0.0,0.0,0.0,0.0,0.0,0.0,1.348784905989021,0.40666530434437015
2,4,lfw-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,12043.7147661999,10656.7784657064,947.79208302239,4.85449319134202,0.986748758964524,0.864133333333333,66489.849958281,198202.650306422,277817.233409395,150045.909251258,308787.925862278,382249.863607326,656299.64570577,31.6395275891225,97.9188827973706,137.468292283774,327.033445367421,4.5465443,5.6843418860808e-14,OPTIMAL,-10.013850527198883,-0.08307678765309637,-44.087592037500144,-0.4120002231557254,-0.13940853762096594,-0.014706604734857085,-0.021974091749929592,-0.45061497338698037,3.885187946195412e-05,0.003937517925276571,0.00026666666666597116,0.030868961259373096,-373.9861091822968,-0.559324937332279,-979.3576453969872,-0.4916898144906182,0.0,0.0,-661.3546026949771,-0.43883392597179716,-1346.3270417890162,-0.43411104358262287,-1421.6885309860227,-0.3705483304828161,-9134.257667619037,-1.3726769287397746,-0.015001500149999458,-0.04739132307952533,-0.27275454818210676,-0.27777777777779394,0.0,0.0,-4.636085222002009,-1.3978025698541072
3,4,lfw-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,11989.0838509296,10636.2212919464,968.18394275697,4.83401867459474,0.987262757495242,0.8626,64337.4585124693,191649.658327816,263670.230736014,148480.300569964,307444.542549126,389414.750818279,659242.870666993,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,4.8236266,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,lfw-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,11985.3099004678,10623.2036700705,968.252920769578,4.8274753746505,0.987274036771781,0.8626,64337.1824832453,191649.658327816,263670.230736014,148279.476247658,307043.934147683,389286.696907712,659242.870666993,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,4.7114868,5.6843418860808e-14,OPTIMAL,-3.7739504618002684,-0.03147822226222603,-13.017621875900659,-0.12238953589426935,0.06897801260799952,0.0071244739312221915,-0.006543299944240744,-0.13535942628085318,1.1279276539100103e-05,0.0011424796948399487,0.0,0.0,-0.27602922399819363,-0.0004290334594809898,0.0,0.0,0.0,0.0,-200.82432230599807,-0.1352531760341969,-400.60840144305257,-0.13030265495086485,-128.05391056701774,-0.032883682576979295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,lfw-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,11982.0976587245,10595.161358231,968.049459804535,4.81355594921324,0.987300404316275,0.8628,64293.9685617096,191649.658327816,263670.230736014,147879.300310504,306042.98334191,388593.32534679,659242.870666993,30.5485093963942,93.8275645746393,129.831164934675,328.941985107602,4.628554,3.91920120794228e-14,OPTIMAL,-6.986192205100451,-0.05827127653760433,-41.05993371539989,-0.3860387311280361,-0.13448295243506436,-0.013890227517316075,-0.020462725381500846,-0.4233067093646744,3.764682103302164e-05,0.003813252424160553,0.00019999999999997797,0.023185717597957102,-43.48995075970015,-0.06759662530230554,0.0,0.0,0.0,0.0,-601.0002594599791,-0.40476767433319377,-1401.5592072160216,-0.4558738286896308,-821.4254714889685,-0.210938458228124,0.0,0.0,0.0,0.0,-0.5455090963641993,-0.5780346820809431,0.0,0.0,0.0,0.0
1,5,combined-mild,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,19104.5608350658,17751.6982760828,1022.73265224766,8.36448281191755,0.978406154639545,0.8266,107144.233050266,340238.447028274,443297.699594134,239964.684520926,461285.456023168,536312.444113952,803815.490582051,52.0961187027794,168.562310776532,220.931184027494,401.76744947222,4.8426371,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,combined-mild,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,19087.698156962,17725.5919265646,1023.03808972709,8.35127691841873,0.978428818079064,0.8268,107144.233050266,340238.166686883,437008.224724076,239610.470776132,461034.61992868,536054.094504184,803815.490582051,52.0961187027794,168.562310776532,217.658129449309,401.76744947222,4.7760881,1.65665675826228e-13,OPTIMAL,-16.862678103800135,-0.08826519619780654,-26.10634951819884,-0.14706395473931877,0.30543747942999744,0.02986484090037972,-0.013205893498820842,-0.15788057427777058,2.266343951906613e-05,0.002316363139336095,0.00019999999999997797,0.02419549963706484,0.0,0.0,-0.28034139098599553,-8.239556506166953e-05,-6289.474870058009,-1.41879258020432,-354.21374479401857,-0.14761078093686306,-250.83609448798234,-0.054377629125897296,-258.3496097680181,-0.04817147403596807,0.0,0.0,0.0,0.0,0.0,0.0,-3.273054578184997,-1.4814814814814365,0.0,0.0
1,5,combined-mild,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,19071.1959184646,17684.2596179712,1023.00000796446,8.33062980500338,0.978467354221979,0.827,106957.429191822,340236.994041249,437004.26201284,239115.163289283,460264.060008771,535487.092992019,803815.490582051,51.5506096064152,168.562310776532,217.658129449309,401.76744947222,4.753157,1.65715826659692e-13,OPTIMAL,-33.36491660120009,-0.17464372454958438,-67.43865811159776,-0.3798997541686428,0.2673557168000116,0.026141310362238244,-0.033853006914171146,-0.404723252774673,6.11995824340017e-05,0.006255028358498856,0.00039999999999995595,0.04839099927412968,-186.80385844400735,-0.17434802893812265,-1.452987025026232,-0.0004270496287873922,-6293.437581293983,-1.4196864966942098,-849.5212316430116,-0.35401927301887187,-1021.3960143969744,-0.22142384960554118,-825.3511219329666,-0.15389371083800577,0.0,0.0,-0.5455090963641993,-1.0471204188482004,0.0,0.0,-3.273054578184997,-1.4814814814814365,0.0,0.0
2,5,combined-mild,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,17745.7783162077,16392.9157572246,1023.88430862516,7.6845157242997,0.979589222636678,0.8352,95083.6274685469,319073.503428606,412082.714496706,223690.030783099,424775.717258472,488633.33575756,703419.712970516,45.8227640945913,157.924883397431,205.656929329297,351.035103510351,4.7124452,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,combined-mild,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,17733.5109200766,16371.4046896791,1024.05489652729,7.67367489657591,0.979607844333084,0.835266666666667,95052.3740075099,318886.028100346,412082.714496706,223466.606315766,424628.589762673,488633.967183698,703419.712970516,45.8227640945913,157.652128849249,205.656929329297,351.035103510351,4.657676,1.13686837721616e-13,OPTIMAL,-12.267396131101123,-0.06912853250227395,-21.511067545499827,-0.13122172933768406,0.17058790213013708,0.01666085715867618,-0.010840827723790802,-0.1410736617990165,1.8621696405984878e-05,0.0019009699142935057,6.666666666699239e-05,0.007982120051124567,-31.25346103699121,-0.03286944542300899,-187.47532826004317,-0.058756156887214396,0.0,0.0,-223.4244673330104,-0.09988128060550623,-147.12749579898082,-0.03463651282812269,0.6314261380466633,0.0001292228941088766,0.0,0.0,0.0,0.0,-0.27275454818197886,-0.1727115716752309,0.0,0.0,0.0,0.0
2,5,combined-mild,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,17713.9139379888,16326.9776374954,1023.80271293885,7.65158746227824,0.97964819785546,0.8356,95030.1365500945,315838.929554802,412082.714496706,222957.297870333,423946.643624389,488172.486605688,703419.712970516,45.8227640945913,156.288356108338,205.656929329297,351.035103510351,4.6547297,1.13686837721616e-13,OPTIMAL,-31.86437821889922,-0.17956033063816998,-65.93811972920048,-0.4022354577167919,-0.08159568630992453,-0.00796922910357799,-0.0329282620214606,-0.42850145933511496,5.8975218781953664e-05,0.006020402983121335,0.00039999999999995595,0.04789272030650813,-53.490918452400365,-0.056256707780837294,-3234.573873804009,-1.0137394171082457,0.0,0.0,-732.7329127660196,-0.3275661906795095,-829.0736340829753,-0.19517914993678695,-460.84915187198203,-0.09431389922619537,0.0,0.0,0.0,0.0,-1.6365272890929816,-1.0362694300520874,0.0,0.0,0.0,0.0
3,5,combined-mild,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,17979.5576386044,16626.6950796212,1039.66383104176,7.7935156242897,0.980206460669418,0.8342,95585.0655207582,326270.560045439,432697.580795264,226424.355942765,448279.216580467,520685.507695417,823630.427823545,45.8227640945913,161.470692523798,214.930583967488,411.586613206775,4.9526776,5.684341886080799e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,combined-mild,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,17967.2354282641,16605.1291978665,1039.7472239541,7.78269098695618,0.980225302983723,0.8342,95398.0013594929,326047.659553204,432697.580795264,226151.686575775,448160.911218157,520650.238824141,823630.427823545,45.8227640945913,160.925183427434,214.930583967488,411.586613206775,4.9396368,5.6843418860808e-14,OPTIMAL,-12.322210340302263,-0.06853455790171893,-21.565881754700968,-0.1297063646829824,0.08339291234005941,0.008021142012461697,-0.01082463733352057,-0.13889286754983732,1.884231430504535e-05,0.0019222801584247119,0.0,0.0,-187.06416126529803,-0.1957043814806753,-222.90049223497044,-0.06831768462466475,0.0,0.0,-272.66936698998325,-0.12042404442519777,-118.3053623100277,-0.02639099872005591,-35.26887127599912,-0.006773545788147841,0.0,0.0,0.0,0.0,-0.5455090963639861,-0.3378378378377163,0.0,0.0,0.0,0.0
3,5,combined-mild,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,17955.7069935876,16568.7706930941,1039.44925282247,7.76466072013583,0.980260576090005,0.834333333333333,95345.3849101731,323660.078071789,429141.466100238,225676.065916022,447597.252829082,520219.919124183,823630.427823545,45.8227640945913,160.207838965715,214.385074871124,411.586613206775,4.7154311,5.6843418860808e-14,OPTIMAL,-23.850645016802446,-0.13265423708529997,-57.92438652710189,-0.3483818416691717,-0.21457821928993326,-0.020639192485413523,-0.02885490415386993,-0.37024246238679687,5.4115420587086405e-05,0.005520818598780613,0.00013333333333298558,0.015983377287579186,-239.6806105850992,-0.25075110769584374,-2610.481973649992,-0.8000973098174827,-3556.1146950260154,-0.8218476027737797,-748.2900267429941,-0.3304812433394511,-681.9637513849884,-0.15212923690442262,-465.5885712339659,-0.08941838487010842,0.0,0.0,0.0,0.0,-1.2628535580829805,-0.7820945945945316,-0.5455090963639861,-0.25380710659889333,0.0,0.0
1,6,combined-medium,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,29859.476892758,28506.6143337758,1217.39904861089,13.6446076425824,0.966572039075349,0.776333333333333,185977.063201615,456948.985185543,533178.555681893,341303.167136463,546907.898316851,603679.022573963,823457.930151918,90.8272645446363,226.9317840875,265.662929929357,411.586613206775,5.5354469,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,combined-medium,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,29825.7532825665,28463.6470521697,1217.89219276879,13.6228774297004,0.966610308804326,0.7764,185526.583530111,456948.985185543,533178.555681893,341011.2297397,546775.729324282,603538.73148991,823457.930151918,90.8272645446363,226.9317840875,265.662929929357,411.586613206775,5.3392474,1.48119993175339e-13,OPTIMAL,-33.723610191500484,-0.11294106160205263,-42.96728160609928,-0.1507274104985168,0.4931441578999056,0.04050801242719932,-0.021730212881999833,-0.15925861300828975,3.826972897691405e-05,0.003959325061122603,6.666666666699239e-05,0.008587376556503962,-450.47967150399927,-0.24222324180678176,0.0,0.0,0.0,0.0,-291.937396763009,-0.08553609367658868,-132.1689925689716,-0.024166590567759456,-140.29108405299485,-0.023239350516905913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,combined-medium,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,29765.5722849899,28378.6359844975,1218.24818613499,13.5801938991812,0.966689161607449,0.776666666666667,185234.49102776,455270.763898702,531889.532823917,340175.415977095,546059.070486303,602670.409376881,823457.930151918,90.5695114966041,226.386274991135,265.117420832992,411.586613206775,5.2321676,1.42402718650012e-13,OPTIMAL,-93.90460776810141,-0.31448845572668643,-127.97834927829899,-0.4489426481161077,0.8491375240998877,0.06975013863110817,-0.06441374340120021,-0.4720820494696846,0.00011712253209994472,0.012117310181245004,0.00033333333333396276,0.0429368827823911,-742.5721738550055,-0.3992815893914799,-1678.221286841028,-0.3672666624173791,-1289.0228579760296,-0.2417619471449807,-1127.7511593679665,-0.3304250496207844,-848.827830548049,-0.15520489522282976,-1008.6131970820716,-0.16707772829036738,0.0,0.0,-0.25775304803219967,-0.28378378378391994,-0.5455090963650093,-0.24038461538497966,-0.5455090963649809,-0.20533880903520801,0.0,0.0
2,6,combined-medium,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,27722.5873893898,26369.7248304075,1230.54473057932,12.569590049914,0.968571995248611,0.781,171530.538879051,414065.280510073,486020.289116573,312496.248708042,506127.978770475,562526.012143398,803892.043965947,84.008400840084,205.656929329297,242.751547882061,401.76744947222,5.5259551,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,combined-medium,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,27693.6266719571,26331.5204415604,1230.89719896496,12.5503116212977,0.968604899337291,0.781066666666667,171530.538879051,414065.280510073,486020.289116573,312241.411165456,506023.203461462,562421.582290839,803892.043965947,84.008400840084,205.656929329297,242.751547882061,401.76744947222,5.4655105,5.6843418860808e-14,OPTIMAL,-28.96071743269931,-0.10446614172738936,-38.204388847101654,-0.14487974028097308,0.35246838563989513,0.02864328105114544,-0.019278428616299692,-0.15337356699577956,3.290408867995254e-05,0.003397175309772072,6.666666666699239e-05,0.008536064874134748,0.0,0.0,0.0,0.0,0.0,0.0,-254.83754258602858,-0.08154899255258496,-104.77530901302816,-0.020701346973063296,-104.42985255899839,-0.018564448630755466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,combined-medium,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,27641.5438610471,26254.6075605545,1230.89721340096,12.5118551735767,0.968675342874472,0.781533333333333,171026.292488473,412064.209776718,485762.655667889,311567.431184605,505291.322666702,561439.951558204,803892.043965947,84.008400840084,205.656929329297,241.115020592968,401.76744947222,5.4015364,5.6843418860808e-14,OPTIMAL,-81.04352834269957,-0.2923375340272791,-115.11726985299902,-0.4365508953671553,0.35248282164002376,0.028644454190143963,-0.05773487633729957,-0.4593218721377042,0.00010334762586095003,0.01067010262199693,0.0005333333333329415,0.06828851899269417,-504.24639057798777,-0.2939688721747328,-2001.070733355009,-0.48327421485084615,-257.633448684006,-0.053008784705737264,-928.8175234370283,-0.29722517543076205,-836.6561037730426,-0.1653052466701232,-1086.0605851940345,-0.19306850914428078,0.0,0.0,0.0,0.0,0.0,0.0,-1.63652728909301,-0.6741573033709776,0.0,0.0
3,6,combined-medium,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,28634.549499416,27281.6869404338,1247.97302358758,13.0168569584231,0.968702103796655,0.779466666666667,177037.481969064,427248.090382899,502379.795038788,326201.937220231,534486.233647867,602095.172996867,903995.445468992,86.4631917737228,211.657529389303,249.843166134795,451.954286337725,5.9493657,5.684341886080799e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,combined-medium,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,28607.5224696659,27245.4162392692,1248.21419944034,12.9986010199144,0.968732933805432,0.779466666666667,177037.481969064,427248.090382899,502379.795038788,325846.698652024,534432.99217156,602059.982194807,903995.445468992,86.4631917737228,211.657529389303,249.843166134795,451.954286337725,5.852401,9.217485776256281e-14,OPTIMAL,-27.027029750101065,-0.09438608332445488,-36.270701164597995,-0.13294889441327656,0.24117585276007958,0.01932540593439794,-0.018255938508699998,-0.14024843759911437,3.083000877701636e-05,0.0031826098711031643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-355.2385682070162,-0.10890142812584877,-53.24147630704101,-0.00996124370569249,-35.19080205995124,-0.005844724162924714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,combined-medium,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,28558.6767089374,27171.7404084449,1248.28729552368,12.9617265564606,0.968803191573825,0.779733333333333,176438.322695403,427248.090382899,499977.272228415,325076.606501241,533969.998451145,601821.09150646,903995.445468992,86.1904372255407,211.657529389303,249.570411586613,451.954286337725,5.4900625,8.87687448670445e-14,OPTIMAL,-75.8727904785992,-0.2649693876977063,-109.94653198889864,-0.40300488833023174,0.3142719361001127,0.02518259050156927,-0.055130401962498965,-0.42353082728488106,0.00010108777716999473,0.010435383259084422,0.00026666666666597116,0.03421142661640066,-599.1592736610037,-0.33843639606538367,0.0,0.0,-2402.5228103729896,-0.4782283909701214,-1125.3307189900079,-0.3449797780416784,-516.2351967219729,-0.09658531206663064,-274.08149040699936,-0.045521290104816294,0.0,0.0,-0.27275454818209255,-0.31545741324921334,0.0,0.0,-0.2727545481820073,-0.10917030567682254,0.0,0.0
