candidate,profile_id,global_hour,site1_lp_pel_kw,site2_lp_pel_kw,site3_lp_pel_kw,site4_lp_pel_kw,site1_effective_increment_above_base_kw,site2_effective_increment_above_base_kw,site3_effective_increment_above_base_kw,site4_effective_increment_above_base_kw,effective_total_physical_pmax_kw,candidate_increment_hostable,missing_candidate_increment_kw,minimum_voltage_pu,minimum_voltage_margin_pu,critical_bus,critical_branch,voltage_limited_flag,branch_limited_flag,substation_limited_flag,source,site_resolved_joint_witness
B0010,61,20,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,62,20,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,63,20,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,65,21,0,0,150,0,0,0,30,0,800,YES,0,0.904569946802,0.00456994680154,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,72,21,300,0,150,60.9344548861,0,0,30,0,800,YES,0,0.902452367809,0.00245236780916,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,73,21,300,0,150,150,0,0,30,0,800,YES,0,0.901126689629,0.00112668962927,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,77,21,300,200,25.4407801932,150,0,0,-94.5592198068,0,675.440780193,NO,124.559219807,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,78,21,300,200,25.4407801932,150,0,0,-94.5592198068,0,675.440780193,NO,124.559219807,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,79,21,300,200,25.4407801932,150,0,0,-94.5592198068,0,675.440780193,NO,124.559219807,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,80,22,0,0,150,0,0,0,30,0,800,YES,0,0.906724033853,0.00672403385338,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,89,22,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,90,22,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,92,22,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,93,22,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,96,23,0,0,150,0,0,0,30,0,800,YES,0,0.907775298518,0.00777529851827,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,97,23,0,0,150,150,0,0,30,0,800,YES,0,0.90555465941,0.00555465941005,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,105,23,300,0,150,150,0,0,30,0,800,YES,0,0.904344245686,0.00434424568613,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,108,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,110,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,111,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,112,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,113,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,115,23,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,125,24,300,0,150,150,0,0,30,0,800,YES,0,0.911030803965,0.0110308039651,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,126,24,300,200,150,150,0,0,30,0,800,YES,0,0.90042155629,0.000421556289674,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,143,25,300,200,150,150,0,0,30,0,800,YES,0,0.909809339656,0.00980933965637,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,246,26,300,200,150,150,0,0,30,0,800,YES,0,0.913803152307,0.0138031523072,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,314,27,300,200,150,150,0,0,30,0,800,YES,0,0.91510687898,0.0151068789805,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,389,28,300,200,150,150,0,0,30,0,800,YES,0,0.916432388216,0.0164323882158,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,465,29,300,200,150,150,0,0,30,0,800,YES,0,0.917236220866,0.0172362208658,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,511,30,300,200,150,150,0,0,30,0,800,YES,0,0.919077671689,0.0190776716894,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,551,31,300,200,150,150,0,0,30,0,800,YES,0,0.92039746241,0.0203974624104,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,552,32,0,0,150,0,0,0,30,0,800,YES,0,0.930206400111,0.030206400111,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,570,32,300,200,150,150,0,0,30,0,800,YES,0,0.916432388216,0.0164323882158,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,661,33,300,200,150,150,0,0,30,0,800,YES,0,0.908653661131,0.00865366113147,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,728,34,300,200,150,150,0,0,30,0,800,YES,0,0.909487664,0.00948766399988,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,761,35,300,200,150,150,0,0,30,0,800,YES,0,0.907269516588,0.00726951658837,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,785,36,300,200,150,150,0,0,30,0,800,YES,0,0.906942049324,0.00694204932417,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,812,37,300,200,150,150,0,0,30,0,800,YES,0,0.906943629701,0.00694362970143,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,840,38,300,200,150,150,0,0,30,0,800,YES,0,0.907938576509,0.00793857650905,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,883,39,300,200,150,150,0,0,30,0,800,YES,0,0.911835752585,0.0118357525855,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,957,40,300,200,150,150,0,0,30,0,800,YES,0,0.910270332051,0.0102703320507,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,993,41,300,200,150,150,0,0,30,0,800,YES,0,0.909330481291,0.00933048129107,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1029,42,300,200,150,150,0,0,30,0,800,YES,0,0.909706431872,0.00970643187165,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1056,43,300,200,150,150,0,0,30,0,800,YES,0,0.904152966417,0.00415296641719,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1080,44,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1107,45,300,200,25.4407801932,150,0,0,-94.5592198068,0,675.440780193,NO,124.559219807,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1148,46,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,1194,47,300,200,67.537284676,150,0,0,-52.462715324,0,717.537284676,NO,82.462715324,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1100,26,16,375,250,0,0,75,50,0,0,895,YES,0,0.920850805221,0.0208508052209,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,27,16,375,250,120,150,75,50,0,0,895,YES,0,0.909604187599,0.00960418759878,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,28,17,375,250,0,0,75,50,0,0,895,YES,0,0.919921764211,0.0199217642112,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,36,17,375,250,0,150,75,50,0,0,895,YES,0,0.917730516464,0.0177305164637,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,37,17,375,250,120,150,75,50,0,0,895,YES,0,0.908663647832,0.0086636478316,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,38,18,375,250,0,0,75,50,0,0,895,YES,0,0.920293388139,0.0202933881394,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,41,18,375,250,0,150,75,50,0,0,895,YES,0,0.918103027352,0.0181030273517,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,42,18,375,250,120,150,75,50,0,0,895,YES,0,0.909039874194,0.00903987419376,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,43,19,375,250,0,0,75,50,0,0,895,YES,0,0.914804194757,0.0148041947572,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,48,19,375,250,0,150,75,50,0,0,895,YES,0,0.912600659284,0.0126006592835,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,49,19,375,250,0,150,75,50,0,0,895,YES,0,0.912600659284,0.0126006592835,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,50,19,375,250,120,150,75,50,0,0,895,YES,0,0.903482311596,0.00348231159585,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,51,20,375,250,0,0,75,50,0,0,895,YES,0,0.903375324544,0.00337532454412,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,55,20,375,250,0,0,75,50,0,0,895,YES,0,0.903375324544,0.00337532454412,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,56,20,375,250,0,150,75,50,0,0,895,YES,0,0.901143842888,0.00114384288775,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,60,20,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,61,20,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,62,20,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,63,20,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,65,21,375,250,0,0,75,50,0,0,895,YES,0,0.901213233416,0.00121323341615,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,72,21,375,250,0,60.9344548861,75,50,0,0,895,YES,0,0.900305229389,0.00030522938937,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,73,21,375,230.8362444,0,150,75,30.8362443997,0,0,875.8362444,NO,19.1637556003,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,77,21,300.000000001,200,25.4407801931,150,9.56788426265e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,78,21,300.000000001,200,25.4407801931,150,9.56788426265e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,79,21,300.000000001,200,25.4407801931,150,9.56788426265e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,80,22,375,250,0,0,75,50,0,0,895,YES,0,0.903375324544,0.00337532454412,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,89,22,375,250,0,150,75,50,0,0,895,YES,0,0.901143842888,0.00114384288775,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,90,22,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,92,22,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,93,22,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,96,23,375,250,0,0,75,50,0,0,895,YES,0,0.904430481589,0.00443048158926,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,97,23,375,250,0,150,75,50,0,0,895,YES,0,0.902201609734,0.00220160973427,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,105,23,375,250,0,150,75,50,0,0,895,YES,0,0.902201609734,0.00220160973427,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,108,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,110,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,111,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,112,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,113,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,115,23,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,123,24,375,250,0,150,75,50,0,0,895,YES,0,0.908903930938,0.00890393093817,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,125,24,375,245.282372547,120,150,75,45.2823725472,0,0,890.282372547,NO,4.71762745277,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,126,24,375,245.282372547,120,150,75,45.2823725472,0,0,890.282372547,NO,4.71762745277,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,136,25,375,250,0,150,75,50,0,0,895,YES,0,0.918204994089,0.0182049940888,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,140,25,375,250,120,150,75,50,0,0,895,YES,0,0.909142857428,0.00914285742755,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,143,25,375,250,120,150,75,50,0,0,895,YES,0,0.909142857428,0.00914285742755,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,206,26,375,250,108.131239292,150,75,50,0,0,895,YES,0,0.914035972367,0.0140359723666,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,224,26,375,250,120,150,75,50,0,0,895,YES,0,0.913139585087,0.0131395850866,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,246,26,375,250,120,150,75,50,0,0,895,YES,0,0.913139585087,0.0131395850866,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,264,27,375,250,0,150,75,50,0,0,895,YES,0,0.923454371694,0.0234543716942,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,299,27,375,250,120,150,75,50,0,0,895,YES,0,0.914444257811,0.0144442578107,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,314,27,375,250,120,150,75,50,0,0,895,YES,0,0.914444257811,0.0144442578107,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,338,28,375,250,0,150,75,50,0,0,895,YES,0,0.92476791619,0.0247679161901,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,389,28,375,250,120,150,75,50,0,0,895,YES,0,0.915770726141,0.0157707261408,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,413,29,375,250,0,150,75,50,0,0,895,YES,0,0.925564509644,0.0255645096436,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,457,29,375,250,120,150,75,50,0,0,895,YES,0,0.916575139066,0.0165751390659,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,465,29,375,250,120,150,75,50,0,0,895,YES,0,0.916575139066,0.0165751390659,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,466,30,375,250,0,0,75,50,0,0,895,YES,0,0.929557902802,0.0295579028024,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,496,30,375,250,0,150,75,50,0,0,895,YES,0,0.927389423728,0.0273894237276,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,499,30,375,250,120,150,75,50,0,0,895,YES,0,0.918417915376,0.018417915376,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,511,30,375,250,120,150,75,50,0,0,895,YES,0,0.918417915376,0.018417915376,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,512,31,375,250,0,0,75,50,0,0,895,YES,0,0.93086283462,0.0308628346196,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,518,31,375,250,0,150,75,50,0,0,895,YES,0,0.928697402524,0.0286974025242,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,544,31,375,250,0,150,75,50,0,0,895,YES,0,0.928697402524,0.0286974025242,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,551,31,375,250,120,150,75,50,0,0,895,YES,0,0.919738652823,0.0197386528232,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,552,32,375,250,0,0,75,50,0,0,895,YES,0,0.926942528011,0.0269425280109,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,567,32,375,250,0,150,75,50,0,0,895,YES,0,0.92476791619,0.0247679161901,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,570,32,375,250,120,150,75,50,0,0,895,YES,0,0.915770726141,0.0157707261408,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,661,33,375,250,120,150,75,50,0,0,895,YES,0,0.907986330609,0.00798633060922,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,728,34,375,250,120,150,75,50,0,0,895,YES,0,0.908820945871,0.00882094587081,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,761,35,375,250,120,150,75,50,0,0,895,YES,0,0.906601167226,0.00660116722628,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,785,36,375,250,120,150,75,50,0,0,895,YES,0,0.906273458465,0.00627345846488,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,812,37,375,250,120,150,75,50,0,0,895,YES,0,0.906275040008,0.00627504000804,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,840,38,375,250,120,150,75,50,0,0,895,YES,0,0.907270720016,0.00727072001627,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,883,39,375,250,120,150,75,50,0,0,895,YES,0,0.911170752592,0.0111707525918,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,957,40,375,250,120,150,75,50,0,0,895,YES,0,0.909604187599,0.00960418759878,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,993,41,375,250,120,150,75,50,0,0,895,YES,0,0.908663647832,0.0086636478316,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1029,42,375,250,120,150,75,50,0,0,895,YES,0,0.909039874194,0.00903987419376,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1056,43,375,250,120,150,75,50,0,0,895,YES,0,0.903482311596,0.00348231159585,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1057,44,375,250,0,0,75,50,0,0,895,YES,0,0.903375324544,0.00337532454412,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1080,44,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1083,45,375,250,0,0,75,50,0,0,895,YES,0,0.901213233416,0.00121323341615,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1107,45,300.000000001,200,25.4407801931,150,9.56788426265e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1137,46,375,250,0,150,75,50,0,0,895,YES,0,0.901143842888,0.00114384288775,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1148,46,300.000000001,200,53.7144125081,150,7.59996510169e-10,0,0,0,770.000000001,NO,124.999999999,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1189,47,300.000000005,124.657531819,120,150,4.77052708447e-09,-75.342468181,0,0,694.657531824,NO,200.342468176,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1100,1194,47,300,200,67.537284676,150,8.25366441859e-11,0,0,0,770,NO,125,0.9,0,18,1,True,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,26,16,375,0,150,0,75,0,30,0,875,YES,0,0.922653398604,0.0226533986044,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,27,16,375,200,150,150,75,0,30,0,875,YES,0,0.909969447725,0.00996944772517,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,28,17,375,0,150,0,75,0,30,0,875,YES,0,0.921726174495,0.0217261744952,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,36,17,375,200,150,150,75,0,30,0,875,YES,0,0.90902928588,0.00902928587953,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,37,17,375,200,150,150,75,0,30,0,875,YES,0,0.90902928588,0.00902928587953,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,38,18,375,0,150,0,75,0,30,0,875,YES,0,0.92209707121,0.0220970712095,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,41,18,375,200,150,150,75,0,30,0,875,YES,0,0.909405360975,0.00940536097509,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,42,18,375,200,150,150,75,0,30,0,875,YES,0,0.909405360975,0.00940536097509,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,43,19,375,0,150,0,75,0,30,0,875,YES,0,0.916618679291,0.0166186792912,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,48,19,375,0,150,150,75,0,30,0,875,YES,0,0.914419516308,0.0144195163079,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,49,19,375,200,150,150,75,0,30,0,875,YES,0,0.903850045673,0.00385004567273,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,50,19,375,200,150,150,75,0,30,0,875,YES,0,0.903850045673,0.00385004567273,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,51,20,375,0,150,0,75,0,30,0,875,YES,0,0.905212718357,0.00521271835701,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,55,20,375,0,150,0,75,0,30,0,875,YES,0,0.905212718357,0.00521271835701,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
B1010,56,20,375,0,150,150,75,0,30,0,875,YES,0,0.902985777327,0.00298577732687,18,1,False,False,False,G4_NEW_CANDIDATE_DEPENDENT_JOINT_LP,YES
