cma_selected_record_count,ibtracs_selected_record_count,record_count_match,rounded_wind_multiset_match,max_rounded_mps_difference,cma_category6_below_51_count,cma_noncategory6_at_or_above_51_count,ibtracs_field,ibtracs_cma_agency_index,required_iflag,knot_to_mps_factor
4084,4084,1,1,0,1,1,CMA_WIND,3,O,0.514444
