source_file,bytes,sha256
CH1949BST.txt,39204,e0bf1d69d8a454b4e834b1c0cdb01287af535d4e07b2a90b48cff48c8a79c7fe
CH1950BST.txt,39515,2df640a1e0e0aa19d9aefb01a9f8f4d23733e6bbc6d89384fdd78c99da7859fc
CH1951BST.txt,37170,49dc04b9881df61b0cde06b2b298450e0d2871c778feabd1a7fd233211c88d5a
CH1952BST.txt,40341,32df013e47b9ed031eac135023a6813f9cc47960f8851582909b29e836aad561
CH1953BST.txt,37437,66c4d051974358d9ed8e4aee3e1285faa98ef888486d623008dfd8ded2f0015b
CH1954BST.txt,35272,207a93a01f6f5b240b14d5108898dad27f1b6e49fed5f97ef5b6b8e3ad6032bc
CH1955BST.txt,39616,44c1bf4728e00edbdb7a0d36ce7fe3b66b3970903db76687acd166e00c0bcdcc
CH1956BST.txt,33679,67e143312348ad7c4d15fd3fc64bae14e2e3da5ca4396a8fc8dd9cb67209f728
CH1957BST.txt,35400,7e40ff833b9c2ed16d3b16f5e14bd6e3afcb4fc8dd5cc6a2277ae95cd1b16f01
CH1958BST.txt,41429,50e811751685a8df766cc1c837b37476cfd95dab1c2e44952dbad2e6ffcba272
CH1959BST.txt,37883,e8685f007e7731e7186d277a0487ec2d8c76d1ef222d00a9628aa0070047c66c
CH1960BST.txt,51268,5cc0d12d082e5dba2f992566b206c3caa2167935c7959ad5e0017a680fea0663
CH1961BST.txt,46596,22afe251e1b9b696d90a177d387697f51c8ccaf2c79d438e3e985ff29cd3823b
CH1962BST.txt,46227,89e85744379489205844ee33e28d82fb228024931f30d1cbd2ac04be62233e7d
CH1963BST.txt,47395,f2c480d8d1e4cd13c4ba870b571e91e0d98729c9d4fab6746c13a2e90b01ea15
CH1964BST.txt,44659,ab43d774dcb4b875208168473a69774e78e829382dbe994a6aa3f8c6dce11d2c
CH1965BST.txt,52334,7740d47d1e7618ee31d1c6d7dce7a716126b0469944af2486502244183a08b02
CH1966BST.txt,51846,0a942c105a37b47bb849c602ff27b6cc45a18abdbee987d104e49179b2461ad0
CH1967BST.txt,61369,6e0bb8210e5f93b589f64acaaf65788a731bd2342d41d4680cb8389828b45721
CH1968BST.txt,55035,937d7fc817a7f3c61d7e8e3fe863b49d5d451289579474a87b0106bf475c276e
CH1969BST.txt,35476,3ea22f624be77c4795b361536eeddd7e537d2d323281e3c01da97540a0831426
CH1970BST.txt,50977,122dff4d3c26f4bec39ebec1c2cc9a12e9f0e19a563a3dfbe18d5492841922dd
CH1971BST.txt,58509,95ac17b4f53664c45aa3c197801dcec63ea84e67ce900dceaa931af15e1f4543
CH1972BST.txt,47248,fcb06ae9d9791b14d880f336e5607e6ddd684278f9be4d959fa85fbef71d05dc
CH1973BST.txt,32405,d15f090f6d7ea532f353c6cd4317dd81fd1af1dd871cfe971a947fb48f61b0c8
CH1974BST.txt,41413,79ef8bd5e6386426b1ebc83a01fb68804d421edf921bd32b51b47583e9a90353
CH1975BST.txt,29992,936b5ac332f71009ade4493ab01dd109cac123b0b03999664dd280e6cad62bf9
CH1976BST.txt,36224,3f5791b0e757b175deb17bdc7c448a0981dc434b531ef74d546e39e7b8f89c3a
CH1977BST.txt,35092,12ea48163d086c2f13486893c53e855042c3d18759731a8550660c8ed29e125b
CH1978BST.txt,46317,e5e713b26750cb697ade826390d7937998ab240f610954092ff2b78e00b9b038
CH1979BST.txt,41940,4fff8cfbdd52b398492fdf854cb50be7fd38c39608aca68108bebf0246952c5f
CH1980BST.txt,36964,784b3d9175d3529df5208c4724d924a1012a15963cbe27838fadaaf5fccc0e40
CH1981BST.txt,38542,d3f2c4e5429221a923221394eac34a7302c7bac066d1f61c2d6fc62279d679e5
CH1982BST.txt,42486,c248f7e4bb6aab8f5046616edd05a88c5d7984aba7f8e1a508a0df1c5eea8601
CH1983BST.txt,25306,a8acab1e9a0471ccc1ec42fb3066599754e34df44be52a5f6124c3f2edd295a9
CH1984BST.txt,34281,a2991780d47388e01679966dbf02a5977a433a79cebe5f964488f387130a6b0c
CH1985BST.txt,41447,272aea7e59bfe97d309f0fba3e69725bf4dd7e169d03026410fa3014c98285a8
CH1986BST.txt,45255,b482cce8ecb7c92edc401cd88c259412fecc11c3601dbdc7a4ebc7ff43205e8a
CH1987BST.txt,31776,25ba17dc69e7d76f8138e98596b2002595e673df02bbfc9a3621cc3e7ad2b93b
CH1988BST.txt,33199,bc94fba3e804617a793f7eabdfc5c021b220128a3df354ae07c42bd66294c3ba
CH1989BST.txt,39245,22ad0709c90777b85db9120c69e07a038aeee0236121e9240232b164f4a2c326
CH1990BST.txt,41402,fbf24679e841d8976a21142078249a9c3d3a647d54801252b9dbb5eb748d709d
CH1991BST.txt,41125,044dc84a28201624bbd740ef5cde33818fc10858034b73e7821ff48418b3cced
CH1992BST.txt,42952,3775d6ef720faaf97f4203172ec386ce543f4ff69489359fc6013350d45894d9
CH1993BST.txt,34656,6fea5f0f861e1d2caa1f925570b036e4c7f9defbc0ab32e19b71753328905e90
CH1994BST.txt,49732,39b89f49443d2f22572434d5b98200a80362f4df6b75e8eb54b66d367b65c488
CH1995BST.txt,24803,c82204628c3cc0d95e128c8c84e9c0594f4984bdd89baa1adfbe365f549cefce
CH1996BST.txt,33153,895b2413999c881d9eafe1e873e9fb84168f8f511af6188653325ce131566111
CH1997BST.txt,33342,88c3eddfa50011483bb6948cdcc0fe0aa2f22207d98481064c039f743914443e
CH1998BST.txt,15836,37fe719ae599761328bc0cbbbba61042364951ad2774723dbc954ec63b7c9c37
CH1999BST.txt,21612,950c10a02db2e83b63585dee7f825785436a36a13604771362d676e8b1baf669
CH2000BST.txt,27948,1ddbfa800987ee58673da289795571dbe9738e7635d8e72bbb59d60090cec054
CH2001BST.txt,33243,25db092f75a5536797610140581447c10538761525f1bce2cf50d4f59bbe753a
CH2002BST.txt,31124,8c7f07cddc96795eb069410d42e2b6e60db596c5e14fbfcc8b5b8ee4acba46e4
CH2003BST.txt,29487,f5abc42d50d48ea6586c1df7322e940e5fd57c62c07f240b74bbdc10a759ed51
CH2004BST.txt,41863,912b2a9a543cc37208c2f2b623a4746ea504e0e126d784c08ff934a515905df5
CH2005BST.txt,29484,dc28ac98aec5885ee7feabbb658cb0a48468897008c594ba067548c8dd578f3e
CH2006BST.txt,34213,afe040293875dfc9fa4793a29ff9f8a5607f0421d959826a3885c51ba7ecd727
CH2007BST.txt,25887,69b645a792435ab80a9415271df59a71580845fd30c695f7028de9b83b218768
