a0,loc0,lfw0,seed_id,base_seed,derived_seed,N,D_mean_kg,D_q95_kg,D_q99_kg,full_loss_probability,D_upper_bound_hit_share,A0_pair_share,reachable_pair_share,C_reachable_mean_km,C_reachable_q95_km,W3_failed_lines_mean,W3_failed_lines_q95,W3_closed_roads_mean,W3_closed_roads_q95,D_min_kg,D_max_kg,A0_min,A0_max,C_mean_min_km,C_mean_max_km,D_nonfinite_count,C_nonfinite_count,D_negative_count,C_negative_count,A_invalid_scenario_count,C_invalid_value_count
2,1,0,2,20260724,20360727,10000,3.03848566674849,0,118.64822845921,0,0,0.000433080808080808,0.999566919191919,19.0266885419462,19.0137618887991,0.0813,0,0.0308,0,0,455.772850012274,0,0.467171717171717,17.9578181323532,27.6212973573887,0,0,0,0,0,0
2,1,0,2,20260724,20360727,15000,3.02748456663848,0,118.64822845921,0,0,0.000422053872053872,0.999577946127946,19.0264485995052,19.0137618887991,0.0808,0,0.0294666666666667,0,0,455.772850012274,0,0.467171717171717,17.9578181323532,27.6212973573887,0,0,0,0,0,0
2,1,0,3,20260725,20360728,500,2.84319341025012,0,91.6455281891825,0,0,4.04040404040404e-05,0.999959595959596,19.0380597925239,19.0137618887991,0.098,0,0.018,0,0,380.219840165835,0,0.0202020202020202,19.0137618887991,30.3797758142077,0,0,0,0,0,0
2,1,0,3,20260725,20360728,1000,2.76354908218095,0,21.2748547582031,0,0,0.000242424242424242,0.999757575757576,19.0376184319296,19.0137618887991,0.074,0,0.023,0,0,405.313258598587,0,0.202020202020202,19.0137618887991,30.3797758142077,0,0,0,0,0,0
2,1,0,3,20260725,20360728,2000,2.88928892889289,0,102.282955568284,0,0,0.000455808080808081,0.999544191919192,19.0313260244862,19.0137618887991,0.0795,0,0.0315,0,0,420.04200420042,0,0.537878787878788,18.021722226218,30.3797758142077,0,0,0,0,0,0
2,1,0,3,20260725,20360728,5000,2.77031339497586,0,94.3730736710035,0,0,0.000478282828282828,0.999521717171717,19.0248417043806,19.0137618887991,0.0794,0,0.0274,0,0,420.04200420042,0,0.537878787878788,18.021722226218,30.3797758142077,0,0,0,0,0,0
2,1,0,3,20260725,20360728,10000,3.2037203720372,0,121.921283037395,0.0001,0.0001,0.000618181818181818,0.999381818181818,19.0238557201116,19.0137618887991,0.0905,0,0.0314,0,0,607.969887897881,0,0.537878787878788,17.7520582640813,30.3797758142077,0,0,0,0,0,0
2,1,0,3,20260725,20360728,15000,3.04214057769413,0,117.284455718299,6.66666666666667e-05,6.66666666666667e-05,0.000553872053872054,0.999446127946128,19.0242537675146,19.0137618887991,0.0869333333333333,0,0.0305333333333333,0,0,607.969887897881,0,0.537878787878788,17.7520582640813,30.3797758142077,0,0,0,0,0,0
2,2,0,1,20260723,20460729,500,1.42868832337779,0,0,0,0,0,1,19.0163948312335,19.0137618887991,0.03,0,0.006,0,0,405.313258598587,0,0,19.0137618887991,20.3052167995371,0,0,0,0,0,0
2,2,0,1,20260723,20460729,1000,2.73354608188091,0,115.375173881024,0,0,0.000217171717171717,0.999782828282828,19.0176769814548,19.0137618887991,0.059,0,0.016,0,0,405.313258598587,0,0.207070707070707,18.2383124749262,20.9498126551983,0,0,0,0,0,0
2,2,0,1,20260723,20460729,2000,2.78045986416823,0,121.921283037395,0,0,0.0005,0.9995,19.0231113764041,19.0137618887991,0.0745,0,0.031,0,0,405.313258598587,0,0.237373737373737,17.9868357172726,23.3371100056012,0,0,0,0,0,0
2,2,0,1,20260723,20460729,5000,3.27316368000436,0,135.013501350135,0,0,0.00044040404040404,0.999559595959596,19.0248865354831,19.0137618887991,0.0898,0,0.0286,0,0,466.95578648774,0,0.237373737373737,17.9868357172726,23.6591208214095,0,0,0,0,0,0
2,2,0,1,20260723,20460729,10000,3.23669639691242,0,121.921283037395,0,0,0.000398989898989899,0.99960101010101,19.0244991225949,19.0137618887991,0.0833,0,0.0242,0,0,532.689632599624,0,0.308080808080808,17.3965827191154,26.6468215128803,0,0,0,0,0,0
2,2,0,1,20260723,20460729,15000,3.15366082062752,0,121.921283037395,0,0,0.000423400673400673,0.999576599326599,19.0240015269623,19.0137618887991,0.0828666666666667,0,0.0252,0,0,532.689632599624,0,0.46969696969697,15.6247249946107,26.6468215128803,0,0,0,0,0,0
2,2,0,2,20260724,20460730,500,1.27540026729946,0,0,0,0,0.000292929292929293,0.999707070707071,19.0199023546259,19.0137618887991,0.048,0,0.022,0,0,202.656629299294,0,0.136363636363636,18.6221225137054,22.2916264675099,0,0,0,0,0,0
2,2,0,2,20260724,20460730,1000,2.73054578185091,0,82.0991190028094,0,0,0.000356060606060606,0.999643939393939,19.0163549957897,19.0137618887991,0.071,0,0.016,0,0,405.313258598587,0,0.20959595959596,18.4819028694994,22.2916264675099,0,0,0,0,0,0
2,2,0,2,20260724,20460730,2000,2.92147396557838,0,112.102119302839,0,0,0.000248737373737374,0.999751262626263,19.0199146529932,19.0137618887991,0.0655,0,0.017,0,0,405.313258598587,0,0.20959595959596,18.4819028694994,23.1520983389263,0,0,0,0,0,0
2,2,0,2,20260724,20460730,5000,3.56686577748684,0,154.379074271063,0,0,0.000424242424242424,0.999575757575758,19.0286972114573,19.0137618887991,0.0864,0,0.0262,0,0,442.135122603169,0,0.217171717171717,18.4819028694994,27.3223882589109,0,0,0,0,0,0
2,2,0,2,20260724,20460730,10000,3.31767722226768,0,140.195837765595,0,0,0.000502777777777778,0.999497222222222,19.0259362113706,19.0137618887991,0.0841,0,0.0284,0,0,442.135122603169,0,0.5,18.3305632541394,27.3223882589109,0,0,0,0,0,0
2,2,0,2,20260724,20460730,15000,3.21835819945631,0,121.921283037395,0,0,0.00047053872053872,0.999529461279461,19.0260564890401,19.0137618887991,0.0852666666666667,0,0.0281333333333333,0,0,532.689632599624,0,0.5,18.3305632541394,27.3223882589109,0,0,0,0,0,0
2,2,0,3,20260725,20460731,500,3.74164689196192,0,136.650028639228,0,0,0.000181818181818182,0.999818181818182,19.0298068997385,19.0137618887991,0.126,0,0.04,0,0,384.583912936748,0,0.0707070707070707,19.0137618887991,22.4053580481825,0,0,0,0,0,0
2,2,0,3,20260725,20460731,1000,4.1120475683932,0,161.197937975616,0,0,0.000446969696969697,0.99955303030303,19.0252854166714,19.0137618887991,0.12,0,0.036,0,0,405.313258598587,0,0.222222222222222,18.7420776204101,22.4053580481825,0,0,0,0,0,0
2,2,0,3,20260725,20460731,2000,3.35692660175108,0,161.197937975616,0,0,0.000279040404040404,0.99972095959596,19.024527139806,19.0137618887991,0.0885,0,0.0255,0,0,405.313258598587,0,0.222222222222222,18.7420776204101,23.1386757924179,0,0,0,0,0,0
2,2,0,3,20260725,20460731,5000,3.40703161225213,0,136.650028639228,0,0,0.000390909090909091,0.999609090909091,19.0269321603737,19.0137618887991,0.0894,0,0.027,0,0,457.409377301366,0,0.44949494949495,16.4680975901897,25.570349224404,0,0,0,0,0,0
2,2,0,3,20260725,20460731,10000,3.46771949922265,0,157.924883397431,0.0002,0.0002,0.000528030303030303,0.99947196969697,19.0266078216826,19.0137618887991,0.0915,0,0.0316,0,0,607.969887897881,0,0.44949494949495,16.4680975901897,25.570349224404,0,0,0,0,0,0
2,2,0,3,20260725,20460731,15000,3.13564083681095,0,117.829964814663,0.000133333333333333,0.000133333333333333,0.00046986531986532,0.999530134680135,19.0251028460422,19.0137618887991,0.0833333333333333,0,0.0277333333333333,0,0,607.969887897881,0,0.44949494949495,16.4680975901897,25.570349224404,0,0,0,0,0,0
2,3,0,1,20260723,20560732,500,2.90374491994654,0,98.1916373455527,0,0,0.000707070707070707,0.999292929292929,19.0157671662437,19.0137618887991,0.072,0,0.014,0,0,331.669530589423,0,0.353535353535354,19.0137618887991,19.7679245965972,0,0,0,0,0,0
2,3,0,1,20260723,20560732,1000,2.19594686741401,0,60.5515096964242,0,0,0.000467171717171717,0.999532828282828,19.0174192103262,19.0137618887991,0.065,0,0.014,0,0,331.669530589423,0,0.353535353535354,18.9979857631522,20.4897062930931,0,0,0,0,0,0
2,3,0,1,20260723,20560732,2000,2.82655538281101,0,80.7353462618989,0.0005,0.0005,0.000619949494949495,0.99938005050505,19.0198924554996,19.0137618887991,0.066,0,0.0185,0,0,607.969887897881,0,0.555555555555556,18.906914262172,25.4618290164711,0,0,0,0,0,0
2,3,0,1,20260723,20560732,5000,2.52865286528653,0,87.2814554182691,0.0002,0.0002,0.000381818181818182,0.999618181818182,19.0213565156273,19.0137618887991,0.061,0,0.0172,0,0,607.969887897881,0,0.555555555555556,18.906914262172,25.4618290164711,0,0,0,0,0,0
2,3,0,1,20260723,20560732,10000,2.79308839974907,0,93.8275645746393,0.0001,0.0001,0.000369949494949495,0.99963005050505,19.0241043259208,19.0137618887991,0.0697,0,0.0218,0,0,607.969887897881,0,0.555555555555556,18.906914262172,30.3783742386578,0,0,0,0,0,0
2,3,0,1,20260723,20560732,15000,2.7717680858995,0,93.8275645746393,6.66666666666667e-05,6.66666666666667e-05,0.000324410774410774,0.999675589225589,19.0239451675436,19.0137618887991,0.0702,0,0.0214666666666667,0,0,607.969887897881,0,0.555555555555556,18.8208661144719,30.3783742386578,0,0,0,0,0,0
2,3,0,2,20260724,20560733,500,3.03248506668849,0,100.919182827374,0,0,0.000606060606060606,0.999393939393939,19.0274729215888,19.0137618887991,0.078,0,0.034,0,0,355.126421733082,0,0.272727272727273,19.0137618887991,21.6236977300015,0,0,0,0,0,0
2,3,0,2,20260724,20560733,1000,1.94037585576739,0,58.3694733109675,0,0,0.000323232323232323,0.999676767676768,19.0219070355276,19.0137618887991,0.055,0,0.021,0,0,355.126421733082,0,0.272727272727273,19.0137618887991,21.6236977300015,0,0,0,0,0,0
2,3,0,2,20260724,20560733,2000,2.51970651610616,0,90.8272645446363,0,0,0.000285353535353535,0.999714646464646,19.0234239997694,19.0137618887991,0.0585,0,0.0185,0,0,374.764749202193,0,0.272727272727273,19.0137618887991,25.0075661178799,0,0,0,0,0,0
2,3,0,2,20260724,20560733,5000,2.5865859313204,0,83.7356462919019,0.0002,0.0002,0.000198484848484848,0.999801515151515,19.0251900870383,19.0137618887991,0.0566,0,0.0166,0,0,607.969887897881,0,0.272727272727273,19.0137618887991,33.102994423189,0,0,0,0,0,0
2,3,0,2,20260724,20560733,10000,2.58314922401331,0,83.7356462919019,0.0001,0.0001,0.000271464646464646,0.999728535353535,19.0239174282398,19.0137618887991,0.0627,0,0.02,0,0,607.969887897881,0,0.361111111111111,17.5694233108522,33.102994423189,0,0,0,0,0,0
2,3,0,2,20260724,20560733,15000,2.74896580567148,0,90.8272645446363,0.000133333333333333,0.000133333333333333,0.000328787878787879,0.999671212121212,19.0236508150175,19.0137618887991,0.0701333333333333,0,0.022,0,0,607.969887897881,0,0.439393939393939,17.5694233108522,33.102994423189,0,0,0,0,0,0
2,3,0,3,20260725,20560734,500,4.00512778550582,0,98.1916373455527,0,0,0,1,19.0247642794817,19.0137618887991,0.076,0,0.012,0,0,405.313258598587,0,0,19.0137618887991,21.5047121465665,0,0,0,0,0,0
2,3,0,3,20260725,20560734,1000,3.33633363336334,0,91.6455281891825,0,0,0.000227272727272727,0.999772727272727,19.0256863553165,19.0137618887991,0.077,0,0.017,0,0,405.313258598587,0,0.207070707070707,19.0137618887991,22.1771818810717,0,0,0,0,0,0
2,3,0,3,20260725,20560734,2000,2.68635954504541,0,58.3694733109675,0,0,0.000255050505050505,0.99974494949495,19.0240094780027,19.0137618887991,0.068,0,0.0155,0,0,405.313258598587,0,0.207070707070707,19.0137618887991,25.391589488557,0,0,0,0,0,0
2,3,0,3,20260725,20560734,5000,2.75563920028366,0,94.6458282191855,0,0,0.00026969696969697,0.999730303030303,19.0238192815324,19.0137618887991,0.0688,0,0.02,0,0,491.77645037231,0,0.26010101010101,19.0137618887991,25.391589488557,0,0,0,0,0,0
2,3,0,3,20260725,20560734,10000,2.84652101573794,0,98.1916373455527,0.0001,0.0001,0.00034469696969697,0.999655303030303,19.0239854206235,19.0137618887991,0.0697,0,0.021,0,0,607.969887897881,0,0.318181818181818,18.5179855688075,26.6384240719655,0,0,0,0,0,0
2,3,0,3,20260725,20560734,15000,2.87648764876488,0,95.4640918637318,6.66666666666667e-05,6.66666666666667e-05,0.000391077441077441,0.999608922558923,19.0232376756035,19.0137618887991,0.0714666666666667,0,0.0238,0,0,607.969887897881,0,0.401515151515151,17.9102849109196,26.7775948023197,0,0,0,0,0,0
2,4,0,1,20260723,20660735,500,1.1864822845921,0,48.2775550282301,0,0,2.02020202020202e-05,0.999979797979798,19.0156078938289,19.0137618887991,0.04,0,0.008,0,0,211.930283937485,0,0.0101010101010101,19.0137618887991,19.6962008543112,0,0,0,0,0,0
2,4,0,1,20260723,20660735,1000,1.43850748711235,0,50.7323459618689,0,0,3.03030303030303e-05,0.999969696969697,19.0179860484277,19.0137618887991,0.044,0,0.011,0,0,405.313258598587,0,0.0202020202020202,19.0137618887991,21.5450623192407,0,0,0,0,0,0
2,4,0,1,20260723,20660735,2000,1.77004064042768,0,45.8227640945913,0,0,0.000171717171717172,0.999828282828283,19.0198968294496,19.0137618887991,0.05,0,0.0125,0,0,405.313258598587,0,0.176767676767677,19.0137618887991,22.9336268073311,0,0,0,0,0,0
2,4,0,1,20260723,20660735,5000,2.24766112974934,0,55.6419278291465,0.0002,0.0002,0.000407070707070707,0.999592929292929,19.0221598032191,19.0137618887991,0.063,0,0.0218,0,0,607.969887897881,0,0.515151515151515,18.5094980458251,22.9336268073311,0,0,0,0,0,0
2,4,0,1,20260723,20660735,10000,2.70029730245752,0,87.2814554182691,0.0002,0.0002,0.000380050505050505,0.999619949494949,19.025061266836,19.0137618887991,0.0756,0,0.0246,0,0,607.969887897881,0,0.515151515151515,18.4781467180416,25.1760464945657,0,0,0,0,0,0
2,4,0,1,20260723,20660735,15000,2.79378846975607,0,94.3730736710035,0.000133333333333333,0.000133333333333333,0.000424242424242424,0.999575757575758,19.0274348649093,19.0137618887991,0.0838666666666667,0,0.0274,0,0,607.969887897881,0,0.515151515151515,18.1336714517714,28.0911797420652,0,0,0,0,0,0
2,4,0,2,20260724,20660736,500,2.33423342334233,0,73.6437280091645,0,0,0.000560606060606061,0.999439393939394,19.0342177312128,19.0137618887991,0.08,0,0.026,0,0,374.764749202193,0,0.186868686868687,19.0137618887991,25.4918811707839,0,0,0,0,0,0
2,4,0,2,20260724,20660736,1000,3.35433543354335,0,126.830864904672,0,0,0.000828282828282828,0.999171717171717,19.0354693251127,19.0137618887991,0.096,0,0.041,0,0,405.313258598587,0,0.353535353535354,19.0137618887991,25.4918811707839,0,0,0,0,0,0
2,4,0,2,20260724,20660736,2000,3.61577066797589,0,124.921583067398,0.0005,0.0005,0.00061489898989899,0.999385101010101,19.0377327637348,19.0137618887991,0.1005,0,0.037,0,0,607.969887897881,0,0.353535353535354,19.0137618887991,25.7614943750566,0,0,0,0,0,0
2,4,0,2,20260724,20660736,5000,3.62785369446035,0,133.376974061042,0.0004,0.0004,0.000621717171717172,0.999378282828283,19.0333997398532,19.0137618887991,0.108,0,0.0366,0,0,607.969887897881,0,0.353535353535354,19.0137618887991,30.9841780555171,0,0,0,0,0,0
2,4,0,2,20260724,20660736,10000,3.06791588249734,0,116.193437525571,0.0002,0.0002,0.000519444444444444,0.999480555555555,19.0302271609948,19.0137618887991,0.0926,0,0.0311,0,0,607.969887897881,0,0.353535353535354,19.0137618887991,30.9841780555171,0,0,0,0,0,0
2,4,0,2,20260724,20660736,15000,2.71958104901399,0,100.373673731009,0.000133333333333333,0.000133333333333333,0.000423737373737374,0.999576262626263,19.026929404483,19.0137618887991,0.0809333333333333,0,0.0256666666666667,0,0,607.969887897881,0,0.353535353535354,18.6092178979525,30.9841780555171,0,0,0,0,0,0
2,4,0,3,20260725,20660737,500,3.22232223222322,0,109.374573821018,0,0,0.000353535353535354,0.999646464646465,19.0275454212599,19.0137618887991,0.1,0,0.038,0,0,394.403076671303,0,0.095959595959596,19.0137618887991,22.8608930588351,0,0,0,0,0,0
2,4,0,3,20260725,20660737,1000,3.07858058533126,0,109.374573821018,0,0,0.000573232323232323,0.999426767676768,19.0226470135445,19.0137618887991,0.077,0,0.034,0,0,405.313258598587,0,0.308080808080808,18.5599024451579,22.8608930588351,0,0,0,0,0,0
2,4,0,3,20260725,20660737,2000,3.34533453345335,0,112.102119302839,0,0,0.000486111111111111,0.999513888888889,19.0329511129568,19.0137618887991,0.094,0,0.042,0,0,422.224040585877,0,0.308080808080808,18.5599024451579,25.8105287592375,0,0,0,0,0,0
2,4,0,3,20260725,20660737,5000,3.22177672312686,0,121.37577394103,0,0,0.000387373737373737,0.999612626262626,19.0300695931928,19.0137618887991,0.0916,0,0.034,0,0,422.224040585877,0,0.308080808080808,18.5599024451579,25.8105287592375,0,0,0,0,0,0
2,4,0,3,20260725,20660737,10000,2.92987480566238,0,115.102419332842,0,0,0.000413383838383838,0.999586616161616,19.0278788717854,19.0137618887991,0.0873,0,0.0315,0,0,443.226140795898,0,0.308080808080808,18.5599024451579,27.672429354877,0,0,0,0,0,0
2,4,0,3,20260725,20660737,15000,2.82975570284301,0,109.374573821018,0,0,0.00033030303030303,0.999669696969697,19.0259933668594,19.0137618887991,0.0809333333333333,0,0.0268,0,0,443.226140795898,0,0.308080808080808,18.5599024451579,27.672429354877,0,0,0,0,0,0
2,5,0,1,20260723,20760738,500,0.946458282191855,0,0,0,0,0,1,19.0149903238033,19.0137618887991,0.028,0,0,0,0,197.201538335652,0,0,19.0137618887991,19.3538126594284,0,0,0,0,0,0
2,5,0,1,20260723,20760738,1000,0.682159125003409,0,9.81916373455527,0,0,1.01010101010101e-05,0.999989898989899,19.0143606559175,19.0137618887991,0.02,0,0.001,0,0,197.201538335652,0,0.0101010101010101,18.9838625750583,19.3538126594284,0,0,0,0,0,0
2,5,0,1,20260723,20760738,2000,1.16111611161116,0,11.4556910236478,0,0,0.000291666666666667,0.999708333333333,19.0186898952844,19.0137618887991,0.047,0,0.0185,0,0,405.313258598587,0,0.282828282828283,18.9838625750583,24.0688033882199,0,0,0,0,0,0
2,5,0,1,20260723,20760738,5000,1.64661920737528,0,43.6407277091345,0,0,0.000195959595959596,0.99980404040404,19.0201935949883,19.0137618887991,0.0554,0,0.0184,0,0,405.313258598587,0,0.282828282828283,18.9243787676998,24.0688033882199,0,0,0,0,0,0
2,5,0,1,20260723,20760738,10000,1.66088427024521,0,43.6407277091345,0,0,0.000250252525252525,0.999749747474748,19.0195469652696,19.0137618887991,0.0525,0,0.0162,0,0,415.677931429507,0,0.358585858585859,18.736686010687,26.1384487568256,0,0,0,0,0,0
2,5,0,1,20260723,20760738,15000,1.75353899026266,0,45.8227640945913,0,0,0.000298821548821549,0.999701178451179,19.0207603965515,19.0137618887991,0.0570666666666667,0,0.0179333333333333,0,0,423.587813326787,0,0.358585858585859,18.6601287178718,26.4128354345992,0,0,0,0,0,0
2,5,0,2,20260724,20760739,500,1.25248888525216,0,0,0,0,0.000176767676767677,0.999823232323232,19.0191630306016,19.0137618887991,0.05,0,0.008,0,0,202.656629299294,0,0.0883838383838384,19.0137618887991,21.3974652106988,0,0,0,0,0,0
2,5,0,2,20260724,20760739,1000,1.63925483457437,0,0,0,0,9.84848484848485e-05,0.999901515151515,19.0227427200163,19.0137618887991,0.051,0,0.011,0,0,384.583912936748,0,0.0883838383838384,19.0137618887991,23.3158587761598,0,0,0,0,0,0
2,5,0,2,20260724,20760739,2000,1.88227913700461,0,34.3670730709435,0,0,0.000194444444444444,0.999805555555556,19.0209247892411,19.0137618887991,0.0605,0,0.0125,0,0,470.774350162289,0,0.108585858585859,19.0137618887991,23.3158587761598,0,0,0,0,0,0
2,5,0,2,20260724,20760739,5000,1.81518151815182,0,30.2757548482121,0,0,0.000262626262626263,0.999737373737374,19.0181923084245,19.0137618887991,0.0576,0,0.015,0,0,470.774350162289,0,0.338383838383838,18.9623529478879,23.3158587761598,0,0,0,0,0,0
2,5,0,2,20260724,20760739,10000,1.69961541608706,0,33.5488094263972,0,0,0.000233333333333333,0.999766666666667,19.0190899893593,19.0137618887991,0.0518,0,0.0148,0,0,470.774350162289,0,0.338383838383838,18.8917090956011,23.3158587761598,0,0,0,0,0,0
2,5,0,2,20260724,20760739,15000,1.81643618907345,0,42.5497095164062,0,0,0.000261447811447811,0.999738552188552,19.0208746099465,19.0137618887991,0.0551333333333333,0,0.017,0,0,470.774350162289,0,0.424242424242424,18.8917090956011,25.6515613345392,0,0,0,0,0,0
2,5,0,3,20260725,20760740,500,0.694433079671604,0,0,0,0,0,1,19.0137756151665,19.0137618887991,0.018,0,0,0,0,130.103919482857,0,0,19.0137618887991,19.0184856386239,0,0,0,0,0,0
2,5,0,3,20260725,20760740,1000,2.36096336906418,0,67.6431279491586,0,0,0.000588383838383838,0.999411616161616,19.0325421121196,19.0137618887991,0.077,0,0.032,0,0,374.764749202193,0,0.297979797979798,19.0137618887991,26.0643989714254,0,0,0,0,0,0
2,5,0,3,20260725,20760740,2000,1.97556119248288,0,55.6419278291465,0,0,0.000397727272727273,0.999602272727273,19.0252293758639,19.0137618887991,0.063,0,0.021,0,0,374.764749202193,0,0.297979797979798,19.0030394726121,26.0643989714254,0,0,0,0,0,0
2,5,0,3,20260725,20760740,5000,1.69626053514442,0,40.3676731309495,0,0,0.000263131313131313,0.999736868686869,19.0210434483695,19.0137618887991,0.0526,0,0.0158,0,0,480.04800480048,0,0.297979797979798,19.0030394726121,26.0643989714254,0,0,0,0,0,0
2,5,0,3,20260725,20760740,10000,1.80086190437226,0,40.9131822273136,0,0,0.000186363636363636,0.999813636363636,19.0220101889506,19.0137618887991,0.0557,0,0.0153,0,0,480.04800480048,0,0.297979797979798,18.8294066949692,26.0643989714254,0,0,0,0,0,0
2,5,0,3,20260725,20760740,15000,1.78950622334961,0,40.0949185827674,0,0,0.00022037037037037,0.99977962962963,19.0218555477493,19.0137618887991,0.056,0,0.0161333333333333,0,0,532.689632599624,0,0.303030303030303,18.8008997239104,26.0643989714254,0,0,0,0,0,0
2,6,0,1,20260723,20860741,500,0.746256443826201,0,0,0,0,0,1,19.0184078478444,19.0137618887991,0.028,0,0.01,0,0,177.563210866541,0,0,19.0137618887991,20.1935110646132,0,0,0,0,0,0
2,6,0,1,20260723,20860741,1000,0.788806153342607,0,0,0,0,8.08080808080808e-05,0.999919191919192,19.02290023523,19.0137618887991,0.028,0,0.016,0,0,394.403076671303,0,0.0808080808080808,19.0137618887991,25.8256867761849,0,0,0,0,0,0
2,6,0,1,20260723,20860741,2000,0.793715735209885,0,0,0,0,9.21717171717172e-05,0.999907828282828,19.0197879329637,19.0137618887991,0.025,0,0.0125,0,0,394.403076671303,0,0.103535353535354,18.7497658217249,25.8256867761849,0,0,0,0,0,0
2,6,0,1,20260723,20860741,5000,1.29274745656384,0,4.90958186727764,0,0,0.000181818181818182,0.999818181818182,19.019157455215,19.0137618887991,0.0438,0,0.0158,0,0,405.313258598587,0,0.262626262626263,18.7497658217249,25.8256867761849,0,0,0,0,0,0
2,6,0,1,20260723,20860741,10000,1.40176744947222,0,14.7287456018329,0,0,0.000185858585858586,0.999814141414141,19.0191715433014,19.0137618887991,0.0437,0,0.0139,0,0,576.875869405122,0,0.262626262626263,18.7497658217249,25.8256867761849,0,0,0,0,0,0
2,6,0,1,20260723,20860741,15000,1.54488176090336,0,22.9113820472956,0,0,0.000212962962962963,0.999787037037037,19.0204478091665,19.0137618887991,0.0477333333333333,0,0.0147333333333333,0,0,576.875869405122,0,0.363636363636364,18.7497658217249,25.8256867761849,0,0,0,0,0,0
2,6,0,2,20260724,20860742,500,1.83127403649456,0,0,0,0,8.08080808080808e-05,0.999919191919192,19.022104477969,19.0137618887991,0.052,0,0.006,0,0,355.126421733082,0,0.0404040404040404,19.0137618887991,22.6959725214482,0,0,0,0,0,0
2,6,0,2,20260724,20860742,1000,2.33914300520961,0,49.0958186727764,0,0,0.000623737373737374,0.999376262626263,19.0274770584705,19.0137618887991,0.086,0,0.035,0,0,355.126421733082,0,0.242424242424242,18.4118206473281,26.1655307758192,0,0,0,0,0,0
2,6,0,2,20260724,20860742,2000,1.84573002754821,0,16.3652728909255,0,0,0.000460858585858586,0.999539141414141,19.0224151193447,19.0137618887991,0.068,0,0.023,0,0,384.583912936748,0,0.242424242424242,18.4118206473281,26.1655307758192,0,0,0,0,0,0
2,6,0,2,20260724,20860742,5000,1.89498949894989,0,36.8218640045823,0,0,0.000379292929292929,0.999620707070707,19.0221776148581,19.0137618887991,0.06,0,0.018,0,0,384.583912936748,0,0.242424242424242,18.4118206473281,26.1655307758192,0,0,0,0,0,0
