group,path_count,terminal_hit_count,max_intensity_ge5_share,saa_shortage_positive_share,terminal_hit_offline_eens_above_median_share,terminal_hit_saa_surplus_above_median_share,terminal_hit_mean_saa_surplus_kg,terminal_hit_median_saa_surplus_kg,terminal_hit_eens_median_reference_kwh,terminal_hit_surplus_median_reference_kg
all_paths,10000,6053,0.017,0.1647,0.5517924995869816,0.5009086403436313,288.0481995453288,345.3041637494959,50.810666666666656,345.3041637494959
delta_i_le_1,4408,1642,0.030852994555353903,0.21098003629764064,0.6845310596833131,0.057247259439707675,193.53924000036352,281.6251015096968,50.810666666666656,345.3041637494959
delta_i_20_50,3833,3031,0.00026089225150013044,0.07878945995303939,0.49389640382711975,0.7561860772022435,335.0390869808053,361.3997763412948,50.810666666666656,345.3041637494959
