group_variable,group,metric,path_count,n,mean,median,q25,q75,q95,min,max
saa_ordinary_shortage_group,zero,delta_final_inventory,8353,8353,16.683799102097783,16.416296517978992,0.0,31.014636792146007,43.669626489869984,0.0,59.396444680881984
saa_ordinary_shortage_group,zero,delta_production,8353,8353,16.6837991020979,16.416296517980015,0.0,31.014636792144984,43.66962648986902,0.0,59.39644468088102
saa_ordinary_shortage_group,zero,delta_htt,8353,8353,10.631087262078045,8.405262812750902,0.0,17.964984730229197,30.66430716752,-13.638305247949395,67.9380067162664
saa_ordinary_shortage_group,zero,delta_ordinary_shortage,8353,8353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saa_ordinary_shortage_group,zero,delta_operating_cost,8353,8353,861.0405848642924,884.9227389263015,0.0,1489.3575663416996,2238.073720426446,-364.3575187167498,3620.8443810659
saa_ordinary_shortage_group,positive,delta_final_inventory,1647,1647,9.585979208370292,0.0,0.0,15.17461681481302,41.06737177889226,-9.63310339183397,79.01864979089703
saa_ordinary_shortage_group,positive,delta_production,1647,1647,8.103557546462493,0.0,0.0,9.714427091094478,40.63719375052528,-9.633103391832949,79.01864979089697
saa_ordinary_shortage_group,positive,delta_htt,1647,1647,-0.7110710781736137,-1.5253064637581986,-8.718317127618405,8.232798209479949,24.5687478967131,-62.61469977597629,60.149495357477406
saa_ordinary_shortage_group,positive,delta_ordinary_shortage,1647,1647,1.4824216619077697,0.0,0.0,0.0,10.947632906080571,-6.25515740283501,20.407745879208804
saa_ordinary_shortage_group,positive,delta_operating_cost,1647,1647,546.013617303125,217.6652637434017,-188.9853476148055,1197.4318159905033,2475.6299528975183,-1944.482514907599,5285.671758180702
