N,metric,value_mean_across_states_seeds,value_p05,value_median,value_p95,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_mean,relative_error_p95,relative_error_max,seed_std_mean_across_states,seed_std_p95_across_states,seed_std_max_across_states,worst_error_a0,worst_error_loc0,worst_error_seed_id,worst_absolute_error
500,D_mean_kg,176.891003386053,1.52742546981971,159.590322668631,470.401221940376,4.44258313277222,3.03061215212436,12.492267408558,16.8050986916893,0.108686909499987,0.460272342675833,1.94961883282697,4.20400360548633,11.507735563174,13.4419466641915,5,4,3,16.8050986916893
500,D_q95_kg,371.533257221826,0,442.135122603169,607.969887897881,10.0243790612828,0,50.7323459618689,75.2802552982571,0.0445807202491099,0.201075268817204,0.4,10.452777627589,50.3902493697157,58.7951094235633,3,3,3,75.2802552982571
500,D_q99_kg,442.883249363898,0,591.604615006955,607.969887897881,13.1779411707404,0,73.3709734609825,112.102119302839,0.107546387083118,0.755952380952381,1,13.6538395287209,53.0568944911067,60.9427908726469,2,2,1,112.102119302839
500,full_loss_probability,0.0520190476190476,0,0.01,0.212,0.00645333333333333,0.0024,0.0252,0.0453333333333334,0.494656888056842,1,2.75,0.00715423400568024,0.0261023626006025,0.0328836332137027,6,3,3,0.0453333333333334
500,A0_pair_share,0.0772981721981722,0,0.032949494949495,0.266005050505051,0.00400840307840299,0.00189646464646631,0.0159698653198663,0.0271281144781121,0.25049906911308,1,1.5531914893617,0.00407194648299571,0.0151970435493068,0.0168007495524839,6,4,1,0.0271281144781121
500,reachable_pair_share,0.922701827801828,0.733994949494949,0.967050505050505,1,0.00400840307840285,0.00189646464646942,0.0159698653198689,0.0271281144781095,0.00477076388683583,0.0187250998375282,0.0364354033069252,0.00407194648299572,0.0151970435493068,0.016800749552484,6,4,1,0.0271281144781095
500,C_reachable_mean_km,20.2865926124557,19.0166351386972,19.8654978623395,23.1255400424029,0.0624056575703726,0.0314252470027689,0.169453133509172,0.428210257206914,0.00294755577639971,0.00815602140244748,0.018544786643604,0.0704635527162514,0.217476112547056,0.225477335770462,6,3,1,0.428210257206914
500,C_reachable_q95_km,23.7888372392354,19.0137618887991,23.2597035571884,31.9039545959367,0.297880160180864,0.191127275481083,0.89813129441497,1.5216637334281,0.0114375986433538,0.035057572042353,0.0498193128096153,0.344998177328891,0.896256590413883,1.19022191668543,6,5,2,1.5216637334281
500,W3_failed_lines_mean,5.25251428571429,0.038,4.402,14.384,0.142074920634921,0.0823333333333345,0.466333333333333,0.714333333333332,0.100638036970896,0.450457951706911,0.773489932885906,0.164419848540889,0.407857818363213,0.522658588372945,6,5,1,0.714333333333332
500,W3_failed_lines_q95,13.0571428571429,0,15,27,0.533333333333333,0,2,3,0.0642088257479637,0.333333333333333,0.333333333333333,0.629144916596247,2.08166599946613,2.64575131106459,4,4,3,3
500,W3_closed_roads_mean,2.89832380952381,0.008,1.864,9.094,0.112062857142857,0.0568,0.357799999999999,0.622533333333333,0.154198602949971,0.615575807787904,1,0.125809638519483,0.38725702059485,0.465507608244305,4,4,3,0.622533333333333
500,W3_closed_roads_q95,8.83809523809524,0,9,21,0.428571428571429,0,2,3,0.102033294340987,0.5,1,0.576554460465315,1.52752523165195,2.3094010767585,4,4,3,3
1000,D_mean_kg,176.092255978845,1.86236805498732,159.329569320568,462.19649237651,3.26744553243204,2.36243624362444,9.77475929411099,11.3009119093747,0.0831406138853537,0.334271285028821,0.909004491994557,3.38730756341376,8.88047171928648,9.14986853221604,5,4,3,11.3009119093747
1000,D_q95_kg,371.45013202619,0,464.228241005919,607.969887897881,8.13328086055359,0,36.003600360036,61.9152824373347,0.0371629673121989,0.185995623632385,0.244444444444444,8.3601565588449,43.6512388581736,46.6245425821661,3,2,3,61.9152824373347
1000,D_q99_kg,445.888744718628,22.9113820472956,607.969887897881,607.969887897881,8.23458969273551,0,42.5497095164062,83.4628917437198,0.0888078233449094,0.436363636363636,2.33333333333333,10.7282302322299,46.6083176244035,72.0202862392079,2,1,3,83.4628917437198
1000,full_loss_probability,0.0521619047619048,0,0.013,0.218,0.00451238095238095,0.0018,0.0202,0.0265333333333333,0.523749586091837,1,14,0.00565254104177496,0.0200083315979452,0.0297153159162072,6,3,2,0.0265333333333333
1000,A0_pair_share,0.0767090428090428,0.000116161616161616,0.0321565656565657,0.264042929292929,0.00271120250120242,0.00115084175084175,0.00922794612794275,0.0158905723905693,0.196261138400023,0.962616822429907,1.53263707571802,0.00294664526020788,0.00875487581633612,0.00901860875055189,6,1,3,0.0158905723905693
1000,reachable_pair_share,0.923290957190957,0.735957070707071,0.967843434343434,0.999883838383838,0.0027112025012022,0.00115084175084212,0.00922794612794142,0.0158905723905675,0.00314595709120219,0.0112536935715789,0.0212547484850942,0.00294664526020788,0.00875487581633621,0.0090186087505519,6,1,3,0.0158905723905675
1000,C_reachable_mean_km,20.2774702687519,19.0180756776962,19.8888858310557,22.987370415551,0.0419905616166209,0.0216420873118075,0.154129006258987,0.246239230603017,0.00199258855074039,0.00713619483610067,0.0118575726869031,0.0518643481510252,0.163181268568753,0.166027861816354,6,7,3,0.246239230603017
1000,C_reachable_q95_km,23.8092175607237,19.0137618887991,23.2189870118826,31.3946591638889,0.209171374816104,0.155235240765759,0.679634109334966,0.963956169922298,0.00803645915372365,0.0260738025316819,0.0355832160242418,0.20769427510043,0.720754185859261,0.776205351141731,6,2,1,0.963956169922298
1000,W3_failed_lines_mean,5.23388571428571,0.049,4.478,14.339,0.119983492063492,0.0768666666666666,0.401066666666666,0.498333333333333,0.0824204664162474,0.299270072992701,0.652956298200514,0.131696147192615,0.302533193771086,0.333742915030916,4,4,3,0.498333333333333
1000,W3_failed_lines_q95,13.0666666666667,0,15,27,0.485714285714286,0,2,3,0.057100502620733,0.2,0.333333333333333,0.528490867035853,1.15470053837925,1.52752523165195,4,5,1,3
1000,W3_closed_roads_mean,2.88095238095238,0.011,1.862,9.025,0.084423492063492,0.0434,0.311733333333333,0.472466666666667,0.139331105125067,0.547085201793722,1.375,0.0991406590293046,0.257280003109453,0.262911265132046,6,5,1,0.472466666666667
1000,W3_closed_roads_q95,8.83809523809524,0,9,21,0.39047619047619,0,1,2,0.109747802055494,1,1,0.394712987892104,1.15470053837925,1.15470053837925,3,1,1,2
2000,D_mean_kg,176.290839473557,1.80113465892044,160.944821754903,462.08684504814,2.08028300665569,1.34214330523943,5.88279737064431,7.22448608497399,0.0579729513582224,0.265540250880691,0.560335592206886,2.33340852352309,4.7849649705346,5.2396799404498,5,5,2,7.22448608497399
2000,D_q95_kg,372.351520866372,0,473.774650192292,607.969887897881,5.33040317018715,0,29.4574912036659,51.8233641545972,0.0258214424742268,0.123674911660777,0.192560175054705,6.10656593165255,31.0800586204917,45.382291543612,4,4,3,51.8233641545972
2000,D_q99_kg,448.686427084267,8.18263644546273,607.969887897881,607.969887897881,5.12518784345967,0,27.2754548182091,82.6446280991735,0.0601749876430375,0.360501567398119,1,7.52786927603165,33.8219305781679,59.0022581467396,4,7,1,82.6446280991735
2000,full_loss_probability,0.0522238095238095,0,0.0145,0.2195,0.00251714285714286,0.0012,0.00919999999999999,0.0148333333333333,0.497416672461023,1.5,6.5,0.00340850740561901,0.0148352058743158,0.0178978583448784,6,2,1,0.0148333333333333
2000,A0_pair_share,0.0769381794131795,0.000196969696969697,0.0343939393939394,0.27372601010101,0.00182049783549765,0.000909090909091304,0.00627693602693874,0.00989436026935711,0.156018770760133,0.74901185770751,1,0.00183807452412546,0.00453633297261319,0.00658017532410987,6,1,3,0.00989436026935711
2000,reachable_pair_share,0.923061820586821,0.726273989898991,0.965606060606061,0.99980303030303,0.00182049783549748,0.000909090909092303,0.00627693602694024,0.00989436026935608,0.00213651493407046,0.00843348831107998,0.0132343967087622,0.0018380745241255,0.00453633297261303,0.00658017532410991,6,1,3,0.00989436026935608
2000,C_reachable_mean_km,20.2733289547418,19.0190234543245,19.8561692713784,22.922535567705,0.0283425587801524,0.0154302931315655,0.0940340462692255,0.157808197960996,0.00133939873988134,0.00415270104548532,0.00683734174686554,0.0390173157833667,0.13111483078561,0.141588175548103,6,2,3,0.157808197960996
2000,C_reachable_q95_km,23.8000249592831,19.0137618887991,23.2312280000968,31.8894515532356,0.159625033921836,0.115688630046584,0.450141295552658,0.89051267316529,0.00614224539845319,0.0176431427751917,0.0318481312254869,0.187866441822716,0.417265630162558,0.519937750268368,5,4,1,0.89051267316529
2000,W3_failed_lines_mean,5.23518095238095,0.0555,4.49,14.4915,0.0790273015873016,0.0593,0.230966666666667,0.326433333333334,0.0614091816399781,0.259293002915452,0.611853088480801,0.0809065632549016,0.168024799756861,0.188325073565188,6,1,3,0.326433333333334
2000,W3_failed_lines_q95,13.0761904761905,0,15,27,0.361904761904762,0,1,2,0.0407992118990162,0.166666666666667,0.333333333333333,0.382637281297522,1,1.15470053837925,3,1,1,2
2000,W3_closed_roads_mean,2.88127619047619,0.0145,1.918,9.1075,0.0554990476190476,0.0269,0.198633333333333,0.2738,0.0928072710396281,0.440874035989717,0.531413612565445,0.0599972568877643,0.175249346170916,0.186435869224067,6,1,3,0.2738
2000,W3_closed_roads_q95,8.84761904761905,0,9,21,0.20952380952381,0,1,2,0.0667561605061605,0.5,1,0.255091520865015,1,1,3,1,1,2
5000,D_mean_kg,176.293827824341,1.60963369064179,156.470283391976,463.88440662248,1.10312503111773,0.851976106701173,3.39137550118608,5.35184427533545,0.0293307951471735,0.149932025636046,0.274232565899233,1.40374399125137,3.46039033345203,3.78249235868045,6,7,1,5.35184427533545
5000,D_q95_kg,372.2995676191,0,463.955486457737,607.969887897881,3.42891432000343,0,16.0925183427433,29.4574912036658,0.0152447970649481,0.0606060606060606,0.145985401459854,3.38849693971781,15.1307087528496,19.9769820536436,3,3,2,29.4574912036658
5000,D_q99_kg,449.476116442813,24.5479093363882,607.969887897881,607.969887897881,4.33030316018615,0,22.9113820472956,53.7326459918719,0.0436176492233586,0.216216216216216,1,5.70585931810637,41.3691718585766,42.0705654964799,4,7,1,53.7326459918719
5000,full_loss_probability,0.0524419047619048,0,0.0162,0.2262,0.00127873015873016,0.000466666666666667,0.005,0.0105333333333333,0.239651361859417,1.25,2,0.00193820728984693,0.0103079257531927,0.0110489818535465,6,2,1,0.0105333333333333
5000,A0_pair_share,0.0771764069264069,0.000219191919191919,0.0368252525252526,0.278284848484848,0.000872913259579768,0.000473905723906223,0.00337794612794373,0.00499124579124637,0.070725674425045,0.328319162851537,0.572769953051643,0.000998839081481602,0.0033070201219318,0.00396098725599725,5,5,2,0.00499124579124637
5000,reachable_pair_share,0.922823593073595,0.721715151515154,0.96317474747475,0.999780808080808,0.000872913259579826,0.000473905723905155,0.0033779461279434,0.00499124579124743,0.00103239856125159,0.00445420028523945,0.00599305274612309,0.000998839081481659,0.00330702012193187,0.00396098725599759,5,5,2,0.00499124579124743
5000,C_reachable_mean_km,20.2719458604739,19.0193909757091,19.9059186835446,23.0307791012095,0.0157914479299211,0.00915663727373683,0.0503675410784545,0.108914155107122,0.000750281955564835,0.00233913563293634,0.00505000261924753,0.0225979350669143,0.0725844541742855,0.07693412439776,5,1,3,0.108914155107122
5000,C_reachable_q95_km,23.8225122126831,19.0137618887991,23.3402526352678,31.9420719721348,0.0753873432558193,0.0422518730590369,0.216811387808718,0.332439358994161,0.00292419179475301,0.0085237746386333,0.0116043134716383,0.0892608044129907,0.212737411573677,0.238881356964516,6,1,3,0.332439358994161
5000,W3_failed_lines_mean,5.23493904761905,0.051,4.4704,14.5888,0.0441631746031746,0.0326000000000004,0.131666666666668,0.2008,0.0346195079990397,0.142857142857143,0.314091680814941,0.0500142123023503,0.128222306951638,0.176495476807009,6,7,1,0.2008
5000,W3_failed_lines_q95,13.1809523809524,0,16,27,0.2,0,1,1,0.0228369553794289,0.166666666666667,0.333333333333333,0.263931551629543,0.577350269189626,0.577350269189626,3,1,1,1
5000,W3_closed_roads_mean,2.88289904761905,0.0146,1.9378,9.2634,0.0306965079365079,0.0202,0.104066666666667,0.133333333333333,0.0499892597118033,0.157894736842105,0.346260387811634,0.0337139446529198,0.124621881438748,0.124693597804111,6,7,1,0.133333333333333
5000,W3_closed_roads_q95,8.88571428571429,0,10,21,0.152380952380952,0,1,1,0.0506007881007881,0.5,1,0.197948663722157,0.577350269189626,0.577350269189626,3,1,1,1
10000,D_mean_kg,176.572528681438,1.56861140659521,157.511496604205,463.105092327408,0.669025084326463,0.431070379766055,1.95136786405851,3.70324305157786,0.0185227980770939,0.101882647115945,0.12231882802603,0.897019944019041,2.07774527957473,3.05417778408137,5,7,3,3.70324305157786
10000,D_q95_kg,372.5567361931,0,467.228541035922,607.969887897881,1.57158573000157,0,7.09161825273436,17.4562910836538,0.00847965503144209,0.0483870967741935,0.123674911660777,2.47228414204734,9.77867216521562,17.3308277117804,3,1,2,17.4562910836538
