method,path_id,state_sequence,total_cost,terminal_value,terminal_gap_kg,ordinary_shortage_kg,total_production_kg,site1_production_kg,site2_production_kg,site3_production_kg,site4_production_kg,total_htt_kg,htt_1_to_2_kg,htt_1_to_3_kg,htt_1_to_4_kg,htt_2_to_1_kg,htt_2_to_3_kg,htt_2_to_4_kg,htt_3_to_1_kg,htt_3_to_2_kg,htt_3_to_4_kg,htt_4_to_1_kg,htt_4_to_2_kg,htt_4_to_3_kg,final_inventory_site1_kg,final_inventory_site2_kg,final_inventory_site3_kg,final_inventory_site4_kg,minimum_voltage_pu,min_voltage_bus,min_voltage_hour,max_true_branch_mva,max_branch_utilization,max_branch_from,max_branch_to,max_branch_hour,site1_grid_limited_count,site2_grid_limited_count,site3_grid_limited_count,site4_grid_limited_count,site1_grid_limited_frequency,site2_grid_limited_frequency,site3_grid_limited_frequency,site4_grid_limited_frequency,pv_available_kwh,pv_utilized_kwh,pv_curtailed_kwh,pv_utilization_ratio,grid_import_kwh,terminal_state_k,terminal_stage,final_a,final_loc,final_lf
saa,1,65-74-68-21-48-56-56-32,56213.0823646623,0,0,0,289.331977051182,122.85,66.3,38.756977051182,61.425,41.690962549772,0,0,0,6.67399167599311,0,5.52639900810432,29.4905718656746,0,0,0,0,0,170.195545772725,72.4450143352727,17.4257203911538,74.1727896926923,0.9,18,23,4.83659842093769,0.806099736822949,1,2,23,0,0,1,0,0,0,0.0208333333333333,0,1682.9744,1682.9744,0,1,87419.578729676,0,0,1,4,8
saa,2,65-58-83-92-101-110-111-112,105196.580245848,0,0,0,392.553004344461,169.65,89.7,54.2280043444607,78.975,56.2229453030606,0,0,0,19.3612923499579,0,5.41506091772503,31.4465920353777,0,0,0,0,0,198.292556528377,61.151039329327,16.3652728909252,74.1892371055287,0.9,18,23,4.8365984209377,0.80609973682295,1,2,23,0,0,1,0,0,0,0.0208333333333333,0,3365.9488,3365.9488,0,1,165295.006189716,111,7,2,7,8
saa,3,65-66-84-93-88-112-112-112,65109.4026674949,0,0,0,368.735134640545,161.810750380471,79.8324072088928,48.1169770511821,78.975,35.2797353523075,0,0,0,7.69023270584691,0,1.65069580387819,25.9388068425824,0,0,0,0,0,198.484346973769,84.7996166377925,24.440303650909,83.649276650121,0.9,18,23,4.8365984209377,0.80609973682295,1,2,23,0,0,1,0,0,0,0.0208333333333333,0,1682.9744,1682.9744,0,1,112663.543429131,0,0,2,7,8
