path_id,scheme,terminal_mode,stage,state_k,a,loc,lf,status,beta,effective_htt_capacity_kg,htt_total_kg,htt_cost_yuan,ordinary_demand_total,ordinary_shortage_total,production_total,next_state_k,realized_transition_probability,reachable_next_state_count,p_next_terminal_check,site1_inventory_start,site1_production,site1_ordinary_demand,site1_ordinary_shortage,site1_inventory_end,site1_inventory_net_change,site2_inventory_start,site2_production,site2_ordinary_demand,site2_ordinary_shortage,site2_inventory_end,site2_inventory_net_change,site3_inventory_start,site3_production,site3_ordinary_demand,site3_ordinary_shortage,site3_inventory_end,site3_inventory_net_change,site4_inventory_start,site4_production,site4_ordinary_demand,site4_ordinary_shortage,site4_inventory_end,site4_inventory_net_change,f12_kg,f13_kg,f14_kg,f21_kg,f23_kg,f24_kg,f31_kg,f32_kg,f34_kg,f41_kg,f42_kg,f43_kg
5380,H02,saa,1,65,2,2,1,normal,0.0,160.0,0.0,0.0,15.40012859936774,0.0,120.12,66.0,0.100596,63,0.0,58.0445570448695,46.8,5.12017603249831,0.0,99.7243810123712,41.6798239675017,50.3081379386248,31.2,5.82608695652174,0.0,75.682050982103,25.3739130434783,25.2621334423093,18.72,1.58579677669568,0.0,42.3963366656137,17.1342032233043,33.0235808462428,23.4,2.86806883365201,0.0,53.5555120125908,20.531931166348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5380,H02,saa,2,66,2,2,2,normal,0.0202380952380952,156.76190476190476,0.0,0.0,49.79317916298144,0.0,107.45537163593829,117.0,0.0009,63,0.0,99.7243810123712,46.8,20.0897088693297,0.0,126.434672143041,26.7102911306703,75.682050982103,31.2,12.2546583850932,0.0,94.6273925970099,18.9453416149068,42.3963366656137,6.05537163593828,7.09247608377144,0.0,41.3592322177805,-1.03710444783316,53.5555120125908,23.4,10.3563358247871,0.0,66.5991761878037,13.0436641752129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5380,H02,saa,3,117,3,1,5,normal,0.148571428571429,136.22857142857134,44.3256965176481,310.7347487002167,56.53800836903501,56.53800836903501,120.12,150.0,0.017640000000000003,63,0.3,126.434672143041,46.8,21.6536899119838,21.6536899119838,207.349012949905,80.9143408068632,94.6273925970099,31.2,13.8819875776397,13.8819875776397,110.885011005304,16.257618408294,41.3592322177805,18.72,8.42454537619581,8.42454537619581,30.6959172918384,-10.6633149259421,66.5991761878037,23.4,12.5777855032157,12.5777855032157,100.210531898588,33.6113557107847,0.0,0.0,0.0,4.73102588092132,0.0,10.2113557107847,29.3833149259421,0.0,0.0,0.0,0.0,0.0
5380,H02,saa,4,150,3,5,6,normal,0.252380952380952,119.61904761904769,30.5872779397568,228.1873149020679,22.268683868615838,0.0,120.12,167.0,0.2088,21,1.0,207.349012949905,46.8,8.13642518618822,0.0,240.732694159165,33.3836812092608,110.885011005304,31.2,4.03726708074534,0.0,124.22046405801,13.335453052706,30.6959172918384,18.72,5.89718176333707,0.0,32.0386310598443,1.3427137680059,100.210531898588,23.4,4.19780983834521,0.0,150.0,49.7894681014116,0.0,0.0,5.27989360455103,0.0,0.0,13.8272798665487,0.0,0.0,11.480104468657,0.0,0.0,0.0
5380,H02,saa,5,167,3,7,7,loh_demand_stage,0.342857142857143,105.14285714285712,0.0,0.0,15.40012859936774,0.0,0.0,112.0,0.07529999999999999,21,,240.732694159165,0.0,5.12017603249831,0.0,240.732694159165,0.0,124.22046405801,0.0,5.82608695652174,0.0,124.22046405801,0.0,32.0386310598443,0.0,1.58579677669568,0.0,32.0386310598443,0.0,150.0,0.0,2.86806883365201,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5380,H02,saa,6,112,2,7,8,post_absorb,0.2,128.0,0.0,0.0,49.79317916298144,0.0,0.0,,,21,,240.732694159165,0.0,20.0897088693297,0.0,240.732694159165,0.0,124.22046405801,0.0,12.2546583850932,0.0,124.22046405801,0.0,32.0386310598443,0.0,7.09247608377144,0.0,32.0386310598443,0.0,150.0,0.0,10.3563358247871,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,H02,saa,1,65,2,2,1,normal,0.0,160.0,0.0,0.0,15.40012859936774,0.0,120.12,83.0,0.055278,63,0.0,58.0445570448695,46.8,5.12017603249831,0.0,99.7243810123712,41.6798239675017,50.3081379386248,31.2,5.82608695652174,0.0,75.682050982103,25.3739130434783,25.2621334423093,18.72,1.58579677669568,0.0,42.3963366656137,17.1342032233043,33.0235808462428,23.4,2.86806883365201,0.0,53.5555120125908,20.531931166348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,H02,saa,2,83,2,4,3,normal,0.0471428571428571,152.45714285714286,0.0,0.0,49.79317916298144,0.0,120.12,109.0,0.03735000000000001,63,0.0,99.7243810123712,46.8,20.0897088693297,0.0,126.434672143041,26.7102911306703,75.682050982103,31.2,12.2546583850932,0.0,94.6273925970099,18.9453416149068,42.3963366656137,18.72,7.09247608377144,0.0,54.0238605818422,11.6275239162286,53.5555120125908,23.4,10.3563358247871,0.0,66.5991761878037,13.0436641752129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,H02,saa,3,109,2,7,5,normal,0.114285714285714,141.71428571428575,73.7359588209277,486.8452896069871,56.53800836903501,0.0,0.152067151105516,110.0,0.24999600000000002,63,0.267,126.434672143041,0.152067151105516,21.6536899119838,0.0,159.553625749129,33.1189536060876,94.6273925970099,0.0,13.8819875776397,0.0,36.2649880032406,-58.3624045937693,54.0238605818422,0.0,8.42454537619581,0.0,16.3437734008483,-37.6800871809939,66.5991761878037,0.0,12.5777855032157,0.0,73.1367731385498,6.53759695074606,0.0,0.0,0.0,25.3650345621678,0.0,19.1153824539618,29.2555418047981,0.0,0.0,0.0,0.0,0.0
986,H02,saa,4,110,2,7,6,normal,0.142857142857143,137.1428571428571,0.0753559652177103,0.47257905055562,22.268683868615838,0.0,62.09294500956926,111.0,0.41666,21,0.89,159.553625749129,46.8,8.13642518618822,0.0,198.292556528159,38.7389307790295,36.2649880032406,4.04863398564869,4.03726708074534,0.0,36.2763549081439,0.0113669049033476,16.3437734008483,5.91868125339598,5.89718176333707,0.0,16.3652728909072,0.0214994900589076,73.1367731385498,5.32562977052459,4.19780983834521,0.0,74.1892371055114,1.05246396696167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753559652177103,0.0,0.0
