path_id,path_type,t,k,a,loc,lf,status,beta,stage_cost,ordinary_stage_cost,loh_demand_cost,theta_value,x_total_before,x_total_after,delta_x_total,production_total,normal_served_total,normal_shortage_total,htt_in_total,htt_out_total,htt_transport_total,TerminalLOH_total,terminal_shortage_total,terminal_surplus_total
986,Reference_08_chi2_eta003,1,65,2,2,1,normal,0,2328.18791403364,2328.18791403364,0,13109.2371502387,166.638409272046,271.358280672679,104.719871400632,120.12,15.4001285993677,0,0,0,0,0,0,166.638409272046
986,Reference_08_chi2_eta003,2,83,2,4,3,normal,0.0471428571428571,4926.60425507548,4926.60425507548,0,8334.8980719843,271.358280672679,341.685101509697,70.3268208370186,120.12,49.7931791629814,0,0,0,0,0,0,271.358280672679
986,Reference_08_chi2_eta003,3,109,2,7,5,normal,0.114285714285714,3489.63417156397,3489.63417156397,0,3439.38757488744,341.685101509697,351.594726715769,9.90962520607181,66.4476335751069,56.538008369035,0,31.0955782848254,31.0955782848254,31.0955782848254,0,0,341.685101509697
986,Reference_08_chi2_eta003,4,110,2,7,6,normal,0.142857142857143,1676.80042774337,1676.80042774337,0,566.717004373503,351.594726715769,415.268083989153,63.6733572733835,85.9420411419993,22.2686838686158,0,0,0,0,0,0,351.594726715769
986,Reference_08_chi2_eta003,5,111,2,7,7,loh_demand_stage,0.171428571428571,0,0,0,0,415.268083989153,415.268083989153,0,0,0,0,0,0,0,0,0,415.268083989153
986,Reference_08_chi2_eta003,6,112,2,7,8,post_absorb,0.2,0,0,0,0,415.268083989153,415.268083989153,0,0,0,0,0,0,0,0,0,415.268083989153
986,Reference_08_chi2_eta003,7,104,2,6,8,post_absorb,0.188333333333333,0,0,0,0,415.268083989153,415.268083989153,0,0,0,0,0,0,0,0,0,415.268083989153
986,Reference_08_chi2_eta003,8,16,1,2,8,post_absorb,0,0,0,0,0,415.268083989153,415.268083989153,0,0,0,0,0,0,0,0,0,415.268083989153
2017,Reference_08_chi2_eta003,1,65,2,2,1,normal,0,2328.18791403364,2328.18791403364,0,13109.2371502387,166.638409272046,271.358280672679,104.719871400632,120.12,15.4001285993677,0,0,0,0,0,0,166.638409272046
2017,Reference_08_chi2_eta003,2,74,2,3,2,normal,0.0219047619047619,4561.8540601307,4561.8540601307,0,8208.02884610403,271.358280672679,332.771753596011,61.4134729233328,111.206652086314,49.7931791629814,0,0,0,0,0,0,271.358280672679
2017,Reference_08_chi2_eta003,3,68,2,2,4,normal,0.0607142857142857,3388.0545305835,3388.0545305835,0,4809.97331679613,332.771753596011,353.130092934395,20.3583393383837,76.8963477074187,56.538008369035,0,13.8498940243139,13.8498940243139,13.8498940243139,0,0,332.771753596011
2017,Reference_08_chi2_eta003,4,151,3,5,7,loh_demand_stage,0.302857142857143,167740.737629881,0,167740.737629881,0,353.130092934395,353.130092934395,0,0,0,0,0,0,0,382.364473540397,83.8703688149404,54.6359882089385
