path_id,path_type,t,k,a,loc,lf,status,site_id,x_before,production_r,electrolyzer_power_e,normal_demand,normal_served,normal_shortage,transport_in,transport_out,x_after,delta_x,balance_residual,TerminalLOH_site,terminal_shortage_site,terminal_surplus_site
986,Reference_08_chi2_eta003,1,65,2,2,1,normal,1,58.0445570448695,46.8,300,5.12017603249831,5.12017603249831,0,0,0,99.7243810123712,41.6798239675017,0,0,0,58.0445570448695
986,Reference_08_chi2_eta003,1,65,2,2,1,normal,2,50.3081379386248,31.2,200,5.82608695652174,5.82608695652174,0,0,0,75.682050982103,25.3739130434783,0,0,0,50.3081379386248
986,Reference_08_chi2_eta003,1,65,2,2,1,normal,3,25.2621334423093,18.72,120,1.58579677669568,1.58579677669568,0,0,0,42.3963366656137,17.1342032233043,0,0,0,25.2621334423093
986,Reference_08_chi2_eta003,1,65,2,2,1,normal,4,33.0235808462428,23.4,150,2.86806883365201,2.86806883365201,0,0,0,53.5555120125908,20.531931166348,0,0,0,33.0235808462428
986,Reference_08_chi2_eta003,2,83,2,4,3,normal,1,99.7243810123712,46.8,300,20.0897088693297,20.0897088693297,0,0,0,126.434672143041,26.7102911306703,-1.4210854715202e-14,0,0,99.7243810123712
986,Reference_08_chi2_eta003,2,83,2,4,3,normal,2,75.682050982103,31.2,200,12.2546583850932,12.2546583850932,0,0,0,94.6273925970099,18.9453416149068,0,0,0,75.682050982103
986,Reference_08_chi2_eta003,2,83,2,4,3,normal,3,42.3963366656137,18.72,120,7.09247608377144,7.09247608377144,0,0,0,54.0238605818422,11.6275239162286,0,0,0,42.3963366656137
986,Reference_08_chi2_eta003,2,83,2,4,3,normal,4,53.5555120125908,23.4,150,10.3563358247871,10.3563358247871,0,0,0,66.5991761878037,13.0436641752129,0,0,0,53.5555120125908
986,Reference_08_chi2_eta003,3,109,2,7,5,normal,1,126.434672143041,46.8,300,21.6536899119838,21.6536899119838,0,31.0955782848254,0,182.676560515883,56.2418883728416,-5.6843418860808e-14,0,0,126.434672143041
986,Reference_08_chi2_eta003,3,109,2,7,5,normal,2,94.6273925970099,0,0,13.8819875776397,13.8819875776397,0,0,2.35417887362084,78.3912261457493,-16.2361664512606,0,0,0,94.6273925970099
986,Reference_08_chi2_eta003,3,109,2,7,5,normal,3,54.0238605818422,0,0,8.42454537619581,8.42454537619581,0,0,28.7413994112046,16.8579157944418,-37.1659447874004,3.5527136788005e-15,0,0,54.0238605818422
986,Reference_08_chi2_eta003,3,109,2,7,5,normal,4,66.5991761878037,19.6476335751069,125.946369071198,12.5777855032157,12.5777855032157,0,0,0,73.6690242596949,7.06984807189117,1.4210854715202e-14,0,0,66.5991761878037
986,Reference_08_chi2_eta003,4,110,2,7,6,normal,1,182.676560515883,46.8,300,8.13642518618822,8.13642518618822,0,0,0,221.340135329695,38.6635748138118,0,0,0,182.676560515883
986,Reference_08_chi2_eta003,4,110,2,7,6,normal,2,78.3912261457493,11.0176903917359,70.6262204598457,4.03726708074534,4.03726708074534,0,0,0,85.3716494567399,6.98042331099059,0,0,0,78.3912261457493
986,Reference_08_chi2_eta003,4,110,2,7,6,normal,3,16.8579157944418,5.40455654958477,34.644593266569,5.89718176333707,5.89718176333707,0,0,0,16.3652905806895,-0.492625213752302,0,0,0,16.8579157944418
986,Reference_08_chi2_eta003,4,110,2,7,6,normal,4,73.6690242596949,22.7197942006786,145.639706414607,4.19780983834521,4.19780983834521,0,0,0,92.1910086220283,18.5219843623334,0,0,0,73.6690242596949
986,Reference_08_chi2_eta003,5,111,2,7,7,loh_demand_stage,1,221.340135329695,0,0,5.12017603249831,0,0,0,0,221.340135329695,0,0,0,0,221.340135329695
986,Reference_08_chi2_eta003,5,111,2,7,7,loh_demand_stage,2,85.3716494567399,0,0,5.82608695652174,0,0,0,0,85.3716494567399,0,0,0,0,85.3716494567399
986,Reference_08_chi2_eta003,5,111,2,7,7,loh_demand_stage,3,16.3652905806895,0,0,1.58579677669568,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
986,Reference_08_chi2_eta003,5,111,2,7,7,loh_demand_stage,4,92.1910086220283,0,0,2.86806883365201,0,0,0,0,92.1910086220283,0,0,0,0,92.1910086220283
986,Reference_08_chi2_eta003,6,112,2,7,8,post_absorb,1,221.340135329695,0,0,20.0897088693297,0,0,0,0,221.340135329695,0,0,0,0,221.340135329695
986,Reference_08_chi2_eta003,6,112,2,7,8,post_absorb,2,85.3716494567399,0,0,12.2546583850932,0,0,0,0,85.3716494567399,0,0,0,0,85.3716494567399
986,Reference_08_chi2_eta003,6,112,2,7,8,post_absorb,3,16.3652905806895,0,0,7.09247608377144,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
