path_id,path_type,t,k,a,loc,lf,status,site_id,x_before,production_r,electrolyzer_power_e,normal_demand,normal_served,normal_shortage,transport_in,transport_out,x_after,delta_x,balance_residual,TerminalLOH_site,terminal_shortage_site,terminal_surplus_site
986,H02_chi2_eta003,1,65,2,2,1,normal,1,58.0445570448695,46.8,300,5.12017603249831,5.12017603249831,0,0,0,99.7243810123712,41.6798239675017,0,0,0,58.0445570448695
986,H02_chi2_eta003,1,65,2,2,1,normal,2,50.3081379386248,31.2,200,5.82608695652174,5.82608695652174,0,0,0,75.682050982103,25.3739130434783,0,0,0,50.3081379386248
986,H02_chi2_eta003,1,65,2,2,1,normal,3,25.2621334423093,18.72,120,1.58579677669568,1.58579677669568,0,0,0,42.3963366656137,17.1342032233043,0,0,0,25.2621334423093
986,H02_chi2_eta003,1,65,2,2,1,normal,4,33.0235808462428,23.4,150,2.86806883365201,2.86806883365201,0,0,0,53.5555120125908,20.531931166348,0,0,0,33.0235808462428
986,H02_chi2_eta003,2,83,2,4,3,normal,1,99.7243810123712,46.8,300,20.0897088693297,20.0897088693297,0,0,0,126.434672143041,26.7102911306703,-1.4210854715202e-14,0,0,99.7243810123712
986,H02_chi2_eta003,2,83,2,4,3,normal,2,75.682050982103,31.2,200,12.2546583850932,12.2546583850932,0,0,0,94.6273925970099,18.9453416149068,0,0,0,75.682050982103
986,H02_chi2_eta003,2,83,2,4,3,normal,3,42.3963366656137,18.72,120,7.09247608377144,7.09247608377144,0,0,0,54.0238605818422,11.6275239162286,0,0,0,42.3963366656137
986,H02_chi2_eta003,2,83,2,4,3,normal,4,53.5555120125908,23.4,150,10.3563358247871,10.3563358247871,0,0,0,66.5991761878037,13.0436641752129,0,0,0,53.5555120125908
986,H02_chi2_eta003,3,109,2,7,5,normal,1,126.434672143041,46.8,300,21.6536899119838,21.6536899119838,0,52.7118909531392,0,204.292873184197,77.8582010411555,0,0,0,126.434672143041
986,H02_chi2_eta003,3,109,2,7,5,normal,2,94.6273925970099,0,0,13.8819875776397,13.8819875776397,0,0,23.7839997027715,56.9614053165986,-37.6659872804113,0,0,0,94.6273925970099
986,H02_chi2_eta003,3,109,2,7,5,normal,3,54.0238605818422,0,0,8.42454537619581,8.42454537619581,0,0,29.2346564447288,16.3646587609176,-37.6592018209246,3.5527136788005e-15,0,0,54.0238605818422
986,H02_chi2_eta003,3,109,2,7,5,normal,4,66.5991761878037,15.224930226259,97.5957065785835,12.5777855032157,12.5777855032157,0,0.306765194361169,0,69.5530861052082,2.95390991740449,1.4210854715202e-14,0,0,66.5991761878037
986,H02_chi2_eta003,4,110,2,7,6,normal,1,204.292873184197,41.8109114900283,268.018663397618,8.13642518618822,8.13642518618822,0,0,3.43573235516531,234.531627132872,30.2387539486748,-2.8421709430404e-14,0,0,204.292873184197
986,H02_chi2_eta003,4,110,2,7,6,normal,2,56.9614053165986,31.2,200,4.03726708074534,4.03726708074534,0,1.24751122088672,0,85.37164945674,28.4102441401414,0,0,0,56.9614053165986
986,H02_chi2_eta003,4,110,2,7,6,normal,3,16.3646587609176,7.14532480399574,45.8033641281778,5.89718176333707,5.89718176333707,0,0,1.24751122088672,16.3652905806895,0.000631819771953701,0,0,0,16.3646587609176
986,H02_chi2_eta003,4,110,2,7,6,normal,4,69.5530861052082,23.4,150,4.19780983834521,4.19780983834521,0,3.43573235516531,0,92.1910086220283,22.6379225168201,1.4210854715202e-14,0,0,69.5530861052082
986,H02_chi2_eta003,5,111,2,7,7,loh_demand_stage,1,234.531627132872,0,0,5.12017603249831,0,0,0,0,234.531627132872,0,0,0,0,234.531627132872
986,H02_chi2_eta003,5,111,2,7,7,loh_demand_stage,2,85.37164945674,0,0,5.82608695652174,0,0,0,0,85.37164945674,0,0,0,0,85.37164945674
986,H02_chi2_eta003,5,111,2,7,7,loh_demand_stage,3,16.3652905806895,0,0,1.58579677669568,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
986,H02_chi2_eta003,5,111,2,7,7,loh_demand_stage,4,92.1910086220283,0,0,2.86806883365201,0,0,0,0,92.1910086220283,0,0,0,0,92.1910086220283
986,H02_chi2_eta003,6,112,2,7,8,post_absorb,1,234.531627132872,0,0,20.0897088693297,0,0,0,0,234.531627132872,0,0,0,0,234.531627132872
986,H02_chi2_eta003,6,112,2,7,8,post_absorb,2,85.37164945674,0,0,12.2546583850932,0,0,0,0,85.37164945674,0,0,0,0,85.37164945674
986,H02_chi2_eta003,6,112,2,7,8,post_absorb,3,16.3652905806895,0,0,7.09247608377144,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
986,H02_chi2_eta003,6,112,2,7,8,post_absorb,4,92.1910086220283,0,0,10.3563358247871,0,0,0,0,92.1910086220283,0,0,0,0,92.1910086220283
986,H02_chi2_eta003,7,104,2,6,8,post_absorb,1,234.531627132872,0,0,21.6536899119838,0,0,0,0,234.531627132872,0,0,0,0,234.531627132872
986,H02_chi2_eta003,7,104,2,6,8,post_absorb,2,85.37164945674,0,0,13.8819875776397,0,0,0,0,85.37164945674,0,0,0,0,85.37164945674
986,H02_chi2_eta003,7,104,2,6,8,post_absorb,3,16.3652905806895,0,0,8.42454537619581,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
986,H02_chi2_eta003,7,104,2,6,8,post_absorb,4,92.1910086220283,0,0,12.5777855032157,0,0,0,0,92.1910086220283,0,0,0,0,92.1910086220283
986,H02_chi2_eta003,8,16,1,2,8,post_absorb,1,234.531627132872,0,0,8.13642518618822,0,0,0,0,234.531627132872,0,0,0,0,234.531627132872
986,H02_chi2_eta003,8,16,1,2,8,post_absorb,2,85.37164945674,0,0,4.03726708074534,0,0,0,0,85.37164945674,0,0,0,0,85.37164945674
986,H02_chi2_eta003,8,16,1,2,8,post_absorb,3,16.3652905806895,0,0,5.89718176333707,0,0,0,0,16.3652905806895,0,0,0,0,16.3652905806895
986,H02_chi2_eta003,8,16,1,2,8,post_absorb,4,92.1910086220283,0,0,4.19780983834521,0,0,0,0,92.1910086220283,0,0,0,0,92.1910086220283
2017,H02_chi2_eta003,1,65,2,2,1,normal,1,58.0445570448695,46.8,300,5.12017603249831,5.12017603249831,0,0,0,99.7243810123712,41.6798239675017,0,0,0,58.0445570448695
2017,H02_chi2_eta003,1,65,2,2,1,normal,2,50.3081379386248,31.2,200,5.82608695652174,5.82608695652174,0,0,0,75.682050982103,25.3739130434783,0,0,0,50.3081379386248
2017,H02_chi2_eta003,1,65,2,2,1,normal,3,25.2621334423093,18.72,120,1.58579677669568,1.58579677669568,0,0,0,42.3963366656137,17.1342032233043,0,0,0,25.2621334423093
2017,H02_chi2_eta003,1,65,2,2,1,normal,4,33.0235808462428,23.4,150,2.86806883365201,2.86806883365201,0,0,0,53.5555120125908,20.531931166348,0,0,0,33.0235808462428
2017,H02_chi2_eta003,2,74,2,3,2,normal,1,99.7243810123712,46.8,300,20.0897088693297,20.0897088693297,0,0,0,126.434672143041,26.7102911306703,-1.4210854715202e-14,0,0,99.7243810123712
2017,H02_chi2_eta003,2,74,2,3,2,normal,2,75.682050982103,31.2,200,12.2546583850932,12.2546583850932,0,0,0,94.6273925970099,18.9453416149068,0,0,0,75.682050982103
2017,H02_chi2_eta003,2,74,2,3,2,normal,3,42.3963366656137,18.72,120,7.09247608377144,7.09247608377144,0,0,0,54.0238605818422,11.6275239162286,0,0,0,42.3963366656137
2017,H02_chi2_eta003,2,74,2,3,2,normal,4,53.5555120125908,23.4,150,10.3563358247871,10.3563358247871,0,0,0,66.5991761878037,13.0436641752129,0,0,0,53.5555120125908
2017,H02_chi2_eta003,3,68,2,2,4,normal,1,126.434672143041,46.8,300,21.6536899119838,21.6536899119838,0,24.791799129781,0,176.372781360839,49.9381092177972,0,0,0,126.434672143041
2017,H02_chi2_eta003,3,68,2,2,4,normal,2,94.6273925970099,7.68358622642309,49.2537578616865,13.8819875776397,13.8819875776397,0,0,10.4661565956521,77.9628346501411,-16.6645579468688,0,0,0,94.6273925970099
2017,H02_chi2_eta003,3,68,2,2,4,normal,3,54.0238605818422,0,0,8.42454537619581,8.42454537619581,0,0,21.1521406835056,24.4471745221408,-29.5766860597014,3.5527136788005e-15,0,0,54.0238605818422
