evaluation_id,pair_id,pair_group,initial_state_id,scenario_id,path_id,scenario_role,T_source,replay_case,T1,T2,T3,T4,Q_agg,Q_period,Q_period_minus_Q_agg,absolute_difference,relative_difference,relative_difference_ge_10pct,direction,period_service_cost,period_shortage_kg,period_shortage_loss,W1_service_kg,W2_service_kg,W3_service_kg,W1_shortage_kg,W2_shortage_kg,W3_shortage_kg,W1_service_cost,W2_service_cost,W3_service_cost,period_reachable_agg_masked_relation_count,partially_reachable_critical_site_node_count,period_reachable_but_agg_node_unreachable_demand_kg,period_service_on_agg_unreachable_relations_kg,period_service_cost_on_agg_unreachable_relations,temporal_masking_used_by_solution,large_difference_with_temporal_masking
59,15,STEP03T_TIER1,31,11578,11578,xi_r,T_s,T_S_ON_R,68.7341461418869,29.4574912036658,14.7287456018329,111.283855658288,849383.782729305,849383.782729305,-4.65661287307739e-10,4.65661287307739e-10,5.48234257324105e-16,0,NUMERICALLY_EQUAL,26.119690273422,424.678831519516,849357.663039031,45.8227640945913,45.8227640945913,45.8227640945913,141.559610506505,141.559610506505,141.559610506505,8.38687632694672,8.86640697323763,8.86640697323763,33,41,54.005400540054,0,0,0,0
60,15,STEP03T_TIER1,31,5253,5253,xi_s,T_s,T_S_ON_S,68.7341461418869,29.4574912036658,14.7287456018329,111.283855658288,676242.935962537,676242.935962537,0,0,0,0,NUMERICALLY_EQUAL,357.165567315604,337.942885197611,675885.770395221,74.7347462018929,74.7347462018929,74.7347462018929,112.647628399204,112.647628399204,112.647628399204,119.050530556234,119.050530556234,119.064506203135,38,23,212.203038485667,0,0,0,0
61,16,STEP03T_CONTROL,31,8102,8102,xi_r,T_r,T_R_ON_R,68.7341461418869,200,24.5479093363882,57.2784551182341,518991.870211513,518755.717839108,-236.152372405108,236.152372405108,0.000455021332624853,0,AGGREGATE_OVERESTIMATES,3936.96323636496,257.409377301371,514818.754602743,142.721544881756,109.101819272836,98.7371464419169,59.9350844175377,93.5548100264572,103.919482857377,2080.52794162044,1078.25699752269,778.178297221839,64,64,57.2784551182391,27.0736164525493,793.277996406152,1,0
62,16,STEP03T_CONTROL,31,1750,1750,xi_s,T_r,T_R_ON_S,68.7341461418869,200,24.5479093363882,57.2784551182341,517979.434138048,517565.516949756,-413.917188292078,413.917188292078,0.000799099657268949,0,AGGREGATE_OVERESTIMATES,2746.76234701294,257.409377301371,514818.754602743,164.470992553801,92.5347080162512,93.5548100264572,38.1856367454927,110.121921283042,109.101819272836,1738.59764606067,503.043615739732,505.121085212541,103,107,60.5515096964242,33.8215639745793,517.285264551283,1,0
63,16,STEP03T_CONTROL,31,8102,8102,xi_r,T_s,T_S_ON_R,68.7341461418869,200,24.5479093363882,58.9149824073267,518991.870211513,515492.998959662,-3498.87125185056,3498.87125185056,0.00674166870942432,0,AGGREGATE_OVERESTIMATES,3947.29893510462,255.772850012279,511545.700024558,143.46889234378,109.101819272836,99.6263262689856,59.1877369555137,93.5548100264572,103.030303030308,2058.54106622644,1078.25699752269,810.50087135549,64,64,57.2784551182391,27.8209639145733,771.291121012152,1,0
64,16,STEP03T_CONTROL,31,1750,1750,xi_s,T_s,T_S_ON_S,68.7341461418869,200,24.5479093363882,58.9149824073267,514711.927408731,514300.057102174,-411.870306556986,411.870306556986,0.000800195768981901,0,AGGREGATE_OVERESTIMATES,2754.35707761633,255.772850012279,511545.700024558,164.470992553801,93.5548100264572,94.1712353053438,38.1856367454927,109.101819272836,108.48539399395,1728.69122764143,505.121085212541,520.544764762357,103,107,60.5515096964242,33.27605487822,505.682872338883,1,0
65,17,STEP03T_TIER1,11,7036,7036,xi_r,T_r,T_R_ON_R,141.832365054687,50.7323460911775,66.5521096271215,146.196437825601,3491.09673196071,3282.97492556914,-208.121806391574,208.121806391574,0.0596150214017948,0,AGGREGATE_OVERESTIMATES,3282.97492556914,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1469.05084764037,1813.92407792876,0,0,0,0,0,0,0
66,17,STEP03T_TIER1,11,14693,14693,xi_s,T_r,T_R_ON_S,141.832365054687,50.7323460911775,66.5521096271215,146.196437825601,3805.27278885587,3805.27278885587,-2.27373675443232e-12,2.27373675443232e-12,5.97522669357947e-16,0,NUMERICALLY_EQUAL,3805.27278885587,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1923.97185603953,1881.30093281633,0,0,0,0,0,0,0
67,17,STEP03T_TIER1,11,7036,7036,xi_r,T_s,T_S_ON_R,194.201238305649,80.1898372101036,66.5521097118613,64.3700733709735,4586.99968581339,3938.87640042653,-648.123285386864,648.123285386864,0.141295689945515,1,AGGREGATE_OVERESTIMATES,3938.87640042653,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1852.81209919162,2086.0643012349,0,0,0,0,0,0,0
68,17,STEP03T_TIER1,11,14693,14693,xi_s,T_s,T_S_ON_S,194.201238305649,80.1898372101036,66.5521097118613,64.3700733709735,3343.65164366872,3343.65164366872,0,0,0,0,NUMERICALLY_EQUAL,3343.65164366872,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1671.82582183936,1671.82582182936,0,0,0,0,0,0,0
69,18,STEP03T_TIER1,11,10407,10407,xi_r,T_r,T_R_ON_R,54.0054005425254,0,0,140.741346859488,1456.56879644281,1456.56879644281,6.82121026329696e-13,6.82121026329696e-13,4.68306768616458e-16,0,NUMERICALLY_EQUAL,1456.56879644281,0,0,64.9155824673376,64.9155824673376,64.9155824673376,0,0,0,485.522932154269,485.522932144271,485.522932144271,0,0,0,0,0,0,0
70,18,STEP03T_TIER1,11,11668,11668,xi_s,T_r,T_R_ON_S,54.0054005425254,0,0,140.741346859488,19934.2661538881,19934.2661538881,1.45519152283669e-11,1.45519152283669e-11,7.29995030468104e-16,0,NUMERICALLY_EQUAL,295.938684777569,9.81916373455527,19638.3274691105,0,43.6407277091345,43.6407277091345,0,4.90958186727764,4.90958186727764,0,147.969342388784,147.969342388784,0,28,0,0,0,0,0
71,18,STEP03T_TIER1,11,10407,10407,xi_r,T_s,T_S_ON_R,9.74253566710104e-10,0,9.81916373455527,87.2814554172949,215099.394554849,215099.394554849,1.74622982740402e-10,1.74622982740402e-10,8.11824612997106e-16,0,NUMERICALLY_EQUAL,168.810587361661,107.465291983744,214930.583967488,30.5485093963942,30.5485093963942,26.1844366254808,34.3670730709435,34.3670730709435,38.7311458418569,60.7927925659699,60.7927925659699,47.2250022297213,0,0,0,0,0,0,0
72,18,STEP03T_TIER1,11,11668,11668,xi_s,T_s,T_S_ON_S,9.74253566710104e-10,0,9.81916373455527,87.2814554172949,295.938684777569,295.938684777569,-3.41060513164848e-13,3.41060513164848e-13,1.1524701930104e-15,0,NUMERICALLY_EQUAL,295.938684777569,0,0,0,48.5503095764122,48.5503095764122,0,0,0,0,147.969342388784,147.969342388784,0,28,0,0,0,0,0
73,19,STEP03T_TIER1,11,3520,3520,xi_r,T_r,T_R_ON_R,152.197037885607,200,100,58.9149824073266,199575.709067788,198756.759118687,-818.949949101079,818.949949101079,0.00410345503932502,0,AGGREGATE_OVERESTIMATES,5041.02390879276,96.8578676049471,193715.735209894,202.656629299294,154.651828819246,153.803562174394,0,48.004800480048,48.8530671248991,2081.70642302896,1496.87749675358,1462.43998901023,73,75,9.81916373455527,31.6395275891279,493.218065645636,1,0
74,19,STEP03T_TIER1,11,8359,8359,xi_s,T_r,T_R_ON_S,152.197037885607,200,100,58.9149824073266,197911.685413877,197854.416404237,-57.2690096402657,57.2690096402657,0.000289366489505173,0,AGGREGATE_OVERESTIMATES,4138.68119434287,96.8578676049469,193715.735209894,180.836265444726,180.836265444727,149.439489403481,21.8203638545673,21.820363854567,53.2171398958127,1595.88781062276,1596.5186173559,946.274766364216,0,0,0,0,0,0,0
75,19,STEP03T_TIER1,11,3520,3520,xi_r,T_s,T_S_ON_R,291.301857458473,76.0985190183202,99.8281645591284,140.741346861959,443746.787520248,182735.348206524,-261011.439313724,261011.439313724,0.58819905102257,1,AGGREGATE_OVERESTIMATES,5444.89188816504,88.6452281591796,177290.456318359,202.656629299294,159.561410611006,157.106619828401,0,43.0952186882873,45.5500094708923,2131.98222710847,1708.62873276091,1604.28092829566,73,75,9.81916373455527,132.285955868314,2009.87211399925,1,1
76,19,STEP03T_TIER1,11,8359,8359,xi_s,T_s,T_S_ON_S,291.301857458473,76.0985190183202,99.8281645591284,140.741346861959,4086.30342401212,4086.30342399823,-1.38929863169324e-08,1.38929863169324e-08,3.39989102015621e-12,0,AGGREGATE_OVERESTIMATES,4086.30342399823,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1332.88287717617,1348.2688105022,1405.15173631986,0,0,0,0,0,0,0
77,20,STEP03T_CONTROL,11,3957,3957,xi_r,T_r,T_R_ON_R,124.376073971033,50.7323460155618,66.5521097027373,93.8275645746393,41028.2471795193,41028.2471795175,-1.78988557308912e-09,1.78988557308912e-09,4.36256895220863e-14,0,NUMERICALLY_EQUAL,1751.59224129642,19.6383274691105,39276.6549382211,0,167.744047131986,167.744047131986,0,9.81916373455527,9.81916373455527,0,860.120295435143,891.471945861273,0,0,0,0,0,0,0
78,20,STEP03T_CONTROL,11,14538,14538,xi_s,T_r,T_R_ON_S,124.376073971033,50.7323460155618,66.5521097027373,93.8275645746393,1877.71198131427,1877.71198131427,3.63797880709171e-12,3.63797880709171e-12,1.9374530509974e-15,0,NUMERICALLY_EQUAL,1877.71198131427,0,0,0,167.744047131986,167.744047131986,0,0,0,0,938.85599066316,938.855990651114,0,0,0,0,0,0,0
79,20,STEP03T_CONTROL,11,3957,3957,xi_r,T_s,T_S_ON_R,124.376073971033,50.7323460064394,66.5521097118597,93.8275645746393,41028.2471795176,41028.2471795161,-1.4915713109076e-09,1.4915713109076e-09,3.63547412684068e-14,0,NUMERICALLY_EQUAL,1751.59224129502,19.6383274691105,39276.6549382211,0,167.744047131986,167.744047131986,0,9.81916373455527,9.81916373455527,0,860.120295433744,891.471945861273,0,0,0,0,0,0,0
80,20,STEP03T_CONTROL,11,14538,14538,xi_s,T_s,T_S_ON_S,124.376073971033,50.7323460064394,66.5521097118597,93.8275645746393,1877.71198131223,1877.71198131223,-3.18323145620525e-12,3.18323145620525e-12,1.69527141962457e-15,0,NUMERICALLY_EQUAL,1877.71198131223,0,0,0,167.744047131986,167.744047131986,0,0,0,0,938.855990661113,938.855990651114,0,0,0,0,0,0,0
81,21,STEP03T_TIER1,21,4757,4757,xi_r,T_r,T_R_ON_R,188.215639751914,50.7323459618689,16.3652728909255,149.999999993879,2917.13218524255,2917.13218524255,3.63797880709171e-12,3.63797880709171e-12,1.2471079731991e-15,0,NUMERICALLY_EQUAL,2917.13218524255,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1459.02396222639,1458.10822301616,0,1,0,0,0,0,0
82,21,STEP03T_TIER1,21,5018,5018,xi_s,T_r,T_R_ON_S,188.215639751914,50.7323459618689,16.3652728909255,149.999999993879,3570.66971180889,3570.66971180889,-1.36424205265939e-12,1.36424205265939e-12,3.82068957021587e-16,0,NUMERICALLY_EQUAL,3570.66971180889,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1795.98653695994,1774.68317484895,0,1,0,0,0,0,0
83,21,STEP03T_TIER1,21,4757,4757,xi_r,T_s,T_S_ON_R,200.747347470102,100.919182827374,16.3652728909255,87.2814554101862,3445.81312132318,3445.81312132318,-4.09272615797818e-12,4.09272615797818e-12,1.18773886275254e-15,0,NUMERICALLY_EQUAL,3445.81312132318,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1762.17134023045,1683.64178109273,0,1,0,0,0,0,0
84,21,STEP03T_TIER1,21,5018,5018,xi_s,T_s,T_S_ON_S,200.747347470102,100.919182827374,16.3652728909255,87.2814554101862,2783.40644724643,2783.40644724643,-3.18323145620525e-12,3.18323145620525e-12,1.14364593045847e-15,0,NUMERICALLY_EQUAL,2783.40644724643,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1391.70322362821,1391.70322361821,0,1,0,0,0,0,0
85,22,STEP03T_TIER1,21,353,353,xi_r,T_r,T_R_ON_R,39.2766549382211,191.473692823828,16.3652728909255,16.3652728909204,4006.64124937986,4006.64124937986,-2.72848410531878e-12,2.72848410531878e-12,6.80990369612227e-16,0,NUMERICALLY_EQUAL,4006.64124937986,0,0,0,131.74044677195,131.74044677195,0,0,0,0,1989.04816319737,2017.59308618248,48,72,0,0,0,0,0
86,22,STEP03T_TIER1,21,10381,10381,xi_s,T_r,T_R_ON_S,39.2766549382211,191.473692823828,16.3652728909255,16.3652728909204,118764.360304411,118764.201376966,-0.15892744489247,0.15892744489247,1.33817455409278e-06,0,AGGREGATE_OVERESTIMATES,3116.27294774948,57.8239642146083,115647.928429217,0,107.738046531921,107.738046531926,0,28.9119821073067,28.9119821073016,0,1512.38058352177,1603.89236422771,0,14,0,0,0,0,0
87,22,STEP03T_TIER1,21,353,353,xi_r,T_s,T_S_ON_R,97.1006191538562,85.6449281281447,16.3652728909255,74.1892371055287,213003.124009599,100475.451878514,-112527.672131085,112527.672131085,0.528291181898411,1,AGGREGATE_OVERESTIMATES,4465.85091841805,48.004800480048,96009.600960096,0,112.102119302839,103.373973761012,0,19.6383274691106,28.3664730109375,0,3239.78309822298,1226.06782019508,48,72,0,57.8239642156351,2694.89989581412,1,1
88,22,STEP03T_TIER1,21,10381,10381,xi_s,T_s,T_S_ON_S,97.1006191538562,85.6449281281447,16.3652728909255,74.1892371055287,2584.13371584107,2584.13371584102,-4.68389771413058e-11,4.68389771413058e-11,1.8125601184713e-14,0,NUMERICALLY_EQUAL,2584.13371584102,0,0,0,136.650028639228,136.650028639228,0,0,0,0,1286.92472887853,1297.2089869625,0,14,0,0,0,0,0
89,23,STEP03T_TIER1,21,8542,8542,xi_r,T_r,T_R_ON_R,162.016201620162,170.845266348561,99.9999999962555,101.464691923738,152684.524054541,152684.524054541,4.36557456851006e-10,4.36557456851006e-10,2.85921221914449e-15,0,NUMERICALLY_EQUAL,5397.06803621233,73.6437280091645,147287.456018329,178.108719962905,178.108719962905,178.108719962905,24.5479093363882,24.5479093363882,24.5479093363882,1798.71840506369,1799.17481557432,1799.17481557432,0,0,0,0,0,0,0
90,23,STEP03T_TIER1,21,2987,2987,xi_s,T_r,T_R_ON_S,162.016201620162,170.845266348561,99.9999999962555,101.464691923738,152445.141800705,151962.623541049,-482.518259656121,482.518259656121,0.00316519276348556,0,AGGREGATE_OVERESTIMATES,4675.16752272057,73.6437280091642,147287.456018328,202.656629299294,167.198538035622,164.470992553801,0,35.4580912636718,38.1856367454923,2063.8515454886,1342.5698481995,1268.74612903246,0,0,0,0,0,0,0
91,23,STEP03T_TIER1,21,8542,8542,xi_r,T_s,T_S_ON_R,300,76.0985189817589,91.1300220541628,140.741346861959,279971.228668328,279971.228668328,3.49245965480804e-10,3.49245965480804e-10,1.24743519947381e-15,0,NUMERICALLY_EQUAL,4003.63190865224,137.983798379838,275967.596759676,156.288356108338,156.288356108338,157.409377301366,46.3682731909555,46.3682731909555,45.2472519979271,1339.17737317235,1316.07430719431,1348.38022828558,0,0,0,0,0,0,0
92,23,STEP03T_TIER1,21,2987,2987,xi_s,T_s,T_S_ON_S,300,76.0985189817589,91.1300220541628,140.741346861959,5216.44254276649,5150.63806304766,-65.8044797188286,65.8044797188286,0.012614819233479,0,AGGREGATE_OVERESTIMATES,5150.63806304766,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1293.39303105039,1922.25054393907,1934.99448805821,0,0,0,0,0,0,0
93,24,STEP03T_CONTROL,21,4441,4441,xi_r,T_r,T_R_ON_R,161.470692523798,90.009000931072,78.007800749096,39.2766549382211,125376.521735428,125217.184936682,-159.336798746168,159.336798746168,0.00127086631963202,0,AGGREGATE_OVERESTIMATES,3023.14735110511,61.0970187927884,122194.037585577,24.5479093363882,188.473392793825,155.742847011974,0,14.1832365054687,46.9137822873196,84.1716306183825,1688.86001370159,1250.11570678514,18,19,16.3652728909255,16.3652728909255,326.098699742869,1,0
94,24,STEP03T_CONTROL,21,11613,11613,xi_s,T_r,T_R_ON_S,161.470692523798,90.009000931072,78.007800749096,39.2766549382211,85896.3538633717,85896.3538633717,1.45519152283669e-11,1.45519152283669e-11,1.69412490447655e-16,0,NUMERICALLY_EQUAL,2978.97121601608,41.4586913236778,82917.3826473556,4.90958186727764,181.927283637455,181.927283637455,0,20.7293456618389,20.7293456618389,0,1404.11778639884,1574.85342961723,1,2,0,0,0,0,0
95,24,STEP03T_CONTROL,21,4441,4441,xi_r,T_s,T_S_ON_R,154.924583367428,83.4628917882194,91.1000190483188,39.2766549382211,125382.533163071,125203.356250083,-179.176912988158,179.176912988158,0.00142904205608226,0,AGGREGATE_OVERESTIMATES,3009.31866450686,61.097018792788,122194.037585576,24.5479093363882,186.836865504733,157.379374301066,0,15.8197637945609,45.2772549982271,84.8385349280981,1643.6426477236,1280.83748185517,18,19,16.3652728909255,16.3652728909255,327.932686603654,1,0
96,24,STEP03T_CONTROL,21,11613,11613,xi_s,T_s,T_S_ON_S,154.924583367428,83.4628917882194,91.1000190483188,39.2766549382211,85724.149541813,85724.149541813,2.91038304567337e-11,2.91038304567337e-11,3.39505619038401e-16,0,NUMERICALLY_EQUAL,2806.7668944574,41.4586913236778,82917.3826473556,4.90958186727764,181.927283637455,181.927283637455,0,20.7293456618389,20.7293456618389,0,1403.38344723369,1403.38344722371,1,2,0,0,0,0,0
97,25,HOLDOUT_TIER1,7,3576,3576,xi_r,T_r,T_R_ON_R,0,2.27737204666177e-09,8.18263644318536,0,6.81886371455225,6.81886371455225,8.88178419700125e-16,8.88178419700125e-16,1.30253141414844e-16,0,NUMERICALLY_EQUAL,6.81886371455225,0,0,0,0,8.18263644546273,0,0,0,0,0,6.81886371455225,0,0,0,0,0,0,0
98,25,HOLDOUT_TIER1,7,12748,12748,xi_s,T_r,T_R_ON_S,0,2.27737204666177e-09,8.18263644318536,0,0,0,0,0,0,0,NUMERICALLY_EQUAL,0,0,0,0,0,4.90958186727764,0,0,0,0,0,0,0,0,0,0,0,0,0
99,25,HOLDOUT_TIER1,7,3576,3576,xi_r,T_s,T_S_ON_R,0,1.16853942252807e-09,4.9095818661091,0,6546.10915637774,6546.10915637774,9.09494701772928e-13,9.09494701772928e-13,1.38936684379427e-16,0,NUMERICALLY_EQUAL,7.56554369713686e-09,3.27305457818509,6546.10915637018,0,0,4.90958186727764,0,0,3.27305457818509,0,0,7.56554369713686e-09,0,0,0,0,0,0,0
100,25,HOLDOUT_TIER1,7,12748,12748,xi_s,T_s,T_S_ON_S,0,1.16853942252807e-09,4.9095818661091,0,1.00000008274037e-08,1.00000008274037e-08,-2.48154183765908e-23,2.48154183765908e-23,2.48154183765908e-23,0,NUMERICALLY_EQUAL,1.00000008274037e-08,0,0,0,0,4.90958186727764,0,0,0,0,0,1.00000008274037e-08,0,0,0,0,0,0,0
101,26,HOLDOUT_CONTROL,7,3952,3952,xi_r,T_r,T_R_ON_R,97.1006191528244,25.3661755226242,33.2760523365253,46.9137822873196,1307.82236947206,1307.82236947206,0,0,0,0,NUMERICALLY_EQUAL,1307.82236947206,0,0,0,0,202.656629299294,0,0,0,0,0,1307.82236947206,0,0,0,0,0,0,0
102,26,HOLDOUT_CONTROL,7,9192,9192,xi_s,T_r,T_R_ON_S,97.1006191528244,25.3661755226242,33.2760523365253,46.9137822873196,1385.73010833301,1385.73010833301,-2.27373675443232e-12,2.27373675443232e-12,1.64082222126757e-15,0,NUMERICALLY_EQUAL,1385.73010833301,0,0,0,0,202.656629299294,0,0,0,0,0,1385.73010833301,0,0,0,0,0,0,0
103,26,HOLDOUT_CONTROL,7,3952,3952,xi_r,T_s,T_S_ON_R,97.1006191528244,25.3661730255091,33.2760548336404,46.9137822873196,1307.82236946224,1307.82236946224,-4.54747350886464e-12,4.54747350886464e-12,3.47713390980956e-15,0,NUMERICALLY_EQUAL,1307.82236946224,0,0,0,0,202.656629299294,0,0,0,0,0,1307.82236946224,0,0,0,0,0,0,0
104,26,HOLDOUT_CONTROL,7,9192,9192,xi_s,T_s,T_S_ON_S,97.1006191528244,25.3661730255091,33.2760548336404,46.9137822873196,1385.73010777276,1385.73010777276,-2.50111042987555e-12,2.50111042987555e-12,1.80490444412405e-15,0,NUMERICALLY_EQUAL,1385.73010777276,0,0,0,0,202.656629299294,0,0,0,0,0,1385.73010777276,0,0,0,0,0,0,0
105,27,HOLDOUT_TIER1,18,9141,9141,xi_r,T_r,T_R_ON_R,300,66.2793552449404,34.3670730342511,146.771949922265,4177.53079429007,4106.46350218021,-71.067292109864,71.067292109864,0.0170117937148423,0,AGGREGATE_OVERESTIMATES,4106.46350218021,0,0,182.472792733819,182.472792733819,182.472792733819,0,0,0,1147.71698623142,1260.93337019573,1697.81314575306,0,0,0,0,0,0,0
106,27,HOLDOUT_TIER1,18,9796,9796,xi_s,T_r,T_R_ON_S,300,66.2793552449404,34.3670730342511,146.771949922265,3877.62640170842,3815.88491252103,-61.74148918739,61.74148918739,0.0159224955658925,0,AGGREGATE_OVERESTIMATES,3815.88491252103,0,0,182.472792733819,182.472792733819,182.472792733819,0,0,0,1150.49905146512,1199.19801527293,1466.18784578298,0,0,0,0,0,0,0
107,27,HOLDOUT_TIER1,18,9141,9141,xi_r,T_s,T_S_ON_R,230.750347762049,76.098518993758,99.8281645836906,140.741346861959,4882.10591069458,4259.59799078889,-622.507919905686,622.507919905686,0.127508073624958,1,AGGREGATE_OVERESTIMATES,4259.59799078889,0,0,182.472792733819,182.472792733819,182.472792733819,0,0,0,1198.73828420652,1282.82707905942,1778.03262752295,0,0,0,0,0,0,0
108,27,HOLDOUT_TIER1,18,9796,9796,xi_s,T_s,T_S_ON_S,230.750347762049,76.098518993758,99.8281645836906,140.741346861959,3362.0241087617,3361.29807247872,-0.726036282976111,0.726036282976111,0.00021595213463342,0,AGGREGATE_OVERESTIMATES,3361.29807247872,0,0,182.472792733819,182.472792733819,182.472792733819,0,0,0,1018.85529303334,1047.50204530963,1294.94073413576,0,0,0,0,0,0,0
109,28,HOLDOUT_CONTROL,18,11027,11027,xi_r,T_r,T_R_ON_R,255.126421746568,66.2793552082481,100,140.741346848473,3966.25064406011,3946.86983335156,-19.3808107085451,19.3808107085451,0.00488643115320259,0,AGGREGATE_OVERESTIMATES,3946.86983335156,0,0,187.382374601096,187.382374601096,187.382374601096,0,0,0,1113.72992657199,1418.52610509895,1414.61380168063,0,0,0,0,0,0,0
110,28,HOLDOUT_CONTROL,18,13105,13105,xi_s,T_r,T_R_ON_S,255.126421746568,66.2793552082481,100,140.741346848473,3960.80803433307,3957.3938912083,-3.41414312476854,3.41414312476854,0.000861981468219129,0,AGGREGATE_OVERESTIMATES,3957.3938912083,0,0,187.382374601096,187.382374601096,187.382374601096,0,0,0,1323.85868710079,1317.12112218098,1316.41408192653,0,0,0,0,0,0,0
111,28,HOLDOUT_CONTROL,18,11027,11027,xi_r,T_s,T_S_ON_R,245.479093363882,66.6680305141284,99.9999999252792,150,4010.01512455217,3951.51536710908,-58.4997574430918,58.4997574430918,0.0145884131670513,0,AGGREGATE_OVERESTIMATES,3951.51536710908,0,0,187.382374601096,187.382374601096,187.382374601096,0,0,0,1116.32497144177,1417.59519783366,1417.59519783366,0,0,0,0,0,0,0
112,28,HOLDOUT_CONTROL,18,13105,13105,xi_s,T_s,T_S_ON_S,245.479093363882,66.6680305141284,99.9999999252792,150,3932.25479628733,3932.16509147687,-0.0897048104566238,0.0897048104566238,2.28125630468604e-05,0,AGGREGATE_OVERESTIMATES,3932.16509147687,0,0,187.382374601096,187.382374601096,187.382374601096,0,0,0,1301.58461284318,1315.07506418479,1315.5054144489,0,0,0,0,0,0,0
113,29,HOLDOUT_TIER1,30,10786,10786,xi_r,T_r,T_R_ON_R,83.4628917437198,19.6383274691105,24.5479093363882,57.2784551182341,835385.679831479,835370.828295727,-14.8515357517172,14.8515357517172,1.777805881795e-05,0,AGGREGATE_OVERESTIMATES,196.401762154751,417.587213266786,835174.426533572,82.9173826473556,56.1874369255057,45.8227640945913,114.284155688296,146.469192373788,156.833865204702,136.379304955456,50.3283313718879,9.69412582740714,44,44,123.285055778305,26.1844366254807,96.923776067825,1,0
114,29,HOLDOUT_TIER1,30,4869,4869,xi_s,T_r,T_R_ON_S,83.4628917437198,19.6383274691105,24.5479093363882,57.2784551182341,920335.675793808,855009.921874071,-65325.7539197374,65325.7539197374,0.070980356013465,0,AGGREGATE_OVERESTIMATES,197.167871387332,427.406377001342,854812.754002683,90.0090009000849,42.5497095164062,42.5497095164062,107.192537435567,160.106919782887,160.106919782887,197.167871387332,0,0,44,43,116.193437525571,32.7305457818459,144.907254837467,1,0
115,29,HOLDOUT_TIER1,30,10786,10786,xi_r,T_s,T_S_ON_R,152.197037885607,19.6383274691105,14.7287456018329,24.5479093363833,920340.709387875,783893.673221585,-136447.036166291,136447.036166291,0.148257090851759,1,AGGREGATE_OVERESTIMATES,1088.1199389742,391.402776641305,782805.55328261,116.193437525566,47.4592913836838,47.4592913836838,81.0081008100856,155.19733791561,155.19733791561,1039.84985413376,24.135042420218,24.135042420218,44,44,123.285055778305,68.7341461418872,1021.25611748343,1,1
116,29,HOLDOUT_TIER1,30,4869,4869,xi_s,T_s,T_S_ON_S,152.197037885607,19.6383274691105,14.7287456018329,24.5479093363833,783158.014494082,783158.014494091,9.31322574615479e-09,9.31322574615479e-09,1.18918858950463e-14,0,NUMERICALLY_EQUAL,352.461211481101,391.402776641305,782805.55328261,70.3706734309748,70.3706734309794,70.3706734309795,126.830864904677,132.285955868314,132.285955868314,99.0080307424215,126.72659036934,126.72659036934,44,43,116.193437525571,-4.60342874930575e-12,-1.04606118924841e-11,0,0
117,30,HOLDOUT_CONTROL,30,4413,4413,xi_r,T_r,T_R_ON_R,168.562310776532,19.6383274691105,14.7287456018329,58.9149824073266,693173.66382287,692970.048564911,-203.615257958532,203.615257958532,0.000293743499768282,0,AGGREGATE_OVERESTIMATES,719.005278754211,346.125521643079,692251.043286157,118.920983007391,76.9167825873496,66.006600660061,83.7356462919021,125.739846711944,136.650028639233,483.30563128004,142.317607584437,93.382039889735,84,85,115.375173881024,31.6395275891224,227.059446393713,1,0
118,30,HOLDOUT_CONTROL,30,3941,3941,xi_s,T_r,T_R_ON_S,168.562310776532,19.6383274691105,14.7287456018329,58.9149824073266,696207.954235862,692881.884672561,-3326.06956330093,3326.06956330093,0.00477740816240965,0,AGGREGATE_OVERESTIMATES,630.841386404124,346.125521643078,692251.043286157,109.101819272836,70.9161825273386,81.8263644546273,93.5548100264572,131.740446771955,120.830264844666,344.129477591701,117.529124873954,169.182783938469,83,83,111.011101110111,22.3658729509315,147.989661839843,1,0
119,30,HOLDOUT_CONTROL,30,4413,4413,xi_r,T_s,T_S_ON_R,166.92578348744,19.6383274691105,14.7287456018329,58.9149824073266,696415.996368104,696219.661806487,-196.334561617114,196.334561617114,0.00028192138411671,0,AGGREGATE_OVERESTIMATES,695.563942145718,347.762048932171,695524.097864341,117.284455718299,76.9167825873496,66.006600660061,85.3721735809941,125.739846711944,136.650028639233,459.864294671546,142.317607584437,93.382039889735,84,85,115.375173881024,30.0030003000304,203.618109785219,1,0
120,30,HOLDOUT_CONTROL,30,3941,3941,xi_s,T_s,T_S_ON_S,166.92578348744,19.6383274691105,14.7287456018329,58.9149824073266,696207.954235862,696134.739593508,-73.2146423535887,73.2146423535887,0.000105162030838827,0,AGGREGATE_OVERESTIMATES,610.641729167139,347.762048932171,695524.097864341,107.465291983744,81.8263644546273,70.9161825273386,95.1913373155494,120.830264844666,131.740446771955,323.929820354716,169.182783938469,117.529124873954,83,83,111.011101110111,22.3658729509315,147.989661839843,1,0
