origin,destination,distance,unit_cost,cost_formula,beta_role,beta_min_terminal,beta_max_terminal,c0_yuan_per_kg,base_unit_cost_yuan_per_kg,beta_transport_multiplier,unit_cost_min_terminal,unit_cost_max_terminal
Site1,Site2,28.2276208210645,61.2942623543114,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 22.5820966569*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,22.5820966568516,2,27.6146781975214,61.2942623543114
Site1,Site3,28.2276208210645,61.2942623543114,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 22.5820966569*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,22.5820966568516,2,27.6146781975214,61.2942623543114
Site1,Site4,24.3883468749663,52.9575532142125,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 19.5106775*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,19.510677499973,2,23.8587713428242,52.9575532142125
Site2,Site1,28.2276208210645,61.2942623543114,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 22.5820966569*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,22.5820966568516,2,27.6146781975214,61.2942623543114
Site2,Site3,8,17.3714285714286,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 6.4*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,6.4,2,7.82628571428571,17.3714285714286
Site2,Site4,22.9939521853426,49.9297247453154,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 18.3951617483*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,18.3951617482741,2,22.4946549378895,49.9297247453154
Site3,Site1,28.2276208210645,61.2942623543114,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 22.5820966569*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,22.5820966568516,2,27.6146781975214,61.2942623543114
Site3,Site2,8,17.3714285714286,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 6.4*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,6.4,2,7.82628571428571,17.3714285714286
Site3,Site4,27.1343920149121,58.9203940895234,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 21.7075136119*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,21.7075136119297,2,26.5451880740169,58.9203940895234
Site4,Site1,24.3883468749663,52.9575532142125,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 19.5106775*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,19.510677499973,2,23.8587713428242,52.9575532142125
Site4,Site2,22.9939521853426,49.9297247453154,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 18.3951617483*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,18.3951617482741,2,22.4946549378895,49.9297247453154
Site4,Site3,27.1343920149121,58.9203940895234,"c0 + base_cost(i,j)*(1 + beta_transport_multiplier*beta) = 0 + 21.7075136119*(1 + 2*beta)",state-dependent multiplier retained; K_terminal fixed at 160 kg,0.111428571428571,0.857142857142857,0,21.7075136119297,2,26.5451880740169,58.9203940895234
