initial_state_id,sample_id,path_id,T_id,T_label,T1_kg,T2_kg,T3_kg,T4_kg,operating_loss,service_cost,shortage_kg,shortage_loss,site1_service_kg,site2_service_kg,site3_service_kg,site4_service_kg,batch_solver_runtime_sec,max_demand_balance_error,max_site_capacity_violation
7,7,7,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,7,7,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,7,7,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,7,7,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,8,8,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,8,8,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,8,8,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,8,8,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,0,0,0,0,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,35,35,1,ZERO,0,0,0,0,243842.566074789,0,121.921283037395,243842.566074789,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,35,35,2,HALF_CAPACITY,150,100,50,75,859.078049623756,859.078049623756,0,0,19.6383274691105,39.5494094864032,8.18263644546273,54.5509096364182,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,35,35,3,FULL_CAPACITY,300,200,100,150,859.078049623756,859.078049623756,0,0,19.6383274691105,39.5494094864032,8.18263644546273,54.5509096364182,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,35,35,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,859.078049623756,859.078049623756,0,0,19.6383274691105,39.5494094864032,8.18263644546273,54.5509096364182,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,155,155,1,ZERO,0,0,0,0,384583.912936748,0,192.291956468374,384583.912936748,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,155,155,2,HALF_CAPACITY,150,100,50,75,23464.6468711169,1644.28301654964,10.9101819272836,21820.3638545673,80.1898371655347,31.5536099064452,50,19.6383274691105,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,155,155,3,FULL_CAPACITY,300,200,100,150,23458.6978833397,1638.33402877247,10.9101819272836,21820.3638545673,80.1898371655347,22.0931184027494,59.4604915036958,19.6383274691105,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,155,155,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,23530.5172489881,1710.15339442085,10.9101819272836,21820.3638545673,66.2793552082481,50.7323459618689,44.7317459018629,19.6383274691105,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,224,224,1,ZERO,0,0,0,0,55641.9278291465,0,27.8209639145733,55641.9278291465,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,224,224,2,HALF_CAPACITY,150,100,50,75,45936.7545879684,113.990493377118,22.9113820472956,45822.7640945913,4.90958186727764,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,224,224,3,FULL_CAPACITY,300,200,100,150,45936.7545879684,113.990493377118,22.9113820472956,45822.7640945913,4.90958186727764,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,224,224,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,45936.7545879684,113.990493377118,22.9113820472956,45822.7640945913,4.90958186727764,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,322,322,1,ZERO,0,0,0,0,111283.855658293,0,55.6419278291465,111283.855658293,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,322,322,2,HALF_CAPACITY,150,100,50,75,98.4014485364621,98.4014485364621,0,0,0,32.7305457818509,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,322,322,3,FULL_CAPACITY,300,200,100,150,98.4014485364621,98.4014485364621,0,0,0,32.7305457818509,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,322,322,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,98.4014485364621,98.4014485364621,0,0,0,32.7305457818509,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,424,424,1,ZERO,0,0,0,0,487685.132149579,0,243.842566074789,487685.132149579,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,424,424,2,HALF_CAPACITY,150,100,50,75,1856.21086641142,1856.21086641142,0,0,39.2766549382211,79.5659111365682,50,75,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,424,424,3,FULL_CAPACITY,300,200,100,150,1733.19310745572,1733.19310745572,0,0,39.2766549382211,50.7323459618689,66.5521097564302,87.2814554182691,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,424,424,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,1808.39031941779,1808.39031941779,0,0,61.0970187927884,50.7323459618689,44.7317459018629,87.2814554182691,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,508,508,1,ZERO,0,0,0,0,810626.517197174,0,405.313258598587,810626.517197174,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,508,508,2,HALF_CAPACITY,150,100,50,75,135690.982164823,2586.76265196305,66.5521097564302,133104.21951286,114.556910236478,99.2042386056787,50,75,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,508,508,3,FULL_CAPACITY,300,200,100,150,135530.52122816,2426.30171529954,66.5521097564302,133104.21951286,108.010801080108,50.7323459618689,86.1904372255407,93.8275645746393,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,508,508,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,313517.729076791,941.016860114853,156.288356108338,312576.712216676,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,755,755,1,ZERO,0,0,0,0,461500.695524098,0,230.750347762049,461500.695524098,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,755,755,2,HALF_CAPACITY,150,100,50,75,1840.2995686673,1840.2995686673,0,0,38.4658920437498,67.2844557182991,50,75,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,755,755,3,FULL_CAPACITY,300,200,100,150,1638.54916012334,1638.54916012334,0,0,19.6383274691105,50.7323459618689,44.7317459018629,115.647928429207,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,755,755,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,1698.80684181628,1698.80684181628,0,0,48.004800480048,50.7323459618689,44.7317459018629,87.2814554182691,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1136,1136,1,ZERO,0,0,0,0,85099.4190328124,0,42.5497095164062,85099.4190328124,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1136,1136,2,HALF_CAPACITY,150,100,50,75,54.5509096364182,54.5509096364182,0,0,0,19.6383274691105,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1136,1136,3,FULL_CAPACITY,300,200,100,150,54.5509096364182,54.5509096364182,0,0,0,19.6383274691105,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1136,1136,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,54.5509096364182,54.5509096364182,0,0,0,19.6383274691105,22.9113820472956,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1157,1157,1,ZERO,0,0,0,0,644791.751902463,0,322.395875951231,644791.751902463,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1157,1157,2,HALF_CAPACITY,150,100,50,75,1920.04994674987,1920.04994674987,0,0,124.376073971033,73.019801980198,50,75,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1157,1157,3,FULL_CAPACITY,300,200,100,150,1753.48409456061,1753.48409456061,0,0,111.283855658293,32.7305457818509,84.5539099364482,93.8275645746393,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1157,1157,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,147731.250533856,989.303611891348,73.3709734609824,146741.946921965,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1168,1168,1,ZERO,0,0,0,0,224204.238605679,0,112.102119302839,224204.238605679,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1168,1168,2,HALF_CAPACITY,150,100,50,75,1347.99423009131,1347.99423009131,0,0,9.81916373455527,6.54610915637018,45.5500095464092,50.1868368655047,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1168,1168,3,FULL_CAPACITY,300,200,100,150,1347.99423009131,1347.99423009131,0,0,9.81916373455527,6.54610915637018,45.5500095464092,50.1868368655047,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1168,1168,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,1349.142106587,1349.142106587,0,0,10.6374273791015,6.54610915637018,44.7317459018629,50.1868368655047,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1170,1170,1,ZERO,0,0,0,0,273300.057278455,0,136.650028639228,273300.057278455,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1170,1170,2,HALF_CAPACITY,150,100,50,75,1061.7996514715,1061.7996514715,0,0,31.0940184927584,25.3661729809345,33.2760548782151,46.9137822873196,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1170,1170,3,FULL_CAPACITY,300,200,100,150,1061.7996514715,1061.7996514715,0,0,31.0940184927584,25.3661729809345,33.2760548782151,46.9137822873196,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1170,1170,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,1061.7996514715,1061.7996514715,0,0,31.0940184927584,25.3661729809345,33.2760548782151,46.9137822873196,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1297,1297,1,ZERO,0,0,0,0,67643.1279491585,0,33.8215639745793,67643.1279491585,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1297,1297,2,HALF_CAPACITY,150,100,50,75,84.6063627341755,84.6063627341755,0,0,0,0,0,33.8215639745793,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1297,1297,3,FULL_CAPACITY,300,200,100,150,84.6063627341755,84.6063627341755,0,0,0,0,0,33.8215639745793,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1297,1297,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,84.6063627341755,84.6063627341755,0,0,0,0,0,33.8215639745793,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1513,1513,1,ZERO,0,0,0,0,146741.946921965,0,73.3709734609824,146741.946921965,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1513,1513,2,HALF_CAPACITY,150,100,50,75,727.926670888978,727.926670888978,0,0,14.7287456018329,25.3661729809345,22.3658729509315,10.9101819272836,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1513,1513,3,FULL_CAPACITY,300,200,100,150,727.926670888978,727.926670888978,0,0,14.7287456018329,25.3661729809345,22.3658729509315,10.9101819272836,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1513,1513,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,727.926670888978,727.926670888978,0,0,14.7287456018329,25.3661729809345,22.3658729509315,10.9101819272836,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1978,1978,1,ZERO,0,0,0,0,111283.855658293,0,55.6419278291465,111283.855658293,0,0,0,0,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1978,1978,2,HALF_CAPACITY,150,100,50,75,226.983607111526,226.983607111526,0,0,4.90958186727764,16.3652728909255,11.4556910236478,22.9113820472956,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1978,1978,3,FULL_CAPACITY,300,200,100,150,226.983607111526,226.983607111526,0,0,4.90958186727764,16.3652728909255,11.4556910236478,22.9113820472956,0.042666,3.5527136788005e-15,1.4210854715202e-14
7,1978,1978,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,226.983607111526,226.983607111526,0,0,4.90958186727764,16.3652728909255,11.4556910236478,22.9113820472956,0.042666,3.5527136788005e-15,1.4210854715202e-14
9,1,1,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,1,1,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,1,1,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,1,1,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,2,2,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,2,2,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,2,2,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,2,2,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,4,4,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,4,4,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,4,4,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,4,4,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,5,5,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,5,5,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,5,5,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,5,5,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,6,6,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,6,6,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,6,6,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,6,6,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,7,7,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,7,7,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,7,7,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,7,7,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,8,8,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,8,8,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,8,8,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,8,8,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,9,9,1,ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,9,9,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,9,9,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,9,9,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,18,18,1,ZERO,0,0,0,0,29457.4912036658,0,14.7287456018329,29457.4912036658,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,18,18,2,HALF_CAPACITY,150,100,50,75,0,0,0,0,0,0,14.7287456018329,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,18,18,3,FULL_CAPACITY,300,200,100,150,0,0,0,0,0,0,14.7287456018329,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,18,18,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,0,0,0,0,0,0,14.7287456018329,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,39,39,1,ZERO,0,0,0,0,98191.6373455527,0,49.0958186727764,98191.6373455527,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,39,39,2,HALF_CAPACITY,150,100,50,75,69.6573153818879,69.6573153818879,0,0,0,26.1844366254807,22.9113820472956,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,39,39,3,FULL_CAPACITY,300,200,100,150,69.6573153818879,69.6573153818879,0,0,0,26.1844366254807,22.9113820472956,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,39,39,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,69.6573153818879,69.6573153818879,0,0,0,26.1844366254807,22.9113820472956,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,42,42,1,ZERO,0,0,0,0,405313.258598587,0,202.656629299294,405313.258598587,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,42,42,2,HALF_CAPACITY,150,100,50,75,1318.08340992341,1318.08340992341,0,0,97.1006191528244,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,42,42,3,FULL_CAPACITY,300,200,100,150,1318.08340992341,1318.08340992341,0,0,97.1006191528244,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,42,42,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,1318.08340992341,1318.08340992341,0,0,97.1006191528244,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,52,52,1,ZERO,0,0,0,0,1215939.77579576,0,607.969887897881,1215939.77579576,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,52,52,2,HALF_CAPACITY,150,100,50,75,468428.827426415,2489.05163065386,232.969887897881,465939.775795761,150,100,50,75,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,52,52,3,FULL_CAPACITY,300,200,100,150,220817.782586787,4796.18042657087,108.010801080108,216021.602160216,193.11022011292,68.5623107765322,100,138.28655592832,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,52,52,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,220843.939058038,4822.33689782216,108.010801080108,216021.602160216,193.11022011292,109.647328369201,58.9149824073316,138.28655592832,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,56,56,1,ZERO,0,0,0,0,60551.5096964242,0,30.2757548482121,60551.5096964242,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,56,56,2,HALF_CAPACITY,150,100,50,75,65.0939219796106,65.0939219796106,0,0,0,18.8200638245643,11.4556910236478,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,56,56,3,FULL_CAPACITY,300,200,100,150,65.0939219796106,65.0939219796106,0,0,0,18.8200638245643,11.4556910236478,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,56,56,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,65.0939219796106,65.0939219796106,0,0,0,18.8200638245643,11.4556910236478,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,58,58,1,ZERO,0,0,0,0,283119.22101301,0,141.559610506505,283119.22101301,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,58,58,2,HALF_CAPACITY,150,100,50,75,1101.22369109741,1101.22369109741,0,0,36.003600360036,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,58,58,3,FULL_CAPACITY,300,200,100,150,1101.22369109741,1101.22369109741,0,0,36.003600360036,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,58,58,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,1101.22369109741,1101.22369109741,0,0,36.003600360036,25.3661729809345,33.2760548782151,46.9137822873196,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,63,63,1,ZERO,0,0,0,0,91645.5281891825,0,45.8227640945913,91645.5281891825,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,63,63,2,HALF_CAPACITY,150,100,50,75,71.2308993137075,71.2308993137075,0,0,45.8227640945913,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,63,63,3,FULL_CAPACITY,300,200,100,150,71.2308993137075,71.2308993137075,0,0,45.8227640945913,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,63,63,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150,71.2308993137075,71.2308993137075,0,0,45.8227640945913,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,76,76,1,ZERO,0,0,0,0,42549.7095164062,0,21.2748547582031,42549.7095164062,0,0,0,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
9,76,76,2,HALF_CAPACITY,150,100,50,75,29.6800300863085,29.6800300863085,0,0,0,9.81916373455527,11.4556910236478,0,0.1247361,1.77635683940025e-15,1.70530256582424e-13
