initial_state_id,sample_id_r,path_id_r,sample_id_s,path_id_s,d_D_aggregate,d_Ctilde_aggregate,d_aggregate,raw_D_l1_aggregate_kg,raw_D_l1_W1_kg,raw_D_l1_W2_kg,raw_D_l1_W3_kg,d_D_W1,d_D_W2,d_D_W3,d_Ctilde_W1,d_Ctilde_W2,d_Ctilde_W3,d_D_period_mean,d_Ctilde_period_mean,d_period_mean,d_period_sum
7,5,5,1136,1136,0.100450740502017,3.20273743852872e-19,0.0602704443012099,42.5497095164062,0,21.2748547582031,21.2748547582031,0,0.0502253702510083,0.0502253702510083,0,0,0,0.0334835801673389,0,0.0200901481004033,0.0602704443012099
7,6,6,1136,1136,0.100450740502017,3.20273743852872e-19,0.0602704443012099,42.5497095164062,0,21.2748547582031,21.2748547582031,0,0.0502253702510083,0.0502253702510083,0,0,0,0.0334835801673389,0,0.0200901481004033,0.0602704443012099
7,7,7,1136,1136,0.100450740502017,3.20273743852872e-19,0.0602704443012099,42.5497095164062,0,21.2748547582031,21.2748547582031,0,0.0502253702510083,0.0502253702510083,0,0,0,0.0334835801673389,0,0.0200901481004033,0.0602704443012099
7,8,8,1136,1136,0.100450740502017,3.20273743852872e-19,0.0602704443012099,42.5497095164062,0,21.2748547582031,21.2748547582031,0,0.0502253702510083,0.0502253702510083,0,0,0,0.0334835801673389,0,0.0200901481004033,0.0602704443012099
7,35,35,1136,1136,0.287830006438471,0.00927458061566422,0.176407836109348,121.921283037395,0,21.2748547582031,100.646428279192,0,0.0502253702510083,0.237604636187462,0,0,0.0108740923924686,0.0959433354794902,0.00362469746415619,0.0590158802733566,0.17704764082007
7,155,155,1136,1136,0.453960077268729,0.313101491163719,0.397616642826725,192.291956468374,0,21.2748547582031,171.017101710171,0,0.0502253702510083,0.40373470701772,0,0,0.313306370402352,0.151320025756243,0.104435456800784,0.132566198174059,0.397698594522178
7,224,224,1136,1136,0.166130070830258,0.0304234928982965,0.111847439657473,70.3706734309795,0,21.2748547582031,49.0958186727764,0,0.0502253702510083,0.11590470057925,0,0,0.0305318933999564,0.0553766902767527,0.0101772977999855,0.0372969332860458,0.111890799858137
7,322,322,1136,1136,0.0309079201544666,1.50717055930763e-19,0.01854475209268,13.0922183127404,0,6.54610915637018,6.54610915637018,0,0.0154539600772333,0.0154539600772333,0,0,0,0.0103026400514889,0,0.00618158403089333,0.01854475209268
7,424,424,1136,1136,0.475209272374925,0.00213191902923183,0.285978331036647,201.292856558383,0,100.646428279192,100.646428279192,0,0.237604636187462,0.237604636187462,0,0.00236489331283412,0.00236489331283412,0.158403090791642,0.00157659554188941,0.0956724926917407,0.287017478075222
7,508,508,1136,1136,0.856406954280013,0.123357216163868,0.563187059033555,362.763549082181,0,181.38177454109,181.38177454109,0,0.428203477140006,0.428203477140006,0,0.123357216163868,0.123357216163868,0.285468984760004,0.0822381441092457,0.204176648499701,0.612529945499103
7,755,755,1136,1136,0.444301352220458,0.00677324672014739,0.269290110020334,188.200638245643,0,94.1003191228214,94.1003191228214,0,0.222150676110229,0.222150676110229,0,0.00791236197894899,0.00791236197894899,0.148100450740153,0.005274907985966,0.090970233638478,0.272910700915434
7,1,1,1157,1157,0.761107533803741,0.00243948443287513,0.457640314055394,322.395875951231,0,161.197937975616,161.197937975616,0,0.38055376690187,0.38055376690187,0,0.00258858382712069,0.00258858382712069,0.253702511267914,0.0017257225514138,0.152911795781314,0.458735387343941
7,2,2,1157,1157,0.761107533803741,0.00243948443287513,0.457640314055394,322.395875951231,0,161.197937975616,161.197937975616,0,0.38055376690187,0.38055376690187,0,0.00258858382712069,0.00258858382712069,0.253702511267914,0.0017257225514138,0.152911795781314,0.458735387343941
7,3,3,1157,1157,0.761107533803741,0.00243948443287513,0.457640314055394,322.395875951231,0,161.197937975616,161.197937975616,0,0.38055376690187,0.38055376690187,0,0.00258858382712069,0.00258858382712069,0.253702511267914,0.0017257225514138,0.152911795781314,0.458735387343941
7,4,4,1157,1157,0.761107533803741,0.00243948443287513,0.457640314055394,322.395875951231,0,161.197937975616,161.197937975616,0,0.38055376690187,0.38055376690187,0,0.00258858382712069,0.00258858382712069,0.253702511267914,0.0017257225514138,0.152911795781314,0.458735387343941
7,5,5,1157,1157,0.761107533803741,0.00243948443287513,0.457640314055394,322.395875951231,0,161.197937975616,161.197937975616,0,0.38055376690187,0.38055376690187,0,0.00258858382712069,0.00258858382712069,0.253702511267914,0.0017257225514138,0.152911795781314,0.458735387343941
