initial_state_id,sample_id,path_id,joint_stream_position,wind_seed,resistance_seed,frozen_nominal_weight,D_scale,demand_W1_kg,demand_W2_kg,demand_W3_kg,total_demand_kg,period_demand_concentration,period_demand_uniformity_cv,reachability_transition_count,aggregate_deleted_service_opportunity_count,selection_reason
9,317,317,11378,351160894,21160750,6.66666666666667e-05,607.969887897881,166.107519842893,166.107519842893,166.107519842893,498.32255952868,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
9,320,320,13058,351160894,21160750,6.66666666666667e-05,607.969887897881,9.81916373455527,9.81916373455527,9.81916373455527,29.4574912036658,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
9,328,328,10151,351160894,21160750,6.66666666666667e-05,607.969887897881,0,58.6422278591495,58.6422278591495,117.284455718299,0.5,Inf,0,0,MEDIUM_DEMAND
9,357,357,11178,351160894,21160750,6.66666666666667e-05,607.969887897881,51.8233641545973,171.017101710171,171.017101710171,393.857567574939,0.434210526315789,0.524173270711634,44,42,AGGREGATE_SERVICE_DELETION
9,378,378,185,351160894,21160750,6.66666666666667e-05,607.969887897881,121.921283037395,121.921283037395,121.921283037395,365.763849112184,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
9,385,385,9019,351160894,21160750,6.66666666666667e-05,607.969887897881,121.921283037395,121.921283037395,121.921283037395,365.763849112184,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
9,397,397,8319,351160894,21160750,6.66666666666667e-05,607.969887897881,16.3652728909255,16.3652728909255,16.3652728909255,49.0958186727764,0.333333333333333,0,0,0,LOW_DEMAND
9,437,437,13399,351160894,21160750,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,0,0,HIGH_DEMAND
9,470,470,12507,351160894,21160750,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,35,34,HIGH_DEMAND
9,519,519,1001,351160894,21160750,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
9,531,531,1671,351160894,21160750,6.66666666666667e-05,607.969887897881,0,24.5479093363882,24.5479093363882,49.0958186727764,0.5,Inf,0,0,LOW_DEMAND
9,552,552,13284,351160894,21160750,6.66666666666667e-05,607.969887897881,0,192.291956468374,202.656629299294,394.948585767668,0.513121546961326,Inf,92,2,REACHABILITY_CHANGE
9,598,598,4494,351160894,21160750,6.66666666666667e-05,607.969887897881,0,180.836265444726,180.836265444726,361.672530889453,0.5,Inf,107,2,REACHABILITY_CHANGE
9,766,766,442,351160894,21160750,6.66666666666667e-05,607.969887897881,0,24.5479093363882,24.5479093363882,49.0958186727764,0.5,Inf,0,0,LOW_DEMAND
9,786,786,14469,351160894,21160750,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,40,42,HIGH_DEMAND;AGGREGATE_SERVICE_DELETION
9,844,844,7420,351160894,21160750,6.66666666666667e-05,607.969887897881,192.291956468374,192.291956468374,192.291956468374,576.875869405122,0.333333333333333,0,4,4,HIGH_DEMAND
9,913,913,7415,351160894,21160750,6.66666666666667e-05,607.969887897881,157.924883397431,202.656629299294,202.656629299294,563.238141996018,0.359806295399516,0.137557545976414,104,73,REACHABILITY_CHANGE;AGGREGATE_SERVICE_DELETION
9,929,929,11274,351160894,21160750,6.66666666666667e-05,607.969887897881,40.3676731309494,40.3676731309494,40.3676731309494,121.103019392848,0.333333333333333,0,0,0,MEDIUM_DEMAND
9,989,989,1022,351160894,21160750,6.66666666666667e-05,607.969887897881,197.201538335652,202.656629299294,202.656629299294,602.514796934239,0.33635129017655,0.0156817637625067,111,103,AGGREGATE_SERVICE_DELETION;REACHABILITY_CHANGE;HIGH_DEMAND
9,999,999,13067,351160894,21160750,6.66666666666667e-05,607.969887897881,0,202.656629299294,202.656629299294,405.313258598587,0.5,Inf,103,0,REACHABILITY_CHANGE
9,1091,1091,3505,351160894,21160750,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,33,64,HIGH_DEMAND;AGGREGATE_SERVICE_DELETION
9,1147,1147,11685,351160894,21160750,6.66666666666667e-05,607.969887897881,0,0,49.0958186727764,49.0958186727764,1,Inf,0,0,LOW_DEMAND
9,1157,1157,14025,351160894,21160750,6.66666666666667e-05,607.969887897881,0,24.5479093363882,24.5479093363882,49.0958186727764,0.5,Inf,0,0,LOW_DEMAND
9,1182,1182,2780,351160894,21160750,6.66666666666667e-05,607.969887897881,192.291956468374,192.291956468374,192.291956468374,576.875869405122,0.333333333333333,0,0,0,HIGH_DEMAND
9,1206,1206,6578,351160894,21160750,6.66666666666667e-05,607.969887897881,177.563210866541,182.472792733819,182.472792733819,542.508796334179,0.336349924585219,0.0156746679417998,72,90,AGGREGATE_SERVICE_DELETION
9,1417,1417,2689,351160894,21160750,6.66666666666667e-05,607.969887897881,0,24.5479093363882,24.5479093363882,49.0958186727764,0.5,Inf,0,0,LOW_DEMAND
9,1569,1569,12034,351160894,21160750,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
9,1643,1643,11916,351160894,21160750,6.66666666666667e-05,607.969887897881,0,202.656629299294,202.656629299294,405.313258598587,0.5,Inf,79,63,AGGREGATE_SERVICE_DELETION;REACHABILITY_CHANGE
9,1665,1665,7618,351160894,21160750,6.66666666666667e-05,607.969887897881,0,202.656629299294,202.656629299294,405.313258598587,0.5,Inf,82,74,AGGREGATE_SERVICE_DELETION;REACHABILITY_CHANGE
9,1698,1698,1298,351160894,21160750,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
9,1748,1748,8542,351160894,21160750,6.66666666666667e-05,607.969887897881,0,58.6422278591495,58.6422278591495,117.284455718299,0.5,Inf,0,0,MEDIUM_DEMAND
9,1922,1922,13358,351160894,21160750,6.66666666666667e-05,607.969887897881,0,58.6422278591495,58.6422278591495,117.284455718299,0.5,Inf,0,0,MEDIUM_DEMAND
11,1,1,8395,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,2,2,4142,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,3,3,14889,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,131.74044677195,131.74044677195,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,4,4,5147,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,5,5,7141,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,6,6,3870,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,8,8,3328,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,11,11,14615,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,13,13,8475,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,4.90958186727764,4.90958186727764,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,14,14,10561,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
11,20,20,7408,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,51.5506096064152,51.5506096064152,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,31,31,14415,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,55.6419278291465,55.6419278291465,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,54,54,11173,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,33.8215639745793,33.8215639745793,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,59,59,10993,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,22.9113820472956,22.9113820472956,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,73,73,1741,351360932,21360756,6.66666666666667e-05,607.969887897881,27.8209639145733,27.8209639145733,27.8209639145733,83.4628917437198,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,94,94,53,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,40.3676731309494,40.3676731309494,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,119,119,6028,351360932,21360756,6.66666666666667e-05,607.969887897881,0,202.656629299294,202.656629299294,405.313258598587,0.5,Inf,101,0,REACHABILITY_CHANGE
11,131,131,10399,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,11.4556910236478,11.4556910236478,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
11,155,155,8966,351360932,21360756,6.66666666666667e-05,607.969887897881,121.921283037395,121.921283037395,121.921283037395,365.763849112184,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,253,253,3635,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,332,332,5265,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,409,409,473,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,469,469,8148,351360932,21360756,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,105,166,HIGH_DEMAND;AGGREGATE_SERVICE_DELETION;THREE_PERIOD_UNIFORM;REACHABILITY_CHANGE
11,479,479,12354,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,4,0,MEDIUM_DEMAND
11,513,513,2115,351360932,21360756,6.66666666666667e-05,607.969887897881,45.8227640945913,45.8227640945913,45.8227640945913,137.468292283774,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,541,541,6789,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,592,592,12161,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,37,0,MEDIUM_DEMAND
11,620,620,11817,351360932,21360756,6.66666666666667e-05,607.969887897881,22.9113820472956,22.9113820472956,22.9113820472956,68.7341461418869,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,646,646,1464,351360932,21360756,6.66666666666667e-05,607.969887897881,86.1904372255407,86.1904372255407,86.1904372255407,258.571311676622,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,667,667,12504,351360932,21360756,6.66666666666667e-05,607.969887897881,0,197.201538335652,197.201538335652,394.403076671303,0.5,Inf,99,0,REACHABILITY_CHANGE
11,671,671,10359,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,45.8227640945913,45.8227640945913,1,Inf,0,0,LOW_DEMAND
11,683,683,2583,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,714,714,9776,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
11,724,724,14240,351360932,21360756,6.66666666666667e-05,607.969887897881,16.3652728909255,16.3652728909255,16.3652728909255,49.0958186727764,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,747,747,11288,351360932,21360756,6.66666666666667e-05,607.969887897881,36.8218640045823,36.8218640045823,36.8218640045823,110.465592013747,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
11,769,769,10186,351360932,21360756,6.66666666666667e-05,607.969887897881,112.102119302839,112.102119302839,202.656629299294,426.860867904972,0.474760383386581,0.367438254385219,0,0,HIGH_DEMAND
11,807,807,9916,351360932,21360756,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,0,0,HIGH_DEMAND
11,875,875,1001,351360932,21360756,6.66666666666667e-05,607.969887897881,0,162.834465264708,162.834465264708,325.668930529417,0.5,Inf,72,48,AGGREGATE_SERVICE_DELETION
11,891,891,14953,351360932,21360756,6.66666666666667e-05,607.969887897881,121.921283037395,167.744047131986,167.744047131986,457.409377301366,0.366726296958855,0.173514928844109,8,4,HIGH_DEMAND
11,895,895,1451,351360932,21360756,6.66666666666667e-05,607.969887897881,0,202.656629299294,202.656629299294,405.313258598587,0.5,Inf,115,112,REACHABILITY_CHANGE;AGGREGATE_SERVICE_DELETION
11,917,917,1578,351360932,21360756,6.66666666666667e-05,607.969887897881,0,192.291956468374,202.656629299294,394.948585767668,0.513121546961326,Inf,122,98,REACHABILITY_CHANGE;AGGREGATE_SERVICE_DELETION
11,935,935,11634,351360932,21360756,6.66666666666667e-05,607.969887897881,125.19433761558,187.382374601096,187.382374601096,499.959086817773,0.374795417348609,0.21544330830644,3,3,HIGH_DEMAND
11,969,969,1823,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,988,988,4547,351360932,21360756,6.66666666666667e-05,607.969887897881,70.6434279791616,202.656629299294,202.656629299294,475.956686577749,0.425787965616046,0.480408361526267,0,0,HIGH_DEMAND
11,993,993,4065,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
11,1090,1090,9294,351360932,21360756,6.66666666666667e-05,607.969887897881,73.3709734609824,192.291956468374,192.291956468374,457.954886397731,0.419892793329363,0.449776147766546,4,4,HIGH_DEMAND
11,1107,1107,12422,351360932,21360756,6.66666666666667e-05,607.969887897881,0,11.4556910236478,192.291956468374,203.747647492022,0.943775100401606,Inf,84,6,REACHABILITY_CHANGE
11,1294,1294,2866,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
11,1329,1329,2177,351360932,21360756,6.66666666666667e-05,607.969887897881,0,22.9113820472956,22.9113820472956,45.8227640945913,0.5,Inf,0,0,LOW_DEMAND
11,1344,1344,1142,351360932,21360756,6.66666666666667e-05,607.969887897881,0,122.194037585577,177.563210866541,299.757248452118,0.592356687898089,Inf,108,52,REACHABILITY_CHANGE;AGGREGATE_SERVICE_DELETION
11,1416,1416,14184,351360932,21360756,6.66666666666667e-05,607.969887897881,0,58.6422278591495,58.6422278591495,117.284455718299,0.5,Inf,0,0,MEDIUM_DEMAND
11,1452,1452,3229,351360932,21360756,6.66666666666667e-05,607.969887897881,18.001800180018,202.656629299294,202.656629299294,423.315058778605,0.478737113402062,0.755540204074826,77,82,AGGREGATE_SERVICE_DELETION
11,1503,1503,7772,351360932,21360756,6.66666666666667e-05,607.969887897881,125.19433761558,125.19433761558,136.650028639228,387.038703870387,0.353065539112051,0.0512657744312143,44,70,AGGREGATE_SERVICE_DELETION
11,1574,1574,4115,351360932,21360756,6.66666666666667e-05,607.969887897881,0,180.836265444726,185.745847312004,366.58211275673,0.506696428571429,Inf,101,75,AGGREGATE_SERVICE_DELETION;REACHABILITY_CHANGE
11,1746,1746,1135,351360932,21360756,6.66666666666667e-05,607.969887897881,0,58.6422278591495,58.6422278591495,117.284455718299,0.5,Inf,0,0,MEDIUM_DEMAND
11,1806,1806,13462,351360932,21360756,6.66666666666667e-05,607.969887897881,131.74044677195,154.651828819246,182.472792733819,468.865068325014,0.389179755671902,0.162556803102199,3,3,HIGH_DEMAND
11,1846,1846,13578,351360932,21360756,6.66666666666667e-05,607.969887897881,0,0,115.375173881024,115.375173881024,1,Inf,0,0,MEDIUM_DEMAND
19,2,2,617,352161084,22160780,6.66666666666667e-05,607.969887897881,164.470992553801,164.470992553801,164.470992553801,493.412977661403,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
19,4,4,12379,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,162.834465264708,162.834465264708,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,5,5,3471,352161084,22160780,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,103,100,HIGH_DEMAND;THREE_PERIOD_UNIFORM
19,6,6,13382,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,7,7,11342,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,9,9,8044,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,10,10,13534,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,36.8218640045823,36.8218640045823,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,11,11,7227,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,11.4556910236478,11.4556910236478,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,12,12,14461,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,13,13,5408,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,14,14,13682,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,16,16,13065,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,8.18263644546273,8.18263644546273,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,17,17,2618,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,19,19,14679,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,0,0,0,Inf,0,0,ZERO_DEMAND
19,25,25,10141,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,4.90958186727764,4.90958186727764,1,Inf,35,0,SINGLE_PERIOD_CONCENTRATED
19,32,32,5431,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,4.90958186727764,4.90958186727764,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,54,54,8282,352161084,22160780,6.66666666666667e-05,607.969887897881,58.6422278591495,58.6422278591495,58.6422278591495,175.926683577449,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
19,57,57,10888,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,177.563210866541,177.563210866541,1,Inf,4,0,SINGLE_PERIOD_CONCENTRATED
19,66,66,9116,352161084,22160780,6.66666666666667e-05,607.969887897881,144.83266508469,202.656629299294,202.656629299294,550.145923683277,0.368368864650471,0.182049960934359,113,141,AGGREGATE_SERVICE_DELETION
19,68,68,10739,352161084,22160780,6.66666666666667e-05,607.969887897881,0,0,78.2805553282601,78.2805553282601,1,Inf,0,0,SINGLE_PERIOD_CONCENTRATED
19,81,81,13568,352161084,22160780,6.66666666666667e-05,607.969887897881,128.467392193765,128.467392193765,128.467392193765,385.402176581294,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
19,83,83,9526,352161084,22160780,6.66666666666667e-05,607.969887897881,46.9137822873196,46.9137822873196,46.9137822873196,140.741346861959,0.333333333333333,0,0,0,THREE_PERIOD_UNIFORM
19,99,99,7018,352161084,22160780,6.66666666666667e-05,607.969887897881,202.656629299294,202.656629299294,202.656629299294,607.969887897881,0.333333333333333,0,0,0,HIGH_DEMAND;THREE_PERIOD_UNIFORM
