initial_state_id,T_id,T_label,T1_kg,T2_kg,T3_kg,T4_kg
0,1,ZERO,0,0,0,0
0,2,HALF_CAPACITY,150,100,50,75
0,3,FULL_CAPACITY,300,200,100,150
7,4,STEP03YF_PERIOD_R2000,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691
9,4,STEP03YF_PERIOD_R2000,274.936584567548,124.118320923001,58.9149824073316,150
11,4,STEP03YF_PERIOD_R2000,289.665330169381,89.4634918037258,62.7335460818809,130.922183127404
19,4,STEP03YF_PERIOD_R2000,272.769549682241,139.377574121048,90.00900090009,150
