intensity,state_count,old_saa_mean_T_total,new_saa_mean_T_total,new_saa_median_T_total,absolute_change_saa_mean_T_total,percentage_change_saa_mean_T_total,new_saa_mean_T1,old_saa_mean_T1,new_saa_mean_T2,old_saa_mean_T2,new_saa_mean_T3,old_saa_mean_T3,new_saa_mean_T4,old_saa_mean_T4,old_dro_mean_T_total,new_dro_mean_T_total,new_dro_median_T_total,absolute_change_dro_mean_T_total,percentage_change_dro_mean_T_total,new_dro_mean_T1,old_dro_mean_T1,new_dro_mean_T2,old_dro_mean_T2,new_dro_mean_T3,old_dro_mean_T3,new_dro_mean_T4,old_dro_mean_T4
2,7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6236483882844714,0.0,0.0,-5.6236483882844714,-99.99999999999999,0.0,0.0,0.0,2.5716857401579953,0.0,1.4026988212557707,0.0,1.6492638268707045
3,7,168.0557666156226,21.742433983658106,14.72874560183291,-146.31333263196447,-87.06236958033851,11.416726088193235,78.00780078007801,1.2858428700012858,27.89889378548244,1.402737676365039,10.403637766374038,7.637127349098546,51.74543428368809,249.31813644492823,102.7040745853426,142.9232837990358,-146.61406185958563,-58.806015458875834,44.139459802028234,117.62504188937399,16.178213440592103,50.57061378528804,12.352261833190525,13.910374831125939,30.034139509531734,67.21210593914023
4,7,400.20885205403647,251.98623758479744,348.58031257671223,-148.22261446923903,-37.03631584071657,112.37487385102145,193.96744869292118,48.12169528641174,79.76122287553433,22.404837886386073,20.846240468202662,69.08483056097818,105.63394001737835,450.80104264913126,299.7710014000431,374.7647784058164,-151.03004124908819,-33.502593596847184,136.66581314745642,220.46508931362118,56.51434895088975,88.34325713281874,27.704108287018613,24.673580297721468,78.88673101467832,117.31911590496986
5,7,528.9879637314378,406.56013653313386,508.14172326323535,-122.42782719830399,-23.143783146729483,178.65422905926954,253.81758955116283,78.78709948916969,91.83022198323722,36.62703932730934,31.239747351358556,112.49176865738518,152.1004048456794,562.8905810665505,445.85342492124624,528.7040345413903,-117.03715614530421,-20.792168155229255,198.2883585399884,270.23514748646113,84.07820817274997,96.39124216090747,44.05193102884626,37.796796365640375,119.43492717966167,158.46739505354145
6,7,626.2834075615353,509.33015379460005,564.329160188746,-116.95325376693529,-18.674174080756572,227.2435035711363,286.9334985446596,88.742640497816,103.84155298646749,48.141177754139036,48.2775550282301,145.2028319715088,187.23080100217814,641.5393720383745,537.7262142931338,573.2060279669197,-103.81315774524069,-16.181884116541948,239.98600577849382,286.9647640900283,94.31679772334935,112.02210658417872,53.3883379059889,54.68301126980134,150.03507288530167,187.8694900943661
