arm,component,mean_kg,median_kg,positive_incidence,total_kg
SAA,site_gap,12.505245157680266,0.0,0.3120706575073602,12742.844815676193
SAA,quantity_gap,9.62828627150774,0.0,0.16683022571148184,9811.223710666389
SAA,location_gap,2.8769588861725257,0.0,0.23748773307163887,2931.6211050098027
DRO,site_gap,13.611766535349595,0.0,0.39715048975957257,15286.013819197595
DRO,quantity_gap,9.945277422281395,0.0,0.20926090828138913,11168.546545222001
DRO,location_gap,3.666489113068204,0.0,0.3178984861976848,4117.467273975593
