unique_path_id,in_nominal_path_support,grid_max_wind_mps,grid_cumulative_excess_mps,road_max_wind_mps,road_cumulative_excess_mps,D_Hres3h_mean_kg,D_Hres3h_max_kg,A0_pair_share,road_disconnection_share,formal_actual_loss,comparison_status
1,True,36.3659417229986,291.123635960367,36.3659417229986,100.189621748374,291.001827455473,390.03900390039,0.0176767676767677,0.3,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
2,True,36.878839612267,275.747805692285,36.878839612267,153.570111568169,153.383520170199,202.656629299294,0.0319444444444444,0.35,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
3,False,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,352.235223522352,571.966287537845,0.256565656565657,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
4,False,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,445.162698087991,573.057305730573,0.465025252525253,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
5,False,55.2436058969182,1074.22085335331,55.2436058969182,1013.63103256282,285.383083762922,314.758748602133,0.413383838383838,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
6,False,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,398.180727163625,607.969887897881,0.122348484848485,0.95,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
7,False,51.9667788761672,838.805694867216,51.9667788761672,619.379165631724,427.924610642882,607.969887897881,0.247853535353535,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
8,False,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,368.900526416278,582.876469465128,0.101262626262626,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
9,False,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,464.337342825192,607.969887897881,0.529040404040404,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
10,False,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,450.849630417587,582.876469465128,0.521969696969697,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
11,False,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282,368.436843684368,557.783051032376,0.401388888888889,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
12,False,51.9667788761672,873.122171719039,51.9667788761672,658.310949987845,437.798325287074,607.969887897881,0.218939393939394,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
13,False,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,424.76065788397,582.876469465128,0.314520202020202,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
14,False,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,419.155551918828,607.969887897881,0.310858585858586,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
15,False,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,317.036249079453,449.772249952268,0.0648989898989899,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
16,False,54.5213928208875,830.458372933781,54.5213928208875,731.937067993158,316.858958623135,557.783051032376,0.277272727272727,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
17,True,34.4243495781821,208.979264703489,34.4243495781821,49.001318754391,153.888116084336,232.114120502959,0.0055555555555555,0.35,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
18,False,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,551.564247333824,607.969887897881,0.496085858585859,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
19,False,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,566.933966123885,607.969887897881,0.643939393939394,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
20,False,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,568.147723863295,607.969887897881,0.639772727272727,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
21,True,45.9865692331103,749.315939082328,45.9865692331103,550.985858543264,322.27313640455,405.313258598587,0.206439393939394,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
22,True,45.9865692331103,1028.16751747007,45.9865692331103,850.923873395325,430.802171126203,582.876469465128,0.332828282828283,0.95,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
23,True,55.4697563798479,738.659603035644,55.4697563798479,612.769873153569,419.932902381147,463.955486457737,0.406313131313131,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
24,False,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,554.646373728282,607.969887897881,0.483207070707071,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
25,False,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,563.674549273109,607.969887897881,0.506944444444444,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
26,False,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702,539.508496304176,607.969887897881,0.245707070707071,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
27,False,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,520.033821563975,607.969887897881,0.336111111111111,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
28,False,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,515.887952431607,607.969887897881,0.341540404040404,1.0,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
29,False,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,549.327660038731,607.969887897881,0.25479797979798,0.85,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
30,False,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,527.930065733846,607.969887897881,0.278030303030303,0.8,,UNRESOLVED_NO_CANONICAL_FORMAL_PATH_DAC
