unique_path_id,a0,loc0,lfw0,a1,loc1,lfw1,a2,loc2,lfw2,a3,loc3,lfw3,path_probability,recomputed_path_probability,path_probability_abs_error,all_transitions_positive,minimum_component_transition_probability,is_observed_candidate,is_unobserved_candidate,nominal_record_count,in_nominal_path_support,formal_stream_identity_available,formal_three_period_DAC_status,sampling_coverage_R15000,highest_listed_level,listed_level_count,hit_grid_max,hit_grid_excess,hit_road_max,hit_road_excess
246,3,1,0,5,4,2,3,2,1,5,5,3,2.5e-15,2.5000000000000004e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.749999999929692e-11,q995,3,0,0,0,1
247,3,1,0,5,4,2,3,4,1,5,1,3,3.6e-15,3.600000000000001e-15,7.888609052210118e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,5.39999999985421e-11,q995,3,1,0,1,0
248,3,1,0,5,4,2,3,7,1,5,5,3,2.5e-15,2.5000000000000004e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.749999999929692e-11,q995,3,0,0,0,1
249,3,1,0,5,4,2,4,1,1,6,1,3,3.528e-14,3.528000000000001e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,5.29199999859983e-10,q995,3,1,0,1,0
250,3,1,0,5,4,2,4,4,1,6,1,3,3.528e-14,3.528000000000001e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,5.29199999859983e-10,q995,3,1,0,1,0
251,3,1,0,5,4,2,5,5,3,4,3,3,1.5210678e-08,1.5210678000000003e-08,3.308722450212111e-24,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00022813414518269752,q995,3,0,1,0,1
252,3,1,0,5,4,2,6,1,1,4,-2,3,9.6e-16,9.600000000000004e-16,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.4399999999896331e-11,q995,3,0,1,0,1
253,3,1,0,5,4,2,6,1,1,4,4,3,1.2e-15,1.2000000000000004e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.799999999983801e-11,q995,3,0,1,0,1
254,3,1,0,5,4,2,6,1,2,4,-2,1,9.6e-15,9.600000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.439999999896327e-10,q995,3,1,1,1,1
255,3,1,0,5,4,2,6,1,2,4,3,1,3.12e-14,3.120000000000001e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,4.679999998904953e-10,q995,3,0,1,0,0
256,3,1,0,5,4,2,6,1,2,4,4,1,1.2e-14,1.2000000000000003e-14,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.7999999998380111e-10,q995,3,0,1,0,0
257,3,1,0,5,4,2,6,1,2,4,4,2,4.8e-14,4.800000000000001e-14,1.262177448353619e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,7.19999999740817e-10,q995,3,0,1,0,1
258,3,1,0,5,4,2,6,1,2,6,1,2,3.2832e-12,3.2832000000000008e-12,8.077935669463161e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,4.9247998787398113e-08,q995,3,0,1,0,1
259,3,1,0,5,4,2,6,1,2,6,3,1,5.928e-13,5.928000000000002e-13,2.0194839173657902e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,8.891999960468803e-09,q995,3,0,1,0,1
260,3,1,0,5,4,2,6,1,2,6,4,1,2.28e-13,2.280000000000001e-13,1.0097419586828951e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.4199999941521898e-09,q995,3,0,1,0,1
261,3,1,0,5,4,2,6,1,2,6,4,2,9.12e-13,9.120000000000004e-13,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.3679999906435037e-08,q995,3,0,1,0,1
262,3,1,0,5,4,2,6,1,3,6,4,2,8.55e-13,8.550000000000003e-13,3.0292258760486853e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.282499991776517e-08,q995,3,0,1,0,1
263,3,1,0,5,4,2,6,2,1,4,-1,3,2.4e-15,2.4000000000000007e-15,7.888609052210118e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.5999999999352045e-11,q995,3,0,1,0,1
264,3,1,0,5,4,2,6,2,1,4,5,3,3e-15,3.0000000000000006e-15,7.888609052210118e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,4.499999999898756e-11,q995,3,0,1,0,1
265,3,1,0,5,4,2,6,2,1,6,-1,3,4.56e-14,4.560000000000001e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.839999997660876e-10,q995,3,0,1,0,1
266,3,1,0,5,4,2,6,2,1,6,5,3,5.7e-14,5.700000000000002e-14,2.524354896707238e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,8.549999996345118e-10,q995,3,0,1,0,1
267,3,1,0,5,4,2,6,3,1,4,0,3,5.28e-15,5.280000000000001e-15,1.5777218104420236e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,7.91999999968639e-11,q995,3,0,1,0,0
268,3,1,0,5,4,2,6,3,1,6,0,3,1.0032e-13,1.0032000000000002e-13,2.524354896707238e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.504799998867864e-09,q995,3,0,1,0,1
269,3,2,0,3,1,1,5,0,1,6,0,2,1.76877421875e-08,1.7687742187500014e-08,1.3234889800848443e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00026528094194564513,q995,3,1,1,1,1
270,3,2,0,3,1,2,5,0,1,5,3,2,4.71915755208333e-09,4.719157552083334e-09,4.1359030627651384e-24,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,7.078485808198278e-05,q995,3,1,1,1,0
271,3,2,0,4,-1,2,4,2,3,5,0,3,6.77062790697675e-09,6.770627906976746e-09,4.1359030627651384e-24,True,0.02,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00010155426196525476,q99,2,0,0,0,1
272,3,2,0,4,2,0,6,2,1,6,1,2,8.7607575e-08,8.760757499999999e-08,1.3234889800848443e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.0013132506132762576,q995,3,0,0,0,1
273,3,2,0,4,2,1,4,0,2,6,1,3,4.04024414062501e-07,4.040244140625007e-07,2.6469779601696886e-22,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.006042040449925938,q995,3,1,0,1,0
274,3,2,0,4,3,1,6,2,2,6,3,2,1.84338e-07,1.8433800000000007e-07,7.940933880509066e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.0027612509691054186,q995,3,0,0,0,1
275,3,2,0,5,1,2,3,4,1,5,1,3,4.4e-15,4.400000000000001e-15,1.5777218104420236e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.599999999782215e-11,q995,3,1,0,1,0
276,3,2,0,5,1,2,6,1,2,6,1,2,6.500736e-11,6.500736000000002e-11,1.2924697071141057e-26,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,9.75109924611703e-07,q995,3,0,1,0,1
277,3,2,0,5,1,2,6,3,1,6,0,3,2.60832e-13,2.608320000000001e-13,1.0097419586828951e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.91247999234676e-09,q995,3,0,1,0,1
278,3,2,0,5,1,2,6,4,2,6,1,2,4.0128e-12,4.012800000000002e-12,1.6155871338926322e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.019199818858236e-08,q995,3,0,1,0,1
279,3,2,0,5,2,1,6,3,2,5,4,2,2.85768e-08,2.8576800000000014e-08,1.3234889800848443e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00042856014797910236,q995,3,1,1,1,1
280,3,2,0,5,2,2,4,-1,2,4,2,3,8.97999069767442e-10,8.979990697674419e-10,1.0339757656912846e-25,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,1.3469895332704853e-05,q99,2,1,1,1,1
281,3,2,0,5,4,2,3,1,1,5,-2,3,2.08e-15,2.080000000000001e-15,1.1832913578315177e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.119999999951331e-11,q995,3,1,0,1,0
282,3,2,0,5,4,2,6,1,2,6,1,2,8.53632e-12,8.536320000000002e-12,1.6155871338926322e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.2804479180281144e-07,q995,3,0,1,0,1
283,3,2,0,5,4,2,6,1,2,6,4,1,5.928e-13,5.928000000000003e-13,3.0292258760486853e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,8.891999960468803e-09,q995,3,0,1,0,1
284,3,2,0,5,4,2,6,1,2,6,4,2,2.3712e-12,2.371200000000001e-12,1.2116903504194741e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.556799936750086e-08,q995,3,0,1,0,1
285,3,2,0,5,4,2,6,2,1,4,5,3,7.8e-15,7.800000000000004e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1699999999315594e-10,q995,3,0,1,0,1
286,3,2,0,5,4,2,6,2,1,6,5,3,1.482e-13,1.482000000000001e-13,1.0097419586828951e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.2229999975293003e-09,q995,3,0,1,0,0
287,3,2,0,5,5,2,3,2,1,5,-1,3,8e-16,8.000000000000003e-16,2.9582283945787943e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1999999999928002e-11,q995,3,1,1,1,1
288,3,2,0,5,5,2,3,2,1,5,1,3,4.4e-15,4.400000000000001e-15,1.5777218104420236e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.599999999782215e-11,q995,3,1,0,1,0
289,3,2,0,5,5,2,3,2,1,5,5,3,1e-15,1.0000000000000003e-15,1.9721522630525295e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.499999999988751e-11,q995,3,0,0,0,1
290,3,2,0,5,5,2,4,2,1,6,-1,3,7.84e-15,7.840000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.175999999930856e-10,q995,3,1,0,1,1
291,3,2,0,5,5,2,4,2,1,6,1,3,4.312e-14,4.312000000000001e-14,1.262177448353619e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.467999997908388e-10,q995,3,1,0,1,0
292,3,2,0,5,5,2,4,2,1,6,5,3,9.8e-15,9.800000000000001e-15,1.5777218104420236e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.469999999891962e-10,q995,3,0,1,0,1
293,3,2,0,5,5,2,4,4,1,6,1,3,4.312e-14,4.312000000000001e-14,1.262177448353619e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.467999997908388e-10,q995,3,1,0,1,0
294,3,2,0,5,5,2,6,2,1,4,-1,3,9.6e-16,9.600000000000004e-16,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.4399999999896331e-11,q995,3,0,1,0,1
295,3,2,0,5,5,2,6,2,1,4,5,3,1.2e-15,1.2000000000000004e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.799999999983801e-11,q995,3,0,1,0,1
296,3,2,0,5,5,2,6,2,1,6,-1,3,1.824e-14,1.8240000000000006e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.73599999962574e-10,q995,3,0,1,0,1
297,3,2,0,5,5,2,6,2,1,6,5,3,2.28e-14,2.280000000000001e-14,9.466330862652142e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.4199999994152185e-10,q995,3,0,1,0,1
298,3,2,0,5,5,2,6,2,2,4,-1,1,9.6e-15,9.600000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.439999999896327e-10,q995,3,1,0,1,1
299,3,2,0,5,5,2,6,2,2,6,4,2,2.3712e-12,2.3712000000000006e-12,8.077935669463161e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.556799936750086e-08,q995,3,0,1,0,1
300,3,2,0,5,5,2,6,2,2,6,5,2,9.12e-13,9.120000000000004e-13,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.3679999906435037e-08,q995,3,0,1,0,1
301,3,2,0,5,5,2,6,3,1,4,0,3,2.4e-15,2.4000000000000007e-15,7.888609052210118e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.5999999999352045e-11,q995,3,0,1,0,0
302,3,2,0,5,5,2,6,3,1,4,5,3,7.8e-15,7.800000000000002e-15,1.5777218104420236e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1699999999315594e-10,q995,3,0,0,0,1
303,3,2,0,5,5,2,6,3,1,6,0,3,4.56e-14,4.560000000000001e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,6.839999997660876e-10,q995,3,0,1,0,1
304,3,2,0,5,5,2,6,3,2,4,0,1,2.4e-14,2.4000000000000005e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.599999999352043e-10,q995,3,1,0,1,0
305,3,3,0,3,4,1,4,3,2,6,2,2,2.4457125e-07,2.445712500000002e-07,2.117582368135751e-22,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.003661848219934563,q995,3,1,0,1,0
306,3,3,0,4,4,1,6,3,2,5,1,3,3.898125e-07,3.898125000000001e-07,1.0587911840678754e-22,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.005830127102366057,q995,3,1,0,1,0
307,3,3,0,4,6,1,6,4,3,5,4,3,1.92375e-09,1.9237500000000005e-09,4.1359030627651384e-25,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,2.8855833690177932e-05,q995,3,1,0,1,0
308,3,3,0,5,0,2,3,3,1,5,0,3,8.33333333333333e-16,8.333333333333331e-16,9.860761315262648e-32,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.2499999999921877e-11,q995,3,0,1,0,1
309,3,3,0,5,0,2,4,3,1,6,0,3,8.16666666666667e-15,8.166666666666666e-15,4.733165431326071e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.2249999999249744e-10,q995,3,0,0,0,1
310,3,3,0,5,0,2,6,3,1,4,0,3,1e-15,9.999999999999997e-16,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.499999999988751e-11,q995,3,0,1,0,1
311,3,3,0,5,0,2,6,3,1,6,0,3,1.9e-14,1.8999999999999992e-14,9.466330862652142e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.8499999995939024e-10,q995,3,0,1,0,1
312,3,3,0,5,0,2,6,3,2,6,0,2,7.6e-13,7.599999999999996e-13,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1399999935024332e-08,q995,3,0,1,0,1
313,3,3,0,5,1,0,6,1,1,6,0,1,1.4017212e-09,1.4017212e-09,0.0,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,2.1025596973773765e-05,q995,3,1,1,1,1
314,3,3,0,5,1,2,3,4,1,5,1,3,2e-15,2.0000000000000005e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.999999999955003e-11,q995,3,1,0,1,0
315,3,3,0,5,1,2,5,0,3,5,0,3,1.77896750625e-07,1.7789675062500003e-07,2.6469779601696886e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.0026648943447668562,q995,3,0,1,0,1
316,3,3,0,5,1,2,6,1,2,6,1,2,2.95488e-11,2.954880000000001e-11,6.462348535570529e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,4.432319017792601e-07,q995,3,0,1,0,1
317,3,3,0,5,1,2,6,3,1,4,0,3,6.24e-15,6.240000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,9.35999999956198e-11,q995,3,0,1,0,1
318,3,3,0,5,1,2,6,3,1,6,0,3,1.1856e-13,1.1856000000000003e-13,2.524354896707238e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.7783999984187518e-09,q995,3,0,1,0,1
319,3,3,0,5,1,2,6,4,1,4,1,3,2.4e-15,2.4000000000000007e-15,7.888609052210118e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.5999999999352045e-11,q995,3,0,0,0,1
320,3,3,0,5,1,2,6,4,1,6,1,2,1.71e-12,1.7100000000000004e-12,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.5649999671060682e-08,q995,3,0,1,0,1
321,3,3,0,5,1,2,6,4,2,6,1,2,1.824e-12,1.8240000000000003e-12,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.7359999625740158e-08,q995,3,0,1,0,1
322,3,3,0,5,1,2,6,4,2,6,2,1,1.14e-12,1.1400000000000004e-12,4.0389678347315804e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.7099999853804748e-08,q995,3,0,1,0,1
323,3,3,0,5,2,2,5,1,3,3,-2,3,2.1463464e-09,2.1463464000000006e-09,8.271806125530277e-25,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,3.219467777478901e-05,q995,3,0,0,0,1
324,3,3,0,5,2,2,5,4,2,5,7,3,1.29833418e-08,1.2983341800000004e-08,4.963083675318166e-24,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00019473116568903223,q995,3,0,1,0,1
325,3,3,0,5,4,2,6,1,2,6,1,2,1.838592e-11,1.8385920000000004e-11,3.2311742677852644e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.7578876197280777e-07,q995,3,0,1,0,1
326,3,3,0,5,5,2,6,2,1,4,0,3,6.24e-15,6.240000000000002e-15,2.3665827156630354e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,9.35999999956198e-11,q995,3,0,1,0,0
327,3,3,0,5,5,2,6,2,1,4,5,3,3.12e-15,3.120000000000001e-15,1.1832913578315177e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,4.679999999890495e-11,q995,3,0,1,0,1
328,3,3,0,5,5,2,6,2,1,6,5,3,5.928e-14,5.928000000000003e-14,2.524354896707238e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,8.89199999604688e-10,q995,3,0,1,0,1
329,3,3,0,5,6,2,3,3,1,5,0,3,8e-16,8.000000000000003e-16,2.9582283945787943e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1999999999928002e-11,q995,3,1,1,1,1
330,3,3,0,5,6,2,3,3,1,5,1,3,2e-15,2.0000000000000005e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.999999999955003e-11,q995,3,1,0,1,0
331,3,3,0,5,6,2,3,4,1,5,1,3,2e-15,2.0000000000000005e-15,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.999999999955003e-11,q995,3,1,0,1,0
332,3,3,0,5,6,2,4,3,1,6,0,3,7.84e-15,7.840000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.175999999930856e-10,q995,3,1,0,1,1
333,3,3,0,5,6,2,4,3,1,6,1,3,1.96e-14,1.9600000000000003e-14,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.9399999995678485e-10,q995,3,1,0,1,0
334,3,3,0,5,6,2,6,3,1,4,0,3,9.6e-16,9.600000000000004e-16,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.4399999999896331e-11,q995,3,0,1,0,0
335,3,3,0,5,6,2,6,3,1,6,0,3,1.824e-14,1.8240000000000006e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.73599999962574e-10,q995,3,0,1,0,1
336,3,3,0,5,6,2,6,3,2,4,0,1,9.6e-15,9.600000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.439999999896327e-10,q995,3,1,0,1,0
337,3,4,0,3,3,1,4,4,2,6,1,2,4.44675e-08,4.446750000000003e-08,3.3087224502121107e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.0006667901114340842,q995,3,1,0,1,0
338,3,4,0,4,1,1,4,3,2,6,2,2,2.3477025e-08,2.3477025000000017e-08,1.6543612251060553e-23,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.00035209337970627813,q995,3,1,0,1,0
339,3,4,0,4,2,1,6,3,2,5,3,3,3.189375e-07,3.1893750000000017e-07,1.5881867761018131e-22,True,0.005,True,False,1,True,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD,0.0047726378594692915,q995,3,1,0,1,0
340,3,4,0,5,1,2,3,3,1,5,0,3,2.08e-15,2.080000000000001e-15,1.1832913578315177e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.119999999951331e-11,q995,3,0,0,0,1
341,3,4,0,5,1,2,3,4,1,5,1,3,8e-16,8.000000000000003e-16,2.9582283945787943e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.1999999999928002e-11,q995,3,1,1,1,1
342,3,4,0,5,1,2,6,1,2,4,-2,1,3.456e-14,3.456000000000001e-14,1.262177448353619e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,5.183999998656396e-10,q995,3,0,0,0,1
343,3,4,0,5,1,2,6,1,2,6,1,2,1.181952e-11,1.1819520000000003e-11,3.2311742677852644e-27,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.7729278428468024e-07,q995,3,0,1,0,1
344,3,4,0,5,1,2,6,2,1,4,5,3,6.72e-15,6.7200000000000035e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.0079999999492003e-10,q995,3,0,0,0,1
345,3,4,0,5,1,2,6,3,1,4,0,3,2.496e-15,2.496000000000001e-15,1.1832913578315177e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,3.743999999929917e-11,q995,3,0,1,0,1
346,3,4,0,5,1,2,6,3,1,4,5,3,8.112e-15,8.112000000000004e-15,4.733165431326071e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.2167999999259747e-10,q995,3,0,0,0,1
347,3,4,0,5,1,2,6,3,1,6,0,3,4.7424e-14,4.742400000000002e-14,1.8932661725304283e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,7.113599997470004e-10,q995,3,0,1,0,1
348,3,4,0,5,1,2,6,4,1,4,1,3,9.6e-16,9.600000000000004e-16,3.944304526105059e-31,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.4399999999896331e-11,q995,3,0,1,0,1
349,3,4,0,5,1,2,6,4,1,6,1,2,6.84e-13,6.840000000000002e-13,2.0194839173657902e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.025999994736971e-08,q995,3,0,1,0,1
350,3,4,0,5,1,2,6,4,1,6,1,3,1.824e-14,1.8240000000000006e-14,6.310887241768095e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,2.73599999962574e-10,q995,3,0,1,0,0
351,3,4,0,5,1,2,6,4,2,4,1,1,9.6e-15,9.600000000000003e-15,3.1554436208840472e-30,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.439999999896327e-10,q995,3,0,1,0,1
352,3,4,0,5,1,2,6,4,2,4,1,2,3.84e-14,3.840000000000001e-14,1.262177448353619e-29,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,5.759999998341231e-10,q995,3,0,1,0,1
353,3,4,0,5,1,2,6,4,2,6,1,2,7.296e-13,7.296000000000001e-13,1.0097419586828951e-28,True,0.005,False,True,0,False,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY,1.0943999940118427e-08,q995,3,0,1,0,1
