unique_path_id,a0,loc0,lfw0,is_observed_candidate,is_unobserved_candidate,nominal_record_count,in_nominal_path_support,path_id,scenario_id_in_state,joint_stream_position,wind_seed,resistance_seed,formal_stream_identity_available,formal_three_period_DAC_status
478,4,1,0,True,False,1,True,2673.0,2673.0,1319.0,351761008.0,21760768.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
479,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
480,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
481,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
482,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
483,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
484,4,1,0,True,False,1,True,13100.0,13100.0,4349.0,351761008.0,21760768.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
485,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
486,4,1,0,True,False,1,True,11995.0,11995.0,4791.0,351761008.0,21760768.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
487,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
488,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
489,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
490,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
491,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
492,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
493,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
494,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
495,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
496,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
497,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
498,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
499,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
500,4,1,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
501,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
502,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
503,4,2,0,True,False,1,True,12314.0,12314.0,13100.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
504,4,2,0,True,False,1,True,3797.0,3797.0,11526.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
505,4,2,0,True,False,1,True,13036.0,13036.0,7758.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
506,4,2,0,True,False,1,True,2627.0,2627.0,8967.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
507,4,2,0,True,False,1,True,13660.0,13660.0,4084.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
508,4,2,0,True,False,1,True,5544.0,5544.0,5131.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
509,4,2,0,True,False,1,True,7566.0,7566.0,3171.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
510,4,2,0,True,False,1,True,7523.0,7523.0,4800.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
511,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
512,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
513,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
514,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
515,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
