unique_path_id,a0,loc0,lfw0,in_nominal_path_support,path_probability,sampling_coverage_R15000,absence_probability_R15000,absence_interpretation
279,3,2,0,True,2.85768e-08,0.00042856014797910236,0.9995714398520209,appeared once in the realized nominal sample
280,3,2,0,True,8.97999069767442e-10,1.3469895332704853e-05,0.9999865301046673,appeared once in the realized nominal sample
281,3,2,0,False,2.08e-15,3.119999999951331e-11,0.9999999999688,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
282,3,2,0,False,8.53632e-12,1.2804479180281144e-07,0.9999998719552082,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
283,3,2,0,False,5.928e-13,8.891999960468803e-09,0.9999999911080001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
284,3,2,0,False,2.3712e-12,3.556799936750086e-08,0.9999999644320007,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
285,3,2,0,False,7.8e-15,1.1699999999315594e-10,0.999999999883,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
286,3,2,0,False,1.482e-13,2.2229999975293003e-09,0.999999997777,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
287,3,2,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
288,3,2,0,False,4.4e-15,6.599999999782215e-11,0.999999999934,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
289,3,2,0,False,1e-15,1.499999999988751e-11,0.999999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
290,3,2,0,False,7.84e-15,1.175999999930856e-10,0.9999999998824,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
291,3,2,0,False,4.312e-14,6.467999997908388e-10,0.9999999993532,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
292,3,2,0,False,9.8e-15,1.469999999891962e-10,0.999999999853,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
293,3,2,0,False,4.312e-14,6.467999997908388e-10,0.9999999993532,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
294,3,2,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
295,3,2,0,False,1.2e-15,1.799999999983801e-11,0.999999999982,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
296,3,2,0,False,1.824e-14,2.73599999962574e-10,0.9999999997264,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
297,3,2,0,False,2.28e-14,3.4199999994152185e-10,0.999999999658,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
298,3,2,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
299,3,2,0,False,2.3712e-12,3.556799936750086e-08,0.9999999644320007,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
300,3,2,0,False,9.12e-13,1.3679999906435037e-08,0.9999999863200001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
301,3,2,0,False,2.4e-15,3.5999999999352045e-11,0.999999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
302,3,2,0,False,7.8e-15,1.1699999999315594e-10,0.999999999883,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
303,3,2,0,False,4.56e-14,6.839999997660876e-10,0.999999999316,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
304,3,2,0,False,2.4e-14,3.599999999352043e-10,0.99999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
305,3,3,0,True,2.4457125e-07,0.003661848219934563,0.9963381517800655,appeared once in the realized nominal sample
306,3,3,0,True,3.898125e-07,0.005830127102366057,0.9941698728976339,appeared once in the realized nominal sample
307,3,3,0,True,1.92375e-09,2.8855833690177932e-05,0.9999711441663098,appeared once in the realized nominal sample
308,3,3,0,False,8.33333333333333e-16,1.2499999999921877e-11,0.9999999999875,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
309,3,3,0,False,8.16666666666667e-15,1.2249999999249744e-10,0.9999999998775,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
310,3,3,0,False,1e-15,1.499999999988751e-11,0.999999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
311,3,3,0,False,1.9e-14,2.8499999995939024e-10,0.999999999715,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
312,3,3,0,False,7.6e-13,1.1399999935024332e-08,0.9999999886000001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
313,3,3,0,True,1.4017212e-09,2.1025596973773765e-05,0.9999789744030262,appeared once in the realized nominal sample
314,3,3,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
315,3,3,0,True,1.77896750625e-07,0.0026648943447668562,0.9973351056552331,appeared once in the realized nominal sample
316,3,3,0,False,2.95488e-11,4.432319017792601e-07,0.9999995567680983,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
317,3,3,0,False,6.24e-15,9.35999999956198e-11,0.9999999999064,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
318,3,3,0,False,1.1856e-13,1.7783999984187518e-09,0.9999999982216,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
319,3,3,0,False,2.4e-15,3.5999999999352045e-11,0.999999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
320,3,3,0,False,1.71e-12,2.5649999671060682e-08,0.9999999743500003,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
321,3,3,0,False,1.824e-12,2.7359999625740158e-08,0.9999999726400004,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
322,3,3,0,False,1.14e-12,1.7099999853804748e-08,0.9999999829000001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
323,3,3,0,True,2.1463464e-09,3.219467777478901e-05,0.9999678053222252,appeared once in the realized nominal sample
324,3,3,0,True,1.29833418e-08,0.00019473116568903223,0.999805268834311,appeared once in the realized nominal sample
325,3,3,0,False,1.838592e-11,2.7578876197280777e-07,0.9999997242112381,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
326,3,3,0,False,6.24e-15,9.35999999956198e-11,0.9999999999064,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
327,3,3,0,False,3.12e-15,4.679999999890495e-11,0.9999999999532,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
328,3,3,0,False,5.928e-14,8.89199999604688e-10,0.9999999991108,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
329,3,3,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
330,3,3,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
331,3,3,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
332,3,3,0,False,7.84e-15,1.175999999930856e-10,0.9999999998824,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
333,3,3,0,False,1.96e-14,2.9399999995678485e-10,0.999999999706,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
334,3,3,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
335,3,3,0,False,1.824e-14,2.73599999962574e-10,0.9999999997264,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
336,3,3,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
337,3,4,0,True,4.44675e-08,0.0006667901114340842,0.9993332098885659,appeared once in the realized nominal sample
338,3,4,0,True,2.3477025e-08,0.00035209337970627813,0.9996479066202937,appeared once in the realized nominal sample
339,3,4,0,True,3.189375e-07,0.0047726378594692915,0.9952273621405308,appeared once in the realized nominal sample
340,3,4,0,False,2.08e-15,3.119999999951331e-11,0.9999999999688,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
341,3,4,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
342,3,4,0,False,3.456e-14,5.183999998656396e-10,0.9999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
343,3,4,0,False,1.181952e-11,1.7729278428468024e-07,0.9999998227072158,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
344,3,4,0,False,6.72e-15,1.0079999999492003e-10,0.9999999998992,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
345,3,4,0,False,2.496e-15,3.743999999929917e-11,0.99999999996256,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
346,3,4,0,False,8.112e-15,1.2167999999259747e-10,0.99999999987832,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
347,3,4,0,False,4.7424e-14,7.113599997470004e-10,0.99999999928864,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
348,3,4,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
349,3,4,0,False,6.84e-13,1.025999994736971e-08,0.99999998974,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
350,3,4,0,False,1.824e-14,2.73599999962574e-10,0.9999999997264,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
351,3,4,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
352,3,4,0,False,3.84e-14,5.759999998341231e-10,0.999999999424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
353,3,4,0,False,7.296e-13,1.0943999940118427e-08,0.9999999890560001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
354,3,4,0,False,4.56e-13,6.83999997660876e-09,0.99999999316,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
355,3,4,0,False,3.456e-14,5.183999998656396e-10,0.9999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
356,3,4,0,False,1.181952e-11,1.7729278428468024e-07,0.9999998227072158,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
357,3,4,0,True,7.303296e-11,1.0954937999862324e-06,0.9999989045062,appeared once in the realized nominal sample
358,3,4,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
359,3,4,0,False,7.84e-15,1.175999999930856e-10,0.9999999998824,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
360,3,5,0,True,1.3047034e-08,0.0001956863622023297,0.9998043136377976,appeared once in the realized nominal sample
361,3,5,0,True,6.5690625e-08,0.000984874100197346,0.9990151258998027,appeared once in the realized nominal sample
362,3,5,0,True,2.0010375e-08,0.00030011058580927107,0.9996998894141907,appeared once in the realized nominal sample
363,3,5,0,True,8.9718354e-09,0.00013456847645390858,0.9998654315235461,appeared once in the realized nominal sample
364,3,5,0,True,7.59375e-09,0.0001138997633618523,0.9998861002366382,appeared once in the realized nominal sample
365,3,5,0,True,1.069453125e-07,0.0016028937646621775,0.9983971062353378,appeared once in the realized nominal sample
366,3,5,0,True,5.5130625e-07,0.008235496980154846,0.9917645030198452,appeared once in the realized nominal sample
367,3,5,0,True,3.86820622222222e-09,5.8021410138426495e-05,0.9999419785898616,appeared once in the realized nominal sample
368,3,5,0,False,2.08e-15,3.119999999951331e-11,0.9999999999688,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
369,3,5,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
370,3,5,0,False,2.496e-15,3.743999999929917e-11,0.99999999996256,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
371,3,5,0,False,2.496e-14,3.74399999929917e-10,0.9999999996256,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
372,3,5,0,False,1.89696e-12,2.8454399595200555e-08,0.9999999715456004,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
373,3,5,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
374,3,5,0,False,1.2e-15,1.799999999983801e-11,0.999999999982,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
375,3,5,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
376,3,5,0,False,3.84e-14,5.759999998341231e-10,0.999999999424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
377,3,5,0,False,2.4e-14,3.599999999352043e-10,0.99999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
378,3,5,0,False,7.296e-13,1.0943999940118427e-08,0.9999999890560001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
379,3,5,0,False,3.6e-14,5.399999998542097e-10,0.99999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
380,3,5,0,False,6.84e-13,1.025999994736971e-08,0.99999998974,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
381,3,5,0,True,4.118352336e-08,0.0006175620931056028,0.9993824379068944,appeared once in the realized nominal sample
382,3,5,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
383,3,5,0,True,5.2837092e-08,0.0007922424110708919,0.9992077575889291,appeared once in the realized nominal sample
384,3,5,0,True,1.30977e-07,0.0019627264570399906,0.99803727354296,appeared once in the realized nominal sample
385,3,5,0,False,4.224e-14,6.335999997992888e-10,0.9999999993664,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
386,3,5,0,False,1.444608e-11,2.166911765240288e-07,0.9999997833088234,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
387,3,5,0,False,4.0128e-12,6.019199818858236e-08,0.9999999398080018,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
388,3,5,0,False,2.508e-13,3.76199999292415e-09,0.999999996238,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
389,3,5,0,False,4.41408e-13,6.621119978081846e-09,0.99999999337888,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
390,3,5,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
391,3,5,0,False,3.528e-14,5.29199999859983e-10,0.9999999994708,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
392,3,5,0,False,3.456e-15,5.183999999865639e-11,0.99999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
393,3,5,0,False,8.64e-15,1.2959999999160249e-10,0.9999999998704,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
394,3,5,0,False,4.32e-15,6.479999999790061e-11,0.9999999999352,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
395,3,5,0,False,6.5664e-14,9.849599995149594e-10,0.99999999901504,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
396,3,5,0,False,8.208e-14,1.2311999992421237e-09,0.9999999987688,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
397,3,5,0,False,8.64e-15,1.2959999999160249e-10,0.9999999998704,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
398,3,5,0,False,1.6416e-13,2.4623999969684952e-09,0.9999999975376,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
399,3,5,0,False,2.08e-15,3.119999999951331e-11,0.9999999999688,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
400,3,5,0,False,2.0384e-14,3.0575999995325854e-10,0.99999999969424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
401,3,6,0,True,2.258025e-09,3.386980144356343e-05,0.9999661301985564,appeared once in the realized nominal sample
402,3,6,0,True,4.455e-10,6.682477673635127e-06,0.9999933175223263,appeared once in the realized nominal sample
403,3,6,0,True,2.027025e-08,0.00030400753342378015,0.9996959924665763,appeared once in the realized nominal sample
404,3,6,0,False,4.48e-15,6.719999999774223e-11,0.9999999999328,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
405,3,6,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
406,3,6,0,False,9.999999999999989e-16,1.4999999999887494e-11,0.999999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
407,3,6,0,False,1e-14,1.4999999998875073e-10,0.99999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
408,3,6,0,False,7.125e-13,1.068749994289248e-08,0.9999999893125,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
409,3,6,0,False,1.92e-14,2.8799999995853074e-10,0.999999999712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
410,3,6,0,False,3.456e-15,5.183999999865639e-11,0.99999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
411,3,6,0,False,6.5664e-14,9.849599995149594e-10,0.99999999901504,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
412,3,6,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
413,3,6,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
414,3,6,0,False,1.71e-12,2.5649999671060682e-08,0.9999999743500003,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
415,3,6,0,False,5e-15,7.499999999718769e-11,0.999999999925,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
416,3,6,0,False,5e-15,7.499999999718769e-11,0.999999999925,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
417,3,6,0,False,1.92e-15,2.8799999999585308e-11,0.9999999999712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
418,3,6,0,False,2.4e-15,3.5999999999352045e-11,0.999999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
419,3,6,0,False,1.92e-14,2.8799999995853074e-10,0.999999999712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
420,3,6,0,False,6.24e-14,9.359999995619813e-10,0.9999999990640001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
421,3,6,0,False,2.4e-14,3.599999999352043e-10,0.99999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
422,3,6,0,False,6.5664e-12,9.849599514959255e-08,0.9999999015040049,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
423,3,6,0,False,1.1856e-12,1.7783999841875213e-08,0.9999999822160002,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
424,3,6,0,False,4.56e-13,6.83999997660876e-09,0.99999999316,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
425,3,6,0,False,1.824e-12,2.7359999625740158e-08,0.9999999726400004,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
426,3,6,0,False,1.71e-12,2.5649999671060682e-08,0.9999999743500003,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
427,3,6,0,False,4.8e-15,7.199999999740816e-11,0.999999999928,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
428,3,6,0,False,6e-15,8.999999999595027e-11,0.99999999991,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
429,3,6,0,False,1.14e-13,1.7099999985380477e-09,0.99999999829,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
430,3,6,0,False,1.056e-14,1.5839999998745554e-10,0.9999999998416,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
431,3,6,0,False,2.0064e-13,3.0095999954714554e-09,0.9999999969904,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
432,3,6,0,True,1.7302799745e-05,0.22859692086935995,0.7714030791306401,appeared once in the realized nominal sample
433,3,6,0,False,4.4e-15,6.599999999782215e-11,0.999999999934,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
434,3,6,0,False,4.224e-15,6.335999999799289e-11,0.99999999993664,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
435,3,6,0,False,5.28e-15,7.91999999968639e-11,0.9999999999208,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
436,3,6,0,False,1.0032e-13,1.504799998867864e-09,0.9999999984952,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
437,3,6,0,False,3.456e-15,5.183999999865639e-11,0.99999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
438,3,6,0,False,6.5664e-14,9.849599995149594e-10,0.99999999901504,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
439,3,6,0,False,3.456e-14,5.183999998656396e-10,0.9999999994816,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
440,3,6,0,False,4.48e-15,6.719999999774223e-11,0.9999999999328,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
441,3,6,0,False,4.3904e-14,6.585599997831639e-10,0.99999999934144,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
442,3,7,0,True,6.158249999999991e-09,9.236948396092584e-05,0.999907630516039,appeared once in the realized nominal sample
443,3,7,0,True,1.00051875e-07,0.0014996525956395405,0.9985003474043604,appeared once in the realized nominal sample
444,3,7,0,True,1.477575e-08,0.00022161169213785964,0.9997783883078621,appeared once in the realized nominal sample
445,3,7,0,False,6.4e-16,9.599999999953925e-12,0.9999999999904,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
446,3,7,0,False,2.88e-15,4.3199999999066944e-11,0.9999999999568,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
447,3,7,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
448,3,7,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
449,3,7,0,False,2.8224e-14,4.233599999103891e-10,0.99999999957664,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
450,3,7,0,False,7.68e-16,1.1519999999933649e-11,0.99999999998848,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
451,3,7,0,False,1.92e-15,2.8799999999585308e-11,0.9999999999712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
452,3,7,0,False,9.6e-16,1.4399999999896331e-11,0.9999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
453,3,7,0,False,7.68e-15,1.1519999999336494e-10,0.9999999998848,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
454,3,7,0,False,2.496e-14,3.74399999929917e-10,0.9999999996256,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
455,3,7,0,False,9.6e-15,1.439999999896327e-10,0.999999999856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
456,3,7,0,False,3.84e-14,5.759999998341231e-10,0.999999999424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
457,3,7,0,False,2.62656e-12,3.939839922393479e-08,0.9999999606016008,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
458,3,7,0,False,4.7424e-13,7.113599974700035e-09,0.9999999928864001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
459,3,7,0,False,1.824e-13,2.735999996257402e-09,0.999999997264,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
460,3,7,0,False,7.296e-13,1.0943999940118427e-08,0.9999999890560001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
461,3,7,0,False,6.84e-13,1.025999994736971e-08,0.99999998974,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
462,3,7,0,False,1.92e-15,2.8799999999585308e-11,0.9999999999712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
463,3,7,0,False,2.4e-15,3.5999999999352045e-11,0.999999999964,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
464,3,7,0,False,3.648e-14,5.471999998502962e-10,0.9999999994528,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
465,3,7,0,False,4.56e-14,6.839999997660876e-10,0.999999999316,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
466,3,7,0,False,4.224e-15,6.335999999799289e-11,0.99999999993664,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
467,3,7,0,False,8.0256e-14,1.2038399992754329e-09,0.99999999879616,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
468,3,7,0,True,3.792096e-10,5.688127823618085e-06,0.9999943118721764,appeared once in the realized nominal sample
469,3,7,0,False,2.8224e-14,4.233599999103891e-10,0.99999999957664,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
470,4,1,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
471,4,1,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
472,4,1,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
473,4,1,0,True,1.03842659883721e-08,0.00015575186005378373,0.9998442481399462,appeared once in the realized nominal sample
474,4,1,0,True,3.1151249999999903e-09,4.672578338935657e-05,0.9999532742166106,appeared once in the realized nominal sample
475,4,1,0,True,1.01833654692e-07,0.0015263388563358574,0.9984736611436641,appeared once in the realized nominal sample
476,4,1,0,True,1.18832175e-07,0.0017808950520419864,0.9982191049479581,appeared once in the realized nominal sample
477,4,1,0,True,6.03095625e-07,0.00900564120267132,0.9909943587973287,appeared once in the realized nominal sample
478,4,1,0,True,9.38148750000001e-07,0.013973686731722296,0.9860263132682777,appeared once in the realized nominal sample
479,4,1,0,False,9.36e-15,1.403999999901446e-10,0.9999999998596,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
480,4,1,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
481,4,1,0,False,1.44e-13,2.1599999976673556e-09,0.99999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
482,4,1,0,False,5.184e-12,7.775999697689283e-08,0.999999922240003,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
483,4,1,0,False,3.3685632e-09,5.052717154457183e-05,0.9999494728284555,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
484,4,1,0,True,3.563746875e-07,0.0053313588567955,0.9946686411432045,appeared once in the realized nominal sample
485,4,1,0,False,2.6e-15,3.899999999923955e-11,0.999999999961,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
486,4,1,0,True,2.885625e-08,0.0004327500929008157,0.9995672499070992,appeared once in the realized nominal sample
487,4,1,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
488,4,1,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
489,4,1,0,False,4.4e-15,6.599999999782215e-11,0.999999999934,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
490,4,1,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
491,4,1,0,False,4e-14,5.99999999820012e-10,0.9999999994,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
492,4,1,0,False,3.75e-14,5.624999998418076e-10,0.9999999994375,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
493,4,1,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
494,4,1,0,False,2.5e-15,3.749999999929692e-11,0.9999999999625,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
