unique_path_id,a0,loc0,lfw0,in_nominal_path_support,path_probability,sampling_coverage_R15000,absence_probability_R15000,absence_interpretation
1,2,1,0,True,2.088326521875e-08,0.00031319992421238003,0.9996868000757876,appeared once in the realized nominal sample
2,2,1,0,True,6.206390775e-09,9.309152862861328e-05,0.9999069084713714,appeared once in the realized nominal sample
3,2,1,0,False,2.592e-15,3.8879999999244215e-11,0.99999999996112,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
4,2,1,0,False,1.0368e-13,1.5551999987907572e-09,0.9999999984448,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
5,2,1,0,False,2.7e-14,4.049999999179929e-10,0.999999999595,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
6,2,1,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
7,2,1,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
8,2,1,0,False,7.2e-16,1.0799999999941683e-11,0.9999999999892,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
9,2,1,0,False,1.0368e-13,1.5551999987907572e-09,0.9999999984448,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
10,2,1,0,False,2.88e-14,4.319999999066943e-10,0.999999999568,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
11,2,1,0,False,2.7e-14,4.049999999179929e-10,0.999999999595,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
12,2,1,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
13,2,1,0,False,1.8e-15,2.6999999999635524e-11,0.999999999973,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
14,2,1,0,False,3.168e-15,4.751999999887099e-11,0.99999999995248,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
15,2,1,0,False,7.2e-16,1.0799999999941683e-11,0.9999999999892,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
16,2,1,0,False,1.8e-15,2.6999999999635524e-11,0.999999999973,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
17,2,1,0,True,2.1756976744186e-10,3.2635411866208e-06,0.9999967364588134,appeared once in the realized nominal sample
18,2,1,0,False,4.8384e-13,7.257599973665377e-09,0.9999999927424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
19,2,1,0,False,4.43232e-11,6.648477790033516e-07,0.999999335152221,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
20,2,1,0,False,2.736e-12,4.103999915791536e-08,0.9999999589600008,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
21,2,1,0,True,1.846553436e-07,0.002765997968703145,0.9972340020312969,appeared once in the realized nominal sample
22,2,1,0,True,9.3665754e-07,0.013951630879894542,0.9860483691201054,appeared once in the realized nominal sample
23,2,1,0,True,6.912675e-08,0.0010363638894589024,0.9989636361105411,appeared once in the realized nominal sample
24,2,1,0,False,4.8384e-13,7.257599973665377e-09,0.9999999927424,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
25,2,1,0,False,1.344e-13,2.0159999979680073e-09,0.999999997984,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
26,2,1,0,False,6.72e-15,1.0079999999492003e-10,0.9999999998992,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
27,2,1,0,False,8.4e-15,1.259999999920625e-10,0.999999999874,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
28,2,1,0,False,1.4784e-14,2.2175999997541293e-10,0.99999999977824,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
29,2,1,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
30,2,1,0,False,1e-15,1.499999999988751e-11,0.999999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
31,2,1,0,False,8e-15,1.1999999999280048e-10,0.99999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
32,2,1,0,False,2.736e-12,4.103999915791536e-08,0.9999999589600008,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
33,2,1,0,False,7.6e-13,1.1399999935024332e-08,0.9999999886000001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
34,2,1,0,False,4.75e-14,7.124999997461889e-10,0.9999999992875,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
35,2,1,0,False,8.36e-14,1.2539999992137946e-09,0.999999998746,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
36,2,2,0,True,3.742931052e-08,0.0005612820905480902,0.9994387179094519,appeared once in the realized nominal sample
37,2,2,0,False,3.168e-15,4.751999999887099e-11,0.99999999995248,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
38,2,2,0,False,1.2672e-13,1.9007999981935996e-09,0.9999999980992,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
39,2,2,0,True,4.8244541860465e-08,0.0007234063607233971,0.9992765936392766,appeared once in the realized nominal sample
40,2,2,0,True,3.756324e-10,5.634470127371813e-06,0.9999943655298726,appeared once in the realized nominal sample
41,2,2,0,False,2.69568e-13,4.043519991825517e-09,0.99999999595648,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
42,2,2,0,False,7.488e-14,1.123199999369253e-09,0.9999999988768,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
43,2,2,0,True,6.37875e-09,9.5676673000322e-05,0.9999043233269996,appeared once in the realized nominal sample
44,2,2,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
45,2,2,0,False,3.168e-15,4.751999999887099e-11,0.99999999995248,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
46,2,2,0,False,7.2e-16,1.0799999999941683e-11,0.9999999999892,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
47,2,2,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
48,2,2,0,True,4.9063014e-08,0.000735674486785486,0.9992643255132145,appeared once in the realized nominal sample
49,2,2,0,False,5.9136e-13,8.870399960660623e-09,0.9999999911296,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
50,2,2,0,False,5.41728e-11,8.125916698692204e-07,0.9999991874083302,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
51,2,2,0,False,2.1736e-13,3.2603999946852504e-09,0.9999999967396,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
52,2,2,0,False,3.344e-12,5.0159998742071086e-08,0.9999999498400013,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
53,2,2,0,True,2.116688574e-07,0.003169998109393162,0.9968300018906069,appeared once in the realized nominal sample
54,2,2,0,True,3.0584736e-10,4.587699877174303e-06,0.9999954123001228,appeared once in the realized nominal sample
55,2,2,0,True,4.9063014e-08,0.000735674486785486,0.9992643255132145,appeared once in the realized nominal sample
56,2,2,0,False,3.4944e-13,5.241599986263731e-09,0.9999999947584001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
57,2,2,0,False,7.1136e-12,1.0670399430750792e-07,0.9999998932960057,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
58,2,2,0,False,1.976e-12,2.963999956076449e-08,0.9999999703600004,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
59,2,2,0,False,1.235e-13,1.852499998284236e-09,0.9999999981475,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
60,2,2,0,True,4.50613333333332e-10,6.7591771581820095e-06,0.9999932408228418,appeared once in the realized nominal sample
61,2,2,0,False,2.688e-15,4.03199999991872e-11,0.99999999995968,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
62,2,2,0,False,3.36e-15,5.039999999873001e-11,0.9999999999496,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
63,2,2,0,False,6.72e-15,1.0079999999492003e-10,0.9999999998992,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
64,2,2,0,False,1.52e-14,2.279999999740098e-10,0.999999999772,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
65,2,2,0,False,1.9e-14,2.8499999995939024e-10,0.999999999715,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
66,2,2,0,False,1.976e-12,2.963999956076449e-08,0.9999999703600004,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
67,2,2,0,False,7.6e-13,1.1399999935024332e-08,0.9999999886000001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
68,2,2,0,False,3.8e-14,5.699999998375609e-10,0.99999999943,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
69,2,3,0,False,6e-16,8.999999999959502e-12,0.999999999991,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
70,2,3,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
71,2,3,0,False,5.76e-14,8.63999999626777e-10,0.999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
72,2,3,0,False,1.872e-15,2.807999999960579e-11,0.99999999997192,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
73,2,3,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
74,2,3,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
75,2,3,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
76,2,3,0,False,5.76e-14,8.63999999626777e-10,0.999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
77,2,3,0,False,2.8e-15,4.199999999911806e-11,0.999999999958,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
78,2,3,0,False,1.5833333333333302e-14,2.374999999717983e-10,0.9999999997625,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
79,2,3,0,False,2.688e-13,4.031999991872029e-09,0.999999995968,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
80,2,3,0,False,2.4624e-11,3.6935993179115115e-07,0.9999996306400682,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
81,2,3,0,False,9.88e-14,1.4819999989019112e-09,0.999999998518,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
82,2,3,0,False,1.52e-12,2.279999974009733e-08,0.9999999772000002,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
83,2,3,0,True,7.4977056e-10,1.1246495161915286e-05,0.9999887535048381,appeared once in the realized nominal sample
84,2,3,0,True,5.05659e-09,7.58459737404562e-05,0.9999241540262596,appeared once in the realized nominal sample
85,2,3,0,False,1.53216e-11,2.2982397359222716e-07,0.9999997701760264,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
86,2,3,0,False,8.736e-15,1.3103999999141484e-10,0.99999999986896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
87,2,3,0,False,4.94e-14,7.409999997254778e-10,0.999999999259,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
88,2,3,0,False,2.688e-15,4.03199999991872e-11,0.99999999995968,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
89,2,3,0,False,1.52e-14,2.279999999740098e-10,0.999999999772,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
90,2,4,0,True,2.8334472656250103e-09,4.250080585974815e-05,0.9999574991941402,appeared once in the realized nominal sample
91,2,4,0,False,1.4976e-15,2.2463999999747698e-11,0.999999999977536,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
92,2,4,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
93,2,4,0,False,2.304e-14,3.455999999402843e-10,0.9999999996544,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
94,2,4,0,True,4.13437500000001e-08,0.0006199640056698494,0.9993800359943301,appeared once in the realized nominal sample
95,2,4,0,True,3.3960465e-08,0.0005092772579410159,0.999490722742059,appeared once in the realized nominal sample
96,2,4,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
97,2,4,0,False,2.304e-14,3.455999999402843e-10,0.9999999996544,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
98,2,4,0,False,6.9888e-15,1.0483199999450548e-10,0.999999999895168,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
99,2,4,0,False,1.0752e-13,1.6127999986995247e-09,0.9999999983872,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
100,2,4,0,False,9.8496e-12,1.4774398908658338e-07,0.999999852256011,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
101,2,4,0,False,3.952e-14,5.927999998243059e-10,0.9999999994072,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
102,2,4,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
103,2,4,0,False,6.08e-13,9.119999958415573e-09,0.99999999088,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
104,2,4,0,True,7.4844e-10,1.1226536986163217e-05,0.9999887734630138,appeared once in the realized nominal sample
105,2,4,0,True,4.075918e-09,6.113690118808049e-05,0.999938863098812,appeared once in the realized nominal sample
106,2,4,0,False,9.8496e-12,1.4774398908658338e-07,0.999999852256011,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
107,2,4,0,True,2.930799564e-07,0.004386550848073566,0.9956134491519264,appeared once in the realized nominal sample
108,2,4,0,True,1.01900106e-06,0.01516880062408087,0.9848311993759191,appeared once in the realized nominal sample
109,2,4,0,True,1.29691044e-06,0.01926566767225713,0.9807343323277429,appeared once in the realized nominal sample
110,2,5,0,True,5.58095484375e-08,0.0008367929432714497,0.9991632070567286,appeared once in the realized nominal sample
111,2,5,0,False,2.16e-14,3.2399999994751556e-10,0.999999999676,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
112,2,5,0,False,2.0736e-15,3.11039999995163e-11,0.999999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
113,2,5,0,False,3.2256e-15,4.8383999998829566e-11,0.999999999951616,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
114,2,5,0,False,1.4976e-15,2.2463999999747698e-11,0.999999999977536,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
115,2,5,0,False,5.9904e-14,8.985599995963218e-10,0.99999999910144,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
116,2,5,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
117,2,5,0,False,7.2e-16,1.0799999999941683e-11,0.9999999999892,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
118,2,5,0,False,2.304e-14,3.455999999402843e-10,0.9999999996544,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
119,2,5,0,False,2.16e-14,3.2399999994751556e-10,0.999999999676,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
120,2,5,0,False,7.92e-15,1.1879999999294375e-10,0.9999999998812,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
121,2,5,0,False,2.0736e-15,3.11039999995163e-11,0.999999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
122,2,5,0,False,2.592e-15,3.8879999999244215e-11,0.99999999996112,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
123,2,5,0,False,5.184e-15,7.77599999969769e-11,0.99999999992224,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
124,2,5,0,False,3.2256e-15,4.8383999998829566e-11,0.999999999951616,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
125,2,5,0,False,2.79552e-13,4.193279991208788e-09,0.99999999580672,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
126,2,5,0,False,1.5808e-12,2.3711999718889277e-08,0.9999999762880003,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
127,2,5,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
128,2,5,0,False,1e-15,1.499999999988751e-11,0.999999999985,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
129,2,5,0,False,6.08e-13,9.119999958415573e-09,0.99999999088,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
130,2,5,0,False,5.7e-13,8.549999963451187e-09,0.9999999914500001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
131,2,5,0,False,3.696e-14,5.543999998463306e-10,0.9999999994456,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
132,2,5,0,False,1.20384e-11,1.80575983697242e-07,0.9999998194240163,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
133,2,5,0,False,3.344e-12,5.0159998742071086e-08,0.9999999498400013,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
134,2,5,0,False,2.09e-13,3.1349999950862155e-09,0.999999996865,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
135,2,5,0,True,5.77368e-10,8.660482500305059e-06,0.9999913395174997,appeared once in the realized nominal sample
136,2,5,0,False,9.6768e-15,1.4515199998946614e-10,0.999999999854848,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
137,2,5,0,False,2.4192e-14,3.628799999341634e-10,0.99999999963712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
138,2,5,0,False,1.2096e-14,1.8143999998354086e-10,0.99999999981856,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
139,2,5,0,False,2.4192e-14,3.628799999341634e-10,0.99999999963712,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
140,2,5,0,False,5.472e-14,8.207999996631661e-10,0.9999999991792,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
141,2,5,0,False,6.84e-14,1.0259999994736972e-09,0.999999998974,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
142,2,5,0,False,1.368e-13,2.0519999978947885e-09,0.999999997948,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
143,2,6,0,True,3.00570515930667e-08,0.00045075416047680696,0.9995492458395232,appeared once in the realized nominal sample
144,2,6,0,True,1.10151657e-06,0.016387005584350283,0.9836129944156498,appeared once in the realized nominal sample
145,2,6,0,False,2.25e-14,3.3749999994305065e-10,0.9999999996625,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
146,2,6,0,False,5.4e-14,8.099999996719719e-10,0.99999999919,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
147,2,6,0,False,6e-16,8.999999999959502e-12,0.999999999991,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
148,2,6,0,False,2.25e-14,3.3749999994305065e-10,0.9999999996625,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
149,2,6,0,False,1.152e-15,1.7279999999850708e-11,0.99999999998272,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
150,2,6,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
151,2,6,0,False,2.0736e-13,3.110399995163029e-09,0.9999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
152,2,6,0,False,5.76e-14,8.63999999626777e-10,0.999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
153,2,6,0,False,2.0736e-15,3.11039999995163e-11,0.999999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
154,2,6,0,False,3.2256e-15,4.8383999998829566e-11,0.999999999951616,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
155,2,6,0,False,1.29024e-13,1.935359998127316e-09,0.99999999806464,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
156,2,6,0,False,5.76e-16,8.63999999996268e-12,0.99999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
157,2,6,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
158,2,6,0,False,7.2e-16,1.0799999999941683e-11,0.9999999999892,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
159,2,6,0,False,5.4e-14,8.099999996719719e-10,0.99999999919,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
160,2,6,0,True,9.4527e-10,1.4178949484447074e-05,0.9999858210505156,appeared once in the realized nominal sample
161,2,6,0,False,1.152e-15,1.7279999999850708e-11,0.99999999998272,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
162,2,6,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
163,2,6,0,False,2.0736e-13,3.110399995163029e-09,0.9999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
164,2,6,0,False,5.76e-14,8.63999999626777e-10,0.999999999136,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
165,2,6,0,False,3.6e-15,5.39999999985421e-11,0.999999999946,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
166,2,6,0,False,6.336e-15,9.503999999548398e-11,0.99999999990496,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
167,2,6,0,False,1.44e-15,2.1599999999766734e-11,0.9999999999784,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
168,2,6,0,False,3.168e-15,4.751999999887099e-11,0.99999999995248,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
169,2,6,0,False,2.0736e-15,3.11039999995163e-11,0.999999999968896,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
170,2,6,0,False,3.2256e-15,4.8383999998829566e-11,0.999999999951616,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
171,2,6,0,False,1.29024e-13,1.935359998127316e-09,0.99999999806464,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
172,2,6,0,True,1.95590131578947e-08,0.00029334216700826424,0.9997066578329917,appeared once in the realized nominal sample
173,2,6,0,False,9.6768e-15,1.4515199998946614e-10,0.999999999854848,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
174,2,6,0,False,8.33333333333333e-16,1.2499999999921877e-11,0.9999999999875,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
175,2,6,0,False,5.472e-14,8.207999996631661e-10,0.9999999991792,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
176,2,6,0,False,8e-16,1.1999999999928002e-11,0.999999999988,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
177,2,6,0,False,1.425e-12,2.1374999771569916e-08,0.9999999786250002,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
178,2,6,0,False,9.6768e-13,1.4515199894661506e-08,0.9999999854848001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
179,2,6,0,False,2.688e-13,4.031999991872029e-09,0.999999995968,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
180,2,6,0,False,1.68e-14,2.5199999996825013e-10,0.999999999748,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
181,2,6,0,False,2.9568e-14,4.435199999016515e-10,0.99999999955648,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
182,2,6,0,False,9.6768e-13,1.4515199894661506e-08,0.9999999854848001,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
183,2,6,0,False,1.6e-15,2.3999999999712016e-11,0.999999999976,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
184,2,6,0,False,2e-15,2.999999999955003e-11,0.99999999997,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
185,2,6,0,False,1.6e-14,2.3999999997120196e-10,0.99999999976,absence is plausible under its theoretical path probability; this does not create a formal D/A/C realization
