a0,loc0,lfw0,support_in_path_count,support_out_path_count,support_in_selected_path_probability_sum,support_out_selected_path_probability_sum,all_selected_path_probability_sum,interpretation
2,1,0,6,29,1.2177468593611918e-06,5.2132499999999994e-11,1.2177989918611918e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,2,0,9,24,4.029795808737983e-07,7.1189268e-11,4.0305077014179833e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,3,0,2,19,5.806360560000001e-09,4.205042533333334e-11,5.848410985333334e-09,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,4,0,8,12,2.691953476665625e-06,2.05107584e-11,2.691973987424025e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,5,0,2,31,5.6386916437499995e-08,1.91538208e-11,5.640607025829999e-08,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,6,0,6,47,1.4541186052509613e-06,1.2152769333333334e-11,1.4541307580202944e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
2,7,0,7,32,7.023131468024853e-07,4.0679136e-12,7.023172147160853e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,1,0,6,28,4.1497688927500006e-07,5.967856799999998e-11,4.1503656784300004e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,2,0,8,28,7.346223157788285e-07,8.446967200000001e-11,7.347067854508284e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,3,0,7,25,8.30735660025e-07,5.365660000000001e-11,8.30789316625e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,4,0,4,19,3.8695505796e-07,2.5721231999999997e-11,3.86980779192e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,5,0,11,30,1.0024310034822223e-06,2.3044687999999994e-11,1.0024540481702224e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,6,0,4,37,1.732577352e-05,1.5001868000000002e-11,1.7325788521868003e-05,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
3,7,0,4,24,1.2136508459999999e-07,5.015936000000001e-12,1.21370100536e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,1,0,8,23,2.1606405331803736e-06,3.64115686e-09,2.164281690040373e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,2,0,12,30,1.9866667392858623e-06,4.7524531600000005e-09,1.991419192445862e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,3,0,8,20,2.05098460851e-06,2.038058233333333e-09,2.053022666743333e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,4,0,11,12,2.8347077323913028e-06,8.151776800000001e-10,2.835522910071303e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,5,0,6,27,2.582752953e-06,1.32279012e-09,2.5840757431200006e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,6,0,8,26,7.0143568688e-07,6.320425933333333e-10,7.020677294733334e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
4,7,0,9,21,1.437086156000001e-06,2.5275851200000003e-10,1.437338914512001e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,1,0,11,23,6.559692044806976e-06,4.618907112e-09,6.564310951918977e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,2,0,10,29,7.414181798851898e-06,5.698438223999999e-09,7.419880237075897e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,3,0,14,15,9.39998969550891e-06,2.4455702800000003e-09,9.40243526578891e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,4,0,8,11,7.3260882324e-07,9.78212256e-10,7.335870354960001e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,5,0,6,24,1.021770689664e-06,1.5880997760000002e-09,1.0233587894399997e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,6,0,6,25,1.1520618289344001e-06,6.734074560000001e-10,1.1527352363904e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
5,7,0,5,20,5.7772863e-07,2.68009248e-10,5.77996639248e-07,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,1,0,10,23,9.191673992537944e-06,2.9253687606400006e-07,9.484210868601945e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,2,0,6,28,3.19560820336e-06,3.4939010019199995e-07,3.5449983035519998e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,3,0,6,21,4.308460776400011e-06,1.5511493917333334e-07,4.463575715573346e-06,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,4,0,9,13,5.754577669888001e-05,6.3372115264e-08,5.7609148814144e-05,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,5,0,10,24,1.34163831984e-05,1.0074773831039999e-07,1.35171309367104e-05,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,6,0,11,30,1.0432030104e-05,4.145092391893334e-08,1.0473481027918931e-05,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
6,7,0,10,28,2.67909034272e-05,1.6586592448e-08,2.6807490019648e-05,selected mutually exclusive path subset conditional on this initial state; not a complete extreme-event probability
