unique_path_id,a0,loc0,lfw0,a1,loc1,lfw1,a2,loc2,lfw2,a3,loc3,lfw3,initial_state_valid,all_stage_states_in_formal_space,all_transitions_positive,path_complete_no_nan,formal_three_period_DAC_recoverable,validity_status
427,3,6,0,5,4,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
428,3,6,0,5,4,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
429,3,6,0,5,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
430,3,6,0,5,4,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
431,3,6,0,5,4,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
432,3,6,0,5,5,1,5,4,2,5,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
433,3,6,0,5,5,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
434,3,6,0,5,5,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
435,3,6,0,5,5,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
436,3,6,0,5,5,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
437,3,6,0,5,6,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
438,3,6,0,5,6,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
439,3,6,0,5,6,2,6,3,2,4,0,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
440,3,6,0,5,7,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
441,3,6,0,5,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
442,3,7,0,2,5,0,3,3,1,5,4,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
443,3,7,0,3,6,1,4,7,1,6,5,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
444,3,7,0,4,4,1,4,2,2,6,2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
445,3,7,0,5,4,2,3,1,1,5,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
446,3,7,0,5,4,2,3,1,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
447,3,7,0,5,4,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
448,3,7,0,5,4,2,3,7,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
449,3,7,0,5,4,2,4,1,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
450,3,7,0,5,4,2,6,1,1,4,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
451,3,7,0,5,4,2,6,1,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
452,3,7,0,5,4,2,6,1,1,4,4,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
453,3,7,0,5,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
454,3,7,0,5,4,2,6,1,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
455,3,7,0,5,4,2,6,1,2,4,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
456,3,7,0,5,4,2,6,1,2,4,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
457,3,7,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
458,3,7,0,5,4,2,6,1,2,6,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
459,3,7,0,5,4,2,6,1,2,6,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
460,3,7,0,5,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
461,3,7,0,5,4,2,6,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
462,3,7,0,5,4,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
463,3,7,0,5,4,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
464,3,7,0,5,4,2,6,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
465,3,7,0,5,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
466,3,7,0,5,4,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
467,3,7,0,5,4,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
468,3,7,0,5,6,2,6,7,2,6,7,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
469,3,7,0,5,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
470,4,1,0,2,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
471,4,1,0,2,4,2,4,1,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
472,4,1,0,2,4,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
473,4,1,0,3,-1,0,4,0,1,6,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
474,4,1,0,3,3,1,5,1,2,6,-1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
475,4,1,0,4,1,0,4,2,1,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
476,4,1,0,6,0,2,6,1,3,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
477,4,1,0,6,1,1,6,0,2,6,0,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
478,4,1,0,6,1,1,6,0,2,6,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
479,4,1,0,6,1,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
480,4,1,0,6,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
481,4,1,0,6,1,2,4,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
482,4,1,0,6,1,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
483,4,1,0,6,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
484,4,1,0,6,3,1,6,3,2,6,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
485,4,1,0,6,3,2,4,6,1,6,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
486,4,1,0,6,4,1,6,4,2,5,2,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
487,4,1,0,6,4,2,4,1,1,6,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
488,4,1,0,6,4,2,4,1,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
489,4,1,0,6,4,2,4,1,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
490,4,1,0,6,4,2,4,1,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
491,4,1,0,6,4,2,4,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
492,4,1,0,6,4,2,4,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
493,4,1,0,6,4,2,4,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
494,4,1,0,6,4,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
495,4,1,0,6,4,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
496,4,1,0,6,4,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
497,4,1,0,6,4,2,4,7,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
498,4,1,0,6,4,2,5,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
499,4,1,0,6,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
500,4,1,0,6,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
501,4,2,0,2,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
502,4,2,0,2,5,2,4,2,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
503,4,2,0,3,1,0,5,1,0,5,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
504,4,2,0,4,-1,0,6,2,1,6,1,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
505,4,2,0,4,1,0,5,-2,2,5,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
506,4,2,0,4,4,0,6,4,1,6,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
507,4,2,0,5,2,1,6,0,2,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
508,4,2,0,5,2,1,6,3,2,5,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
509,4,2,0,5,5,2,3,7,2,5,9,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
510,4,2,0,6,1,1,6,-1,2,6,2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
511,4,2,0,6,1,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
512,4,2,0,6,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
513,4,2,0,6,1,2,4,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
514,4,2,0,6,1,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
515,4,2,0,6,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
516,4,2,0,6,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
517,4,2,0,6,4,1,5,1,2,4,-2,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
518,4,2,0,6,4,1,6,4,1,5,7,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
519,4,2,0,6,4,2,4,1,1,6,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
520,4,2,0,6,4,2,4,1,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
521,4,2,0,6,4,2,4,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
522,4,2,0,6,4,2,4,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
523,4,2,0,6,4,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
524,4,2,0,6,4,2,5,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
525,4,2,0,6,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
526,4,2,0,6,5,0,6,4,1,6,2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
527,4,2,0,6,5,1,6,4,2,6,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
528,4,2,0,6,5,2,4,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
529,4,2,0,6,5,2,4,2,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
530,4,2,0,6,5,2,4,2,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
531,4,2,0,6,5,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
532,4,2,0,6,5,2,4,2,2,6,5,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
533,4,2,0,6,5,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
534,4,2,0,6,5,2,5,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
535,4,2,0,6,5,2,5,2,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
536,4,2,0,6,5,2,5,2,2,6,5,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
537,4,2,0,6,5,2,5,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
538,4,2,0,6,5,2,6,2,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
539,4,2,0,6,5,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
540,4,2,0,6,5,2,6,2,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
541,4,2,0,6,5,2,6,2,2,6,5,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
542,4,2,0,6,5,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
543,4,3,0,2,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
544,4,3,0,2,6,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
545,4,3,0,2,6,2,4,3,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
546,4,3,0,2,6,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
547,4,3,0,4,2,2,4,2,3,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
548,4,3,0,5,2,1,5,4,1,6,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
549,4,3,0,5,3,1,6,2,2,5,4,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
550,4,3,0,6,0,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
551,4,3,0,6,0,2,5,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
552,4,3,0,6,1,1,5,0,1,6,0,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
553,4,3,0,6,1,2,4,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
554,4,3,0,6,1,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
555,4,3,0,6,1,2,4,4,1,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
556,4,3,0,6,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
557,4,3,0,6,1,2,4,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
558,4,3,0,6,1,2,4,4,3,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
559,4,3,0,6,1,2,5,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
560,4,3,0,6,1,2,5,1,3,5,0,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
561,4,3,0,6,1,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
562,4,3,0,6,1,2,5,4,3,4,5,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
563,4,3,0,6,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
564,4,3,0,6,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
565,4,3,0,6,3,1,6,2,2,6,0,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
566,4,3,0,6,4,1,6,2,2,6,0,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
567,4,3,0,6,5,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
568,4,3,0,6,6,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
569,4,3,0,6,6,2,4,3,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
570,4,3,0,6,6,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
571,4,4,0,2,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
572,4,4,0,2,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
573,4,4,0,4,1,1,4,1,2,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
574,4,4,0,4,5,1,6,3,2,4,4,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
575,4,4,0,5,1,1,5,1,2,6,0,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
576,4,4,0,5,5,0,6,6,2,6,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
577,4,4,0,6,1,2,4,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
578,4,4,0,6,1,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
579,4,4,0,6,1,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
580,4,4,0,6,1,2,4,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
581,4,4,0,6,1,2,4,4,3,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
582,4,4,0,6,1,2,5,-1,2,5,-1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
583,4,4,0,6,1,2,5,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
584,4,4,0,6,1,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
585,4,4,0,6,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
586,4,4,0,6,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
587,4,4,0,6,2,1,6,0,2,6,-2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
588,4,4,0,6,3,1,6,4,2,4,5,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
589,4,4,0,6,3,2,5,5,3,5,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
590,4,4,0,6,5,0,6,5,2,6,6,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
591,4,4,0,6,5,2,6,4,3,5,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
592,4,4,0,6,6,1,6,5,2,6,5,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
593,4,4,0,6,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
594,4,5,0,2,2,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
595,4,5,0,2,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
596,4,5,0,4,4,2,6,6,3,4,7,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
597,4,5,0,5,3,1,6,2,2,6,4,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
598,4,5,0,5,5,0,6,4,1,6,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
599,4,5,0,6,2,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
600,4,5,0,6,2,2,4,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
601,4,5,0,6,2,2,4,5,1,6,2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
602,4,5,0,6,2,2,4,5,1,6,8,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
603,4,5,0,6,2,2,4,5,2,6,2,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
604,4,5,0,6,2,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
605,4,5,0,6,2,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
606,4,5,0,6,3,1,6,4,2,6,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
607,4,5,0,6,3,2,4,6,1,6,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
608,4,5,0,6,4,2,4,1,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
609,4,5,0,6,4,2,4,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
610,4,5,0,6,4,2,4,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
611,4,5,0,6,4,2,4,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
612,4,5,0,6,4,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
613,4,5,0,6,4,2,4,2,3,3,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
614,4,5,0,6,4,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
615,4,5,0,6,4,2,5,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
616,4,5,0,6,4,2,5,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
617,4,5,0,6,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
618,4,5,0,6,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
619,4,5,0,6,5,2,4,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
620,4,5,0,6,5,2,4,2,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
621,4,5,0,6,5,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
622,4,5,0,6,5,2,4,2,2,6,5,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
623,4,5,0,6,5,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
624,4,5,0,6,5,2,5,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
625,4,5,0,6,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
626,4,5,0,6,7,2,6,5,2,5,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
627,4,6,0,2,3,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
628,4,6,0,2,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
629,4,6,0,5,4,2,5,6,2,3,5,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
630,4,6,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
631,4,6,0,5,5,1,6,4,2,6,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
632,4,6,0,5,5,1,6,8,3,6,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
633,4,6,0,6,3,1,6,2,1,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
634,4,6,0,6,3,2,4,0,1,6,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
635,4,6,0,6,3,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
636,4,6,0,6,3,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
637,4,6,0,6,3,2,4,6,1,6,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
638,4,6,0,6,3,2,4,6,1,6,9,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
639,4,6,0,6,4,1,4,7,2,2,6,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
640,4,6,0,6,4,1,5,1,2,5,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
