unique_path_id,a0,loc0,lfw0,is_observed_candidate,is_unobserved_candidate,in_nominal_path_support,path_probability,recomputed_path_probability,path_probability_abs_error,path_probability_rel_error,minimum_component_transition_probability
25,2,1,0,False,True,False,1.344e-13,1.3440000000000004e-13,5.048709793414476e-29,3.7564805010524376e-16,0.005
26,2,1,0,False,True,False,6.72e-15,6.720000000000003e-15,2.3665827156630354e-30,3.52170046973666e-16,0.005
27,2,1,0,False,True,False,8.4e-15,8.400000000000004e-15,4.733165431326071e-30,5.634720751578656e-16,0.005
28,2,1,0,False,True,False,1.4784e-14,1.4784000000000007e-14,6.310887241768095e-30,4.268727842105042e-16,0.005
29,2,1,0,False,True,False,8e-16,8.000000000000003e-16,2.9582283945787943e-31,3.697785493223493e-16,0.005
30,2,1,0,False,True,False,1e-15,1.0000000000000003e-15,1.9721522630525295e-31,1.9721522630525293e-16,0.005
31,2,1,0,False,True,False,8e-15,8.000000000000002e-15,1.5777218104420236e-30,1.9721522630525293e-16,0.005
32,2,1,0,False,True,False,2.736e-12,2.736000000000001e-12,8.077935669463161e-28,2.952461867493845e-16,0.005
33,2,1,0,False,True,False,7.6e-13,7.600000000000003e-13,3.0292258760486853e-28,3.9858235211166915e-16,0.005
34,2,1,0,False,True,False,4.75e-14,4.750000000000001e-14,1.262177448353619e-29,2.6572156807444607e-16,0.005
35,2,1,0,False,True,False,8.36e-14,8.360000000000003e-14,2.524354896707238e-29,3.019563273573251e-16,0.005
36,2,2,0,True,False,True,3.742931052e-08,3.742931052000001e-08,6.617444900424222e-24,1.7679847179894623e-16,0.005
37,2,2,0,False,True,False,3.168e-15,3.168000000000001e-15,1.1832913578315177e-30,3.735136861841912e-16,0.005
38,2,2,0,False,True,False,1.2672e-13,1.2672000000000001e-13,2.524354896707238e-29,1.9920729929823533e-16,0.005
39,2,2,0,True,False,True,4.8244541860465e-08,4.8244541860464986e-08,1.3234889800848443e-23,2.743292669070623e-16,0.012
40,2,2,0,True,False,True,3.756324e-10,3.756324000000003e-10,3.101927297073854e-25,8.257880036636492e-16,0.012
41,2,2,0,False,True,False,2.69568e-13,2.6956800000000014e-13,1.5146129380243427e-28,5.618667416104073e-16,0.005
42,2,2,0,False,True,False,7.488e-14,7.488000000000004e-14,3.7865323450608567e-29,5.056800674493665e-16,0.005
43,2,2,0,True,False,True,6.37875e-09,6.37875e-09,0.0,0.0,0.012
44,2,2,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
45,2,2,0,False,True,False,3.168e-15,3.168000000000001e-15,1.1832913578315177e-30,3.735136861841912e-16,0.005
46,2,2,0,False,True,False,7.2e-16,7.200000000000003e-16,2.9582283945787943e-31,4.1086505480261035e-16,0.005
47,2,2,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
48,2,2,0,True,False,True,4.9063014e-08,4.9063014000000025e-08,2.6469779601696886e-23,5.395057792759509e-16,0.005
49,2,2,0,False,True,False,5.9136e-13,5.913600000000001e-13,1.0097419586828951e-28,1.7074911368420168e-16,0.005
50,2,2,0,False,True,False,5.41728e-11,5.417280000000001e-11,1.2924697071141057e-26,2.3858277717121985e-16,0.005
51,2,2,0,False,True,False,2.1736e-13,2.1736000000000007e-13,7.573064690121713e-29,3.4841114695075975e-16,0.005
52,2,2,0,False,True,False,3.344e-12,3.3440000000000007e-12,8.077935669463161e-28,2.415650618858601e-16,0.005
53,2,2,0,True,False,True,2.116688574e-07,2.116688574000002e-07,1.852884572118782e-22,8.753694780037027e-16,0.005
54,2,2,0,True,False,True,3.0584736e-10,3.058473600000001e-10,1.0339757656912846e-25,3.3806921390175956e-16,0.005
55,2,2,0,True,False,True,4.9063014e-08,4.9063014000000025e-08,2.6469779601696886e-23,5.395057792759509e-16,0.005
56,2,2,0,False,True,False,3.4944e-13,3.494400000000001e-13,1.0097419586828951e-28,2.8896003854249513e-16,0.005
57,2,2,0,False,True,False,7.1136e-12,7.113600000000003e-12,3.2311742677852644e-27,4.542249026913608e-16,0.005
58,2,2,0,False,True,False,1.976e-12,1.9760000000000013e-12,1.2116903504194741e-27,6.132036186333371e-16,0.005
59,2,2,0,False,True,False,1.235e-13,1.2350000000000005e-13,5.048709793414476e-29,4.0880241242222474e-16,0.005
60,2,2,0,True,False,True,4.50613333333332e-10,4.506133333333321e-10,1.0339757656912846e-25,2.2945964737497506e-16,0.005
61,2,2,0,False,True,False,2.688e-15,2.688000000000001e-15,1.1832913578315177e-30,4.402125587170825e-16,0.005
62,2,2,0,False,True,False,3.36e-15,3.3600000000000013e-15,1.1832913578315177e-30,3.52170046973666e-16,0.005
63,2,2,0,False,True,False,6.72e-15,6.720000000000003e-15,2.3665827156630354e-30,3.52170046973666e-16,0.005
64,2,2,0,False,True,False,1.52e-14,1.5200000000000004e-14,3.1554436208840472e-30,2.07594975058161e-16,0.005
65,2,2,0,False,True,False,1.9e-14,1.9000000000000007e-14,6.310887241768095e-30,3.321519600930576e-16,0.005
66,2,2,0,False,True,False,1.976e-12,1.9760000000000005e-12,4.0389678347315804e-28,2.0440120621111237e-16,0.005
67,2,2,0,False,True,False,7.6e-13,7.600000000000003e-13,3.0292258760486853e-28,3.9858235211166915e-16,0.005
68,2,2,0,False,True,False,3.8e-14,3.8e-14,0.0,0.0,0.005
69,2,3,0,False,True,False,6e-16,5.999999999999998e-16,1.9721522630525295e-31,3.2869204384208827e-16,0.005
70,2,3,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
71,2,3,0,False,True,False,5.76e-14,5.760000000000001e-14,1.262177448353619e-29,2.1912802922805884e-16,0.005
72,2,3,0,False,True,False,1.872e-15,1.872000000000001e-15,7.888609052210118e-31,4.2140005620780545e-16,0.005
73,2,3,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
74,2,3,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
75,2,3,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
76,2,3,0,False,True,False,5.76e-14,5.760000000000001e-14,1.262177448353619e-29,2.1912802922805884e-16,0.005
77,2,3,0,False,True,False,2.8e-15,2.7999999999999997e-15,3.944304526105059e-31,1.4086801878946639e-16,0.005
78,2,3,0,False,True,False,1.5833333333333302e-14,1.5833333333333327e-14,2.524354896707238e-29,1.5943294084466798e-15,0.005
79,2,3,0,False,True,False,2.688e-13,2.688000000000001e-13,1.0097419586828951e-28,3.7564805010524376e-16,0.005
80,2,3,0,False,True,False,2.4624e-11,2.4624000000000003e-11,3.2311742677852644e-27,1.312205274441709e-16,0.005
81,2,3,0,False,True,False,9.88e-14,9.880000000000003e-14,2.524354896707238e-29,2.5550150776389043e-16,0.005
82,2,3,0,False,True,False,1.52e-12,1.5200000000000002e-12,2.0194839173657902e-28,1.3286078403722303e-16,0.005
83,2,3,0,True,False,True,7.4977056e-10,7.497705600000002e-10,2.0679515313825692e-25,2.758112470276999e-16,0.005
84,2,3,0,True,False,True,5.05659e-09,5.0565900000000035e-09,3.308722450212111e-24,6.5433868480776775e-16,0.005
85,2,3,0,False,True,False,1.53216e-11,1.5321600000000005e-11,3.2311742677852644e-27,2.108901333924175e-16,0.005
86,2,3,0,False,True,False,8.736e-15,8.736000000000003e-15,3.1554436208840472e-30,3.6120004817811896e-16,0.005
87,2,3,0,False,True,False,4.94e-14,4.940000000000003e-14,2.524354896707238e-29,5.110030155277809e-16,0.005
88,2,3,0,False,True,False,2.688e-15,2.688000000000001e-15,1.1832913578315177e-30,4.402125587170825e-16,0.005
89,2,3,0,False,True,False,1.52e-14,1.5200000000000004e-14,3.1554436208840472e-30,2.07594975058161e-16,0.005
90,2,4,0,True,False,True,2.8334472656250103e-09,2.83344726562501e-09,4.1359030627651384e-25,1.459671797298415e-16,0.005
91,2,4,0,False,True,False,1.4976e-15,1.4976000000000005e-15,5.9164567891575885e-31,3.950625526948176e-16,0.005
92,2,4,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
93,2,4,0,False,True,False,2.304e-14,2.3040000000000005e-14,6.310887241768095e-30,2.7391003653507357e-16,0.005
94,2,4,0,True,False,True,4.13437500000001e-08,4.134375000000006e-08,3.970466940254533e-23,9.603548154810638e-16,0.012
95,2,4,0,True,False,True,3.3960465e-08,3.3960465000000014e-08,1.3234889800848443e-23,3.8971462260155867e-16,0.005
96,2,4,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
97,2,4,0,False,True,False,2.304e-14,2.3040000000000005e-14,6.310887241768095e-30,2.7391003653507357e-16,0.005
98,2,4,0,False,True,False,6.9888e-15,6.988800000000003e-15,2.3665827156630354e-30,3.386250451669865e-16,0.005
99,2,4,0,False,True,False,1.0752e-13,1.0752000000000003e-13,2.524354896707238e-29,2.3478003131577733e-16,0.005
100,2,4,0,False,True,False,9.8496e-12,9.849600000000004e-12,3.2311742677852644e-27,3.2805131861042727e-16,0.005
101,2,4,0,False,True,False,3.952e-14,3.952000000000002e-14,1.8932661725304283e-29,4.790653270572947e-16,0.005
102,2,4,0,False,True,False,8e-16,8.000000000000003e-16,2.9582283945787943e-31,3.697785493223493e-16,0.005
103,2,4,0,False,True,False,6.08e-13,6.080000000000001e-13,1.0097419586828951e-28,1.660759800465288e-16,0.005
104,2,4,0,True,False,True,7.4844e-10,7.484400000000003e-10,3.101927297073854e-25,4.1445236720029047e-16,0.005
105,2,4,0,True,False,True,4.075918e-09,4.075918000000003e-09,3.308722450212111e-24,8.117735563404638e-16,0.005
106,2,4,0,False,True,False,9.8496e-12,9.849600000000002e-12,1.6155871338926322e-27,1.6402565930521363e-16,0.005
107,2,4,0,True,False,True,2.930799564e-07,2.9307995640000027e-07,2.6469779601696886e-22,9.031589852419155e-16,0.005
108,2,4,0,True,False,True,1.01900106e-06,1.0190010600000004e-06,4.235164736271502e-22,4.1561926699776956e-16,0.005
109,2,4,0,True,False,True,1.29691044e-06,1.2969104400000006e-06,6.352747104407253e-22,4.898369932473712e-16,0.005
110,2,5,0,True,False,True,5.58095484375e-08,5.5809548437500005e-08,6.617444900424222e-24,1.1857191261518567e-16,0.005
111,2,5,0,False,True,False,2.16e-14,2.1600000000000004e-14,3.1554436208840472e-30,1.460853528187059e-16,0.005
112,2,5,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
113,2,5,0,False,True,False,3.2256e-15,3.2256000000000014e-15,1.1832913578315177e-30,3.6684379893090204e-16,0.005
114,2,5,0,False,True,False,1.4976e-15,1.4976000000000005e-15,5.9164567891575885e-31,3.950625526948176e-16,0.005
115,2,5,0,False,True,False,5.9904e-14,5.990400000000001e-14,1.262177448353619e-29,2.1070002810390273e-16,0.005
116,2,5,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
117,2,5,0,False,True,False,7.2e-16,7.200000000000003e-16,2.9582283945787943e-31,4.1086505480261035e-16,0.005
118,2,5,0,False,True,False,2.304e-14,2.3040000000000005e-14,6.310887241768095e-30,2.7391003653507357e-16,0.005
119,2,5,0,False,True,False,2.16e-14,2.1600000000000004e-14,3.1554436208840472e-30,1.460853528187059e-16,0.005
120,2,5,0,False,True,False,7.92e-15,7.920000000000002e-15,3.1554436208840472e-30,3.9841459859647067e-16,0.005
121,2,5,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
122,2,5,0,False,True,False,2.592e-15,2.5920000000000003e-15,3.944304526105059e-31,1.5217224251948531e-16,0.005
123,2,5,0,False,True,False,5.184e-15,5.184000000000001e-15,7.888609052210118e-31,1.5217224251948531e-16,0.005
124,2,5,0,False,True,False,3.2256e-15,3.2256000000000014e-15,1.1832913578315177e-30,3.6684379893090204e-16,0.005
125,2,5,0,False,True,False,2.79552e-13,2.7955200000000005e-13,5.048709793414476e-29,1.8060002408905948e-16,0.005
126,2,5,0,False,True,False,1.5808e-12,1.5808000000000007e-12,6.058451752097371e-28,3.8325226164583566e-16,0.005
127,2,5,0,False,True,False,8e-16,8.000000000000003e-16,2.9582283945787943e-31,3.697785493223493e-16,0.005
128,2,5,0,False,True,False,1e-15,1.0000000000000003e-15,1.9721522630525295e-31,1.9721522630525293e-16,0.005
129,2,5,0,False,True,False,6.08e-13,6.080000000000001e-13,1.0097419586828951e-28,1.660759800465288e-16,0.005
130,2,5,0,False,True,False,5.7e-13,5.700000000000001e-13,1.0097419586828951e-28,1.7714771204963073e-16,0.005
131,2,5,0,False,True,False,3.696e-14,3.6960000000000014e-14,1.262177448353619e-29,3.4149822736840336e-16,0.005
132,2,5,0,False,True,False,1.20384e-11,1.2038400000000003e-11,3.2311742677852644e-27,2.684056243176223e-16,0.005
133,2,5,0,False,True,False,3.344e-12,3.3440000000000015e-12,1.6155871338926322e-27,4.831301237717202e-16,0.005
134,2,5,0,False,True,False,2.09e-13,2.0900000000000007e-13,7.573064690121713e-29,3.6234759282879013e-16,0.005
135,2,5,0,True,False,True,5.77368e-10,5.77368e-10,0.0,0.0,0.005
136,2,5,0,False,True,False,9.6768e-15,9.676800000000001e-15,1.5777218104420236e-30,1.6304168841373426e-16,0.005
137,2,5,0,False,True,False,2.4192e-14,2.4192000000000005e-14,6.310887241768095e-30,2.608667014619748e-16,0.005
138,2,5,0,False,True,False,1.2096e-14,1.2096000000000002e-14,3.1554436208840472e-30,2.608667014619748e-16,0.005
139,2,5,0,False,True,False,2.4192e-14,2.4192000000000008e-14,9.466330862652142e-30,3.9130005219296223e-16,0.005
140,2,5,0,False,True,False,5.472e-14,5.472000000000001e-14,1.262177448353619e-29,2.3066108339795666e-16,0.005
141,2,5,0,False,True,False,6.84e-14,6.840000000000003e-14,2.524354896707238e-29,3.6905773343673065e-16,0.005
142,2,5,0,False,True,False,1.368e-13,1.3680000000000003e-13,2.524354896707238e-29,1.8452886671836533e-16,0.005
143,2,6,0,True,False,True,3.00570515930667e-08,3.0057051593066684e-08,1.3234889800848443e-23,4.403256174301991e-16,0.005
144,2,6,0,True,False,True,1.10151657e-06,1.1015165700000001e-06,2.117582368135751e-22,1.9224244335568652e-16,0.005
145,2,6,0,False,True,False,2.25e-14,2.2499999999999992e-14,6.310887241768095e-30,2.804838774119153e-16,0.005
146,2,6,0,False,True,False,5.4e-14,5.4000000000000016e-14,1.8932661725304283e-29,3.5060484676489413e-16,0.005
147,2,6,0,False,True,False,6e-16,5.999999999999997e-16,2.9582283945787943e-31,4.930380657631324e-16,0.005
148,2,6,0,False,True,False,2.25e-14,2.2499999999999992e-14,6.310887241768095e-30,2.804838774119153e-16,0.005
149,2,6,0,False,True,False,1.152e-15,1.1520000000000004e-15,3.944304526105059e-31,3.4238754566884196e-16,0.005
150,2,6,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
151,2,6,0,False,True,False,2.0736e-13,2.0736000000000006e-13,5.048709793414476e-29,2.4347558803117645e-16,0.005
152,2,6,0,False,True,False,5.76e-14,5.760000000000001e-14,1.262177448353619e-29,2.1912802922805884e-16,0.005
153,2,6,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
154,2,6,0,False,True,False,3.2256e-15,3.2256000000000014e-15,1.1832913578315177e-30,3.6684379893090204e-16,0.005
155,2,6,0,False,True,False,1.29024e-13,1.2902400000000003e-13,2.524354896707238e-29,1.956500260964811e-16,0.005
156,2,6,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
157,2,6,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
158,2,6,0,False,True,False,7.2e-16,7.200000000000003e-16,2.9582283945787943e-31,4.1086505480261035e-16,0.005
159,2,6,0,False,True,False,5.4e-14,5.4000000000000016e-14,1.8932661725304283e-29,3.5060484676489413e-16,0.005
160,2,6,0,True,False,True,9.4527e-10,9.452700000000002e-10,2.0679515313825692e-25,2.1876834464042752e-16,0.005
161,2,6,0,False,True,False,1.152e-15,1.1520000000000004e-15,3.944304526105059e-31,3.4238754566884196e-16,0.005
162,2,6,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
163,2,6,0,False,True,False,2.0736e-13,2.0736000000000006e-13,5.048709793414476e-29,2.4347558803117645e-16,0.005
164,2,6,0,False,True,False,5.76e-14,5.760000000000001e-14,1.262177448353619e-29,2.1912802922805884e-16,0.005
165,2,6,0,False,True,False,3.6e-15,3.600000000000001e-15,7.888609052210118e-31,2.1912802922805884e-16,0.005
166,2,6,0,False,True,False,6.336e-15,6.336000000000003e-15,3.1554436208840472e-30,4.980182482455883e-16,0.005
167,2,6,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
168,2,6,0,False,True,False,3.168e-15,3.1680000000000006e-15,7.888609052210118e-31,2.4900912412279415e-16,0.005
169,2,6,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
170,2,6,0,False,True,False,3.2256e-15,3.2256000000000014e-15,1.1832913578315177e-30,3.6684379893090204e-16,0.005
171,2,6,0,False,True,False,1.29024e-13,1.2902400000000003e-13,2.524354896707238e-29,1.956500260964811e-16,0.005
172,2,6,0,True,False,True,1.95590131578947e-08,1.955901315789473e-08,2.9778502051908996e-23,1.5224951183127228e-15,0.005
173,2,6,0,False,True,False,9.6768e-15,9.676800000000003e-15,3.1554436208840472e-30,3.260833768274685e-16,0.005
174,2,6,0,False,True,False,8.33333333333333e-16,8.33333333333333e-16,0.0,0.0,0.005
175,2,6,0,False,True,False,5.472e-14,5.472000000000002e-14,1.8932661725304283e-29,3.45991625096935e-16,0.005
176,2,6,0,False,True,False,8e-16,8.000000000000003e-16,2.9582283945787943e-31,3.697785493223493e-16,0.005
177,2,6,0,False,True,False,1.425e-12,1.4250000000000005e-12,4.0389678347315804e-28,2.8343633927940913e-16,0.005
178,2,6,0,False,True,False,9.6768e-13,9.676800000000004e-13,4.0389678347315804e-28,4.173867223391597e-16,0.005
179,2,6,0,False,True,False,2.688e-13,2.688000000000001e-13,1.0097419586828951e-28,3.7564805010524376e-16,0.005
180,2,6,0,False,True,False,1.68e-14,1.6800000000000008e-14,9.466330862652142e-30,5.634720751578656e-16,0.005
181,2,6,0,False,True,False,2.9568e-14,2.9568000000000013e-14,1.262177448353619e-29,4.268727842105042e-16,0.005
182,2,6,0,False,True,False,9.6768e-13,9.676800000000002e-13,2.0194839173657902e-28,2.0869336116957985e-16,0.005
183,2,6,0,False,True,False,1.6e-15,1.6000000000000006e-15,5.9164567891575885e-31,3.697785493223493e-16,0.005
184,2,6,0,False,True,False,2e-15,2.0000000000000005e-15,3.944304526105059e-31,1.9721522630525293e-16,0.005
185,2,6,0,False,True,False,1.6e-14,1.6000000000000004e-14,3.1554436208840472e-30,1.9721522630525293e-16,0.005
186,2,6,0,False,True,False,5.472e-12,5.472000000000002e-12,1.6155871338926322e-27,2.952461867493845e-16,0.005
187,2,6,0,False,True,False,1.52e-12,1.5200000000000006e-12,6.058451752097371e-28,3.9858235211166915e-16,0.005
188,2,6,0,False,True,False,9.5e-14,9.500000000000002e-14,2.524354896707238e-29,2.6572156807444607e-16,0.005
189,2,6,0,False,True,False,1.672e-13,1.6720000000000006e-13,5.048709793414476e-29,3.019563273573251e-16,0.005
190,2,6,0,True,False,True,7.55960205e-08,7.559602050000006e-08,5.293955920339377e-23,7.002955824029622e-16,0.005
191,2,6,0,False,True,False,1.4784e-14,1.4784000000000007e-14,6.310887241768095e-30,4.268727842105042e-16,0.005
192,2,6,0,False,True,False,8.36e-14,8.360000000000003e-14,2.524354896707238e-29,3.019563273573251e-16,0.005
193,2,6,0,False,True,False,9.6768e-15,9.676800000000001e-15,1.5777218104420236e-30,1.6304168841373426e-16,0.005
194,2,6,0,False,True,False,5.472e-14,5.472000000000001e-14,1.262177448353619e-29,2.3066108339795666e-16,0.005
195,2,6,0,True,False,True,2.2644468e-07,2.2644468000000007e-07,7.940933880509066e-23,3.506787565293681e-16,0.005
196,2,7,0,True,False,True,1.43621775e-08,1.4362177500000003e-08,3.308722450212111e-24,2.30377493260483e-16,0.005
197,2,7,0,True,False,True,8.445937500000012e-09,8.445937500000007e-09,4.963083675318166e-24,5.876296947873648e-16,0.005
198,2,7,0,False,True,False,2.16e-14,2.160000000000001e-14,9.466330862652142e-30,4.3825605845611768e-16,0.005
199,2,7,0,False,True,False,4.608e-16,4.608000000000001e-16,9.860761315262648e-32,2.139922160430262e-16,0.005
200,2,7,0,False,True,False,1.152e-15,1.1520000000000004e-15,3.944304526105059e-31,3.4238754566884196e-16,0.005
201,2,7,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
202,2,7,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
203,2,7,0,False,True,False,8.2944e-14,8.294400000000002e-14,2.524354896707238e-29,3.0434448503897063e-16,0.005
204,2,7,0,False,True,False,2.304e-14,2.3040000000000008e-14,9.466330862652142e-30,4.1086505480261035e-16,0.005
205,2,7,0,False,True,False,2.16e-14,2.160000000000001e-14,9.466330862652142e-30,4.3825605845611768e-16,0.005
206,2,7,0,False,True,False,1.152e-15,1.1520000000000004e-15,3.944304526105059e-31,3.4238754566884196e-16,0.005
207,2,7,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
208,2,7,0,False,True,False,2.5344e-15,2.534400000000001e-15,1.1832913578315177e-30,4.66892107730239e-16,0.005
209,2,7,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
210,2,7,0,False,True,False,5.76e-16,5.760000000000002e-16,1.9721522630525295e-31,3.4238754566884196e-16,0.005
211,2,7,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
212,2,7,0,False,True,False,1.152e-15,1.1520000000000004e-15,3.944304526105059e-31,3.4238754566884196e-16,0.005
213,2,7,0,False,True,False,1.44e-15,1.4400000000000005e-15,5.9164567891575885e-31,4.1086505480261035e-16,0.005
214,2,7,0,False,True,False,2.5344e-15,2.5344000000000003e-15,3.944304526105059e-31,1.5563070257674633e-16,0.005
215,2,7,0,False,True,False,2.0736e-15,2.0736000000000004e-15,3.944304526105059e-31,1.9021530314935662e-16,0.005
216,2,7,0,False,True,False,8.2944e-14,8.2944e-14,0.0,0.0,0.005
217,2,7,0,False,True,False,3.87072e-13,3.8707200000000013e-13,1.5146129380243427e-28,3.9130005219296223e-16,0.005
218,2,7,0,False,True,False,1.0752e-13,1.0752000000000004e-13,3.7865323450608567e-29,3.52170046973666e-16,0.005
219,2,7,0,False,True,False,5.376e-15,5.376000000000002e-15,2.3665827156630354e-30,4.402125587170825e-16,0.005
220,2,7,0,False,True,False,6.72e-15,6.720000000000003e-15,2.3665827156630354e-30,3.52170046973666e-16,0.005
221,2,7,0,False,True,False,1.18272e-14,1.1827200000000006e-14,6.310887241768095e-30,5.335909802631304e-16,0.005
222,2,7,0,False,True,False,3.87072e-13,3.870720000000001e-13,1.0097419586828951e-28,2.608667014619748e-16,0.005
223,2,7,0,False,True,False,6.4e-16,6.400000000000002e-16,1.9721522630525295e-31,3.0814879110195774e-16,0.005
224,2,7,0,False,True,False,8e-16,8.000000000000003e-16,2.9582283945787943e-31,3.697785493223493e-16,0.005
225,2,7,0,False,True,False,6.4e-15,6.400000000000002e-15,2.3665827156630354e-30,3.697785493223493e-16,0.005
226,2,7,0,False,True,False,2.1888e-12,2.188800000000001e-12,8.077935669463161e-28,3.6905773343673065e-16,0.005
227,2,7,0,False,True,False,6.08e-13,6.080000000000003e-13,3.0292258760486853e-28,4.982279401395864e-16,0.005
228,2,7,0,False,True,False,3.8e-14,3.8000000000000015e-14,1.262177448353619e-29,3.321519600930576e-16,0.005
229,2,7,0,False,True,False,6.688e-14,6.688000000000003e-14,2.524354896707238e-29,3.7744540919665634e-16,0.005
230,2,7,0,True,False,True,3.7850736e-09,3.7850736e-09,0.0,0.0,0.005
231,2,7,0,True,False,True,1.90509868421053e-08,1.90509868421053e-08,0.0,0.0,0.005
