initial_state_id,a0,loc0,lfw0,resistance_seed,wind_seed,permutation_sha256_replayed,permutation_sha256_frozen,q_W1_sha256_replayed,q_W1_sha256_frozen,q_W2_sha256_replayed,q_W2_sha256_frozen,q_W3_sha256_replayed,q_W3_sha256_frozen
7,2,7,0,20960744,350960856,d4bce3721c59adcd3c7921977d69e97e3a1cfcae91447c52055087934a5c9f3f,d4bce3721c59adcd3c7921977d69e97e3a1cfcae91447c52055087934a5c9f3f,b07735242b5b4d7b778a97e08232e725278da7d75da513e6508c8ed9d08c273a,b07735242b5b4d7b778a97e08232e725278da7d75da513e6508c8ed9d08c273a,786bd1aee4253a44a30947e52166ed12b881e15a0bb6e20879197f823311a044,786bd1aee4253a44a30947e52166ed12b881e15a0bb6e20879197f823311a044,a36ba97136cf9d6c43d8adb42a89f028adf4968184adf8fb49747eb3e6b98222,a36ba97136cf9d6c43d8adb42a89f028adf4968184adf8fb49747eb3e6b98222
11,3,4,0,21360756,351360932,4b253a134caf03f11e16aff566c3512d84a54a5faca5cf58225747ae2bdb52e8,4b253a134caf03f11e16aff566c3512d84a54a5faca5cf58225747ae2bdb52e8,014de4eba819486e2df337c712c58816f2a7818f69a958e62909ea99a7541bf8,014de4eba819486e2df337c712c58816f2a7818f69a958e62909ea99a7541bf8,2689f240ae7eb162a250ac8156733cbe19ce077e06a7d1a2b5dbc73b4231ef7a,2689f240ae7eb162a250ac8156733cbe19ce077e06a7d1a2b5dbc73b4231ef7a,a159147cd2533d6d983b2c567502a969be99bcfc46513269d738f9966ca1a990,a159147cd2533d6d983b2c567502a969be99bcfc46513269d738f9966ca1a990
18,4,4,0,22060777,352061065,811ed8374147b0d62e5497c62cdfee81c6b3d9b0c069b504fe7ee9ebb510492a,811ed8374147b0d62e5497c62cdfee81c6b3d9b0c069b504fe7ee9ebb510492a,b531e0b32c00bd79a9c624507fcab4517f4d37d16b12240631a468b58580c36d,b531e0b32c00bd79a9c624507fcab4517f4d37d16b12240631a468b58580c36d,78b2a1940baaf88af56d7f9519240c3cfd880a59c8a3a482d6abd40fb7d02dc8,78b2a1940baaf88af56d7f9519240c3cfd880a59c8a3a482d6abd40fb7d02dc8,950dfb588378d20a36cf9611104b8e807083e8d447061b5262e2b8d26df1cb1b,950dfb588378d20a36cf9611104b8e807083e8d447061b5262e2b8d26df1cb1b
21,4,7,0,22360786,352361122,deb77db5a0134758d5f2e78b6147d9bad751ae07959ad8f2cbc7ffaa57d8aa26,deb77db5a0134758d5f2e78b6147d9bad751ae07959ad8f2cbc7ffaa57d8aa26,8611711dcc5771ca9884b9361e2303c8328f19f1b39fcdef0a7b18425c011b53,8611711dcc5771ca9884b9361e2303c8328f19f1b39fcdef0a7b18425c011b53,2e8226691537c7189ee16bb6f7ce17c3d2ae6b58e6e8e79866a0aa16e2896106,2e8226691537c7189ee16bb6f7ce17c3d2ae6b58e6e8e79866a0aa16e2896106,d7423fc3a45ab431adaa7d9c3cdb6360d601d81fa0d96da43c6f1486cc7b0ac9,d7423fc3a45ab431adaa7d9c3cdb6360d601d81fa0d96da43c6f1486cc7b0ac9
30,6,2,0,23260813,353261293,57bde2cc492931c82a7042f97a0bfc755bf17520b3ae0b07f2f7267b37a27daa,57bde2cc492931c82a7042f97a0bfc755bf17520b3ae0b07f2f7267b37a27daa,388163d551331112541a3c927e3e553fb4ca8aecf87f7c4ea8141ae7328c92be,388163d551331112541a3c927e3e553fb4ca8aecf87f7c4ea8141ae7328c92be,9afe279315c6b9b96f5c34b0613cdd795a664f86a3bdd7703d2419f9513fe871,9afe279315c6b9b96f5c34b0613cdd795a664f86a3bdd7703d2419f9513fe871,1c57506c2c521766cea393f5b9b54a619e6b1f5bb7e74f15c97c2b1f7fe4f2d5,1c57506c2c521766cea393f5b9b54a619e6b1f5bb7e74f15c97c2b1f7fe4f2d5
31,6,3,0,23360816,353361312,c6504219a8d90edba3cff7b295def8c08e218d31500e991ad1f019525f7cc60a,c6504219a8d90edba3cff7b295def8c08e218d31500e991ad1f019525f7cc60a,d36ebab9f71924baf1c731fb2c09df8e2877e9efb4a588aba38b409d64a4e29f,d36ebab9f71924baf1c731fb2c09df8e2877e9efb4a588aba38b409d64a4e29f,6c535550a007a9e5125e3b75a8f3635d2be5363fc7dff1c8058b878d883cb6d8,6c535550a007a9e5125e3b75a8f3635d2be5363fc7dff1c8058b878d883cb6d8,9318e37c9968bc28ca03ef9994ee9a0e6684df8feb8dae1f38cc1f34d12358f1,9318e37c9968bc28ca03ef9994ee9a0e6684df8feb8dae1f38cc1f34d12358f1
