mean_cost,std_cost,min_cost,max_cost,VaR_90,CVaR_90,VaR_95,CVaR_95,VaR_99,CVaR_99,mean_terminal_shortage,max_terminal_shortage,top5pct_avg_cost,top5pct_avg_terminal_shortage,top5pct_avg_terminal_cost,hit_loh_demand_ratio
22600.3206910678,46682.7032859971,1515.10641403363,450712.314489682,36195.6629354833,123642.54980896,77188.8747863247,198190.174216395,276169.213008267,347122.313532699,4.76506164877223,214.432276369134,198432.176815255,86.0287476522912,172057.495304582,0.6053
