dataset_role,initial_state_id,a0,loc0,lfw0,record_count,weight_sum,D_mean_kg,D_q95_kg,D_q99_kg,full_loss_rate,A0_share,reachable_C_mean_km,W3_failed_line_count_mean,W3_closed_road_count_mean,observed_candidate_records,unobserved_candidate_records,path_order_internal_ok,D_domain_ok,wind_range_ok,D_mean_delta_vs_nominal,D_q95_delta_vs_nominal,D_q99_delta_vs_nominal,full_loss_rate_delta_vs_nominal,A0_share_delta_vs_nominal,reachable_C_mean_delta_vs_nominal,failed_line_mean_delta_vs_nominal,closed_road_mean_delta_vs_nominal
nominal,35,6,7,0,15000,0.999999999999968,265.917155351898,607.969887897881,607.969887897881,0,0.177078282828281,20.4965463786181,7.88066666666667,4.15633333333333,10,0,1,1,1,0,0,0,0,0,0,0,0
validation-1,1,2,1,0,15000,0.999999999999968,3.02748456663848,0,118.661866186619,0,0.000889393939393939,19.0354130697689,0.0808,0.0294666666666667,6,0,1,1,1,-0.0705888770695249,0,-6.5433816108881,0,-3.08080808080815e-05,0.00311088385863911,-0.0054,0.000199999999999999
validation-1,2,2,2,0,15000,0.999999999999968,3.21835819945631,0,121.951286037696,0,0.000960606060606061,19.0345041666273,0.0852666666666667,0.0281333333333333,9,0,1,1,1,0.0646973788287921,0,0.030003000300681,0,0.000114141414141414,0.0020167584606483,0.0024,0.00293333333333333
validation-1,3,2,3,0,15000,0.999999999999968,2.74896580567148,0,90.8354471810819,0,0.000653535353535353,19.0293510039107,0.0701333333333333,0.022,2,0,1,1,1,-0.0228022802280226,0,-2.99211739355736,0,-1.56565656565658e-05,-0.000688312286158066,-6.66666666666593e-05,0.000533333333333334
validation-1,4,2,4,0,15000,0.999999999999968,2.71958104901399,0,100.409131822273,0,0.000916161616161616,19.0366488212876,0.0809333333333333,0.0256666666666667,8,0,1,1,1,-0.0742074207420744,0,6.02514796934244,0,5.35353535353533e-05,0.000521175354524672,-0.00293333333333334,-0.00173333333333333
validation-1,5,2,5,0,15000,0.999999999999968,1.81643618907345,0,42.5497095164062,0,0.00058989898989899,19.0260322531016,0.0551333333333333,0.017,2,0,1,1,1,0.0628971988107909,0,-3.2730545781851,0,-8.18181818181818e-05,0.000389556022359017,-0.00193333333333334,-0.000933333333333331
validation-1,6,2,6,0,15000,0.999999999999968,1.71084381165389,0,24.5806398821708,0,0.000649494949494949,19.0278017034457,0.0570666666666667,0.018,6,0,1,1,1,0.165962050750529,0,1.65289256198389,0,0.00015,0.00202152803790057,0.00933333333333333,0.00326666666666667
validation-1,7,2,7,0,15000,0.999999999999968,1.12373055487367,0,0,0,0.000468181818181818,19.0245556694945,0.0408,0.0139333333333333,7,0,1,1,1,0.0861540699524497,0,0,0,-3.78787878787877e-05,0.00384111425736222,0,-6.66666666666663e-05
validation-1,8,3,1,0,15000,0.999999999999968,40.9625508005345,304.475902135667,405.313258598587,0,0.00952878787878789,19.2032041063064,0.945533333333333,0.292733333333333,6,0,1,1,1,0.105392357417507,13.1194937675588,-2.20931184027575,0,0.000431818181818183,0.000697396965609443,0.00460000000000005,0.0092666666666667
validation-1,9,3,2,0,15000,0.999999999999968,43.7263726372637,325.668930529417,413.49589504405,0,0.010270202020202,19.2173359538976,1.01746666666667,0.315933333333333,8,0,1,1,1,1.08963623635094,18.0018001800181,8.18263644546295,0,-0.000324747474747478,-0.0111223628468373,-0.00099999999999989,-0.00406666666666666
validation-1,10,3,3,0,15000,0.999999999999968,38.5683659275018,270.340670430679,405.326896325996,0,0.0102888888888889,19.1924384205881,0.940133333333333,0.296333333333333,7,0,1,1,1,-1.09880078916986,-2.95938684777627,0.0136377274093888,0,-6.2121212121213e-05,-0.00211751944818417,-0.0105333333333333,-0.000800000000000023
