initial_state_id,a0,loc0,lfw0,metric,original_value,aggregated_value,absolute_error,relative_error,machine_precision_tolerance,aggregation_method,preservation_pass
16,4,2,0,weight_sum,0.999999999999968,0.999999999999982,1.4210854715202e-14,1.4210854715202e-14,1e-13,class weights,1
17,4,3,0,D_mean_kg,183.639854894579,183.639854894581,2.30215846386272e-12,1.25362681493313e-14,1.83639854894579e-11,class-weighted mean,1
17,4,3,0,D_q95_kg,532.144123503259,532.144123503259,0,0,5.32144123503259e-11,count-preserving linear order statistic,1
17,4,3,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
17,4,3,0,D_upper_bound_hit_share,0.0227333333333333,0.0227333333333333,3.12250225675825e-17,3.12250225675825e-17,1e-13,class-weighted mean,1
17,4,3,0,A0_pair_share_W1_W2_W3,0.042535521885522,0.0425355218855217,2.42861286636753e-16,2.42861286636753e-16,1e-13,class mean retained,1
17,4,3,0,A0_share_WDRO_aggregated_atom,0.0750707070707069,0.0750707070707073,3.88578058618805e-16,3.88578058618805e-16,1e-13,representative invariant,1
17,4,3,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
17,4,3,0,scenario_any_A0_WDRO_atom,0.2702,0.270200000000001,5.55111512312578e-16,5.55111512312578e-16,1e-13,representative invariant,1
17,4,3,0,C_reachable_mean_WDRO_atom_km,20.2457646134569,20.2457646134573,4.40536496171262e-13,2.1759439793074e-14,2.02457646134569e-12,representative invariant,1
17,4,3,0,C_reachable_mean_W1_W2_W3_km,19.9890786157744,19.9890786157748,4.83169060316868e-13,2.41716524110109e-14,1.99890786157744e-12,class mean retained,1
17,4,3,0,W3_failed_line_count_mean,5.0078,5.00779999999997,2.75335310107039e-14,5.49812912071247e-15,5.0078e-13,class mean retained,1
17,4,3,0,W3_closed_road_count_mean,2.1756,2.1756,1.77635683940025e-15,8.16490549457736e-16,2.1756e-13,class mean retained,1
17,4,3,0,weight_sum,0.999999999999968,0.999999999999983,1.46549439250521e-14,1.46549439250521e-14,1e-13,class weights,1
18,4,4,0,D_mean_kg,162.475920319304,162.475920319306,1.67688085639384e-12,1.03207961715088e-14,1.62475920319304e-11,class-weighted mean,1
18,4,4,0,D_q95_kg,497.804325887134,497.804325887134,0,0,4.97804325887134e-11,count-preserving linear order statistic,1
18,4,4,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
18,4,4,0,D_upper_bound_hit_share,0.0186,0.0186,1.04083408558608e-17,1.04083408558608e-17,1e-13,class-weighted mean,1
18,4,4,0,A0_pair_share_W1_W2_W3,0.0413971380471381,0.0413971380471379,2.28983498828939e-16,2.28983498828939e-16,1e-13,class mean retained,1
18,4,4,0,A0_share_WDRO_aggregated_atom,0.0725949494949492,0.0725949494949496,3.60822483003176e-16,3.60822483003176e-16,1e-13,representative invariant,1
18,4,4,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
18,4,4,0,scenario_any_A0_WDRO_atom,0.2478,0.247799999999999,1.33226762955019e-15,1.33226762955019e-15,1e-13,representative invariant,1
18,4,4,0,C_reachable_mean_WDRO_atom_km,20.1654016646447,20.1654016646453,5.75539615965681e-13,2.85409448091854e-14,2.01654016646447e-12,representative invariant,1
18,4,4,0,C_reachable_mean_W1_W2_W3_km,19.9256365711374,19.925636571138,5.71986902286881e-13,2.87060792384125e-14,1.99256365711374e-12,class mean retained,1
18,4,4,0,W3_failed_line_count_mean,4.58113333333333,4.58113333333333,6.21724893790088e-15,1.35714210557087e-15,4.58113333333333e-13,class mean retained,1
18,4,4,0,W3_closed_road_count_mean,2.0038,2.0038,8.88178419700125e-16,4.43247040473164e-16,2.0038e-13,class mean retained,1
18,4,4,0,weight_sum,0.999999999999968,0.999999999999987,1.88737914186277e-14,1.88737914186277e-14,1e-13,class weights,1
19,4,5,0,D_mean_kg,131.763103583085,131.763103583086,1.22213350550737e-12,9.27523314397902e-15,1.31763103583085e-11,class-weighted mean,1
19,4,5,0,D_q95_kg,427.951886097701,427.951886097701,0,0,4.27951886097701e-11,count-preserving linear order statistic,1
19,4,5,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
19,4,5,0,D_upper_bound_hit_share,0.0119333333333333,0.0119333333333333,3.46944695195361e-18,3.46944695195361e-18,1e-13,class-weighted mean,1
19,4,5,0,A0_pair_share_W1_W2_W3,0.0341329966329968,0.0341329966329966,1.87350135405495e-16,1.87350135405495e-16,1e-13,class mean retained,1
19,4,5,0,A0_share_WDRO_aggregated_atom,0.0616732323232323,0.0616732323232324,1.31838984174237e-16,1.31838984174237e-16,1e-13,representative invariant,1
19,4,5,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
19,4,5,0,scenario_any_A0_WDRO_atom,0.2058,0.205799999999999,1.13797860024079e-15,1.13797860024079e-15,1e-13,representative invariant,1
19,4,5,0,C_reachable_mean_WDRO_atom_km,19.9836266722182,19.9836266722188,6.21724893790088e-13,3.11117148047219e-14,1.99836266722182e-12,representative invariant,1
19,4,5,0,C_reachable_mean_W1_W2_W3_km,19.752201686627,19.7522016866277,7.46069872548105e-13,3.77714790677347e-14,1.9752201686627e-12,class mean retained,1
19,4,5,0,W3_failed_line_count_mean,3.90793333333333,3.90793333333334,8.88178419700125e-15,2.27275734753269e-15,3.90793333333333e-13,class mean retained,1
19,4,5,0,W3_closed_road_count_mean,1.6728,1.6728,1.77635683940025e-15,1.06190628849848e-15,1.6728e-13,class mean retained,1
19,4,5,0,weight_sum,0.999999999999968,0.999999999999997,2.91988655476416e-14,2.91988655476416e-14,1e-13,class weights,1
20,4,6,0,D_mean_kg,97.5246615570646,97.5246615570654,8.10018718766514e-13,8.30578343809528e-15,9.75246615570646e-12,class-weighted mean,1
20,4,6,0,D_q95_kg,405.313258598587,405.313258598587,0,0,4.05313258598587e-11,count-preserving linear order statistic,1
20,4,6,0,D_q99_kg,547.418378201456,547.418378201456,0,0,5.47418378201456e-11,count-preserving linear order statistic,1
20,4,6,0,D_upper_bound_hit_share,0.00506666666666667,0.00506666666666667,1.73472347597681e-18,1.73472347597681e-18,1e-13,class-weighted mean,1
20,4,6,0,A0_pair_share_W1_W2_W3,0.0257621212121213,0.0257621212121212,1.17961196366423e-16,1.17961196366423e-16,1e-13,class mean retained,1
20,4,6,0,A0_share_WDRO_aggregated_atom,0.0477338383838384,0.0477338383838384,6.93889390390723e-18,6.93889390390723e-18,1e-13,representative invariant,1
20,4,6,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
20,4,6,0,scenario_any_A0_WDRO_atom,0.1594,0.159399999999999,8.32667268468867e-16,8.32667268468867e-16,1e-13,representative invariant,1
20,4,6,0,C_reachable_mean_WDRO_atom_km,19.8115158331484,19.811515833149,6.85673740008497e-13,3.46098575082901e-14,1.98115158331484e-12,representative invariant,1
20,4,6,0,C_reachable_mean_W1_W2_W3_km,19.5762970025283,19.576297002529,7.7804429565731e-13,3.97442016514577e-14,1.95762970025283e-12,class mean retained,1
20,4,6,0,W3_failed_line_count_mean,3.1036,3.10360000000001,7.105427357601e-15,2.28941466606554e-15,3.1036e-13,class mean retained,1
20,4,6,0,W3_closed_road_count_mean,1.2888,1.2888,2.44249065417534e-15,1.89516655351904e-15,1.2888e-13,class mean retained,1
20,4,6,0,weight_sum,0.999999999999968,1,3.66373598126302e-14,3.66373598126302e-14,1e-13,class weights,1
21,4,7,0,D_mean_kg,67.1123475983963,67.1123475983966,3.41060513164848e-13,5.08193388205955e-15,6.71123475983963e-12,class-weighted mean,1
21,4,7,0,D_q95_kg,364.945585467638,364.945585467638,0,0,3.64945585467638e-11,count-preserving linear order statistic,1
21,4,7,0,D_q99_kg,463.955486457737,463.955486457737,0,0,4.63955486457737e-11,count-preserving linear order statistic,1
21,4,7,0,D_upper_bound_hit_share,0.00273333333333333,0.00273333333333333,8.67361737988404e-19,8.67361737988404e-19,1e-13,class-weighted mean,1
21,4,7,0,A0_pair_share_W1_W2_W3,0.0175031986531987,0.0175031986531986,4.85722573273506e-17,4.85722573273506e-17,1e-13,class mean retained,1
21,4,7,0,A0_share_WDRO_aggregated_atom,0.0334833333333334,0.0334833333333333,8.32667268468867e-17,8.32667268468867e-17,1e-13,representative invariant,1
21,4,7,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
21,4,7,0,scenario_any_A0_WDRO_atom,0.1076,0.107599999999999,5.55111512312578e-16,5.55111512312578e-16,1e-13,representative invariant,1
21,4,7,0,C_reachable_mean_WDRO_atom_km,19.5713193497488,19.5713193497496,8.20676859802916e-13,4.19326283086505e-14,1.95713193497488e-12,representative invariant,1
21,4,7,0,C_reachable_mean_W1_W2_W3_km,19.3966120880473,19.3966120880479,6.18172180111287e-13,3.1870110991817e-14,1.93966120880473e-12,class mean retained,1
21,4,7,0,W3_failed_line_count_mean,2.2098,2.2098,3.99680288865056e-15,1.80867177511565e-15,2.2098e-13,class mean retained,1
21,4,7,0,W3_closed_road_count_mean,0.885666666666667,0.885666666666668,1.22124532708767e-15,1.22124532708767e-15,1e-13,class mean retained,1
21,4,7,0,weight_sum,0.999999999999968,1,3.15303338993544e-14,3.15303338993544e-14,1e-13,class weights,1
22,5,1,0,D_mean_kg,377.621780359851,377.621780359856,4.37694325228222e-12,1.15908125005693e-14,3.77621780359851e-11,class-weighted mean,1
22,5,1,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
22,5,1,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
22,5,1,0,D_upper_bound_hit_share,0.1346,0.134599999999999,6.93889390390723e-16,6.93889390390723e-16,1e-13,class-weighted mean,1
22,5,1,0,A0_pair_share_W1_W2_W3,0.151658249158248,0.151658249158249,9.99200722162641e-16,9.99200722162641e-16,1e-13,class mean retained,1
22,5,1,0,A0_share_WDRO_aggregated_atom,0.244093939393935,0.24409393939394,4.91273688396632e-15,4.91273688396632e-15,1e-13,representative invariant,1
22,5,1,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
22,5,1,0,scenario_any_A0_WDRO_atom,0.633533333333333,0.633533333333342,8.43769498715119e-15,8.43769498715119e-15,1e-13,representative invariant,1
22,5,1,0,C_reachable_mean_WDRO_atom_km,21.2843692107134,21.2843692107136,1.77635683940025e-13,8.345827972699e-15,2.12843692107134e-12,representative invariant,1
22,5,1,0,C_reachable_mean_W1_W2_W3_km,21.6053967490571,21.6053967490572,1.70530256582424e-13,7.89294723735479e-15,2.16053967490571e-12,class mean retained,1
22,5,1,0,W3_failed_line_count_mean,10.8763333333333,10.876333333333,3.33955085807247e-13,3.07047490705122e-14,1.08763333333333e-12,class mean retained,1
22,5,1,0,W3_closed_road_count_mean,6.15173333333333,6.15173333333319,1.4122036873232e-13,2.29561915447657e-14,6.15173333333333e-13,class mean retained,1
22,5,1,0,weight_sum,0.999999999999968,0.999999999999967,1.22124532708767e-15,1.22124532708767e-15,1e-13,class weights,1
23,5,2,0,D_mean_kg,386.263662729908,386.26366272991,2.78532752417959e-12,7.21094887490676e-15,3.86263662729908e-11,class-weighted mean,1
23,5,2,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
23,5,2,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
23,5,2,0,D_upper_bound_hit_share,0.128933333333333,0.128933333333333,6.66133814775094e-16,6.66133814775094e-16,1e-13,class-weighted mean,1
23,5,2,0,A0_pair_share_W1_W2_W3,0.167930134680133,0.167930134680135,1.47104550762833e-15,1.47104550762833e-15,1e-13,class mean retained,1
23,5,2,0,A0_share_WDRO_aggregated_atom,0.261154545454541,0.261154545454546,4.44089209850063e-15,4.44089209850063e-15,1e-13,representative invariant,1
23,5,2,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
23,5,2,0,scenario_any_A0_WDRO_atom,0.6552,0.655200000000006,5.99520433297585e-15,5.99520433297585e-15,1e-13,representative invariant,1
23,5,2,0,C_reachable_mean_WDRO_atom_km,21.4352419665024,21.4352419665026,1.74082970261225e-13,8.12134383802479e-15,2.14352419665024e-12,representative invariant,1
23,5,2,0,C_reachable_mean_W1_W2_W3_km,21.8364979779024,21.8364979779026,1.56319401867222e-13,7.15862964956241e-15,2.18364979779024e-12,class mean retained,1
23,5,2,0,W3_failed_line_count_mean,11.2768,11.2767999999996,3.73034936274053e-13,3.30798574306588e-14,1.12768e-12,class mean retained,1
23,5,2,0,W3_closed_road_count_mean,6.4576,6.45759999999984,1.58983937126322e-13,2.46196632071238e-14,6.4576e-13,class mean retained,1
23,5,2,0,weight_sum,0.999999999999968,0.999999999999968,4.44089209850063e-16,4.44089209850063e-16,1e-13,class weights,1
24,5,3,0,D_mean_kg,369.3420251116,369.342025111603,3.12638803734444e-12,8.46475035273815e-15,3.693420251116e-11,class-weighted mean,1
24,5,3,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
24,5,3,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
24,5,3,0,D_upper_bound_hit_share,0.1174,0.117399999999999,6.10622663543836e-16,6.10622663543836e-16,1e-13,class-weighted mean,1
24,5,3,0,A0_pair_share_W1_W2_W3,0.164180976430975,0.164180976430976,1.30451205393456e-15,1.30451205393456e-15,1e-13,class mean retained,1
24,5,3,0,A0_share_WDRO_aggregated_atom,0.254530303030299,0.254530303030303,4.55191440096314e-15,4.55191440096314e-15,1e-13,representative invariant,1
24,5,3,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
24,5,3,0,scenario_any_A0_WDRO_atom,0.624133333333333,0.624133333333343,9.43689570931383e-15,9.43689570931383e-15,1e-13,representative invariant,1
24,5,3,0,C_reachable_mean_WDRO_atom_km,21.3406745815786,21.3406745815787,1.84741111297626e-13,8.65676061885579e-15,2.13406745815786e-12,representative invariant,1
24,5,3,0,C_reachable_mean_W1_W2_W3_km,21.7520412862797,21.7520412862799,2.0961010704923e-13,9.63634190881402e-15,2.17520412862797e-12,class mean retained,1
24,5,3,0,W3_failed_line_count_mean,10.9815333333333,10.981533333333,3.28626015289046e-13,2.99253305812527e-14,1.09815333333333e-12,class mean retained,1
24,5,3,0,W3_closed_road_count_mean,6.25633333333333,6.2563333333332,1.37667655053519e-13,2.20045268879833e-14,6.25633333333333e-13,class mean retained,1
24,5,3,0,weight_sum,0.999999999999968,0.999999999999966,1.55431223447522e-15,1.55431223447522e-15,1e-13,class weights,1
25,5,4,0,D_mean_kg,343.288928892888,343.288928892891,2.72848410531878e-12,7.94806903362188e-15,3.43288928892888e-11,class-weighted mean,1
25,5,4,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
25,5,4,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
25,5,4,0,D_upper_bound_hit_share,0.0938666666666667,0.0938666666666662,4.57966997657877e-16,4.57966997657877e-16,1e-13,class-weighted mean,1
25,5,4,0,A0_pair_share_W1_W2_W3,0.151436868686868,0.151436868686868,6.93889390390723e-16,6.93889390390723e-16,1e-13,class mean retained,1
25,5,4,0,A0_share_WDRO_aggregated_atom,0.238806060606057,0.238806060606061,4.16333634234434e-15,4.16333634234434e-15,1e-13,representative invariant,1
25,5,4,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
25,5,4,0,scenario_any_A0_WDRO_atom,0.5746,0.574600000000015,1.48769885299771e-14,1.48769885299771e-14,1e-13,representative invariant,1
25,5,4,0,C_reachable_mean_WDRO_atom_km,21.2383715439663,21.2383715439665,1.77635683940025e-13,8.3639032103895e-15,2.12383715439663e-12,representative invariant,1
25,5,4,0,C_reachable_mean_W1_W2_W3_km,21.5165378622663,21.5165378622665,2.52242671194836e-13,1.17231997456801e-14,2.15165378622663e-12,class mean retained,1
25,5,4,0,W3_failed_line_count_mean,10.3122666666667,10.3122666666664,2.59348098552437e-13,2.51494755649359e-14,1.03122666666667e-12,class mean retained,1
25,5,4,0,W3_closed_road_count_mean,5.76833333333333,5.76833333333322,1.12798659301916e-13,1.95548094715832e-14,5.76833333333333e-13,class mean retained,1
25,5,4,0,weight_sum,0.999999999999968,0.999999999999965,3.33066907387547e-15,3.33066907387547e-15,1e-13,class weights,1
26,5,5,0,D_mean_kg,293.83123766922,293.831237669223,3.06954461848363e-12,1.04466245414627e-14,2.9383123766922e-11,class-weighted mean,1
26,5,5,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
26,5,5,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
26,5,5,0,D_upper_bound_hit_share,0.0638666666666667,0.0638666666666664,2.77555756156289e-16,2.77555756156289e-16,1e-13,class-weighted mean,1
26,5,5,0,A0_pair_share_W1_W2_W3,0.127189898989898,0.127189898989899,3.33066907387547e-16,3.33066907387547e-16,1e-13,class mean retained,1
26,5,5,0,A0_share_WDRO_aggregated_atom,0.204295454545452,0.204295454545455,3.21964677141295e-15,3.21964677141295e-15,1e-13,representative invariant,1
26,5,5,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
26,5,5,0,scenario_any_A0_WDRO_atom,0.4896,0.489600000000022,2.21489493412719e-14,2.21489493412719e-14,1e-13,representative invariant,1
26,5,5,0,C_reachable_mean_WDRO_atom_km,20.9355317317873,20.9355317317875,2.66453525910038e-13,1.2727335007473e-14,2.09355317317873e-12,representative invariant,1
26,5,5,0,C_reachable_mean_W1_W2_W3_km,21.0545497359647,21.0545497359651,3.16191517413245e-13,1.5017728774942e-14,2.10545497359647e-12,class mean retained,1
26,5,5,0,W3_failed_line_count_mean,8.8976,8.89759999999992,8.17124146124115e-14,9.18364667015954e-15,8.8976e-13,class mean retained,1
26,5,5,0,W3_closed_road_count_mean,4.83426666666667,4.83426666666661,5.24025267623074e-14,1.0839808884279e-14,4.83426666666667e-13,class mean retained,1
26,5,5,0,weight_sum,0.999999999999968,0.999999999999967,1.11022302462516e-15,1.11022302462516e-15,1e-13,class weights,1
27,5,6,0,D_mean_kg,234.271936284537,234.271936284539,2.01794136955868e-12,8.61367093968857e-15,2.34271936284537e-11,class-weighted mean,1
27,5,6,0,D_q95_kg,591.086381365409,591.086381365409,0,0,5.91086381365409e-11,count-preserving linear order statistic,1
27,5,6,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
27,5,6,0,D_upper_bound_hit_share,0.0400666666666667,0.0400666666666665,1.31838984174237e-16,1.31838984174237e-16,1e-13,class-weighted mean,1
27,5,6,0,A0_pair_share_W1_W2_W3,0.0939745791245789,0.0939745791245788,2.77555756156289e-17,2.77555756156289e-17,1e-13,class mean retained,1
27,5,6,0,A0_share_WDRO_aggregated_atom,0.157738383838382,0.157738383838384,1.88737914186277e-15,1.88737914186277e-15,1e-13,representative invariant,1
27,5,6,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
27,5,6,0,scenario_any_A0_WDRO_atom,0.380733333333333,0.380733333333345,1.13797860024079e-14,1.13797860024079e-14,1e-13,representative invariant,1
27,5,6,0,C_reachable_mean_WDRO_atom_km,20.5740441689264,20.5740441689268,3.80140363631654e-13,1.84766961959667e-14,2.05740441689264e-12,representative invariant,1
27,5,6,0,C_reachable_mean_W1_W2_W3_km,20.5078511532117,20.507851153212,3.41060513164848e-13,1.66307289153225e-14,2.05078511532117e-12,class mean retained,1
27,5,6,0,W3_failed_line_count_mean,7.24613333333333,7.24613333333332,1.15463194561016e-14,1.59344562471502e-15,7.24613333333333e-13,class mean retained,1
27,5,6,0,W3_closed_road_count_mean,3.7218,3.7218,8.88178419700125e-16,2.38642167687712e-16,3.7218e-13,class mean retained,1
27,5,6,0,weight_sum,0.999999999999968,0.999999999999974,6.21724893790088e-15,6.21724893790088e-15,1e-13,class weights,1
28,5,7,0,D_mean_kg,171.819763794561,171.819763794562,1.08002495835535e-12,6.28580167091081e-15,1.71819763794561e-11,class-weighted mean,1
28,5,7,0,D_q95_kg,532.689632599624,532.689632599624,0,0,5.32689632599624e-11,count-preserving linear order statistic,1
28,5,7,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
28,5,7,0,D_upper_bound_hit_share,0.0216666666666667,0.0216666666666666,3.12250225675825e-17,3.12250225675825e-17,1e-13,class-weighted mean,1
28,5,7,0,A0_pair_share_W1_W2_W3,0.0641419191919192,0.0641419191919191,1.2490009027033e-16,1.2490009027033e-16,1e-13,class mean retained,1
28,5,7,0,A0_share_WDRO_aggregated_atom,0.114530808080807,0.114530808080808,9.15933995315754e-16,9.15933995315754e-16,1e-13,representative invariant,1
28,5,7,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
28,5,7,0,scenario_any_A0_WDRO_atom,0.273666666666667,0.273666666666668,8.88178419700125e-16,8.88178419700125e-16,1e-13,representative invariant,1
28,5,7,0,C_reachable_mean_WDRO_atom_km,20.1648517076486,20.1648517076492,5.93303184359684e-13,2.94226405907385e-14,2.01648517076486e-12,representative invariant,1
28,5,7,0,C_reachable_mean_W1_W2_W3_km,20.003912342734,20.0039123427345,5.75539615965681e-13,2.87713526286639e-14,2.0003912342734e-12,class mean retained,1
28,5,7,0,W3_failed_line_count_mean,5.493,5.493,8.88178419700125e-16,1.61692776206103e-16,5.493e-13,class mean retained,1
28,5,7,0,W3_closed_road_count_mean,2.6674,2.6674,2.22044604925031e-15,8.32438347923188e-16,2.6674e-13,class mean retained,1
28,5,7,0,weight_sum,0.999999999999968,0.999999999999984,1.64313007644523e-14,1.64313007644523e-14,1e-13,class weights,1
29,6,1,0,D_mean_kg,462.13779559774,462.137795597743,2.8421709430404e-12,6.15005085088154e-15,4.6213779559774e-11,class-weighted mean,1
29,6,1,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
29,6,1,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
29,6,1,0,D_upper_bound_hit_share,0.229133333333333,0.229133333333332,1.2490009027033e-15,1.2490009027033e-15,1e-13,class-weighted mean,1
29,6,1,0,A0_pair_share_W1_W2_W3,0.255705723905721,0.255705723905724,2.88657986402541e-15,2.88657986402541e-15,1e-13,class mean retained,1
29,6,1,0,A0_share_WDRO_aggregated_atom,0.365887373737367,0.365887373737374,7.32747196252603e-15,7.32747196252603e-15,1e-13,representative invariant,1
29,6,1,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
29,6,1,0,scenario_any_A0_WDRO_atom,0.7818,0.781799999999992,7.99360577730113e-15,7.99360577730113e-15,1e-13,representative invariant,1
29,6,1,0,C_reachable_mean_WDRO_atom_km,21.2561201085341,21.2561201085342,9.9475983006414e-14,4.67987490183947e-15,2.12561201085341e-12,representative invariant,1
29,6,1,0,C_reachable_mean_W1_W2_W3_km,22.7661097654576,22.7661097654576,2.8421709430404e-14,1.24842187458516e-15,2.27661097654576e-12,class mean retained,1
29,6,1,0,W3_failed_line_count_mean,14.299,14.2989999999994,6.21724893790088e-13,4.3480305880837e-14,1.4299e-12,class mean retained,1
29,6,1,0,W3_closed_road_count_mean,9.0014,9.00139999999979,2.07833750209829e-13,2.3089047282626e-14,9.0014e-13,class mean retained,1
29,6,1,0,weight_sum,0.999999999999968,0.999999999999968,2.22044604925031e-16,2.22044604925031e-16,1e-13,class weights,1
30,6,2,0,D_mean_kg,470.772004473173,470.772004473176,2.38742359215394e-12,5.07129474452422e-15,4.70772004473173e-11,class-weighted mean,1
30,6,2,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
30,6,2,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
30,6,2,0,D_upper_bound_hit_share,0.237333333333333,0.237333333333332,1.33226762955019e-15,1.33226762955019e-15,1e-13,class-weighted mean,1
30,6,2,0,A0_pair_share_W1_W2_W3,0.280370538720536,0.280370538720539,2.94209101525666e-15,2.94209101525666e-15,1e-13,class mean retained,1
30,6,2,0,A0_share_WDRO_aggregated_atom,0.38807373737373,0.388073737373738,8.04911692853238e-15,8.04911692853238e-15,1e-13,representative invariant,1
30,6,2,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
30,6,2,0,scenario_any_A0_WDRO_atom,0.801066666666667,0.801066666666657,1.01030295240889e-14,1.01030295240889e-14,1e-13,representative invariant,1
30,6,2,0,C_reachable_mean_WDRO_atom_km,21.3964207525152,21.3964207525153,5.6843418860808e-14,2.65667886784877e-15,2.13964207525152e-12,representative invariant,1
30,6,2,0,C_reachable_mean_W1_W2_W3_km,23.0998366089904,23.0998366089905,1.06581410364015e-13,4.61394650395639e-15,2.30998366089904e-12,class mean retained,1
30,6,2,0,W3_failed_line_count_mean,14.9122,14.9121999999993,6.82121026329696e-13,4.5742481077889e-14,1.49122e-12,class mean retained,1
30,6,2,0,W3_closed_road_count_mean,9.46893333333333,9.46893333333309,2.46913600676635e-13,2.60761790145284e-14,9.46893333333333e-13,class mean retained,1
30,6,2,0,weight_sum,0.999999999999968,0.999999999999968,0,0,1e-13,class weights,1
31,6,3,0,D_mean_kg,465.028321013919,465.02832101392,1.25055521493778e-12,2.68920226667301e-15,4.65028321013919e-11,class-weighted mean,1
31,6,3,0,D_q95_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
31,6,3,0,D_q99_kg,607.969887897881,607.969887897881,0,0,6.07969887897881e-11,count-preserving linear order statistic,1
31,6,3,0,D_upper_bound_hit_share,0.2226,0.222599999999999,1.22124532708767e-15,1.22124532708767e-15,1e-13,class-weighted mean,1
31,6,3,0,A0_pair_share_W1_W2_W3,0.289703703703701,0.289703703703704,2.94209101525666e-15,2.94209101525666e-15,1e-13,class mean retained,1
31,6,3,0,A0_share_WDRO_aggregated_atom,0.398006060606053,0.39800606060606,7.60502771868232e-15,7.60502771868232e-15,1e-13,representative invariant,1
31,6,3,0,scenario_all_A0_WDRO_atom,0,0,0,0,1e-13,representative invariant,1
31,6,3,0,scenario_any_A0_WDRO_atom,0.790933333333333,0.790933333333324,8.99280649946377e-15,8.99280649946377e-15,1e-13,representative invariant,1
31,6,3,0,C_reachable_mean_WDRO_atom_km,21.2789293457815,21.2789293457814,7.105427357601e-15,3.3391846188021e-16,2.12789293457815e-12,representative invariant,1
31,6,3,0,C_reachable_mean_W1_W2_W3_km,23.0891285748808,23.0891285748809,5.32907051820075e-14,2.30804315585923e-15,2.30891285748808e-12,class mean retained,1
31,6,3,0,W3_failed_line_count_mean,14.8682666666667,14.868266666666,6.59028387417493e-13,4.43244933785709e-14,1.48682666666667e-12,class mean retained,1
31,6,3,0,W3_closed_road_count_mean,9.53546666666667,9.53546666666642,2.43360886997834e-13,2.55216546295061e-14,9.53546666666667e-13,class mean retained,1
31,6,3,0,weight_sum,0.999999999999968,0.999999999999968,2.22044604925031e-16,2.22044604925031e-16,1e-13,class weights,1
32,6,4,0,D_mean_kg,433.063197228814,433.063197228815,4.54747350886464e-13,1.05007156876042e-15,4.33063197228814e-11,class-weighted mean,1
