tau,stage,hour_in_stage,bus,load_multiplier,p_base_kw,p_load_kw,q_load_kvar
9,2,1,24,0.801077,420,336.45234,160.2154
9,2,1,25,0.801077,420,336.45234,160.2154
9,2,1,26,0.801077,60,48.06462,20.026925
9,2,1,27,0.801077,60,48.06462,20.026925
9,2,1,28,0.801077,60,48.06462,16.02154
9,2,1,29,0.801077,120,96.12924,56.07539
9,2,1,30,0.801077,200,160.2154,480.6462
9,2,1,31,0.801077,150,120.16155,56.07539
9,2,1,32,0.801077,210,168.22617,80.1077
9,2,1,33,0.801077,60,48.06462,32.04308
10,2,2,1,0.801077,0,0,0
10,2,2,2,0.801077,100,80.1077,48.06462
10,2,2,3,0.801077,90,72.09693,32.04308
10,2,2,4,0.801077,120,96.12924,64.08616
10,2,2,5,0.801077,60,48.06462,24.03231
10,2,2,6,0.801077,60,48.06462,16.02154
10,2,2,7,0.801077,200,160.2154,80.1077
10,2,2,8,0.801077,200,160.2154,80.1077
10,2,2,9,0.801077,60,48.06462,16.02154
10,2,2,10,0.801077,60,48.06462,16.02154
10,2,2,11,0.801077,45,36.048465,24.03231
10,2,2,12,0.801077,60,48.06462,28.037695
10,2,2,13,0.801077,60,48.06462,28.037695
10,2,2,14,0.801077,120,96.12924,64.08616
10,2,2,15,0.801077,60,48.06462,8.01077
10,2,2,16,0.801077,60,48.06462,16.02154
10,2,2,17,0.801077,60,48.06462,16.02154
10,2,2,18,0.801077,90,72.09693,32.04308
10,2,2,19,0.801077,90,72.09693,32.04308
10,2,2,20,0.801077,90,72.09693,32.04308
10,2,2,21,0.801077,90,72.09693,32.04308
10,2,2,22,0.801077,90,72.09693,32.04308
10,2,2,23,0.801077,90,72.09693,40.05385
10,2,2,24,0.801077,420,336.45234,160.2154
10,2,2,25,0.801077,420,336.45234,160.2154
10,2,2,26,0.801077,60,48.06462,20.026925
10,2,2,27,0.801077,60,48.06462,20.026925
10,2,2,28,0.801077,60,48.06462,16.02154
10,2,2,29,0.801077,120,96.12924,56.07539
10,2,2,30,0.801077,200,160.2154,480.6462
10,2,2,31,0.801077,150,120.16155,56.07539
10,2,2,32,0.801077,210,168.22617,80.1077
10,2,2,33,0.801077,60,48.06462,32.04308
11,2,3,1,0.843338,0,0,0
11,2,3,2,0.843338,100,84.3338,50.60028
11,2,3,3,0.843338,90,75.90042,33.73352
11,2,3,4,0.843338,120,101.20056,67.46704
11,2,3,5,0.843338,60,50.60028,25.30014
11,2,3,6,0.843338,60,50.60028,16.86676
11,2,3,7,0.843338,200,168.6676,84.3338
11,2,3,8,0.843338,200,168.6676,84.3338
11,2,3,9,0.843338,60,50.60028,16.86676
11,2,3,10,0.843338,60,50.60028,16.86676
11,2,3,11,0.843338,45,37.95021,25.30014
11,2,3,12,0.843338,60,50.60028,29.51683
11,2,3,13,0.843338,60,50.60028,29.51683
11,2,3,14,0.843338,120,101.20056,67.46704
11,2,3,15,0.843338,60,50.60028,8.43338
11,2,3,16,0.843338,60,50.60028,16.86676
11,2,3,17,0.843338,60,50.60028,16.86676
11,2,3,18,0.843338,90,75.90042,33.73352
11,2,3,19,0.843338,90,75.90042,33.73352
11,2,3,20,0.843338,90,75.90042,33.73352
11,2,3,21,0.843338,90,75.90042,33.73352
11,2,3,22,0.843338,90,75.90042,33.73352
11,2,3,23,0.843338,90,75.90042,42.1669
11,2,3,24,0.843338,420,354.20196,168.6676
11,2,3,25,0.843338,420,354.20196,168.6676
11,2,3,26,0.843338,60,50.60028,21.08345
11,2,3,27,0.843338,60,50.60028,21.08345
11,2,3,28,0.843338,60,50.60028,16.86676
11,2,3,29,0.843338,120,101.20056,59.03366
11,2,3,30,0.843338,200,168.6676,506.0028
11,2,3,31,0.843338,150,126.5007,59.03366
11,2,3,32,0.843338,210,177.10098,84.3338
11,2,3,33,0.843338,60,50.60028,33.73352
12,2,4,1,0.873486,0,0,0
12,2,4,2,0.873486,100,87.3486,52.40916
12,2,4,3,0.873486,90,78.61374,34.93944
12,2,4,4,0.873486,120,104.81832,69.87888
12,2,4,5,0.873486,60,52.40916,26.20458
12,2,4,6,0.873486,60,52.40916,17.46972
12,2,4,7,0.873486,200,174.6972,87.3486
12,2,4,8,0.873486,200,174.6972,87.3486
12,2,4,9,0.873486,60,52.40916,17.46972
12,2,4,10,0.873486,60,52.40916,17.46972
12,2,4,11,0.873486,45,39.30687,26.20458
12,2,4,12,0.873486,60,52.40916,30.57201
12,2,4,13,0.873486,60,52.40916,30.57201
12,2,4,14,0.873486,120,104.81832,69.87888
12,2,4,15,0.873486,60,52.40916,8.73486
12,2,4,16,0.873486,60,52.40916,17.46972
12,2,4,17,0.873486,60,52.40916,17.46972
12,2,4,18,0.873486,90,78.61374,34.93944
12,2,4,19,0.873486,90,78.61374,34.93944
12,2,4,20,0.873486,90,78.61374,34.93944
12,2,4,21,0.873486,90,78.61374,34.93944
12,2,4,22,0.873486,90,78.61374,34.93944
12,2,4,23,0.873486,90,78.61374,43.6743
12,2,4,24,0.873486,420,366.86412,174.6972
12,2,4,25,0.873486,420,366.86412,174.6972
12,2,4,26,0.873486,60,52.40916,21.83715
12,2,4,27,0.873486,60,52.40916,21.83715
12,2,4,28,0.873486,60,52.40916,17.46972
12,2,4,29,0.873486,120,104.81832,61.14402
12,2,4,30,0.873486,200,174.6972,524.0916
12,2,4,31,0.873486,150,131.0229,61.14402
12,2,4,32,0.873486,210,183.43206,87.3486
12,2,4,33,0.873486,60,52.40916,34.93944
13,2,5,1,0.88856,0,0,0
13,2,5,2,0.88856,100,88.856,53.3136
13,2,5,3,0.88856,90,79.9704,35.5424
13,2,5,4,0.88856,120,106.6272,71.0848
13,2,5,5,0.88856,60,53.3136,26.6568
13,2,5,6,0.88856,60,53.3136,17.7712
13,2,5,7,0.88856,200,177.712,88.856
13,2,5,8,0.88856,200,177.712,88.856
13,2,5,9,0.88856,60,53.3136,17.7712
13,2,5,10,0.88856,60,53.3136,17.7712
13,2,5,11,0.88856,45,39.9852,26.6568
13,2,5,12,0.88856,60,53.3136,31.0996
13,2,5,13,0.88856,60,53.3136,31.0996
13,2,5,14,0.88856,120,106.6272,71.0848
13,2,5,15,0.88856,60,53.3136,8.8856
13,2,5,16,0.88856,60,53.3136,17.7712
13,2,5,17,0.88856,60,53.3136,17.7712
13,2,5,18,0.88856,90,79.9704,35.5424
13,2,5,19,0.88856,90,79.9704,35.5424
13,2,5,20,0.88856,90,79.9704,35.5424
13,2,5,21,0.88856,90,79.9704,35.5424
13,2,5,22,0.88856,90,79.9704,35.5424
13,2,5,23,0.88856,90,79.9704,44.428
13,2,5,24,0.88856,420,373.1952,177.712
13,2,5,25,0.88856,420,373.1952,177.712
13,2,5,26,0.88856,60,53.3136,22.214
13,2,5,27,0.88856,60,53.3136,22.214
13,2,5,28,0.88856,60,53.3136,17.7712
13,2,5,29,0.88856,120,106.6272,62.1992
13,2,5,30,0.88856,200,177.712,533.136
13,2,5,31,0.88856,150,133.284,62.1992
13,2,5,32,0.88856,210,186.5976,88.856
13,2,5,33,0.88856,60,53.3136,35.5424
14,2,6,1,0.915747,0,0,0
14,2,6,2,0.915747,100,91.5747,54.94482
14,2,6,3,0.915747,90,82.41723,36.62988
14,2,6,4,0.915747,120,109.88964,73.25976
14,2,6,5,0.915747,60,54.94482,27.47241
14,2,6,6,0.915747,60,54.94482,18.31494
14,2,6,7,0.915747,200,183.1494,91.5747
14,2,6,8,0.915747,200,183.1494,91.5747
14,2,6,9,0.915747,60,54.94482,18.31494
14,2,6,10,0.915747,60,54.94482,18.31494
14,2,6,11,0.915747,45,41.208615,27.47241
14,2,6,12,0.915747,60,54.94482,32.051145
14,2,6,13,0.915747,60,54.94482,32.051145
14,2,6,14,0.915747,120,109.88964,73.25976
14,2,6,15,0.915747,60,54.94482,9.15747
14,2,6,16,0.915747,60,54.94482,18.31494
14,2,6,17,0.915747,60,54.94482,18.31494
14,2,6,18,0.915747,90,82.41723,36.62988
14,2,6,19,0.915747,90,82.41723,36.62988
14,2,6,20,0.915747,90,82.41723,36.62988
14,2,6,21,0.915747,90,82.41723,36.62988
14,2,6,22,0.915747,90,82.41723,36.62988
14,2,6,23,0.915747,90,82.41723,45.78735
14,2,6,24,0.915747,420,384.61374,183.1494
14,2,6,25,0.915747,420,384.61374,183.1494
14,2,6,26,0.915747,60,54.94482,22.893675
14,2,6,27,0.915747,60,54.94482,22.893675
14,2,6,28,0.915747,60,54.94482,18.31494
14,2,6,29,0.915747,120,109.88964,64.10229
14,2,6,30,0.915747,200,183.1494,549.4482
14,2,6,31,0.915747,150,137.36205,64.10229
14,2,6,32,0.915747,210,192.30687,91.5747
14,2,6,33,0.915747,60,54.94482,36.62988
15,2,7,1,0.88856,0,0,0
15,2,7,2,0.88856,100,88.856,53.3136
15,2,7,3,0.88856,90,79.9704,35.5424
15,2,7,4,0.88856,120,106.6272,71.0848
15,2,7,5,0.88856,60,53.3136,26.6568
15,2,7,6,0.88856,60,53.3136,17.7712
15,2,7,7,0.88856,200,177.712,88.856
15,2,7,8,0.88856,200,177.712,88.856
15,2,7,9,0.88856,60,53.3136,17.7712
15,2,7,10,0.88856,60,53.3136,17.7712
15,2,7,11,0.88856,45,39.9852,26.6568
15,2,7,12,0.88856,60,53.3136,31.0996
15,2,7,13,0.88856,60,53.3136,31.0996
15,2,7,14,0.88856,120,106.6272,71.0848
15,2,7,15,0.88856,60,53.3136,8.8856
15,2,7,16,0.88856,60,53.3136,17.7712
15,2,7,17,0.88856,60,53.3136,17.7712
15,2,7,18,0.88856,90,79.9704,35.5424
15,2,7,19,0.88856,90,79.9704,35.5424
15,2,7,20,0.88856,90,79.9704,35.5424
15,2,7,21,0.88856,90,79.9704,35.5424
15,2,7,22,0.88856,90,79.9704,35.5424
15,2,7,23,0.88856,90,79.9704,44.428
15,2,7,24,0.88856,420,373.1952,177.712
15,2,7,25,0.88856,420,373.1952,177.712
15,2,7,26,0.88856,60,53.3136,22.214
15,2,7,27,0.88856,60,53.3136,22.214
15,2,7,28,0.88856,60,53.3136,17.7712
15,2,7,29,0.88856,120,106.6272,62.1992
15,2,7,30,0.88856,200,177.712,533.136
15,2,7,31,0.88856,150,133.284,62.1992
15,2,7,32,0.88856,210,186.5976,88.856
15,2,7,33,0.88856,60,53.3136,35.5424
16,2,8,1,0.88856,0,0,0
16,2,8,2,0.88856,100,88.856,53.3136
16,2,8,3,0.88856,90,79.9704,35.5424
16,2,8,4,0.88856,120,106.6272,71.0848
16,2,8,5,0.88856,60,53.3136,26.6568
16,2,8,6,0.88856,60,53.3136,17.7712
16,2,8,7,0.88856,200,177.712,88.856
16,2,8,8,0.88856,200,177.712,88.856
16,2,8,9,0.88856,60,53.3136,17.7712
16,2,8,10,0.88856,60,53.3136,17.7712
16,2,8,11,0.88856,45,39.9852,26.6568
16,2,8,12,0.88856,60,53.3136,31.0996
16,2,8,13,0.88856,60,53.3136,31.0996
16,2,8,14,0.88856,120,106.6272,71.0848
16,2,8,15,0.88856,60,53.3136,8.8856
16,2,8,16,0.88856,60,53.3136,17.7712
16,2,8,17,0.88856,60,53.3136,17.7712
16,2,8,18,0.88856,90,79.9704,35.5424
16,2,8,19,0.88856,90,79.9704,35.5424
16,2,8,20,0.88856,90,79.9704,35.5424
16,2,8,21,0.88856,90,79.9704,35.5424
16,2,8,22,0.88856,90,79.9704,35.5424
16,2,8,23,0.88856,90,79.9704,44.428
16,2,8,24,0.88856,420,373.1952,177.712
16,2,8,25,0.88856,420,373.1952,177.712
16,2,8,26,0.88856,60,53.3136,22.214
16,2,8,27,0.88856,60,53.3136,22.214
16,2,8,28,0.88856,60,53.3136,17.7712
16,2,8,29,0.88856,120,106.6272,62.1992
16,2,8,30,0.88856,200,177.712,533.136
16,2,8,31,0.88856,150,133.284,62.1992
16,2,8,32,0.88856,210,186.5976,88.856
16,2,8,33,0.88856,60,53.3136,35.5424
17,3,1,1,0.879408,0,0,0
17,3,1,2,0.879408,100,87.9408,52.76448
17,3,1,3,0.879408,90,79.14672,35.17632
17,3,1,4,0.879408,120,105.52896,70.35264
17,3,1,5,0.879408,60,52.76448,26.38224
17,3,1,6,0.879408,60,52.76448,17.58816
17,3,1,7,0.879408,200,175.8816,87.9408
17,3,1,8,0.879408,200,175.8816,87.9408
17,3,1,9,0.879408,60,52.76448,17.58816
17,3,1,10,0.879408,60,52.76448,17.58816
17,3,1,11,0.879408,45,39.57336,26.38224
17,3,1,12,0.879408,60,52.76448,30.77928
17,3,1,13,0.879408,60,52.76448,30.77928
17,3,1,14,0.879408,120,105.52896,70.35264
17,3,1,15,0.879408,60,52.76448,8.79408
17,3,1,16,0.879408,60,52.76448,17.58816
17,3,1,17,0.879408,60,52.76448,17.58816
17,3,1,18,0.879408,90,79.14672,35.17632
17,3,1,19,0.879408,90,79.14672,35.17632
17,3,1,20,0.879408,90,79.14672,35.17632
17,3,1,21,0.879408,90,79.14672,35.17632
17,3,1,22,0.879408,90,79.14672,35.17632
17,3,1,23,0.879408,90,79.14672,43.9704
17,3,1,24,0.879408,420,369.35136,175.8816
17,3,1,25,0.879408,420,369.35136,175.8816
17,3,1,26,0.879408,60,52.76448,21.9852
17,3,1,27,0.879408,60,52.76448,21.9852
17,3,1,28,0.879408,60,52.76448,17.58816
17,3,1,29,0.879408,120,105.52896,61.55856
17,3,1,30,0.879408,200,175.8816,527.6448
17,3,1,31,0.879408,150,131.9112,61.55856
17,3,1,32,0.879408,210,184.67568,87.9408
17,3,1,33,0.879408,60,52.76448,35.17632
18,3,2,1,0.843338,0,0,0
18,3,2,2,0.843338,100,84.3338,50.60028
18,3,2,3,0.843338,90,75.90042,33.73352
18,3,2,4,0.843338,120,101.20056,67.46704
18,3,2,5,0.843338,60,50.60028,25.30014
18,3,2,6,0.843338,60,50.60028,16.86676
18,3,2,7,0.843338,200,168.6676,84.3338
18,3,2,8,0.843338,200,168.6676,84.3338
18,3,2,9,0.843338,60,50.60028,16.86676
18,3,2,10,0.843338,60,50.60028,16.86676
18,3,2,11,0.843338,45,37.95021,25.30014
18,3,2,12,0.843338,60,50.60028,29.51683
18,3,2,13,0.843338,60,50.60028,29.51683
18,3,2,14,0.843338,120,101.20056,67.46704
18,3,2,15,0.843338,60,50.60028,8.43338
18,3,2,16,0.843338,60,50.60028,16.86676
18,3,2,17,0.843338,60,50.60028,16.86676
18,3,2,18,0.843338,90,75.90042,33.73352
18,3,2,19,0.843338,90,75.90042,33.73352
18,3,2,20,0.843338,90,75.90042,33.73352
18,3,2,21,0.843338,90,75.90042,33.73352
18,3,2,22,0.843338,90,75.90042,33.73352
18,3,2,23,0.843338,90,75.90042,42.1669
18,3,2,24,0.843338,420,354.20196,168.6676
18,3,2,25,0.843338,420,354.20196,168.6676
18,3,2,26,0.843338,60,50.60028,21.08345
18,3,2,27,0.843338,60,50.60028,21.08345
18,3,2,28,0.843338,60,50.60028,16.86676
18,3,2,29,0.843338,120,101.20056,59.03366
18,3,2,30,0.843338,200,168.6676,506.0028
18,3,2,31,0.843338,150,126.5007,59.03366
18,3,2,32,0.843338,210,177.10098,84.3338
18,3,2,33,0.843338,60,50.60028,33.73352
19,3,3,1,0.864334,0,0,0
19,3,3,2,0.864334,100,86.4334,51.86004
19,3,3,3,0.864334,90,77.79006,34.57336
19,3,3,4,0.864334,120,103.72008,69.14672
19,3,3,5,0.864334,60,51.86004,25.93002
19,3,3,6,0.864334,60,51.86004,17.28668
19,3,3,7,0.864334,200,172.8668,86.4334
19,3,3,8,0.864334,200,172.8668,86.4334
19,3,3,9,0.864334,60,51.86004,17.28668
19,3,3,10,0.864334,60,51.86004,17.28668
19,3,3,11,0.864334,45,38.89503,25.93002
19,3,3,12,0.864334,60,51.86004,30.25169
19,3,3,13,0.864334,60,51.86004,30.25169
19,3,3,14,0.864334,120,103.72008,69.14672
19,3,3,15,0.864334,60,51.86004,8.64334
19,3,3,16,0.864334,60,51.86004,17.28668
19,3,3,17,0.864334,60,51.86004,17.28668
19,3,3,18,0.864334,90,77.79006,34.57336
19,3,3,19,0.864334,90,77.79006,34.57336
19,3,3,20,0.864334,90,77.79006,34.57336
19,3,3,21,0.864334,90,77.79006,34.57336
19,3,3,22,0.864334,90,77.79006,34.57336
19,3,3,23,0.864334,90,77.79006,43.2167
19,3,3,24,0.864334,420,363.02028,172.8668
19,3,3,25,0.864334,420,363.02028,172.8668
19,3,3,26,0.864334,60,51.86004,21.60835
19,3,3,27,0.864334,60,51.86004,21.60835
19,3,3,28,0.864334,60,51.86004,17.28668
19,3,3,29,0.864334,120,103.72008,60.50338
19,3,3,30,0.864334,200,172.8668,518.6004
19,3,3,31,0.864334,150,129.6501,60.50338
19,3,3,32,0.864334,210,181.51014,86.4334
19,3,3,33,0.864334,60,51.86004,34.57336
20,3,4,1,0.975774,0,0,0
20,3,4,2,0.975774,100,97.5774,58.54644
20,3,4,3,0.975774,90,87.81966,39.03096
20,3,4,4,0.975774,120,117.09288,78.06192
20,3,4,5,0.975774,60,58.54644,29.27322
20,3,4,6,0.975774,60,58.54644,19.51548
20,3,4,7,0.975774,200,195.1548,97.5774
20,3,4,8,0.975774,200,195.1548,97.5774
20,3,4,9,0.975774,60,58.54644,19.51548
20,3,4,10,0.975774,60,58.54644,19.51548
20,3,4,11,0.975774,45,43.90983,29.27322
20,3,4,12,0.975774,60,58.54644,34.15209
20,3,4,13,0.975774,60,58.54644,34.15209
20,3,4,14,0.975774,120,117.09288,78.06192
20,3,4,15,0.975774,60,58.54644,9.75774
20,3,4,16,0.975774,60,58.54644,19.51548
20,3,4,17,0.975774,60,58.54644,19.51548
20,3,4,18,0.975774,90,87.81966,39.03096
20,3,4,19,0.975774,90,87.81966,39.03096
20,3,4,20,0.975774,90,87.81966,39.03096
20,3,4,21,0.975774,90,87.81966,39.03096
20,3,4,22,0.975774,90,87.81966,39.03096
20,3,4,23,0.975774,90,87.81966,48.7887
20,3,4,24,0.975774,420,409.82508,195.1548
20,3,4,25,0.975774,420,409.82508,195.1548
20,3,4,26,0.975774,60,58.54644,24.39435
20,3,4,27,0.975774,60,58.54644,24.39435
20,3,4,28,0.975774,60,58.54644,19.51548
20,3,4,29,0.975774,120,117.09288,68.30418
20,3,4,30,0.975774,200,195.1548,585.4644
20,3,4,31,0.975774,150,146.3661,68.30418
20,3,4,32,0.975774,210,204.91254,97.5774
20,3,4,33,0.975774,60,58.54644,39.03096
21,3,5,1,1,0,0,0
21,3,5,2,1,100,100,60
21,3,5,3,1,90,90,40
21,3,5,4,1,120,120,80
21,3,5,5,1,60,60,30
21,3,5,6,1,60,60,20
21,3,5,7,1,200,200,100
21,3,5,8,1,200,200,100
21,3,5,9,1,60,60,20
21,3,5,10,1,60,60,20
21,3,5,11,1,45,45,30
21,3,5,12,1,60,60,35
21,3,5,13,1,60,60,35
21,3,5,14,1,120,120,80
21,3,5,15,1,60,60,10
21,3,5,16,1,60,60,20
21,3,5,17,1,60,60,20
21,3,5,18,1,90,90,40
21,3,5,19,1,90,90,40
21,3,5,20,1,90,90,40
21,3,5,21,1,90,90,40
21,3,5,22,1,90,90,40
21,3,5,23,1,90,90,50
21,3,5,24,1,420,420,200
21,3,5,25,1,420,420,200
21,3,5,26,1,60,60,25
21,3,5,27,1,60,60,25
21,3,5,28,1,60,60,20
21,3,5,29,1,120,120,70
21,3,5,30,1,200,200,600
21,3,5,31,1,150,150,70
21,3,5,32,1,210,210,100
21,3,5,33,1,60,60,40
22,3,6,1,0.975774,0,0,0
22,3,6,2,0.975774,100,97.5774,58.54644
22,3,6,3,0.975774,90,87.81966,39.03096
22,3,6,4,0.975774,120,117.09288,78.06192
22,3,6,5,0.975774,60,58.54644,29.27322
22,3,6,6,0.975774,60,58.54644,19.51548
22,3,6,7,0.975774,200,195.1548,97.5774
22,3,6,8,0.975774,200,195.1548,97.5774
22,3,6,9,0.975774,60,58.54644,19.51548
22,3,6,10,0.975774,60,58.54644,19.51548
22,3,6,11,0.975774,45,43.90983,29.27322
22,3,6,12,0.975774,60,58.54644,34.15209
22,3,6,13,0.975774,60,58.54644,34.15209
22,3,6,14,0.975774,120,117.09288,78.06192
22,3,6,15,0.975774,60,58.54644,9.75774
22,3,6,16,0.975774,60,58.54644,19.51548
22,3,6,17,0.975774,60,58.54644,19.51548
22,3,6,18,0.975774,90,87.81966,39.03096
22,3,6,19,0.975774,90,87.81966,39.03096
22,3,6,20,0.975774,90,87.81966,39.03096
22,3,6,21,0.975774,90,87.81966,39.03096
22,3,6,22,0.975774,90,87.81966,39.03096
22,3,6,23,0.975774,90,87.81966,48.7887
22,3,6,24,0.975774,420,409.82508,195.1548
22,3,6,25,0.975774,420,409.82508,195.1548
22,3,6,26,0.975774,60,58.54644,24.39435
22,3,6,27,0.975774,60,58.54644,24.39435
22,3,6,28,0.975774,60,58.54644,19.51548
22,3,6,29,0.975774,120,117.09288,68.30418
22,3,6,30,0.975774,200,195.1548,585.4644
22,3,6,31,0.975774,150,146.3661,68.30418
22,3,6,32,0.975774,210,204.91254,97.5774
22,3,6,33,0.975774,60,58.54644,39.03096
23,3,7,1,0.96393,0,0,0
23,3,7,2,0.96393,100,96.393,57.8358
23,3,7,3,0.96393,90,86.7537,38.5572
23,3,7,4,0.96393,120,115.6716,77.1144
23,3,7,5,0.96393,60,57.8358,28.9179
23,3,7,6,0.96393,60,57.8358,19.2786
23,3,7,7,0.96393,200,192.786,96.393
23,3,7,8,0.96393,200,192.786,96.393
23,3,7,9,0.96393,60,57.8358,19.2786
23,3,7,10,0.96393,60,57.8358,19.2786
23,3,7,11,0.96393,45,43.37685,28.9179
23,3,7,12,0.96393,60,57.8358,33.73755
23,3,7,13,0.96393,60,57.8358,33.73755
23,3,7,14,0.96393,120,115.6716,77.1144
23,3,7,15,0.96393,60,57.8358,9.6393
23,3,7,16,0.96393,60,57.8358,19.2786
23,3,7,17,0.96393,60,57.8358,19.2786
23,3,7,18,0.96393,90,86.7537,38.5572
23,3,7,19,0.96393,90,86.7537,38.5572
23,3,7,20,0.96393,90,86.7537,38.5572
23,3,7,21,0.96393,90,86.7537,38.5572
23,3,7,22,0.96393,90,86.7537,38.5572
23,3,7,23,0.96393,90,86.7537,48.1965
23,3,7,24,0.96393,420,404.8506,192.786
23,3,7,25,0.96393,420,404.8506,192.786
23,3,7,26,0.96393,60,57.8358,24.09825
23,3,7,27,0.96393,60,57.8358,24.09825
23,3,7,28,0.96393,60,57.8358,19.2786
23,3,7,29,0.96393,120,115.6716,67.4751
23,3,7,30,0.96393,200,192.786,578.358
23,3,7,31,0.96393,150,144.5895,67.4751
23,3,7,32,0.96393,210,202.4253,96.393
23,3,7,33,0.96393,60,57.8358,38.5572
24,3,8,1,0.88856,0,0,0
24,3,8,2,0.88856,100,88.856,53.3136
24,3,8,3,0.88856,90,79.9704,35.5424
24,3,8,4,0.88856,120,106.6272,71.0848
24,3,8,5,0.88856,60,53.3136,26.6568
24,3,8,6,0.88856,60,53.3136,17.7712
24,3,8,7,0.88856,200,177.712,88.856
24,3,8,8,0.88856,200,177.712,88.856
24,3,8,9,0.88856,60,53.3136,17.7712
24,3,8,10,0.88856,60,53.3136,17.7712
24,3,8,11,0.88856,45,39.9852,26.6568
24,3,8,12,0.88856,60,53.3136,31.0996
24,3,8,13,0.88856,60,53.3136,31.0996
24,3,8,14,0.88856,120,106.6272,71.0848
24,3,8,15,0.88856,60,53.3136,8.8856
24,3,8,16,0.88856,60,53.3136,17.7712
24,3,8,17,0.88856,60,53.3136,17.7712
24,3,8,18,0.88856,90,79.9704,35.5424
24,3,8,19,0.88856,90,79.9704,35.5424
24,3,8,20,0.88856,90,79.9704,35.5424
24,3,8,21,0.88856,90,79.9704,35.5424
24,3,8,22,0.88856,90,79.9704,35.5424
24,3,8,23,0.88856,90,79.9704,44.428
24,3,8,24,0.88856,420,373.1952,177.712
24,3,8,25,0.88856,420,373.1952,177.712
24,3,8,26,0.88856,60,53.3136,22.214
24,3,8,27,0.88856,60,53.3136,22.214
24,3,8,28,0.88856,60,53.3136,17.7712
24,3,8,29,0.88856,120,106.6272,62.1992
24,3,8,30,0.88856,200,177.712,533.136
24,3,8,31,0.88856,150,133.284,62.1992
24,3,8,32,0.88856,210,186.5976,88.856
24,3,8,33,0.88856,60,53.3136,35.5424
25,4,1,1,0.783042,0,0,0
25,4,1,2,0.783042,100,78.3042,46.98252
25,4,1,3,0.783042,90,70.47378,31.32168
25,4,1,4,0.783042,120,93.96504,62.64336
25,4,1,5,0.783042,60,46.98252,23.49126
25,4,1,6,0.783042,60,46.98252,15.66084
25,4,1,7,0.783042,200,156.6084,78.3042
25,4,1,8,0.783042,200,156.6084,78.3042
25,4,1,9,0.783042,60,46.98252,15.66084
25,4,1,10,0.783042,60,46.98252,15.66084
25,4,1,11,0.783042,45,35.23689,23.49126
25,4,1,12,0.783042,60,46.98252,27.40647
25,4,1,13,0.783042,60,46.98252,27.40647
25,4,1,14,0.783042,120,93.96504,62.64336
25,4,1,15,0.783042,60,46.98252,7.83042
25,4,1,16,0.783042,60,46.98252,15.66084
25,4,1,17,0.783042,60,46.98252,15.66084
25,4,1,18,0.783042,90,70.47378,31.32168
25,4,1,19,0.783042,90,70.47378,31.32168
25,4,1,20,0.783042,90,70.47378,31.32168
25,4,1,21,0.783042,90,70.47378,31.32168
25,4,1,22,0.783042,90,70.47378,31.32168
25,4,1,23,0.783042,90,70.47378,39.1521
25,4,1,24,0.783042,420,328.87764,156.6084
25,4,1,25,0.783042,420,328.87764,156.6084
25,4,1,26,0.783042,60,46.98252,19.57605
25,4,1,27,0.783042,60,46.98252,19.57605
25,4,1,28,0.783042,60,46.98252,15.66084
25,4,1,29,0.783042,120,93.96504,54.81294
25,4,1,30,0.783042,200,156.6084,469.8252
25,4,1,31,0.783042,150,117.4563,54.81294
25,4,1,32,0.783042,210,164.43882,78.3042
25,4,1,33,0.783042,60,46.98252,31.32168
26,4,2,1,0.73782,0,0,0
26,4,2,2,0.73782,100,73.782,44.2692
26,4,2,3,0.73782,90,66.4038,29.5128
26,4,2,4,0.73782,120,88.5384,59.0256
26,4,2,5,0.73782,60,44.2692,22.1346
26,4,2,6,0.73782,60,44.2692,14.7564
26,4,2,7,0.73782,200,147.564,73.782
26,4,2,8,0.73782,200,147.564,73.782
26,4,2,9,0.73782,60,44.2692,14.7564
26,4,2,10,0.73782,60,44.2692,14.7564
26,4,2,11,0.73782,45,33.2019,22.1346
26,4,2,12,0.73782,60,44.2692,25.8237
26,4,2,13,0.73782,60,44.2692,25.8237
26,4,2,14,0.73782,120,88.5384,59.0256
26,4,2,15,0.73782,60,44.2692,7.3782
26,4,2,16,0.73782,60,44.2692,14.7564
26,4,2,17,0.73782,60,44.2692,14.7564
26,4,2,18,0.73782,90,66.4038,29.5128
26,4,2,19,0.73782,90,66.4038,29.5128
26,4,2,20,0.73782,90,66.4038,29.5128
26,4,2,21,0.73782,90,66.4038,29.5128
26,4,2,22,0.73782,90,66.4038,29.5128
26,4,2,23,0.73782,90,66.4038,36.891
26,4,2,24,0.73782,420,309.8844,147.564
26,4,2,25,0.73782,420,309.8844,147.564
26,4,2,26,0.73782,60,44.2692,18.4455
26,4,2,27,0.73782,60,44.2692,18.4455
26,4,2,28,0.73782,60,44.2692,14.7564
26,4,2,29,0.73782,120,88.5384,51.6474
26,4,2,30,0.73782,200,147.564,442.692
26,4,2,31,0.73782,150,110.673,51.6474
26,4,2,32,0.73782,210,154.9422,73.782
26,4,2,33,0.73782,60,44.2692,29.5128
27,4,3,1,0.723015,0,0,0
27,4,3,2,0.723015,100,72.3015,43.3809
27,4,3,3,0.723015,90,65.07135,28.9206
27,4,3,4,0.723015,120,86.7618,57.8412
27,4,3,5,0.723015,60,43.3809,21.69045
27,4,3,6,0.723015,60,43.3809,14.4603
