run_id,N,p95_max_abs_error,worst_max_abs_error,mean_joint_tv,meets_all_criteria,recommended
run-001,500,0.0408,0.076,0.156715062532177,0,0
run-001,1000,0.03004,0.051,0.111973432432669,0,0
run-001,2000,0.0205,0.036005,0.0795619363909079,0,0
run-001,5000,0.0133,0.023497,0.0508740733301302,0,0
run-001,10000,0.00940000000000007,0.0163,0.0359742731220164,0,0
run-002,15000,0.0074,0.0154716666666666,0.029618947326489,1,1
run-002,20000,0.00643333333333296,0.014045,0.0256099632021095,1,0
run-002,30000,0.00549612577777797,0.0121283333333334,0.0208151363803439,1,0
