N,a0,loc0,lfw0,stage,stage_index,distribution_type,seed_pair_count,mean_pairwise_tv,max_pairwise_tv,mean_max_abs_error,std_max_abs_error,mean_tv_to_exact,std_tv_to_exact,seed_count
15000,3,6,0,W3,3,loc,10,0.01192,0.0148666666666667,0.00366044369894437,0.000848992956123306,0.00904629800791674,0.00102685601958655,5
15000,3,6,0,W3,3,lfw,10,0.00619333333333333,0.012,0.00429846666666667,0.001780837281231,0.0043554,0.00187299382154763,5
15000,3,6,0,W3,3,joint,10,0.0534733333333333,0.0584,0.00260160994707585,0.000445424537540973,0.0382601458549444,0.0015531627727503,5
15000,3,7,0,W1,1,intensity,10,0.00646666666666666,0.0107333333333333,0.00359999999999991,0.0012622730819175,0.00431999999999992,0.00142392259465041,5
15000,3,7,0,W1,1,loc,10,0.00867333333333333,0.0142666666666666,0.00402666666666667,0.00139570770578943,0.00673333333333333,0.00283940525853956,5
15000,3,7,0,W1,1,lfw,10,0.00379333333333333,0.00619999999999999,0.00301333333333333,0.00252999780412727,0.00301333333333333,0.00252999780412729,5
15000,3,7,0,W1,1,joint,10,0.0277733333333333,0.0315333333333333,0.00359333333333334,0.000584992877449498,0.0203469,0.00208863890289025,5
15000,3,7,0,W2,2,intensity,10,0.00716000000000001,0.01,0.00353933333333334,0.000834010040055497,0.00437755555555562,0.00183736285286439,5
15000,3,7,0,W2,2,loc,10,0.01172,0.0168,0.00575323919554986,0.00219797074714478,0.00949942281177203,0.00318213167973583,5
15000,3,7,0,W2,2,lfw,10,0.00532666666666667,0.00753333333333338,0.00313999999999999,0.00182077517069577,0.00409333333333334,0.00257653945352201,5
15000,3,7,0,W2,2,joint,10,0.0473533333333333,0.0530666666666666,0.00341252788183912,0.00107334352448076,0.0341457478341033,0.00223147588999527,5
15000,3,7,0,W3,3,intensity,10,0.00434666666666667,0.00586666666666669,0.00370763555555577,0.00211121482040609,0.00475323440740782,0.00225575214425206,5
15000,3,7,0,W3,3,loc,10,0.0100866666666667,0.0122,0.00361786094196255,0.000956335491062197,0.00722161088582586,0.00156755873229623,5
15000,3,7,0,W3,3,lfw,10,0.00466,0.00713333333333333,0.00241286666666666,0.00112397839046053,0.00302660000000001,0.0017756356670844,5
15000,3,7,0,W3,3,joint,10,0.0517733333333333,0.0564,0.00287629204452703,0.000485593321850203,0.0379528797928663,0.000977293279160882,5
15000,4,1,0,W1,1,intensity,10,0.00794000000000002,0.0121333333333334,0.00465333333333347,0.00220575006139272,0.00574666666666681,0.0021961582618545,5
15000,4,1,0,W1,1,loc,10,0.0124866666666667,0.0168666666666667,0.00621333333333334,0.00181193573592197,0.00898666666666667,0.0026634981175556,5
15000,4,1,0,W1,1,lfw,10,0.00412,0.00813333333333333,0.00242666666666668,0.00245565107908723,0.00242666666666667,0.00245565107908722,5
15000,4,1,0,W1,1,joint,10,0.0289,0.0355333333333333,0.00392016666666668,0.00093536393689535,0.0210692,0.00274746874706721,5
15000,4,1,0,W2,2,intensity,10,0.00958666666666666,0.0151333333333333,0.00461899999999998,0.001462968135481,0.00672233333333328,0.00306144392020245,5
15000,4,1,0,W2,2,loc,10,0.0137333333333333,0.0188666666666666,0.0049201937984496,0.0023032496636557,0.010401511627907,0.00357440830843696,5
15000,4,1,0,W2,2,lfw,10,0.00815333333333333,0.0142666666666667,0.00483333333333333,0.00300582767303784,0.00527333333333334,0.0033174119765598,5
15000,4,1,0,W2,2,joint,10,0.04616,0.0529333333333333,0.0026016344946489,0.000562163360016159,0.0328839581452655,0.0032980818528572,5
15000,4,1,0,W3,3,intensity,10,0.00844666666666666,0.0108666666666666,0.00467777437037043,0.000690546715224317,0.00638556834814812,0.00149796480657831,5
15000,4,1,0,W3,3,loc,10,0.0133,0.0196666666666667,0.00437523388205336,0.000655689344764948,0.00933249261988463,0.00132671484520653,5
15000,4,1,0,W3,3,lfw,10,0.00724666666666667,0.0130666666666667,0.00416366666666667,0.00261573507832886,0.004361,0.00257648858806797,5
15000,4,1,0,W3,3,joint,10,0.0588133333333333,0.0616,0.00273256510362857,0.000617814102093213,0.0406593706207043,0.00216859089705005,5
15000,4,2,0,W1,1,intensity,10,0.00539333333333333,0.0102,0.00347999999999994,0.0013378257651046,0.00381333333333326,0.00134279972859357,5
15000,4,2,0,W1,1,loc,10,0.01064,0.0182666666666667,0.00529333333333331,0.00175727061091909,0.00648,0.0027750475471402,5
15000,4,2,0,W1,1,lfw,10,0.00320000000000001,0.00573333333333336,0.00466666666666667,0.00229153029897297,0.00466666666666668,0.00229153029897297,5
15000,4,2,0,W1,1,joint,10,0.0293066666666667,0.0347333333333333,0.0045828933333333,0.00317303732358898,0.0211718733333333,0.00347299187560247,5
