preparation_stage_count,<=1,1-10,10-20,20-30,30-50,50-100,>100,row_total_percent
2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3,74.3006993006993,4.807692307692308,5.1573426573426575,10.052447552447552,5.681818181818182,0.0,0.0,100.0
4,17.168556902620256,7.195932733672272,26.202581149784905,33.750488854125926,14.939382088384825,0.7430582714118107,0.0,100.00000000000001
5,13.908355795148248,3.719676549865229,5.121293800539084,7.762803234501348,63.61185983827493,5.876010781671159,0.0,99.99999999999999
6,3.827751196172249,11.483253588516746,7.655502392344498,6.698564593301436,60.76555023923444,9.569377990430622,0.0,99.99999999999999
