scope,path_count,denominator,total_margin_kg_mean,total_margin_kg_median,total_margin_kg_q25,total_margin_kg_q75,total_margin_kg_q90,total_margin_kg_q95,total_margin_kg_q99,total_margin_kg_max,site_surplus_total_kg_mean,site_surplus_total_kg_median,site_surplus_total_kg_q25,site_surplus_total_kg_q75,site_surplus_total_kg_q90,site_surplus_total_kg_q95,site_surplus_total_kg_q99,site_surplus_total_kg_max,identity_max_abs_residual_kg,identity_tolerance_kg,identity_pass
Stage7达标路径,5651,6124,169.331573089,158.391178491,136.518409272,171.212025242,246.773787307,332.295415487,438.404684688,579.808589607,169.331573089,158.391178491,136.518409272,171.212025242,246.773787307,332.295415487,438.404684688,579.808589607,1.76214598469e-12,1e-07,True
