experiment,preparation_stage_count,delta_i_bin,path_count,row_share,prep_path_count,mean_delta_i_kg,median_delta_i_kg,delta_i_le_1_share,delta_i_gt_10_share,delta_i_gt_20_share
Baseline_6h,2,<=1,79,1.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,1-10,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,10-20,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,20-30,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,30-50,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,50-100,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,2,>100,0,0.0,79,0.0,0.0,1.0,0.0,0.0
Baseline_6h,3,<=1,850,0.743006993006993,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,1-10,55,0.04807692307692308,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,10-20,59,0.051573426573426576,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,20-30,115,0.10052447552447552,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,30-50,65,0.056818181818181816,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,50-100,0,0.0,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,3,>100,0,0.0,1144,5.763892672906957,0.0,0.743006993006993,0.2089160839160839,0.15734265734265734
Baseline_6h,4,<=1,439,0.17168556902620258,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,1-10,184,0.07195932733672272,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,10-20,670,0.26202581149784904,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,20-30,863,0.33750488854125926,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,30-50,382,0.14939382088384826,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,50-100,19,0.007430582714118107,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,4,>100,0,0.0,2557,18.57712135591526,19.903230680766,0.17168556902620258,0.7563551036370747,0.49432929213922566
Baseline_6h,5,<=1,258,0.13908355795148247,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,1-10,69,0.03719676549865229,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,10-20,95,0.05121293800539083,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,20-30,144,0.07762803234501348,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,30-50,1180,0.6361185983827493,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,50-100,109,0.05876010781671159,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,5,>100,0,0.0,1855,30.898666717158196,35.55088238077599,0.13908355795148247,0.8237196765498652,0.7725067385444744
Baseline_6h,6,<=1,16,0.03827751196172249,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,1-10,48,0.11483253588516747,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,10-20,32,0.07655502392344497,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,20-30,28,0.06698564593301436,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,30-50,254,0.6076555023923444,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,50-100,40,0.09569377990430622,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
Baseline_6h,6,>100,0,0.0,418,33.36649515835892,38.290976683398014,0.03827751196172249,0.84688995215311,0.7703349282296651
E1_8h,2,<=1,47,0.5949367088607594,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,1-10,0,0.0,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,10-20,0,0.0,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,20-30,30,0.379746835443038,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,30-50,2,0.02531645569620253,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,50-100,0,0.0,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,2,>100,0,0.0,79,10.493300246388177,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E1_8h,3,<=1,49,0.04283216783216783,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,1-10,12,0.01048951048951049,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,10-20,125,0.10926573426573427,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,20-30,368,0.32167832167832167,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,30-50,541,0.4729020979020979,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,50-100,49,0.04283216783216783,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,3,>100,0,0.0,1144,29.879690944900837,30.690357878358043,0.04283216783216783,0.9466783216783217,0.8374125874125874
E1_8h,4,<=1,9,0.0035197497066875244,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,1-10,61,0.023856081345326553,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,10-20,234,0.09151349237387564,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,20-30,772,0.301916308173641,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,30-50,1188,0.46460696128275325,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,50-100,293,0.11458740711771608,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,4,>100,0,0.0,2557,33.95275713939482,32.74366841388303,0.0035197497066875244,0.9726241689479859,0.8811106765741102
E1_8h,5,<=1,8,0.00431266846361186,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,1-10,94,0.050673854447439354,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,10-20,179,0.09649595687331536,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,20-30,630,0.33962264150943394,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,30-50,831,0.44797843665768194,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,50-100,113,0.06091644204851752,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,5,>100,0,0.0,1855,30.536642000082214,30.261761123592976,0.00431266846361186,0.9450134770889488,0.8485175202156334
E1_8h,6,<=1,4,0.009569377990430622,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,1-10,48,0.11483253588516747,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,10-20,45,0.1076555023923445,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,20-30,45,0.1076555023923445,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,30-50,254,0.6076555023923444,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,50-100,22,0.05263157894736842,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E1_8h,6,>100,0,0.0,418,31.878266467986855,36.20606429741804,0.009569377990430622,0.8755980861244019,0.7679425837320574
E2_6h_pmax_4over3,2,<=1,77,0.9746835443037974,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,1-10,0,0.0,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,10-20,0,0.0,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,20-30,0,0.0,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,30-50,2,0.02531645569620253,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,50-100,0,0.0,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,2,>100,0,0.0,79,0.8119676787588865,0.0,0.9746835443037974,0.02531645569620253,0.02531645569620253
E2_6h_pmax_4over3,3,<=1,76,0.06643356643356643,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,1-10,144,0.1258741258741259,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,10-20,251,0.2194055944055944,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,20-30,305,0.2666083916083916,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,30-50,363,0.3173076923076923,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,50-100,5,0.004370629370629371,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,3,>100,0,0.0,1144,23.18648211875167,22.59053778498503,0.06643356643356643,0.8076923076923077,0.5882867132867133
E2_6h_pmax_4over3,4,<=1,30,0.011732499022291749,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,1-10,128,0.050058662495111456,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,10-20,280,0.10950332420805632,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,20-30,263,0.10285490809542433,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,30-50,1608,0.6288619475948377,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,50-100,248,0.09698865858427845,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,4,>100,0,0.0,2557,34.62798945130403,36.805867100413025,0.011732499022291749,0.9382088384825968,0.8287055142745404
E2_6h_pmax_4over3,5,<=1,8,0.00431266846361186,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,1-10,123,0.06630727762803235,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,10-20,194,0.1045822102425876,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,20-30,104,0.056064690026954175,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,30-50,721,0.3886792452830189,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,50-100,705,0.38005390835579517,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,5,>100,0,0.0,1855,43.10908024349779,43.332153881608974,0.00431266846361186,0.9293800539083558,0.8247978436657682
E2_6h_pmax_4over3,6,<=1,1,0.0023923444976076554,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,1-10,51,0.12200956937799043,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,10-20,39,0.09330143540669857,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,20-30,36,0.0861244019138756,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,30-50,250,0.5980861244019139,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,50-100,41,0.09808612440191387,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E2_6h_pmax_4over3,6,>100,0,0.0,418,32.041673843608315,32.88033094296,0.0023923444976076554,0.8755980861244019,0.7822966507177034
E3_8h_htt_4over3,2,<=1,47,0.5949367088607594,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,1-10,0,0.0,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,10-20,0,0.0,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,20-30,30,0.379746835443038,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,30-50,2,0.02531645569620253,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,50-100,0,0.0,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,2,>100,0,0.0,79,10.903621088108919,0.0,0.5949367088607594,0.4050632911392405,0.4050632911392405
E3_8h_htt_4over3,3,<=1,54,0.0472027972027972,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,1-10,10,0.008741258741258742,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,10-20,135,0.11800699300699301,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,20-30,346,0.30244755244755245,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,30-50,549,0.4798951048951049,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,50-100,50,0.043706293706293704,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,3,>100,0,0.0,1144,29.884813000772343,30.69035787835702,0.0472027972027972,0.9440559440559441,0.826048951048951
E3_8h_htt_4over3,4,<=1,26,0.010168165819319515,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,1-10,45,0.01759874853343762,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,10-20,243,0.09503324208056316,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,20-30,736,0.2878373093468909,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,30-50,1231,0.4814235432147047,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,50-100,276,0.10793899100508408,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,4,>100,0,0.0,2557,33.95489391281162,32.46870544534801,0.010168165819319515,0.9722330856472429,0.8771998435666797
E3_8h_htt_4over3,5,<=1,7,0.0037735849056603774,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,1-10,93,0.05013477088948787,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,10-20,173,0.09326145552560647,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,20-30,644,0.3471698113207547,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,30-50,838,0.4517520215633423,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,50-100,100,0.05390835579514825,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,5,>100,0,0.0,1855,30.492701700968755,30.144242180415006,0.0037735849056603774,0.9460916442048517,0.8528301886792453
E3_8h_htt_4over3,6,<=1,2,0.004784688995215311,418,32.44280416795326,36.546109814443525,0.004784688995215311,0.8875598086124402,0.7870813397129187
E3_8h_htt_4over3,6,1-10,45,0.1076555023923445,418,32.44280416795326,36.546109814443525,0.004784688995215311,0.8875598086124402,0.7870813397129187
E3_8h_htt_4over3,6,10-20,42,0.10047846889952153,418,32.44280416795326,36.546109814443525,0.004784688995215311,0.8875598086124402,0.7870813397129187
E3_8h_htt_4over3,6,20-30,45,0.1076555023923445,418,32.44280416795326,36.546109814443525,0.004784688995215311,0.8875598086124402,0.7870813397129187
E3_8h_htt_4over3,6,30-50,255,0.6100478468899522,418,32.44280416795326,36.546109814443525,0.004784688995215311,0.8875598086124402,0.7870813397129187
